"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Jasper County School District, South Carolina","4502520",25954,6106,5168,14680,13721,4062,2987,6672,9811,1520,1681,6610,46,0,12,34,2376,524,488,1364
"Kershaw County School District, South Carolina","4502550",62321,10467,6562,45292,41042,7810,4723,28509,19152,2385,1429,15338,645,30,60,555,1482,242,350,890
"Lancaster County School District, South Carolina","4502580",79206,14802,8125,56279,44100,10505,5130,28465,31555,3854,2344,25357,898,57,452,389,2653,386,199,2068
"Laurens School District 55, South Carolina","4502610",35768,7341,5220,23207,27236,5848,4200,17188,7103,1093,904,5106,269,45,0,224,1160,355,116,689
"Laurens School District 56, South Carolina","4502640",19272,4544,2764,11964,15176,3866,2241,9069,3661,491,461,2709,185,46,31,108,250,141,31,78
"Lee County School District, South Carolina","4502670",16860,4663,2676,9521,13752,4001,2139,7612,3050,649,529,1872,37,0,0,37,21,13,8,0
"Lexington School District 1, South Carolina","4502700",126894,14198,8946,103750,75566,9017,5924,60625,44483,3784,2490,38209,1441,219,28,1194,5404,1178,504,3722
"Lexington School District 2, South Carolina","4502730",63654,11693,8190,43771,40662,8014,5618,27030,17077,2901,1439,12737,763,143,36,584,5152,635,1097,3420
"Lexington School District 3, South Carolina","4502760",12836,3171,1512,8153,10133,2679,1339,6115,2145,340,101,1704,51,0,26,25,507,152,46,309
"Lexington School District 4, South Carolina","4502790",17824,5058,1957,10809,12402,3807,1341,7254,4749,950,508,3291,30,5,0,25,643,296,108,239
"Lexington School District 5, South Carolina","4502820",95433,8174,5754,81505,51760,4955,3093,43712,38353,2753,2326,33274,1193,33,79,1081,4127,433,256,3438
"Marlboro County School District, South Carolina","4502970",24889,7224,3417,14248,18796,5915,2617,10264,5856,1305,753,3798,88,4,8,76,149,0,39,110
"McCormick County School District, South Carolina","4503000",8615,1681,894,6040,4652,1209,694,2749,3753,447,192,3114,82,7,4,71,128,18,4,106
"Newberry County School District, South Carolina","4503030",36465,6436,4830,25199,28170,4909,3961,19300,6278,1008,536,4734,154,16,23,115,1863,503,310,1050
"Oconee County School District, South Carolina","4503060",74271,14897,10350,49024,44601,9742,6645,28214,26369,4278,3184,18907,718,120,66,532,2583,757,455,1371
"Orangeburg School District 3, South Carolina","4503150",20026,5351,4168,10507,15688,4470,3693,7525,3977,818,444,2715,43,0,4,39,318,63,27,228
"Orangeburg School District 4, South Carolina","4503180",19749,3784,3270,12695,16735,3273,2832,10630,2770,481,390,1899,26,6,0,20,218,24,48,146
"Orangeburg School District 5, South Carolina","4503210",47863,11465,5818,30580,37362,8935,4532,23895,9015,2123,1024,5868,225,48,41,136,1261,359,221,681
"Pickens County School District, South Carolina","4503330",112637,22545,13334,76758,71550,14513,8549,48488,35572,6703,4096,24773,1050,182,117,751,4465,1147,572,2746
"Richland School District 1, South Carolina","4503360",188081,46080,23297,118704,123122,32070,16095,74957,53655,11408,5493,36754,2433,498,225,1710,8871,2104,1484,5283
"Richland School District 2, South Carolina","4503390",130855,12458,11558,106839,66304,7427,7571,51306,51257,3897,2714,44646,4467,300,452,3715,8827,834,821,7172
"Saluda County School District, South Carolina","4503460",15324,3377,2097,9850,11441,2436,1630,7375,2172,505,139,1528,104,26,0,78,1607,410,328,869
"Spartanburg School District 1, South Carolina","4503480",29450,4772,2878,21800,18264,3251,1853,13160,9844,1181,890,7773,233,33,25,175,1109,307,110,692
"Spartanburg School District 2, South Carolina","4503510",57919,8048,5836,44035,37706,5154,4264,28288,15925,1950,1374,12601,706,38,0,668,3582,906,198,2478
"Spartanburg School District 3, South Carolina","4503540",16027,3092,2933,10002,12170,2383,2318,7469,3278,578,542,2158,14,0,0,14,565,131,73,361
"Spartanburg School District 4, South Carolina","4503570",16813,2925,2853,11035,11746,2374,1987,7385,4550,434,740,3376,74,19,33,22,443,98,93,252
"Spartanburg School District 5, South Carolina","4503600",43714,5290,5003,33421,26151,3299,3235,19617,14076,1340,1510,11226,299,84,6,209,3188,567,252,2369
"Spartanburg School District 6, South Carolina","4503630",61538,10935,6800,43803,36654,6891,4418,25345,18000,2342,1468,14190,576,25,126,425,6308,1677,788,3843
"Spartanburg School District 7, South Carolina","4503660",50227,12535,5956,31736,34048,10203,4282,19563,13470,1943,1459,10068,348,13,23,312,2361,376,192,1793
"Union County School District, South Carolina","4503750",27637,5605,3625,18407,23009,4955,3113,14941,4405,650,483,3272,40,0,4,36,183,0,25,158
"Williamsburg County School District, South Carolina","4503780",31329,9349,3749,18231,27569,8282,3340,15947,3466,971,367,2128,125,20,31,74,169,76,11,82
"York School District 1, South Carolina","4503810",32077,6015,3630,22432,16831,3189,1994,11648,13949,2454,1496,9999,89,51,4,34,1208,321,136,751
"York School District 2, South Carolina","4503840",37732,4455,2595,30682,9476,1646,647,7183,26459,2565,1923,21971,504,24,0,480,1293,220,25,1048
"York School District 3, South Carolina","4503870",109675,17516,10244,81915,59042,11571,5863,41608,45323,5188,4037,36098,1174,138,79,957,4136,619,265,3252
"York School District 4, South Carolina","4503900",56309,3828,3086,49395,10403,1357,851,8195,40652,1911,1851,36890,761,13,95,653,4493,547,289,3657
"Sumter County Consolidated School District, South Carolina","4503902",105205,18943,13337,72925,68975,14794,9497,44684,30717,3458,2958,24301,1817,106,244,1467,3696,585,638,2473
"Marion School District 10, South Carolina","4503908",31909,8865,4958,18086,26351,7219,4424,14708,4795,1286,437,3072,104,12,9,83,659,348,88,223
"Remainder of South Carolina, South Carolina","4599999",3929,508,257,3164,1335,408,91,836,2326,86,139,2101,123,0,27,96,145,14,0,131
