"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Chesterfield County, South Carolina","45025",45703,12237,5669,27797,30742,8464,3765,18513,13847,3384,1828,8635,53,15,0,38,1061,374,76,611
"Clarendon County, South Carolina","45027",32920,8203,5406,19311,24570,6392,4062,14116,7788,1606,1234,4948,67,9,11,47,495,196,99,200
"Colleton County, South Carolina","45029",37921,7810,6200,23911,28873,6209,4858,17806,8139,1506,1157,5476,160,87,21,52,749,8,164,577
"Darlington County, South Carolina","45031",67133,16130,8424,42579,53800,13584,6823,33393,11827,2248,1345,8234,272,47,2,223,1234,251,254,729
"Dillon County, South Carolina","45033",30948,9757,4750,16441,25092,8097,3837,13158,5009,1184,741,3084,55,0,13,42,792,476,159,157
"Dorchester County, South Carolina","45035",137600,16597,14353,106650,68432,10044,8463,49925,60370,5646,4755,49969,2831,234,209,2388,5967,673,926,4368
"Edgefield County, South Carolina","45037",23997,4773,2528,16696,11485,2579,1540,7366,11636,1774,937,8925,115,27,0,88,761,393,51,317
"Fairfield County, South Carolina","45039",23219,5271,3187,14761,18561,4511,2682,11368,4116,676,432,3008,135,36,8,91,407,48,65,294
"Florence County, South Carolina","45041",134061,26564,16777,90720,100487,21464,13845,65178,29304,4480,2168,22656,755,131,150,474,3515,489,614,2412
"Georgetown County, South Carolina","45043",59687,12663,6933,40091,36455,9814,5082,21559,21044,2138,1690,17216,391,0,26,365,1797,711,135,951
"Greenville County, South Carolina","45045",447819,70589,43677,333553,238683,43725,26161,168797,167987,18603,12817,136567,5045,761,188,4096,36104,7500,4511,24093
"Greenwood County, South Carolina","45047",67002,15499,7507,43996,49021,11751,6112,31158,14654,2471,1198,10985,670,279,3,388,2657,998,194,1465
"Hampton County, South Carolina","45049",19326,4871,2611,11844,15219,3848,2002,9369,3895,995,568,2332,40,0,5,35,172,28,36,108
"Horry County, South Carolina","45051",273302,50844,29857,192601,107241,24332,13255,69654,145427,21561,13363,110503,2156,264,347,1545,18478,4687,2892,10899
"Jasper County, South Carolina","45053",24512,5806,4503,14203,13821,3689,2923,7209,8346,1506,1176,5664,76,0,0,76,2269,611,404,1254
"Kershaw County, South Carolina","45055",61433,10234,7831,43368,41661,7566,5620,28475,17143,2230,1802,13111,852,78,141,633,1777,360,268,1149
"Lancaster County, South Carolina","45057",76340,16014,8037,52289,44840,11690,5387,27763,28594,3893,2211,22490,549,61,234,254,2357,370,205,1782
"Laurens County, South Carolina","45059",64187,13249,9848,41090,49787,10793,8222,30772,12446,1757,1480,9209,310,70,5,235,1644,629,141,874
"Lee County, South Carolina","45061",17198,4809,2707,9682,14111,4122,2157,7832,2807,667,518,1622,9,0,0,9,271,20,32,219
"Lexington County, South Carolina","45063",263687,34860,21874,206953,159919,23126,14534,122259,87744,9132,5562,73050,3110,357,72,2681,12914,2245,1706,8963
"McCormick County, South Carolina","45065",8762,1510,825,6427,5109,1048,697,3364,3498,438,128,2932,51,7,0,44,104,17,0,87
"Marion County, South Carolina","45067",32394,8869,5469,18056,26432,7046,4696,14690,5179,1682,625,2872,85,0,41,44,698,141,107,450
"Marlboro County, South Carolina","45069",25204,7734,3940,13530,18516,6150,2904,9462,6505,1555,1009,3941,41,4,9,28,142,25,18,99
"Newberry County, South Carolina","45071",36288,6251,3852,26185,27838,4904,2810,20124,6305,839,520,4946,195,6,6,183,1950,502,516,932
"Oconee County, South Carolina","45073",73671,14067,9583,50021,44280,9319,5970,28991,26425,3932,3114,19379,576,109,28,439,2390,707,471,1212
"Orangeburg County, South Carolina","45075",88415,20992,13114,54309,70503,17180,10753,42570,15797,3361,2099,10337,352,39,67,246,1763,412,195,1156
"Pickens County, South Carolina","45077",111433,21033,12614,77786,70797,13411,8280,49106,35022,5759,3687,25576,1000,239,123,638,4614,1624,524,2466
"Richland County, South Carolina","45079",359789,61943,34060,263786,212144,41368,21855,148921,121549,16545,9522,95482,7301,763,452,6086,18795,3267,2231,13297
"Saluda County, South Carolina","45081",19672,4226,2368,13078,15013,3077,1793,10143,2708,494,195,2019,77,21,0,56,1874,634,380,860
"Spartanburg County, South Carolina","45083",279042,50013,31295,197734,179593,34859,21813,122921,79396,10347,7226,61823,1954,362,170,1422,18099,4445,2086,11568
"Sumter County, South Carolina","45085",104766,18741,13678,72347,69133,14329,10057,44747,30133,3585,3072,23476,1811,110,102,1599,3689,717,447,2525
"Union County, South Carolina","45087",28183,5657,4022,18504,23344,4759,3549,15036,4564,864,447,3253,73,28,11,34,202,6,15,181
"Williamsburg County, South Carolina","45089",31960,9853,4619,17488,27318,8547,3950,14821,4416,1249,642,2525,54,6,0,48,172,51,27,94
"York County, South Carolina","45091",226566,30308,18650,177608,93961,16991,9387,67583,120215,11356,8707,100152,1978,233,113,1632,10412,1728,443,8241
