"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Greenville County School District, South Carolina","4502310",463434,73925,45381,344128,248839,45989,27636,175214,171727,19138,13021,139568,5230,761,188,4281,37638,8037,4536,25065
"Greenwood School District 50, South Carolina","4502340",56413,13452,6181,36780,41352,10235,5157,25960,11971,2114,852,9005,636,262,0,374,2454,841,172,1441
"Greenwood School District 51, South Carolina","4502370",7075,1621,1422,4032,5473,1200,1025,3248,1347,264,397,686,30,0,0,30,225,157,0,68
"Greenwood School District 52, South Carolina","4502400",7323,827,840,5656,5243,652,589,4002,2020,158,226,1636,24,17,3,4,36,0,22,14
"Hampton School District 1, South Carolina","4502430",13343,3093,1529,8721,10839,2512,1261,7066,2418,576,263,1579,28,0,5,23,58,5,0,53
"Hampton School District 2, South Carolina","4502460",5983,1778,1082,3123,4380,1336,741,2303,1477,419,305,753,12,0,0,12,114,23,36,55
"Horry County School District, South Carolina","4502490",273302,50844,29857,192601,107241,24332,13255,69654,145427,21561,13363,110503,2156,264,347,1545,18478,4687,2892,10899
"Jasper County School District, South Carolina","4502520",24512,5806,4503,14203,13821,3689,2923,7209,8346,1506,1176,5664,76,0,0,76,2269,611,404,1254
"Kershaw County School District, South Carolina","4502550",61433,10234,7831,43368,41661,7566,5620,28475,17143,2230,1802,13111,852,78,141,633,1777,360,268,1149
"Lancaster County School District, South Carolina","4502580",76340,16014,8037,52289,44840,11690,5387,27763,28594,3893,2211,22490,549,61,234,254,2357,370,205,1782
"Laurens School District 55, South Carolina","4502610",36915,7085,5464,24366,28449,5723,4586,18140,7375,1112,765,5498,150,25,0,125,941,225,113,603
"Laurens School District 56, South Carolina","4502640",18301,4571,2639,11091,14758,3896,2320,8542,3113,470,286,2357,115,45,5,65,315,160,28,127
"Lee County School District, South Carolina","4502670",17198,4809,2707,9682,14111,4122,2157,7832,2807,667,518,1622,9,0,0,9,271,20,32,219
"Lexington School District 1, South Carolina","4502700",119896,12596,8257,99043,71003,7844,5162,57997,42512,3624,2431,36457,1631,215,35,1381,4750,913,629,3208
"Lexington School District 2, South Carolina","4502730",64166,10995,7112,46059,41358,7320,4701,29337,17019,2766,1566,12687,823,121,0,702,4966,788,845,3333
"Lexington School District 3, South Carolina","4502760",13207,2900,1558,8749,10429,2331,1361,6737,2397,437,197,1763,19,0,0,19,362,132,0,230
"Lexington School District 4, South Carolina","4502790",18172,3825,2075,12272,12464,2802,1632,8030,4621,746,372,3503,22,7,0,15,1065,270,71,724
"Lexington School District 5, South Carolina","4502820",91708,7487,5233,78988,49002,4484,3174,41344,38117,2703,1671,33743,1431,14,98,1319,3158,286,290,2582
"Marion School District 1, South Carolina","4502850",14524,4479,2160,7885,11505,3676,1745,6084,2857,803,415,1639,0,0,0,0,162,0,0,162
"Marion School District 2, South Carolina","4502880",11564,2692,1981,6891,9897,2141,1762,5994,1523,516,170,837,58,0,41,17,86,35,8,43
"Marlboro County School District, South Carolina","4502970",25204,7734,3940,13530,18516,6150,2904,9462,6505,1555,1009,3941,41,4,9,28,142,25,18,99
"McCormick County School District, South Carolina","4503000",8762,1510,825,6427,5109,1048,697,3364,3498,438,128,2932,51,7,0,44,104,17,0,87
"Newberry County School District, South Carolina","4503030",36288,6251,3852,26185,27838,4904,2810,20124,6305,839,520,4946,195,6,6,183,1950,502,516,932
"Oconee County School District, South Carolina","4503060",73671,14067,9583,50021,44280,9319,5970,28991,26425,3932,3114,19379,576,109,28,439,2390,707,471,1212
"Orangeburg School District 3, South Carolina","4503150",20125,5864,3408,10853,15800,5005,2771,8024,3895,796,611,2488,72,24,5,43,358,39,21,298
"Orangeburg School District 4, South Carolina","4503180",20116,3592,3498,13026,16434,2903,3187,10344,3424,554,311,2559,37,5,0,32,221,130,0,91
"Orangeburg School District 5, South Carolina","4503210",48174,11536,6208,30430,38269,9272,4795,24202,8478,2011,1177,5290,243,10,62,171,1184,243,174,767
"Pickens County School District, South Carolina","4503330",111433,21033,12614,77786,70797,13411,8280,49106,35022,5759,3687,25576,1000,239,123,638,4614,1624,524,2466
"Richland School District 1, South Carolina","4503360",188255,46346,21177,120732,124000,32253,14189,77558,53739,11773,5917,36049,2627,537,155,1935,7889,1783,916,5190
"Richland School District 2, South Carolina","4503390",126370,12326,10142,103902,64144,7168,6140,50836,49241,3579,2649,43013,3642,226,201,3215,9343,1353,1152,6838
"Saluda County School District, South Carolina","4503460",14849,3420,1903,9526,11045,2394,1458,7193,1999,422,138,1439,77,21,0,56,1728,583,307,838
"Spartanburg School District 1, South Carolina","4503480",29974,5000,3214,21760,18227,3135,2029,13063,10226,1221,1104,7901,220,22,18,180,1301,622,63,616
"Spartanburg School District 2, South Carolina","4503510",57284,9056,5566,42662,36942,5602,4139,27201,15862,2329,1313,12220,373,38,0,335,4107,1087,114,2906
"Spartanburg School District 3, South Carolina","4503540",16519,3047,2867,10605,13009,2584,2256,8169,3138,418,499,2221,17,0,0,17,355,45,112,198
"Spartanburg School District 4, South Carolina","4503570",16684,3103,2486,11095,11876,2386,1873,7617,4314,655,400,3259,27,12,0,15,467,50,213,204
"Spartanburg School District 5, South Carolina","4503600",42954,5698,4318,32938,26399,3996,2786,19617,13392,1064,1268,11060,462,200,47,215,2701,438,217,2046
"Spartanburg School District 6, South Carolina","4503630",56560,10042,5897,40621,33811,6322,3869,23620,17237,2193,1248,13796,368,50,39,279,5144,1477,741,2926
"Spartanburg School District 7, South Carolina","4503660",51696,12476,6525,32695,34834,9748,4322,20764,13714,2254,1536,9924,328,41,66,221,2820,433,601,1786
"Union County School District, South Carolina","4503750",28183,5657,4022,18504,23344,4759,3549,15036,4564,864,447,3253,73,28,11,34,202,6,15,181
"Williamsburg County School District, South Carolina","4503780",31960,9853,4619,17488,27318,8547,3950,14821,4416,1249,642,2525,54,6,0,48,172,51,27,94
"York School District 1, South Carolina","4503810",30952,5524,3819,21609,16559,3304,1751,11504,12955,1868,1939,9148,73,39,1,33,1365,313,128,924
"York School District 2, South Carolina","4503840",34799,4050,2314,28435,10065,1360,553,8152,23557,2509,1745,19303,371,60,0,311,806,121,16,669
"York School District 3, South Carolina","4503870",108253,17447,9963,80843,58090,11307,6409,40374,45085,5251,3374,36460,784,120,105,559,4294,769,75,3450
"York School District 4, South Carolina","4503900",52562,3287,2554,46721,9247,1020,674,7553,38618,1728,1649,35241,750,14,7,729,3947,525,224,3198
"Sumter County Consolidated School District, South Carolina","4503902",104766,18741,13678,72347,69133,14329,10057,44747,30133,3585,3072,23476,1811,110,102,1599,3689,717,447,2525
"Remainder of South Carolina, South Carolina","4599999",3828,523,442,2863,1272,427,66,779,2137,83,307,1747,217,0,35,182,202,13,34,155
