"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Kershaw County School District, South Carolina","4502550",41950,6350,14449,13062,5188,2901,26121,4473,9745,7700,2709,1494,13767,1352,4021,4925,2251,1218,579,15,286,214,64,0,1483,510,397,223,164,189
"Lancaster County School District, South Carolina","4502580",53967,9574,18412,15894,6951,3136,30093,6832,11382,8196,2528,1155,21332,2152,6171,7188,4011,1810,480,41,248,110,48,33,2062,549,611,400,364,138
"Laurens School District 55, South Carolina","4502610",25550,5036,9563,7508,2537,906,18085,3633,7167,5097,1588,600,6566,933,2239,2299,851,244,129,0,0,57,42,30,770,470,157,55,56,32
"Laurens School District 56, South Carolina","4502640",13169,3515,4241,3068,1546,799,10035,2914,3448,2277,886,510,2758,513,679,714,609,243,95,9,20,5,36,25,281,79,94,72,15,21
"Lee County School District, South Carolina","4502670",12706,3460,4868,3218,733,427,9899,2922,3878,2264,551,284,2608,441,985,884,162,136,28,7,5,9,0,7,171,90,0,61,20,0
"Lexington School District 1, South Carolina","4502700",80645,8311,21874,26489,15512,8459,40480,4607,12296,12947,7382,3248,34773,2200,8318,12467,7387,4401,1377,125,372,559,261,60,4015,1379,888,516,482,750
"Lexington School District 2, South Carolina","4502730",43385,5928,13540,13355,6907,3655,25898,3421,8836,8151,3770,1720,13147,1087,3546,4346,2652,1516,683,39,173,248,162,61,3657,1381,985,610,323,358
"Lexington School District 3, South Carolina","4502760",9274,1770,3552,2699,839,414,6899,1436,2739,1968,487,269,2011,198,707,689,313,104,19,0,14,0,0,5,345,136,92,42,39,36
"Lexington School District 4, South Carolina","4502790",11948,2740,4658,3489,786,275,7299,1786,2944,1851,532,186,3824,662,1484,1342,254,82,22,7,7,8,0,0,803,285,223,288,0,7
"Lexington School District 5, South Carolina","4502820",62622,3277,12299,19820,17340,9886,28007,1525,6352,8485,8117,3528,30891,1361,5379,10211,8271,5669,944,34,132,355,260,163,2780,357,436,769,692,526
"Marion School District 1, South Carolina","4502850",9186,1372,3927,2527,793,567,6819,1109,3048,1824,452,386,2205,204,857,622,341,181,0,0,0,0,0,0,162,59,22,81,0,0
"Marion School District 2, South Carolina","4502880",8207,1753,3402,2009,747,296,6939,1394,2878,1809,652,206,1168,334,492,189,87,66,14,0,3,3,8,0,86,25,29,8,0,24
"Marlboro County School District, South Carolina","4502970",19983,6023,8100,4112,1103,645,13680,4287,5656,2668,664,405,5696,1453,2258,1352,413,220,117,39,33,35,10,0,490,244,153,57,16,20
"McCormick County School District, South Carolina","4503000",8122,1722,2320,2598,877,605,4625,1289,1421,1521,293,101,3317,415,846,1014,553,489,44,0,21,18,5,0,136,18,32,45,26,15
"Newberry County School District, South Carolina","4503030",25236,5834,8086,6545,3184,1587,18466,4247,6236,4743,2281,959,5042,757,1464,1488,791,542,188,0,72,90,14,12,1540,830,314,224,98,74
"Oconee County School District, South Carolina","4503060",52614,8914,17615,14694,6720,4671,27994,5998,10972,7289,2317,1418,22130,2060,6212,6868,4210,2780,495,26,93,234,73,69,1995,830,338,303,120,404
"Orangeburg School District 3, South Carolina","4503150",13588,3838,4880,3099,1126,645,10143,3156,3568,2157,823,439,3017,509,1129,911,269,199,72,22,26,24,0,0,356,151,157,7,34,7
"Orangeburg School District 4, South Carolina","4503180",13243,2719,5259,3517,1331,417,10220,2217,4105,2737,888,273,2824,389,1119,730,443,143,37,8,5,23,0,1,162,105,30,27,0,0
"Orangeburg School District 5, South Carolina","4503210",32823,5806,10995,8453,4237,3332,25417,4758,9026,6269,3154,2210,6129,657,1827,2032,878,735,196,0,25,50,86,35,1081,391,117,102,119,352
"Pickens County School District, South Carolina","4503330",73169,13016,22087,21243,9935,6888,42262,9411,14868,11876,4033,2074,26747,2892,6635,8525,5140,3555,654,122,96,244,130,62,3506,591,488,598,632,1197
"Richland School District 1, South Carolina","4503360",126589,17145,31601,36325,24668,16850,77036,12501,22079,22303,13491,6662,41110,3204,7789,12486,9432,8199,1998,86,537,642,524,209,6445,1354,1196,894,1221,1780
"Richland School District 2, South Carolina","4503390",82902,6410,16154,28674,19287,12377,35281,2905,8256,11736,7573,4811,37310,1452,5957,14153,9870,5878,2606,182,336,951,820,317,7705,1871,1605,1834,1024,1371
"Saluda County School District, South Carolina","4503460",10140,2473,4094,2378,842,353,7074,1342,3123,1784,654,171,1639,89,765,486,147,152,54,0,0,48,6,0,1373,1042,206,60,35,30
"Spartanburg School District 1, South Carolina","4503480",21076,3802,7594,6125,2361,1194,11603,2297,4634,3080,1025,567,8308,900,2694,2841,1285,588,197,36,49,80,17,15,968,569,217,124,34,24
"Spartanburg School District 2, South Carolina","4503510",37260,6322,11710,11623,5207,2398,21650,3991,7036,6902,2694,1027,12177,1190,3724,3875,2144,1244,171,0,56,44,50,21,3262,1141,894,802,319,106
"Spartanburg School District 3, South Carolina","4503540",11575,2510,4272,3170,1003,620,8645,2096,3378,2259,537,375,2601,281,830,827,428,235,17,0,0,0,17,0,312,133,64,84,21,10
"Spartanburg School District 4, South Carolina","4503570",12558,3223,4705,3001,981,648,8301,2284,3386,1769,583,279,3744,727,1195,1200,339,283,32,0,8,17,0,7,481,212,116,15,59,79
"Spartanburg School District 5, South Carolina","4503600",28564,3487,8830,10171,4211,1865,15749,2073,5185,5603,2038,850,10357,852,2767,4030,1824,884,322,92,116,51,33,30,2136,470,762,487,316,101
"Spartanburg School District 6, South Carolina","4503630",38049,6034,10888,11793,6070,3264,19908,3497,5933,6330,2720,1428,13535,1115,3635,4482,2719,1584,322,52,58,115,87,10,4284,1370,1262,866,544,242
"Spartanburg School District 7, South Carolina","4503660",35496,6969,8749,10139,5595,4044,21865,4938,6109,6272,2846,1700,11131,1057,2285,3254,2448,2087,272,23,0,161,49,39,2228,951,355,452,252,218
"Union County School District, South Carolina","4503750",19816,4330,7432,5501,1710,843,15776,3685,6116,4260,1162,553,3785,645,1224,1145,511,260,53,0,8,13,32,0,202,0,84,83,5,30
"Williamsburg County School District, South Carolina","4503780",23250,5205,9305,5900,1774,1066,18930,4322,7796,4618,1451,743,3803,692,1352,1236,207,316,96,34,37,23,2,0,421,157,120,23,114,7
"York School District 1, South Carolina","4503810",21565,4495,7949,5835,2201,1085,10922,2538,3658,2966,1192,568,9300,1604,3833,2691,750,422,73,0,21,34,0,18,1270,353,437,144,259,77
"York School District 2, South Carolina","4503840",23456,2794,7374,7126,4416,1746,5783,847,2244,1566,681,445,16629,1847,4989,5166,3421,1206,275,13,58,60,118,26,769,87,83,334,196,69
"York School District 3, South Carolina","4503870",72328,9432,20765,23228,12216,6687,35793,6154,11599,10834,4700,2506,32170,2462,8258,11154,6640,3656,690,75,121,299,129,66,3675,741,787,941,747,459
"York School District 4, South Carolina","4503900",34166,2233,6611,10441,10429,4452,5374,672,1178,1611,1400,513,24856,934,4844,7580,8288,3210,594,0,37,182,260,115,3342,627,552,1068,481,614
"Sumter County Consolidated School District, South Carolina","4503902",68820,12177,21059,22367,8356,4861,41603,9542,13460,12106,4384,2111,23021,1799,6281,9126,3347,2468,1078,24,189,534,194,137,3118,812,1129,601,431,145
"Remainder of South Carolina, South Carolina","4599999",4124,92,565,2181,860,426,568,45,77,253,113,80,2821,22,459,1590,468,282,181,16,4,142,19,0,554,9,25,196,260,64
