"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Bamberg School District 2, South Carolina","4500960",6047,1439,4608,1542,651,912,471,383,271,211,167,4749,1053,3696,1164,577,699,428,325,176,211,116,1152,379,773,372,74,120,36,58,62,0,51,0,0,0,0,0,0,0,0,0,0,0,146,7,139,6,0,93,7,0,33,0,0
"Barnwell School District 19, South Carolina","4501020",4761,894,3867,1103,542,851,498,486,172,85,130,3960,747,3213,873,478,708,445,410,139,69,91,606,131,475,124,48,117,47,60,24,16,39,9,0,9,0,0,0,0,0,9,0,0,186,16,170,106,16,26,6,16,0,0,0
"Barnwell School District 29, South Carolina","4501050",4000,930,3070,698,474,508,452,492,215,101,130,3121,717,2404,546,393,404,325,407,145,86,98,862,206,656,152,81,94,127,85,70,15,32,0,0,0,0,0,0,0,0,0,0,0,17,7,10,0,0,10,0,0,0,0,0
"Barnwell School District 45, South Carolina","4501080",8968,1715,7253,1792,814,1208,1073,889,665,163,649,6451,1365,5086,1385,553,873,788,580,462,102,343,2351,350,2001,396,261,330,284,264,185,43,238,77,0,77,0,0,5,0,18,0,0,54,89,0,89,11,0,0,1,27,18,18,14
"Beaufort County School District, South Carolina","4501110",135159,14119,121040,21745,13841,19375,16184,16092,11542,4695,17566,28121,4148,23973,6325,3705,3801,3392,2697,1732,814,1507,88809,7561,81248,12598,7469,11919,10385,11686,8797,3625,14769,2225,310,1915,499,255,237,230,197,203,94,200,16004,2100,13904,2323,2412,3418,2177,1512,810,162,1090
"Berkeley County School District, South Carolina","4501170",145952,20728,125224,25260,13068,21882,18097,18638,12525,4028,11726,67774,11186,56588,13692,6373,9876,8174,8285,5112,1438,3638,65668,7275,58393,9747,5352,9455,8640,9000,6656,2221,7322,2372,502,1870,188,181,331,398,266,188,83,235,10138,1765,8373,1633,1162,2220,885,1087,569,286,531
"Calhoun County School District, South Carolina","4501250",12456,1669,10787,2235,1366,2208,1483,1592,741,276,886,9350,1358,7992,1756,1024,1648,1153,1125,518,215,553,2779,282,2497,416,308,507,330,381,187,61,307,28,0,28,0,6,13,0,0,0,0,9,299,29,270,63,28,40,0,86,36,0,17
"Charleston County School District, South Carolina","4501440",296043,34215,261828,55570,25320,43513,35745,36261,22742,8315,34362,138902,17942,120960,31316,14163,21960,17462,14964,8325,2915,9855,134624,12817,121807,21162,9164,16635,15525,19021,12996,4933,22371,3947,397,3550,602,326,492,470,712,333,134,481,18570,3059,15511,2490,1667,4426,2288,1564,1088,333,1655
"Cherokee County School District, South Carolina","4501500",42370,6321,36049,9596,4998,7614,4739,4581,2203,824,1494,28618,4273,24345,6703,3626,5155,3016,2957,1406,525,957,12047,1734,10313,2479,1239,2216,1459,1407,774,252,487,415,63,352,145,0,23,68,101,15,0,0,1290,251,1039,269,133,220,196,116,8,47,50
"Chester County School District, South Carolina","4501530",26544,4570,21974,5613,3491,4347,2901,2771,1312,512,1027,19364,3406,15958,4221,2687,3143,2068,2055,935,324,525,6784,1162,5622,1302,767,1151,759,695,352,175,421,82,0,82,14,0,3,18,19,19,0,9,314,2,312,76,37,50,56,2,6,13,72
"Chesterfield County School District, South Carolina","4501560",37309,6362,30947,7461,4718,7060,4287,3996,1685,477,1263,24609,4114,20495,4733,3319,4673,2840,2678,1071,369,812,11622,2040,9582,2544,1325,2099,1310,1167,596,108,433,43,2,41,13,0,10,15,3,0,0,0,1035,206,829,171,74,278,122,148,18,0,18
"Clarendon School District 1, South Carolina","4501740",7993,1034,6959,2478,1202,1114,714,593,407,155,296,5249,653,4596,1655,910,742,507,350,156,112,164,2670,360,2310,817,282,349,202,243,242,43,132,22,13,9,0,0,0,0,0,9,0,0,52,8,44,6,10,23,5,0,0,0,0
"Clarendon School District 2, South Carolina","4501770",15160,2404,12756,3485,2034,2352,2070,1365,679,137,634,10823,1792,9031,2556,1415,1608,1323,1017,499,90,523,4060,574,3486,870,577,723,677,327,154,47,111,39,0,39,3,20,0,0,0,16,0,0,238,38,200,56,22,21,70,21,10,0,0
"Clarendon School District 3, South Carolina","4501800",5501,1614,3887,1156,554,704,460,459,268,86,200,4471,1222,3249,911,494,580,370,400,250,78,166,793,334,459,143,41,105,86,24,18,8,34,28,28,0,0,0,0,0,0,0,0,0,209,30,179,102,19,19,4,35,0,0,0
"Colleton County School District, South Carolina","4501830",30925,4802,26123,6844,3494,5328,3366,3524,1742,467,1358,22142,3729,18413,4966,2532,3667,2312,2609,1226,288,813,7906,862,7044,1743,896,1458,969,807,473,169,529,139,87,52,12,19,0,0,14,0,7,0,738,124,614,123,47,203,85,94,43,3,16
"Darlington County School District, South Carolina","4501860",54983,8271,46712,11643,6557,8891,6866,5664,3142,1092,2857,42414,6311,36103,9383,5204,6753,5370,4317,2279,909,1888,11127,1646,9481,2068,1098,1863,1405,1169,825,183,870,249,95,154,37,24,45,0,38,3,0,7,1193,219,974,155,231,230,91,140,35,0,92
"Dillon School District 1, South Carolina","4501890",4122,512,3610,949,689,739,661,221,185,27,139,3345,429,2916,766,585,611,531,151,147,27,98,745,78,667,183,82,128,125,70,38,0,41,18,0,18,0,13,0,5,0,0,0,0,14,5,9,0,9,0,0,0,0,0,0
"Dillon School District 2, South Carolina","4501920",14609,2684,11925,3528,2121,2864,1315,937,631,167,362,11147,2131,9016,2423,1753,2105,1080,752,519,136,248,2867,396,2471,861,343,654,235,172,111,31,64,13,0,13,0,0,0,0,13,0,0,0,582,157,425,244,25,105,0,0,1,0,50
"Dillon School District 3, South Carolina","4501950",5939,1088,4851,1429,823,1031,622,449,251,76,170,5020,954,4066,1279,660,906,522,336,213,39,111,811,116,695,140,154,114,91,99,38,0,59,24,0,24,0,0,10,0,14,0,0,0,84,18,66,10,9,1,9,0,0,37,0
"Dorchester School District 2, South Carolina","4502010",95509,13000,82509,14992,7893,12922,11652,13151,9214,3464,9221,38137,6279,31858,6528,3759,5265,4853,5089,2923,1032,2409,49574,5370,44204,7145,3579,6444,5960,7074,5528,2236,6238,2390,280,2110,582,171,177,346,364,340,72,58,5408,1071,4337,737,384,1036,493,624,423,124,516
"Edgefield County School District, South Carolina","4502070",22249,4564,17685,4322,2191,3361,2158,2514,1316,430,1393,10335,1964,8371,2064,1286,1810,1252,977,412,196,374,10507,1924,8583,2029,865,1288,868,1504,865,234,930,178,51,127,28,11,13,0,5,17,0,53,1229,625,604,201,29,250,38,28,22,0,36
"Fairfield County School District, South Carolina","4502100",19306,2949,16357,3812,2422,3206,2441,1981,991,566,938,14999,2417,12582,2989,2005,2654,2057,1517,573,369,418,3750,425,3325,748,356,494,270,416,364,191,486,135,0,135,36,0,0,10,47,21,6,15,422,107,315,39,61,58,104,1,33,0,19
"Florence School District 1, South Carolina","4502130",78591,10534,68057,15445,7961,11541,9511,10051,5340,1807,6401,52280,7317,44963,11563,5682,7685,6521,6395,3203,1004,2910,23194,2666,20528,3625,2093,3393,2468,3379,1925,681,2964,579,70,509,91,23,23,161,73,24,48,66,2538,481,2057,166,163,440,361,204,188,74,461
"Florence School District 2, South Carolina","4502160",5917,917,5000,1099,814,926,922,789,219,105,126,5077,774,4303,934,714,782,806,656,199,89,123,541,89,452,120,76,74,70,81,12,16,3,9,0,9,0,0,0,5,4,0,0,0,290,54,236,45,24,70,41,48,8,0,0
"Florence School District 3, South Carolina","4502190",15585,2522,13063,3900,1763,2571,1888,1460,676,233,572,13225,2095,11130,3273,1527,2178,1671,1225,517,231,508,2187,383,1804,622,213,335,206,235,129,2,62,61,12,49,0,0,10,9,0,30,0,0,112,32,80,5,23,48,2,0,0,0,2
"Florence School District 4, South Carolina","4502220",4913,888,4025,1056,505,847,693,530,206,53,135,4059,750,3309,893,418,744,628,363,129,53,81,683,93,590,127,62,64,57,151,75,0,54,33,16,17,0,9,0,8,0,0,0,0,138,29,109,36,16,39,0,16,2,0,0
"Florence School District 5, South Carolina","4502250",4284,598,3686,1128,497,644,445,351,366,93,162,3643,465,3178,1028,404,573,390,341,251,74,117,514,81,433,79,86,57,47,10,101,19,34,12,0,12,8,4,0,0,0,0,0,0,115,52,63,13,3,14,8,0,14,0,11
"Georgetown County School District, South Carolina","4502280",49851,6750,43101,10376,5828,8254,5269,5519,3064,930,3861,28380,4228,24152,6900,3529,5038,2828,2565,1380,436,1476,19522,2288,17234,3163,2091,2757,2165,2755,1636,459,2208,360,22,338,29,0,21,140,85,11,25,27,1589,212,1377,284,208,438,136,114,37,10,150
"Greenville County School District, South Carolina","4502310",380130,55243,324887,66817,37422,57050,43799,43822,27456,10288,38233,180534,28062,152472,34398,20124,27630,22023,20659,11884,4477,11277,158819,19230,139589,26249,12944,21312,17468,19947,13612,5096,22961,4728,426,4302,940,248,742,441,662,472,86,711,36049,7525,28524,5230,4106,7366,3867,2554,1488,629,3284
"Greenwood School District 50, South Carolina","4502340",47285,6712,40573,9781,5430,7647,5800,5370,3035,934,2576,33209,4873,28336,6784,4084,5293,4040,3895,2118,673,1449,11257,1417,9840,2231,1098,1743,1451,1259,813,205,1040,534,69,465,172,45,12,53,125,20,25,13,2285,353,1932,594,203,599,256,91,84,31,74
"Greenwood School District 51, South Carolina","4502370",5780,933,4847,1156,812,988,643,586,406,98,158,4392,763,3629,840,604,734,486,463,334,29,139,1223,125,1098,268,184,254,119,113,72,69,19,30,0,30,0,0,0,20,10,0,0,0,135,45,90,48,24,0,18,0,0,0,0
"Greenwood School District 52, South Carolina","4502400",6069,786,5283,1009,693,1056,832,742,444,230,277,4217,548,3669,699,487,759,659,507,288,157,113,1792,236,1556,282,194,290,168,229,156,73,164,24,0,24,17,0,7,0,0,0,0,0,36,2,34,11,12,0,5,6,0,0,0
"Hampton School District 1, South Carolina","4502430",10740,1548,9192,2192,1415,1578,1253,1364,738,138,514,8499,1239,7260,1817,1106,1239,1018,1100,507,98,375,2153,273,1880,375,302,328,210,264,222,40,139,28,5,23,0,0,5,15,0,3,0,0,60,31,29,0,7,6,10,0,6,0,0
"Hampton School District 2, South Carolina","4502460",6193,1498,4695,1620,796,806,640,435,231,57,110,3793,784,3009,875,597,489,462,304,189,32,61,1996,529,1467,672,172,241,158,131,34,25,34,87,57,30,30,0,0,0,0,0,0,0,317,128,189,43,27,76,20,0,8,0,15
"Horry County School District, South Carolina","4502490",230478,24367,206111,43863,26358,42150,30572,28334,15578,5102,14154,75144,10118,65026,17190,8826,12713,9361,7501,4229,1590,3616,135701,11710,123991,22967,15216,24331,18618,19281,10559,3222,9797,2051,189,1862,476,119,325,372,381,77,43,69,17582,2350,15232,3230,2197,4781,2221,1171,713,247,672
"Jasper County School District, South Carolina","4502520",20327,3582,16745,3953,2659,3745,2304,2006,1214,244,620,10688,2181,8507,1959,1389,1906,1271,1059,678,119,126,7401,969,6432,1460,972,1298,894,856,398,112,442,78,0,78,2,6,39,2,4,0,13,12,2160,432,1728,532,292,502,137,87,138,0,40
"Kershaw County School District, South Carolina","4502550",49395,7139,42256,8927,5106,7762,6340,6076,3659,1379,3007,31555,5064,26491,5926,3428,4928,4299,3614,2015,746,1535,15595,1750,13845,2554,1558,2195,1777,2166,1566,623,1406,632,55,577,88,44,178,101,102,39,10,15,1613,270,1343,359,76,461,163,194,39,0,51
"Lancaster County School District, South Carolina","4502580",63114,10743,52371,11882,6797,9771,7405,7115,4318,1387,3696,36203,7061,29142,7186,4619,5707,4003,3571,2299,410,1347,24100,3127,20973,4099,1884,3683,3184,3259,1825,954,2085,524,148,376,238,7,55,12,17,25,14,8,2287,407,1880,359,287,326,206,268,169,9,256
"Laurens School District 55, South Carolina","4502610",30150,4065,26085,5861,3219,5958,3759,3422,1958,652,1256,22019,3018,19001,4587,2328,4485,2773,2361,1247,380,840,7057,820,6237,1199,765,1199,876,961,561,272,404,150,0,150,10,15,19,6,44,56,0,0,924,227,697,65,111,255,104,56,94,0,12
"Laurens School District 56, South Carolina","4502640",16508,1857,14651,4143,2134,3150,1871,1660,997,231,465,12422,1460,10962,3000,1653,2480,1471,1187,696,174,301,3614,329,3285,944,425,593,391,441,273,54,164,131,31,100,67,0,5,0,10,15,3,0,341,37,304,132,56,72,9,22,13,0,0
"Lee County School District, South Carolina","4502670",15456,3561,11895,3387,1795,2784,1498,1254,589,251,337,12245,2832,9413,2844,1411,2060,1231,939,492,225,211,2912,658,2254,543,358,587,267,311,97,26,65,28,19,9,0,0,5,0,4,0,0,0,271,52,219,0,26,132,0,0,0,0,61
"Lexington School District 1, South Carolina","4502700",95372,12233,83139,13929,6925,12771,11354,14670,9484,3534,10472,50842,7124,43718,8207,3565,6549,6196,8274,4634,1705,4588,38421,4023,34398,4944,2894,4942,4403,5908,4314,1669,5324,1579,241,1338,138,65,284,192,180,267,48,164,4530,845,3685,640,401,996,563,308,269,112,396
"Lexington School District 2, South Carolina","4502730",53093,6372,46721,8726,5447,9592,7438,7019,3908,1333,3258,31995,3722,28273,5819,3247,5655,4614,4229,2249,728,1732,15650,1768,13882,2363,1692,2260,2289,2182,1381,439,1276,783,131,652,90,8,97,136,146,83,44,48,4665,751,3914,454,500,1580,399,462,195,122,202
"Lexington School District 3, South Carolina","4502760",10479,1208,9271,2020,1371,1902,1290,1113,584,389,602,7936,833,7103,1606,1042,1539,944,837,453,266,416,2162,242,1920,356,262,306,317,266,113,123,177,19,14,5,0,0,0,0,5,0,0,0,362,119,243,58,67,57,29,5,18,0,9
"Lexington School District 4, South Carolina","4502790",14883,2813,12070,2574,1708,2566,2067,1503,1073,298,281,9371,1986,7385,1737,1128,1403,1275,943,577,197,125,4437,577,3860,687,567,825,750,529,300,101,101,22,0,22,7,0,0,0,12,3,0,0,1053,250,803,143,13,338,42,19,193,0,55
"Lexington School District 5, South Carolina","4502820",73344,7584,65760,9427,5250,9053,8938,11363,8362,3039,10328,35047,4029,31018,5112,2391,4457,3914,5467,3870,1424,4383,34252,2950,31302,3818,2546,4185,4671,5201,4004,1525,5352,1070,62,1008,156,46,46,85,212,230,25,208,2975,543,2432,341,267,365,268,483,258,65,385
"Marion School District 1, South Carolina","4502850",11229,1790,9439,2769,1503,1868,1021,987,667,202,422,8484,1541,6943,2270,1154,1323,615,808,447,87,239,2583,237,2346,479,333,506,406,158,209,115,140,0,0,0,0,0,0,0,0,0,0,0,162,12,150,20,16,39,0,21,11,0,43
"Marion School District 2, South Carolina","4502880",9633,1504,8129,2114,1576,1686,1142,842,395,75,299,8133,1233,6900,1697,1245,1501,1045,750,343,44,275,1371,262,1109,373,276,164,97,92,52,31,24,43,9,34,20,11,3,0,0,0,0,0,86,0,86,24,44,18,0,0,0,0,0
"Marlboro County School District, South Carolina","4502970",23461,6006,17455,4949,2778,3973,2187,2040,869,164,495,16254,3762,12492,3704,2022,2861,1517,1456,483,129,320,6561,1847,4714,1178,712,1072,650,548,368,35,151,123,68,55,12,10,19,2,11,1,0,0,523,329,194,55,34,21,18,25,17,0,24
"McCormick County School District, South Carolina","4503000",8966,1907,7059,1601,878,1508,934,1001,580,190,367,5285,1259,4026,1063,497,892,612,514,230,97,121,3501,618,2883,511,372,602,303,453,335,88,219,44,0,44,0,6,0,12,5,9,5,7,136,30,106,27,3,14,7,29,6,0,20
"Newberry County School District, South Carolina","4503030",30331,4271,26060,5176,3395,5250,4068,3848,1967,793,1563,22248,2811,19437,3990,2694,3806,3146,2849,1493,564,895,6009,773,5236,1016,644,912,679,720,441,229,595,194,12,182,6,0,58,34,84,0,0,0,1880,675,1205,164,57,474,209,195,33,0,73
"Oconee County School District, South Carolina","4503060",61454,8295,53159,12061,7348,10087,6758,6968,4053,1572,4312,34311,5269,29042,7043,4378,5618,4185,3580,1978,774,1486,24428,2572,21856,4475,2555,3918,2358,3166,1972,721,2691,551,54,497,97,129,84,81,49,33,0,24,2164,400,1764,446,286,467,134,173,70,77,111
"Orangeburg School District 3, South Carolina","4503150",16380,2929,13451,4525,2075,2373,1761,1161,801,385,370,12459,2385,10074,3576,1625,1694,1296,864,567,227,225,3492,522,2970,872,388,581,378,258,228,123,142,72,9,63,46,2,4,11,0,0,0,0,357,13,344,31,60,94,76,39,6,35,3
"Orangeburg School District 4, South Carolina","4503180",15882,2928,12954,3267,1501,2642,2090,1811,783,233,627,12450,2343,10107,2705,1218,2062,1672,1284,531,186,449,3206,486,2720,549,282,547,401,464,252,47,178,37,6,31,13,1,0,17,0,0,0,0,189,93,96,0,0,33,0,63,0,0,0
"Orangeburg School District 5, South Carolina","4503210",42177,7506,34671,9904,4645,6235,4667,3992,2592,882,1754,31853,5320,26533,7648,3602,4849,3684,3128,1951,618,1053,8884,1907,6977,2066,849,1211,924,673,512,234,508,237,45,192,16,38,19,0,59,0,30,30,1203,234,969,174,156,156,59,132,129,0,163
"Pickens County School District, South Carolina","4503330",99621,13310,86311,25578,10201,15389,10718,10157,6303,2156,5809,57919,8272,49647,14495,6718,9144,6501,5735,3240,1209,2605,36479,4158,32321,9761,3055,5358,3768,3979,2720,866,2814,879,116,763,195,95,110,132,89,45,21,76,4344,764,3580,1127,333,777,317,354,298,60,314
"Richland School District 1, South Carolina","4503360",173216,23945,149271,41298,17615,25800,19522,18965,10511,4281,11279,104877,16135,88742,25199,11303,16091,12244,11144,5408,2304,5049,57553,6170,51383,14151,5079,7810,6084,6504,4549,1720,5486,2571,313,2258,477,329,317,256,443,162,75,199,8215,1327,6888,1471,904,1582,938,874,392,182,545
"Richland School District 2, South Carolina","4503390",98671,11060,87611,15933,6939,12361,12521,14412,9327,4177,11941,44868,5385,39483,8246,3409,5910,6218,6260,3736,1544,4160,42057,4096,37961,5702,2356,4674,4886,6766,4761,2227,6589,3140,273,2867,640,187,316,294,541,355,80,454,8606,1306,7300,1345,987,1461,1123,845,475,326,738
"Saluda County School District, South Carolina","4503460",12016,1932,10084,2311,1353,1935,1462,1504,691,283,545,8381,1197,7184,1844,922,1187,1074,1083,592,194,288,1846,310,1536,309,125,378,183,177,85,89,190,77,9,68,0,13,8,6,6,0,0,35,1712,416,1296,158,293,362,199,238,14,0,32
"Spartanburg School District 1, South Carolina","4503480",24715,3279,21436,5064,3073,3959,3040,2790,1613,550,1347,13975,2068,11907,2865,1903,2276,1762,1434,936,208,523,9330,1006,8324,1612,1049,1493,1118,1262,673,332,785,217,37,180,33,25,51,0,59,2,10,0,1193,168,1025,554,96,139,160,35,2,0,39
"Spartanburg School District 2, South Carolina","4503510",45954,6253,39701,8617,4732,7333,4925,6307,3794,1146,2847,27672,3733,23939,6015,2703,4319,2925,3750,2264,644,1319,14136,1606,12530,2046,1651,2328,1273,1980,1369,477,1406,295,12,283,31,15,9,149,43,12,0,24,3851,902,2949,525,363,677,578,534,149,25,98
"Spartanburg School District 3, South Carolina","4503540",13824,1959,11865,2975,1718,2397,1779,1258,980,240,518,10519,1532,8987,2416,1305,1778,1235,1022,699,156,376,2949,331,2618,491,413,557,503,174,254,84,142,17,0,17,0,0,0,0,0,17,0,0,339,96,243,68,0,62,41,62,10,0,0
"Spartanburg School District 4, South Carolina","4503570",15043,3210,11833,2766,1638,2505,1623,1782,705,201,613,10161,2415,7746,1747,1296,1677,1041,1091,392,148,354,4363,703,3660,863,300,770,518,643,306,53,207,32,8,24,0,0,12,5,0,7,0,0,487,84,403,156,42,46,59,48,0,0,52
"Spartanburg School District 5, South Carolina","4503600",33372,4394,28978,5027,3236,5115,4670,4498,2849,878,2705,18769,2673,16096,2971,2018,2875,2366,2433,1666,465,1302,11740,1287,10453,1412,962,1706,1879,1861,1092,307,1234,322,35,287,109,23,69,24,0,32,0,30,2541,399,2142,535,233,465,401,204,59,106,139
"Spartanburg School District 6, South Carolina","4503630",46268,6657,39611,8592,4718,7442,5475,5481,3414,1179,3310,25151,3615,21536,4853,2582,4112,3127,2946,1943,626,1347,15892,1961,13931,2949,1545,2135,1865,2163,1225,433,1616,351,18,333,90,17,13,100,38,24,14,37,4874,1063,3811,700,574,1182,383,334,222,106,310
"Spartanburg School District 7, South Carolina","4503660",44448,5783,38665,11020,5213,6807,4861,4746,2419,854,2745,28318,3669,24649,7615,3746,4445,2899,2994,1416,412,1122,13104,1518,11586,2740,1183,1779,1548,1559,856,436,1485,311,0,311,100,50,47,32,39,17,0,26,2715,596,2119,565,234,536,382,154,130,6,112
"Union County School District, South Carolina","4503750",23379,3041,20338,4675,3070,4536,2950,2487,1411,496,713,18845,2440,16405,3866,2672,3483,2535,1918,1141,295,495,4258,544,3714,782,365,988,386,521,264,201,207,74,21,53,19,0,10,24,0,0,0,0,202,36,166,8,33,55,5,48,6,0,11
"Williamsburg County School District, South Carolina","4503780",27577,6043,21534,6885,3510,4216,2545,2198,1081,382,717,21998,4027,17971,5665,2789,3551,2243,1892,901,317,613,5008,1730,3278,1108,676,626,260,293,164,65,86,126,59,67,47,0,7,13,0,0,0,0,445,227,218,65,45,32,29,13,16,0,18
"York School District 1, South Carolina","4503810",25293,4040,21253,4341,2849,4279,3023,3097,1858,507,1299,13117,1891,11226,2388,1676,2253,1513,1662,836,274,624,10763,1937,8826,1755,1004,1736,1360,1242,907,179,643,73,39,34,1,0,13,10,10,0,0,0,1340,173,1167,197,169,277,140,183,115,54,32
"York School District 2, South Carolina","4503840",27690,3685,24005,4791,2282,3643,3253,3493,2465,944,3134,7243,1160,6083,1249,648,1064,856,937,503,187,639,19330,2363,16967,3436,1524,2465,2173,2485,1783,741,2360,348,113,235,31,14,22,30,20,111,7,0,769,49,720,75,96,92,194,51,68,9,135
"York School District 3, South Carolina","4503870",89873,11824,78049,17288,8114,13634,11010,11450,7180,2657,6716,45916,6918,38998,9410,4536,6993,5507,5763,3407,1067,2315,38850,4148,34702,7131,3292,5372,4914,5201,3342,1485,3965,784,48,736,151,83,103,136,86,65,38,74,4323,710,3613,596,203,1166,453,400,366,67,362
"York School District 4, South Carolina","4503900",39458,5529,33929,4869,2446,4269,3727,5273,3526,1470,8349,6489,676,5813,975,465,930,603,1136,616,237,851,28701,3976,24725,3431,1862,2576,2772,3635,2689,1137,6623,719,97,622,61,0,63,30,128,82,66,192,3549,780,2769,402,119,700,322,374,139,30,683
"Sumter County Consolidated School District, South Carolina","4503902",84923,14330,70593,15110,9244,13941,10516,9954,5286,1910,4632,52564,9532,43032,10466,6441,9073,6361,5607,2489,754,1841,27333,3563,23770,3729,2461,3895,3687,3879,2478,1112,2529,1552,282,1270,197,109,245,121,189,221,36,152,3474,953,2521,718,233,728,347,279,98,8,110
"Remainder of South Carolina, South Carolina","4599999",13694,425,13269,5241,1822,2937,1340,1066,253,126,484,979,185,794,244,105,190,81,25,18,27,104,11239,187,11052,4489,1524,2501,1087,839,178,99,335,627,16,611,255,77,161,72,46,0,0,0,849,37,812,253,116,85,100,156,57,0,45
