"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"State House District HD-046 (2016), South Carolina","45046",39,34.2,42.6,32.8,42.9
"State House District HD-047 (2016), South Carolina","45047",39.7,35.5,41,30.7,43.9
"State House District HD-048 (2016), South Carolina","45048",38.1,27.9,41.4,39.2,41.2
"State House District HD-049 (2016), South Carolina","45049",33.9,33.3,35.2,34.1,34.5
"State House District HD-050 (2016), South Carolina","45050",39.5,38.4,42.2,24.5,48.9
"State House District HD-051 (2016), South Carolina","45051",34.1,29.7,41.9,29.9,38.1
"State House District HD-052 (2016), South Carolina","45052",43.8,38.8,51.4,50.9,41
"State House District HD-053 (2016), South Carolina","45053",40.9,41.5,40.6,34.9,38.8
"State House District HD-054 (2016), South Carolina","45054",41.7,42.4,40.4,43.6,38.8
"State House District HD-055 (2016), South Carolina","45055",38.3,35.9,46.7,12.3,32.1
"State House District HD-056 (2016), South Carolina","45056",36.8,21.3,44.6,33.4,41.5
"State House District HD-057 (2016), South Carolina","45057",40.1,37.9,50,46.5,44.3
"State House District HD-058 (2016), South Carolina","45058",39.2,33.3,46.9,34.8,40.1
"State House District HD-059 (2016), South Carolina","45059",40.1,35.6,46.4,26.5,41.4
"State House District HD-060 (2016), South Carolina","45060",40,37,48,36.3,46.9
"State House District HD-061 (2016), South Carolina","45061",36.2,35.4,39.8,47.5,40.7
"State House District HD-062 (2016), South Carolina","45062",40.7,39.3,48.3,41.8,34.3
"State House District HD-063 (2016), South Carolina","45063",39.1,32.5,47.8,43.5,44.7
"State House District HD-064 (2016), South Carolina","45064",42.7,40,50.4,52.1,42.6
"State House District HD-065 (2016), South Carolina","45065",41.5,39.4,44.9,59.4,42.9
"State House District HD-066 (2016), South Carolina","45066",41.6,37.6,52.6,38.9,41.9
"State House District HD-067 (2016), South Carolina","45067",37.4,36.4,39.9,28.2,44.4
"State House District HD-068 (2016), South Carolina","45068",41.7,18.6,49.8,36,41.3
"State House District HD-069 (2016), South Carolina","45069",37.7,30.4,45.2,44,39.6
"State House District HD-070 (2016), South Carolina","45070",35.8,31.7,41.6,38.9,38.8
"State House District HD-071 (2016), South Carolina","45071",39.5,29.6,46.9,36.2,49.2
"State House District HD-072 (2016), South Carolina","45072",23.3,23.2,23.1,21,26.4
"State House District HD-073 (2016), South Carolina","45073",34.8,32.4,38.4,39.1,40.1
"State House District HD-074 (2016), South Carolina","45074",31.4,31.1,31.8,40.7,31.8
"State House District HD-075 (2016), South Carolina","45075",29.9,34.1,26.8,24.9,30.8
"State House District HD-076 (2016), South Carolina","45076",34.2,28,40.5,33.8,43
"State House District HD-077 (2016), South Carolina","45077",35.8,33.1,40.2,35.5,42.1
"State House District HD-078 (2016), South Carolina","45078",34.5,30.7,35.3,35.2,44.8
"State House District HD-079 (2016), South Carolina","45079",37.9,30.1,41.9,29.9,52.2
"State House District HD-080 (2016), South Carolina","45080",36.4,30.3,47.3,49.5,48.8
"State House District HD-081 (2016), South Carolina","45081",44.6,35.5,50.7,34.6,39.3
"State House District HD-082 (2016), South Carolina","45082",39.5,40.7,37.9,38.3,39.1
"State House District HD-083 (2016), South Carolina","45083",40.8,44.9,39.4,39.2,40.3
"State House District HD-001 (2016), South Carolina","45001",46.1,37.9,56,53.1,36.5
"State House District HD-002 (2016), South Carolina","45002",43.7,34.3,55.1,54.3,38.7
"State House District HD-003 (2016), South Carolina","45003",23.8,22.7,23.3,29.7,30.5
"State House District HD-004 (2016), South Carolina","45004",43.3,37.5,52.4,55.1,50.7
"State House District HD-005 (2016), South Carolina","45005",42,37,50,51,43.8
"State House District HD-006 (2016), South Carolina","45006",41.3,36.1,47.5,36.9,40.5
"State House District HD-007 (2016), South Carolina","45007",39.5,36.3,48.2,38.9,58.1
"State House District HD-008 (2016), South Carolina","45008",44.4,39.9,51.2,56.3,46.4
"State House District HD-009 (2016), South Carolina","45009",39.9,35.8,48.1,46.4,37.4
"State House District HD-010 (2016), South Carolina","45010",38.3,33.3,46,38.6,38.2
"State House District HD-011 (2016), South Carolina","45011",42.5,38.5,50.2,21.1,40.4
"State House District HD-012 (2016), South Carolina","45012",37.9,34.7,50.5,46.3,33.7
"State House District HD-013 (2016), South Carolina","45013",42.6,36.7,51.2,38.8,49.1
"State House District HD-014 (2016), South Carolina","45014",43.5,38.3,53.5,54.5,38.4
"State House District HD-015 (2016), South Carolina","45015",30.4,25.4,32.4,36.3,36.6
"State House District HD-016 (2016), South Carolina","45016",37,31.8,44.5,37.3,45.3
"State House District HD-017 (2016), South Carolina","45017",41.6,33.1,49.3,40,41.6
"State House District HD-018 (2016), South Carolina","45018",39.8,33.6,46.7,39.1,42.7
"State House District HD-019 (2016), South Carolina","45019",33.4,29.7,38.8,47.2,34.8
"State House District HD-020 (2016), South Carolina","45020",40.1,28.8,48.5,43.4,44.1
"State House District HD-021 (2016), South Carolina","45021",40.3,23.8,45,39.3,44.7
"State House District HD-022 (2016), South Carolina","45022",36.5,29.9,42.4,36.7,35.5
"State House District HD-023 (2016), South Carolina","45023",34.3,32.3,36.5,30.2,34.9
"State House District HD-024 (2016), South Carolina","45024",39.2,32.4,45.6,37.3,40.4
"State House District HD-025 (2016), South Carolina","45025",33.9,31.1,40.6,31.5,37.4
"State House District HD-026 (2016), South Carolina","45026",37.8,35.3,37.4,41.5,40.6
"State House District HD-027 (2016), South Carolina","45027",40.6,32.5,46,35.5,44.8
"State House District HD-028 (2016), South Carolina","45028",38.1,29.8,45.8,39.3,47.1
"State House District HD-029 (2016), South Carolina","45029",40.4,37.3,43.9,47.1,34.5
"State House District HD-030 (2016), South Carolina","45030",39,33.9,45.2,47.2,37
"State House District HD-031 (2016), South Carolina","45031",30.2,28.7,29.9,31.1,35.8
"State House District HD-032 (2016), South Carolina","45032",42.5,38.9,49.7,47.4,43.1
"State House District HD-033 (2016), South Carolina","45033",40.9,36,48.9,50.1,46.1
"State House District HD-034 (2016), South Carolina","45034",37.2,30.8,46.4,50.6,46.7
