"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Tenafly Borough School District, New Jersey","3416110",9272,448,1057,1172,3073,3522,1631,37,364,231,456,543,3520,24,221,447,1205,1623,143,109,4,14,16,0,3978,278,468,480,1396,1356
"Teterboro Borough School District, New Jersey","3416140",56,2,19,19,16,0,37,0,19,16,2,0,1,0,0,1,0,0,0,0,0,0,0,0,18,2,0,2,14,0
"Toms River Regional School District, New Jersey","3416230",75504,7288,26655,20736,14272,6553,47291,3685,18142,12970,8704,3790,19294,1580,6268,5564,3793,2089,1136,310,374,195,195,62,7783,1713,1871,2007,1580,612
"Trenton City School District, New Jersey","3416290",54277,15806,20080,12463,3838,2090,23502,4185,9951,6870,1772,724,10830,2837,3968,2433,920,672,4143,1797,1444,704,111,87,15802,6987,4717,2456,1035,607
"Union City School District, New Jersey","3416380",43269,14572,13159,8547,4874,2117,4691,758,1414,1163,941,415,3475,547,766,977,885,300,2952,1265,1003,483,163,38,32151,12002,9976,5924,2885,1364
"Union Township School District, New Jersey","3416500",38016,4950,11864,9953,7372,3877,16618,1269,5716,4697,3233,1703,5755,546,1881,1534,1134,660,1089,177,388,220,212,92,14554,2958,3879,3502,2793,1422
"Upper Freehold Regional School District, New Jersey","3416560",5636,237,1375,1117,1836,1071,3160,153,796,692,990,529,1885,39,456,363,600,427,47,0,7,9,31,0,544,45,116,53,215,115
"Vernon Township School District, New Jersey","3416710",15941,793,6080,4869,2888,1311,10001,338,4246,3065,1653,699,4506,258,1332,1407,1046,463,161,15,46,81,8,11,1273,182,456,316,181,138
"Verona Borough School District, New Jersey","3416740",9582,499,1825,2407,3088,1763,5316,160,1257,1352,1672,875,2701,74,366,697,952,612,67,18,0,25,7,17,1498,247,202,333,457,259
"Vineland City School District, New Jersey","3416800",39662,8566,14405,10035,4512,2144,20997,3158,8405,6029,2394,1011,8949,1354,3039,2323,1432,801,4322,2282,1401,542,88,9,5394,1772,1560,1141,598,323
"Waldwick Borough School District, New Jersey","3416860",6587,312,1860,1562,1853,1000,3050,120,973,677,838,442,2400,89,712,601,610,388,49,0,0,10,29,10,1088,103,175,274,376,160
"Wall Township School District, New Jersey","3416890",17998,1017,5101,4318,4916,2646,11930,652,3556,2729,3527,1466,4880,233,1263,1346,1152,886,158,0,72,45,20,21,1030,132,210,198,217,273
"Wallington Borough School District, New Jersey","3416920",8415,845,3589,1862,1567,552,2925,272,1060,836,574,183,666,84,214,188,123,57,48,9,12,27,0,0,4776,480,2303,811,870,312
"Washington Township School District, New Jersey","3417070",32062,2019,10601,9673,7022,2747,10914,707,3574,3179,2613,841,18475,979,6474,5785,3779,1458,413,0,122,198,23,70,2260,333,431,511,607,378
"Wayne Township School District, New Jersey","3417280",37081,2871,8904,7897,10922,6487,19054,1161,5201,4432,5461,2799,8616,438,1665,1875,2688,1950,537,132,161,118,103,23,8874,1140,1877,1472,2670,1715
"Weehawken Township School District, New Jersey","3417310",9550,1188,1570,2329,3137,1326,2364,153,363,578,1036,234,2738,124,292,609,1156,557,341,43,72,81,115,30,4107,868,843,1061,830,505
"West Deptford Township School District, New Jersey","3417430",15491,1439,5856,4211,2944,1041,8646,732,3455,2462,1490,507,5800,514,2190,1490,1213,393,165,14,47,88,16,0,880,179,164,171,225,141
"West Milford Township School District, New Jersey","3417520",17737,980,5766,5178,3757,2056,10854,640,3842,3002,2268,1102,5594,259,1602,1675,1215,843,78,16,18,26,9,9,1211,65,304,475,265,102
"West New York Town School District, New Jersey","3417580",33502,10198,9068,5751,5659,2826,3575,417,835,992,932,399,3842,511,831,996,971,533,1304,461,447,239,123,34,24781,8809,6955,3524,3633,1860
"West Orange Town School District, New Jersey","3417610",31634,3139,6740,6929,8473,6353,11767,709,2878,2862,3234,2084,8430,282,1102,1333,3106,2607,378,66,70,77,68,97,11059,2082,2690,2657,2065,1565
"West Wildwood Borough School District, New Jersey","3417670",420,64,211,93,27,25,88,9,39,21,13,6,327,55,169,70,14,19,0,0,0,0,0,0,5,0,3,2,0,0
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",33251,874,2844,4689,11756,13088,6369,164,955,1621,2258,1371,10986,259,726,1847,4163,3991,350,9,58,36,60,187,15546,442,1105,1185,5275,7539
"Westfield Town School District, New Jersey","3417760",19608,843,2791,3141,7125,5708,8239,243,1419,1741,2976,1860,7854,145,772,911,3385,2641,140,12,32,8,51,37,3375,443,568,481,713,1170
"Westwood Regional School District, New Jersey","3417820",14335,761,3350,3520,4293,2411,6110,159,1349,1674,2047,881,5447,107,1686,1254,1529,871,102,0,14,24,17,47,2676,495,301,568,700,612
"Wildwood City School District, New Jersey","3417940",3613,683,1565,806,528,31,1082,60,484,297,233,8,1875,328,808,473,243,23,130,19,111,0,0,0,526,276,162,36,52,0
"Willingboro Township School District, New Jersey","3418000",21300,2181,6646,7308,3703,1462,6473,555,1943,2555,1120,300,10119,1060,3307,3415,1570,767,661,74,230,195,152,10,4047,492,1166,1143,861,385
"Winslow Township School District, New Jersey","3418060",26328,2785,9021,7989,4366,2167,12001,1066,4582,3610,1795,948,11704,1123,3835,3778,2055,913,582,185,212,102,58,25,2041,411,392,499,458,281
"Woodbridge Township School District, New Jersey","3418120",70310,8213,23033,16839,15034,7191,32296,3154,13492,8771,5083,1796,11116,1059,4116,2969,2081,891,1362,367,447,405,106,37,25536,3633,4978,4694,7764,4467
"Woodbury City School District, New Jersey","3418150",7133,868,2263,2117,1288,597,3740,372,1328,1180,574,286,2978,346,828,875,662,267,110,53,16,34,7,0,305,97,91,28,45,44
"Wood-Ridge Borough School District, New Jersey","3418300",5573,608,1602,1223,1393,747,3179,226,1060,718,694,481,1055,142,284,202,355,72,154,16,88,50,0,0,1185,224,170,253,344,194
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",5178,307,1839,1301,1187,544,2853,140,1229,686,644,154,2149,130,578,556,526,359,3,3,0,0,0,0,173,34,32,59,17,31
"School District Not Defined (Water), New Jersey","3499998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Remainder of New Jersey, New Jersey","3499999",1497115,129687,439830,366748,353160,207690,713675,53076,241035,184168,159404,75992,534438,33210,139896,135982,135982,89368,23277,4887,6524,5813,3431,2622,225725,38514,52375,40785,54343,39708
"The Chathams School District, New Jersey","3400004",12696,283,1466,1540,5243,4164,5107,156,866,705,2016,1364,5606,36,366,597,2584,2023,81,4,0,0,25,52,1902,87,234,238,618,725
"Great Meadows Regional School District, New Jersey","3400008",5959,337,1904,1429,1420,869,3704,171,1421,838,906,368,1589,70,368,460,444,247,79,40,15,0,4,20,587,56,100,131,66,234
"Somerset Hills Regional School District, New Jersey","3400009",7682,583,1334,1209,2419,2137,2997,76,477,566,1135,743,2812,99,259,378,981,1095,185,0,104,19,35,27,1688,408,494,246,268,272
"Allenhurst Borough School District, New Jersey","3400780",358,15,72,58,137,76,248,3,56,31,105,53,106,8,16,27,32,23,0,0,0,0,0,0,4,4,0,0,0,0
"Asbury Park City School District, New Jersey","3400930",9995,2367,3167,2708,1252,501,4466,817,1539,1222,656,232,2307,369,661,749,352,176,250,79,52,80,31,8,2972,1102,915,657,213,85
"Atlantic City School District, New Jersey","3400960",26377,7672,9064,5515,2914,1212,8752,2002,3160,2576,719,295,6768,1637,2497,1565,695,374,1407,675,536,166,21,9,9450,3358,2871,1208,1479,534
"Audubon Borough School District, New Jersey","3401050",7210,609,2577,2065,1306,653,4069,279,1485,1342,708,255,2655,187,915,673,557,323,121,42,31,14,24,10,365,101,146,36,17,65
"Bayonne City School District, New Jersey","3401260",44239,6140,16399,8849,9131,3720,23305,2553,10070,4630,4006,2046,5399,604,1535,1578,1120,562,1402,256,706,326,93,21,14133,2727,4088,2315,3912,1091
"Belleville Town School District, New Jersey","3401350",25006,3511,9003,5557,5166,1769,9853,907,4296,2130,1848,672,3307,264,1205,841,689,308,1361,436,463,336,115,11,10485,1904,3039,2250,2514,778
"Belvidere Town School District, New Jersey","3401440",1767,94,734,466,349,124,1186,60,561,318,175,72,534,30,154,133,168,49,6,0,6,0,0,0,41,4,13,15,6,3
"Bergenfield Borough School District, New Jersey","3401500",18252,2032,4998,4157,5117,1948,3525,319,1341,875,723,267,5389,327,1647,1327,1342,746,492,99,217,76,66,34,8846,1287,1793,1879,2986,901
"Berkeley Heights Township School District, New Jersey","3401530",8991,621,1515,1402,3075,2378,3947,270,819,728,1373,757,3090,99,323,506,1252,910,157,12,73,0,57,15,1797,240,300,168,393,696
"Bernards Township School District, New Jersey","3401650",17188,562,1882,2763,5941,6040,6482,167,947,1273,2467,1628,6691,190,608,1053,2512,2328,145,10,56,26,33,20,3870,195,271,411,929,2064
"Bloomfield Township School District, New Jersey","3401830",33140,3257,9838,8014,8173,3858,14776,1003,5484,3574,3340,1375,5908,290,1223,1533,1763,1099,1762,392,720,444,136,70,10694,1572,2411,2463,2934,1314
"Bogota Borough School District, New Jersey","3401920",5534,466,2087,1333,965,683,1999,175,699,457,386,282,987,39,382,301,166,99,312,0,141,42,67,62,2236,252,865,533,346,240
"Boonton Town School District, New Jersey","3401950",6051,566,1664,1186,1913,722,3361,284,1020,621,1071,365,1438,66,211,329,563,269,58,18,0,0,30,10,1194,198,433,236,249,78
"Bordentown Regional School District, New Jersey","3402030",10658,669,3128,2842,2616,1403,6100,396,2095,1650,1427,532,2658,99,565,780,680,534,93,21,19,38,0,15,1807,153,449,374,509,322
"Bound Brook Borough School District, New Jersey","3402100",6925,1517,2551,1308,960,589,2435,258,830,674,404,269,1172,77,414,262,251,168,75,35,20,12,0,8,3243,1147,1287,360,305,144
"Brick Township School District, New Jersey","3402220",54060,4869,20210,15470,9576,3935,35432,2656,13905,10226,6261,2384,13863,1320,4646,4115,2544,1238,622,103,114,290,106,9,4143,790,1545,839,665,304
"Bridgeton City School District, New Jersey","3402250",15202,5817,5604,2642,810,329,6959,1543,3276,1547,443,150,2839,816,1018,676,215,114,932,532,265,120,15,0,4472,2926,1045,299,137,65
"Bridgewater-Raritan Regional School District, New Jersey","3402280",35244,2094,7115,7763,10172,8100,15675,724,4059,4138,4475,2279,9733,429,1521,2071,3057,2655,357,131,62,89,45,30,9479,810,1473,1465,2595,3136
"Buena Regional School District, New Jersey","3402400",8502,1745,3576,2087,770,324,5169,693,2290,1527,471,188,2401,412,1121,502,299,67,495,381,73,41,0,0,437,259,92,17,0,69
"Burlington City School District, New Jersey","3402430",6732,713,2993,1879,804,343,3543,430,1591,965,436,121,2323,159,1008,649,336,171,144,36,63,17,0,28,722,88,331,248,32,23
"Burlington Township School District, New Jersey","3402460",14728,1478,4391,4751,2994,1114,6315,431,2215,2019,1179,471,5209,406,1239,1952,1177,435,270,60,59,82,62,7,2934,581,878,698,576,201
"Butler Borough School District, New Jersey","3402520",5548,451,1839,1437,1399,422,3400,131,1274,946,820,229,1021,44,322,299,274,82,106,13,30,29,34,0,1021,263,213,163,271,111
"Caldwell-West Caldwell School District, New Jersey","3402580",13212,784,3017,2936,4129,2346,7886,399,1954,1709,2533,1291,3203,123,495,758,964,863,55,0,32,0,23,0,2068,262,536,469,609,192
"Camden City School District, New Jersey","3402640",43078,16240,15193,8548,2513,584,17197,4881,6931,4222,964,199,10028,3058,3638,2513,572,247,7791,4578,2113,943,119,38,8062,3723,2511,870,858,100
"Cape May Point Borough School District, New Jersey","3402760",120,10,23,17,52,18,18,0,1,3,14,0,100,10,22,14,38,16,0,0,0,0,0,0,2,0,0,0,0,2
"Carteret Borough School District, New Jersey","3402820",15211,2383,5356,3961,2370,1141,5831,529,2520,1692,794,296,2501,464,942,713,211,171,963,331,356,202,48,26,5916,1059,1538,1354,1317,648
"Cedar Grove Township School District, New Jersey","3402850",9088,600,2350,1740,2861,1537,5534,357,1655,1031,1707,784,1947,124,388,290,698,447,144,28,8,14,29,65,1463,91,299,405,427,241
"Cherry Hill Township School District, New Jersey","3403000",49229,3212,10557,11218,13675,10567,14367,807,4018,3367,3945,2230,24623,1416,4854,5683,6901,5769,702,101,190,148,182,81,9537,888,1495,2020,2647,2487
"Cinnaminson Township School District, New Jersey","3403120",10965,787,3503,2888,2563,1224,3275,220,1022,980,795,258,6833,347,2308,1781,1623,774,125,100,0,17,8,0,732,120,173,110,137,192
"Clark Township School District, New Jersey","3403150",10557,872,3596,2543,2538,1008,7397,448,2722,1875,1678,674,1539,181,451,308,455,144,52,2,31,0,19,0,1569,241,392,360,386,190
"Clayton Borough School District, New Jersey","3403180",5280,843,2322,1249,562,304,2750,329,1376,657,278,110,2229,377,846,592,236,178,72,15,21,0,20,16,229,122,79,0,28,0
"Cliffside Park Borough School District, New Jersey","3403270",17962,2512,4626,3343,4896,2585,3947,259,1269,871,1103,445,4666,214,1040,1133,1375,904,625,60,201,88,244,32,8724,1979,2116,1251,2174,1204
"Clifton City School District, New Jersey","3403300",57932,7442,19719,12931,12219,5621,21502,1784,8154,4935,4392,2237,8343,928,2716,2112,1535,1052,2208,679,782,418,243,86,25879,4051,8067,5466,6049,2246
"Collingswood Borough School District, New Jersey","3403420",10088,765,2343,2857,2700,1423,4642,307,1304,1318,1126,587,4430,159,874,1290,1452,655,221,42,45,93,25,16,795,257,120,156,97,165
"Corbin City School District, New Jersey","3403510",431,35,227,91,60,18,237,22,116,54,37,8,166,13,87,37,22,7,0,0,0,0,0,0,28,0,24,0,1,3
"Cranford Township School District, New Jersey","3403570",15589,744,3603,3315,4617,3310,9492,303,2331,2220,2872,1766,4341,184,699,787,1418,1253,141,12,34,40,31,24,1615,245,539,268,296,267
"Cresskill Borough School District, New Jersey","3403600",5899,295,1377,820,2052,1355,1845,164,684,236,476,285,2220,38,532,351,788,511,59,0,6,0,0,53,1775,93,155,233,788,506
"Delran Township School District, New Jersey","3403780",11616,1197,3732,2774,2698,1215,4601,274,1592,1223,1084,428,4950,253,1641,1168,1299,589,263,53,48,104,42,16,1802,617,451,279,273,182
"Deptford Township School District, New Jersey","3403900",21573,2839,7921,5848,3270,1695,9315,1145,3823,2753,1016,578,10197,1369,3557,2670,1737,864,394,57,92,80,65,100,1667,268,449,345,452,153
"Dover Town School District, New Jersey","3403930",13021,3604,4820,2752,1422,423,2922,325,1051,1056,359,131,1324,250,435,281,233,125,881,316,331,198,21,15,7894,2713,3003,1217,809,152
"Dumont Borough School District, New Jersey","3403990",12282,1094,3930,2580,3342,1336,4181,200,1696,945,993,347,3408,233,1004,921,911,339,174,42,53,37,29,13,4519,619,1177,677,1409,637
"Dunellen Borough School District, New Jersey","3404020",5058,620,1587,1428,1008,415,2219,135,783,456,627,218,1371,218,383,500,177,93,50,0,36,0,14,0,1418,267,385,472,190,104
"East Brunswick Township School District, New Jersey","3404110",32271,1962,6634,6478,10011,7186,10230,493,3309,2521,2545,1362,9431,286,1625,2331,2900,2289,535,166,102,88,67,112,12075,1017,1598,1538,4499,3423
"East Orange City School District, New Jersey","3404230",42029,7456,14970,12385,5397,1821,17021,2607,5651,5832,2496,435,11341,2153,4060,3148,1321,659,1209,305,540,188,135,41,12458,2391,4719,3217,1445,686
"East Windsor Regional School District, New Jersey","3404320",22712,2352,4959,5738,5323,4340,6876,506,1604,2236,1530,1000,7367,323,1435,2083,1933,1593,322,74,102,59,40,47,8147,1449,1818,1360,1820,1700
"Edison Township School District, New Jersey","3404500",68528,5531,15940,12523,19432,15102,20837,1335,7798,5516,4288,1900,11706,647,3385,3193,2355,2126,877,212,295,118,170,82,35108,3337,4462,3696,12619,10994
"Egg Harbor Township School District, New Jersey","3404560",27313,2960,9204,7917,4945,2287,11874,1093,4394,3156,2260,971,9137,629,2893,3253,1527,835,610,162,185,202,61,0,5692,1076,1732,1306,1097,481
"Elizabeth City School District, New Jersey","3404590",77891,21075,31492,15628,6622,3074,18000,2798,8408,4052,1953,789,8522,1765,2983,1981,1077,716,3561,1123,1485,749,146,58,47808,15389,18616,8846,3446,1511
"Elmwood Park Borough School District, New Jersey","3404660",13608,1912,4862,3466,2348,1020,5544,470,2067,1606,940,461,1838,219,635,454,364,166,148,74,53,21,0,0,6078,1149,2107,1385,1044,393
"Emerson Borough School District, New Jersey","3404710",5236,301,1509,1257,1592,577,2200,71,655,505,735,234,1801,60,579,458,454,250,128,53,37,16,0,22,1107,117,238,278,403,71
"Englewood City School District, New Jersey","3404740",18581,2187,4683,3539,4750,3422,3317,359,963,728,754,513,7471,542,1571,1369,2125,1864,325,68,133,0,23,101,7468,1218,2016,1442,1848,944
"Ewing Township School District, New Jersey","3404920",22791,2106,7233,5630,4925,2897,12612,1233,4391,3277,2517,1194,6428,462,1585,1687,1516,1178,291,38,126,62,37,28,3460,373,1131,604,855,497
"Fair Lawn Borough School District, New Jersey","3404980",22697,1800,4681,4979,6810,4427,7808,520,2372,1865,2118,933,6603,244,1177,1533,1998,1651,316,26,147,68,72,3,7970,1010,985,1513,2622,1840
"Florence Township School District, New Jersey","3405220",8716,997,3105,2283,1659,672,5364,645,2094,1363,963,299,2060,178,572,625,478,207,89,28,55,0,0,6,1203,146,384,295,218,160
"Fort Lee Borough School District, New Jersey","3405310",27313,1975,5567,5048,9101,5622,3862,180,955,905,915,907,7790,90,1524,1871,2621,1684,477,113,130,96,55,83,15184,1592,2958,2176,5510,2948
"Franklin Township School District, New Jersey","3405490",44123,2999,9763,9184,13185,8992,14936,872,4043,3544,4630,1847,12061,473,2757,2976,3275,2580,772,108,263,165,153,83,16354,1546,2700,2499,5127,4482
"Garfield City School District, New Jersey","3405760",20645,3683,8273,4795,3121,773,7200,1106,3091,1664,1065,274,2361,410,721,697,433,100,534,155,213,120,46,0,10550,2012,4248,2314,1577,399
"Glassboro Borough School District, New Jersey","3405880",9913,923,2728,3427,1909,926,4696,397,1307,1792,744,456,4050,194,1089,1446,941,380,296,74,111,23,88,0,871,258,221,166,136,90
"Glen Ridge Borough School District, New Jersey","3405940",4736,78,428,604,1895,1731,1866,32,316,261,696,561,2095,46,21,193,1021,814,165,0,45,34,25,61,610,0,46,116,153,295
"Glen Rock Borough School District, New Jersey","3405970",7381,228,1040,1322,2568,2223,2833,60,490,590,971,722,3224,75,293,617,1100,1139,47,0,0,0,15,32,1277,93,257,115,482,330
"Gloucester City School District, New Jersey","3406000",7601,1415,3562,1792,655,177,5033,836,2674,1100,347,76,2118,469,793,553,217,86,40,20,12,0,0,8,410,90,83,139,91,7
"Green Brook Township School District, New Jersey","3406120",4720,392,1192,699,1476,961,2068,120,569,284,781,314,1165,95,340,218,311,201,98,28,55,15,0,0,1389,149,228,182,384,446
"Hackensack City School District, New Jersey","3406270",31612,4830,8779,7106,6873,4024,8939,955,2651,2287,1889,1157,7692,749,1912,2265,1490,1276,736,170,301,102,99,64,14245,2956,3915,2452,3395,1527
"Hackettstown Town School District, New Jersey","3406300",6457,862,2129,1555,1241,670,3463,387,1296,878,627,275,1715,121,381,480,435,298,113,18,71,0,24,0,1166,336,381,197,155,97
"Haddon Heights Borough School District, New Jersey","3406330",5186,384,1074,1101,1728,899,2544,167,540,616,815,406,2376,152,494,447,842,441,60,0,0,4,39,17,206,65,40,34,32,35
"Haddon Township School District, New Jersey","3406360",10430,771,3001,2705,2644,1309,5241,309,1712,1569,1153,498,4578,304,1165,1042,1421,646,91,40,0,41,10,0,520,118,124,53,60,165
"Haddonfield Borough School District, New Jersey","3406390",7668,166,949,1189,2887,2477,3271,66,533,534,1319,819,3919,53,339,575,1406,1546,68,0,0,8,26,34,410,47,77,72,136,78
"Hamilton Township School District, New Jersey","3406540",62723,7174,20824,18178,11886,4661,38845,3501,14001,11588,7158,2597,12754,1072,3422,3731,3137,1392,1491,123,446,622,246,54,9633,2478,2955,2237,1345,618
"Hammonton Town School District, New Jersey","3406570",10402,2038,3728,2185,1924,527,5790,687,2205,1394,1167,337,2519,365,868,558,550,178,608,336,198,49,13,12,1485,650,457,184,194,0
"Harrison Town School District, New Jersey","3406870",9251,1941,3194,1628,1470,1018,1817,287,707,332,364,127,603,62,174,112,125,130,362,118,95,93,40,16,6469,1474,2218,1091,941,745
"Hasbrouck Heights Borough School District, New Jersey","3406930",8521,587,2391,2164,2082,1297,4464,345,1453,1181,934,551,2000,115,516,408,577,384,73,0,0,62,11,0,1984,127,422,513,560,362
"Hawthorne Borough School District, New Jersey","3406990",12987,1144,3630,3804,3146,1263,7384,314,2228,2179,1915,748,2837,141,806,757,761,372,169,60,24,32,25,28,2597,629,572,836,445,115
"Hi-Nella Borough School District, New Jersey","3407080",580,38,221,219,69,33,238,16,82,77,51,12,293,17,124,121,14,17,5,3,2,0,0,0,44,2,13,21,4,4
"Highland Park Borough School District, New Jersey","3407170",9932,700,1691,1508,2500,3533,2704,185,625,582,742,570,3414,62,477,457,911,1507,286,56,81,13,64,72,3528,397,508,456,783,1384
"Hillsborough Township School District, New Jersey","3407230",25596,1469,5563,6053,7500,5011,11689,542,2826,3403,3248,1670,7516,162,1389,1502,2597,1866,245,0,11,87,115,32,6146,765,1337,1061,1540,1443
"Hillside Township School District, New Jersey","3407290",13930,2069,4737,3919,2361,844,5151,330,1669,1862,1032,258,2883,290,1082,700,548,263,401,39,41,249,62,10,5495,1410,1945,1108,719,313
"Hoboken City School District, New Jersey","3407350",37037,2974,3901,3335,16679,10148,13449,731,2273,1250,6292,2903,14844,158,674,1264,8092,4656,2284,1188,569,167,249,111,6460,897,385,654,2046,2478
"Holmdel Township School District, New Jersey","3407410",11005,777,2076,1837,3314,3001,3617,331,979,732,1031,544,4246,181,792,726,1355,1192,156,83,43,0,14,16,2986,182,262,379,914,1249
