"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Audubon Borough School District, New Jersey","3401050",9869,680,384,8805,6152,420,205,5527,3176,159,113,2904,146,20,0,126,395,81,66,248
"Bayonne City School District, New Jersey","3401260",62295,7807,3773,50715,36602,4376,2208,30018,7781,873,503,6405,1612,312,123,1177,16300,2246,939,13115
"Belleville Town School District, New Jersey","3401350",35633,2561,2502,30570,17329,1047,1223,15059,4701,216,180,4305,1549,296,137,1116,12054,1002,962,10090
"Belvidere Town School District, New Jersey","3401440",2718,129,46,2543,1965,94,27,1844,700,35,18,647,6,0,1,5,47,0,0,47
"Bergenfield Borough School District, New Jersey","3401500",26609,1660,1100,23849,8324,399,301,7624,7784,411,337,7036,620,22,47,551,9881,828,415,8638
"Berkeley Heights Township School District, New Jersey","3401530",12728,187,310,12231,6947,81,128,6738,3714,29,29,3656,193,0,0,193,1874,77,153,1644
"Bernards Township School District, New Jersey","3401650",25860,792,323,24745,12833,321,155,12357,8157,182,153,7822,239,12,0,227,4631,277,15,4339
"Bloomfield Township School District, New Jersey","3401830",46631,3624,2353,40654,24786,1743,1034,22009,7832,456,336,7040,1919,176,90,1653,12094,1249,893,9952
"Bogota Borough School District, New Jersey","3401920",8162,572,336,7254,3659,236,65,3358,1716,153,36,1527,312,0,0,312,2475,183,235,2057
"Boonton Town School District, New Jersey","3401950",8285,244,691,7350,5093,184,339,4570,1571,33,72,1466,90,0,32,58,1531,27,248,1256
"Bordentown Regional School District, New Jersey","3402030",15454,319,479,14656,10025,179,225,9621,3199,86,155,2958,181,25,0,156,2049,29,99,1921
"Bound Brook Borough School District, New Jersey","3402100",10366,578,1426,8362,4899,218,711,3970,1486,92,96,1298,94,0,0,94,3887,268,619,3000
"Brick Township School District, New Jersey","3402220",74987,3855,4489,66643,54029,2872,3010,48147,15644,691,796,14157,824,69,73,682,4490,223,610,3657
"Bridgeton City School District, New Jersey","3402250",20789,5983,3231,11575,11346,3433,1723,6190,3086,848,360,1878,709,278,119,312,5648,1424,1029,3195
"Bridgewater-Raritan Regional School District, New Jersey","3402280",50626,1887,1135,47604,28331,1047,591,26693,11316,348,315,10653,350,0,22,328,10629,492,207,9930
"Buena Regional School District, New Jersey","3402400",12122,1439,889,9794,8233,900,393,6940,2824,442,209,2173,540,53,231,256,525,44,56,425
"Burlington City School District, New Jersey","3402430",9879,1133,1008,7738,6039,630,611,4798,2848,353,214,2281,199,52,39,108,793,98,144,551
"Burlington Township School District, New Jersey","3402460",21699,1134,941,19624,11870,660,542,10668,6098,314,244,5540,385,10,0,375,3346,150,155,3041
"Butler Borough School District, New Jersey","3402520",7527,134,424,6969,5066,88,266,4712,1195,34,0,1161,137,0,33,104,1129,12,125,992
"Caldwell-West Caldwell School District, New Jersey","3402580",17998,525,982,16491,11921,422,273,11226,3648,48,192,3408,155,0,71,84,2274,55,446,1773
"Camden City School District, New Jersey","3402640",74711,28718,11543,34450,42089,18592,6252,17245,13186,3632,1842,7712,9315,3907,1829,3579,10121,2587,1620,5914
"Cape May Point Borough School District, New Jersey","3402760",120,6,0,114,18,0,0,18,100,6,0,94,0,0,0,0,2,0,0,2
"Carteret Borough School District, New Jersey","3402820",22400,2842,1949,17609,10522,1192,834,8496,3636,816,282,2538,1178,312,112,754,7064,522,721,5821
"Cedar Grove Township School District, New Jersey","3402850",11590,173,215,11202,7969,135,139,7695,2044,28,53,1963,142,0,0,142,1435,10,23,1402
"Cherry Hill Township School District, New Jersey","3403000",70081,2710,2668,64703,27801,935,996,25870,30728,1014,853,28861,827,81,100,646,10725,680,719,9326
"Cinnaminson Township School District, New Jersey","3403120",15460,644,775,14041,6269,178,355,5736,8187,348,310,7529,137,0,100,37,867,118,10,739
"Clark Township School District, New Jersey","3403150",14532,463,529,13540,10941,319,344,10278,1840,106,114,1620,85,2,0,83,1666,36,71,1559
"Clayton Borough School District, New Jersey","3403180",8134,1028,396,6710,5253,863,242,4148,2517,122,71,2324,90,15,0,75,274,28,83,163
"Cliffside Park Borough School District, New Jersey","3403270",23425,2769,994,19662,7171,886,288,5997,5915,471,234,5210,667,39,82,546,9672,1373,390,7909
"Clifton City School District, New Jersey","3403300",82207,7093,5788,69326,39526,3235,2424,33867,10180,1005,482,8693,2988,549,286,2153,29513,2304,2596,24613
"Collingswood Borough School District, New Jersey","3403420",13923,1570,922,11431,7333,877,377,6079,5231,409,358,4464,282,90,9,183,1077,194,178,705
"Corbin City School District, New Jersey","3403510",610,38,34,538,392,30,25,337,187,8,8,171,3,0,0,3,28,0,1,27
"Cranford Township School District, New Jersey","3403570",22290,763,294,21233,15048,411,177,14460,5361,243,89,5029,175,22,0,153,1706,87,28,1591
"Cresskill Borough School District, New Jersey","3403600",8384,402,100,7882,3616,60,1,3555,2720,111,79,2530,84,0,0,84,1964,231,20,1713
"Delran Township School District, New Jersey","3403780",16814,680,331,15803,8518,401,118,7999,5929,150,90,5689,315,9,0,306,2052,120,123,1809
"Deptford Township School District, New Jersey","3403900",29869,2595,1597,25677,15456,1415,1029,13012,11961,815,438,10708,482,41,110,331,1970,324,20,1626
"Dover Town School District, New Jersey","3403930",19415,1948,2069,15398,6429,653,591,5185,1662,104,173,1385,1023,52,126,845,10301,1139,1179,7983
"Dumont Borough School District, New Jersey","3403990",17433,630,456,16347,7954,180,169,7605,4080,102,113,3865,206,0,32,174,5193,348,142,4703
"Dunellen Borough School District, New Jersey","3404020",7185,673,329,6183,3935,306,172,3457,1603,102,90,1411,50,17,0,33,1597,248,67,1282
"East Brunswick Township School District, New Jersey","3404110",47390,1581,841,44968,20347,503,350,19494,12525,336,171,12018,688,28,60,600,13830,714,260,12856
"East Orange City School District, New Jersey","3404230",63556,12356,6747,44453,33120,7533,3027,22560,14091,1939,2077,10075,1409,339,122,948,14936,2545,1521,10870
"East Windsor Regional School District, New Jersey","3404320",32180,2190,1164,28826,13955,954,427,12574,8765,272,241,8252,413,55,11,347,9047,909,485,7653
"Edison Township School District, New Jersey","3404500",98158,6528,3406,88224,40528,2949,1565,36014,16337,1243,428,14666,1059,158,7,894,40234,2178,1406,36650
"Egg Harbor Township School District, New Jersey","3404560",42119,2977,2025,37117,23979,1970,1180,20829,11062,651,454,9957,832,45,90,697,6246,311,301,5634
"Elizabeth City School District, New Jersey","3404590",121598,21583,15103,84912,46254,9790,5687,30777,13228,3284,1451,8493,4970,1198,640,3132,57146,7311,7325,42510
"Elmwood Park Borough School District, New Jersey","3404660",19292,1001,1088,17203,10083,540,560,8983,2317,131,115,2071,189,0,16,173,6703,330,397,5976
"Emerson Borough School District, New Jersey","3404710",7119,98,443,6578,3868,23,273,3572,1978,11,111,1856,134,31,0,103,1139,33,59,1047
"Englewood City School District, New Jersey","3404740",26752,2921,1645,22186,8251,1046,674,6531,9727,833,353,8541,365,73,96,196,8409,969,522,6918
"Ewing Township School District, New Jersey","3404920",30683,3107,802,26774,18942,2204,498,16240,7311,521,155,6635,335,38,0,297,4095,344,149,3602
"Fair Lawn Borough School District, New Jersey","3404980",32113,1282,1008,29823,13864,510,434,12920,8603,218,344,8041,570,20,1,549,9076,534,229,8313
"Florence Township School District, New Jersey","3405220",11981,326,1014,10641,8123,254,650,7219,2371,61,154,2156,108,11,0,97,1379,0,210,1169
"Fort Lee Borough School District, New Jersey","3405310",35274,3098,2098,30078,6828,324,247,6257,10469,624,556,9289,600,47,117,436,17377,2103,1178,14096
"Franklin Township School District, New Jersey","3405490",60551,2747,1831,55973,28024,1353,960,25711,14056,596,325,13135,822,30,9,783,17649,768,537,16344
"Garfield City School District, New Jersey","3405760",30291,3256,2831,24204,13781,1957,1196,10628,3026,363,290,2373,757,102,27,628,12727,834,1318,10575
"Glassboro Borough School District, New Jersey","3405880",16120,2690,1040,12390,9665,2012,701,6952,5070,318,295,4457,331,147,0,184,1054,213,44,797
"Glen Ridge Borough School District, New Jersey","3405940",7467,205,98,7164,3696,195,20,3481,2925,10,78,2837,227,0,0,227,619,0,0,619
"Glen Rock Borough School District, New Jersey","3405970",11572,250,43,11279,5732,118,41,5573,4304,47,1,4256,69,0,0,69,1467,85,1,1381
"Gloucester City School District, New Jersey","3406000",11395,1502,1189,8704,8135,1120,782,6233,2774,322,326,2126,59,29,10,20,427,31,71,325
"Green Brook Township School District, New Jersey","3406120",6883,98,190,6595,3967,72,161,3734,1286,26,11,1249,91,0,0,91,1539,0,18,1521
"Hackensack City School District, New Jersey","3406270",41604,5395,3222,32987,15209,1994,1100,12115,8958,669,508,7781,1015,214,43,758,16422,2518,1571,12333
"Hackettstown Town School District, New Jersey","3406300",9099,643,434,8022,5576,316,272,4988,1887,30,71,1786,113,0,52,61,1523,297,39,1187
"Haddon Heights Borough School District, New Jersey","3406330",7486,114,223,7149,4159,56,115,3988,3005,56,79,2870,91,0,4,87,231,2,25,204
"Haddon Township School District, New Jersey","3406360",14718,947,491,13280,8708,567,287,7854,5304,277,189,4838,109,18,14,77,597,85,1,511
"Haddonfield Borough School District, New Jersey","3406390",11531,474,257,10800,5324,154,117,5053,5619,257,116,5246,103,0,0,103,485,63,24,398
"Hamilton Township School District, New Jersey","3406540",87600,5135,4199,78266,59480,3003,2438,54039,15044,644,610,13790,1726,121,157,1448,11350,1367,994,8989
"Hammonton Town School District, New Jersey","3406570",14465,1550,1109,11806,9073,838,534,7701,3001,176,179,2646,663,251,37,375,1728,285,359,1084
"Harrison Town School District, New Jersey","3406870",13609,2034,1609,9966,4332,675,541,3116,966,71,101,794,444,97,151,196,7867,1191,816,5860
"Hasbrouck Heights Borough School District, New Jersey","3406930",11792,556,501,10735,7142,335,232,6575,2409,71,115,2223,133,0,0,133,2108,150,154,1804
"Hawthorne Borough School District, New Jersey","3406990",18627,1181,387,17059,12316,837,293,11186,3254,121,57,3076,190,28,0,162,2867,195,37,2635
"Hi-Nella Borough School District, New Jersey","3407080",845,92,61,692,461,45,40,376,325,24,18,283,5,0,0,5,54,23,3,28
"Highland Park Borough School District, New Jersey","3407170",13985,1514,751,11720,5550,631,299,4620,3971,223,234,3514,342,7,0,335,4122,653,218,3251
"Hillsborough Township School District, New Jersey","3407230",38447,854,957,36636,22012,436,362,21214,9230,148,110,8972,313,25,13,275,6892,245,472,6175
"Hillside Township School District, New Jersey","3407290",21314,2904,1444,16966,10766,1951,835,7980,3832,306,202,3324,458,113,34,311,6258,534,373,5351
"Hoboken City School District, New Jersey","3407350",47297,4725,2274,40298,19601,2467,1270,15864,18302,825,222,17255,2408,624,471,1313,6986,809,311,5866
"Holmdel Township School District, New Jersey","3407410",16288,613,540,15135,7254,400,191,6663,5688,82,212,5394,172,13,60,99,3174,118,77,2979
"Hopatcong Borough School District, New Jersey","3407440",15276,705,347,14224,9500,512,260,8728,4094,121,85,3888,162,19,0,143,1520,53,2,1465
"Hopewell Valley Regional School District, New Jersey","3407530",21123,434,165,20524,11026,222,128,10676,7768,145,36,7587,171,1,0,170,2158,66,1,2091
"Interlaken Borough School District, New Jersey","3407650",825,15,8,802,564,15,2,547,233,0,6,227,8,0,0,8,20,0,0,20
"Irvington Township School District, New Jersey","3407680",54082,9995,6295,37792,26425,5916,3288,17221,10695,1833,1056,7806,925,161,46,718,16037,2085,1905,12047
"Jackson Township School District, New Jersey","3407740",53508,2111,2364,49033,32079,1271,1438,29370,16624,665,578,15381,731,51,34,646,4074,124,314,3636
"Jefferson Township School District, New Jersey","3407800",21017,587,337,20093,14684,476,280,13928,4285,54,41,4190,152,0,0,152,1896,57,16,1823
"Jersey City School District, New Jersey","3407830",242535,39859,21472,181204,90739,19048,9214,62477,47322,5184,2779,39359,11172,2299,1375,7498,93302,13328,8104,71870
"Keansburg Borough School District, New Jersey","3407860",9995,1506,1082,7407,6246,1069,527,4650,2880,333,427,2120,107,39,0,68,762,65,128,569
"Kearny Town School District, New Jersey","3407890",39446,4534,3405,31507,17426,1897,1461,14068,4048,594,319,3135,1570,185,93,1292,16402,1858,1532,13012
"Kenilworth Borough School District, New Jersey","3407920",7852,362,212,7278,5386,277,132,4977,727,71,23,633,96,0,0,96,1643,14,57,1572
"Keyport Borough School District, New Jersey","3407950",7244,618,622,6004,4292,335,309,3648,1500,103,88,1309,170,0,0,170,1282,180,225,877
"Kinnelon Borough School District, New Jersey","3408040",10219,258,406,9555,6255,195,292,5768,2623,63,82,2478,87,0,0,87,1254,0,32,1222
"Lacey Township School District, New Jersey","3408100",27397,1423,912,25062,20191,962,683,18546,5632,301,217,5114,256,24,1,231,1318,136,11,1171
"Lakewood Township School District, New Jersey","3408220",87565,23908,15761,47896,43349,13054,8253,22042,27771,6948,4187,16636,3654,1336,855,1463,12791,2570,2466,7755
"Lawrence Township School District, New Jersey","3408400",30565,1766,1550,27249,14094,908,636,12550,8065,410,406,7249,422,60,13,349,7984,388,495,7101
"Leonia Borough School District, New Jersey","3408520",8918,730,489,7699,2313,64,189,2060,2789,68,149,2572,191,32,51,108,3625,566,100,2959
"Linden City School District, New Jersey","3408610",39834,3075,2991,33768,20686,1431,1675,17580,4984,423,401,4160,1342,278,128,936,12822,943,787,11092
"Lindenwold Borough School District, New Jersey","3408640",17529,2268,1939,13322,8659,1297,991,6371,5468,412,704,4352,553,27,29,497,2849,532,215,2102
"Longport Borough School District, New Jersey","3408671",1027,44,40,943,326,7,7,312,671,34,27,610,7,0,0,7,23,3,6,14
"Livingston Township School District, New Jersey","3408820",28859,482,688,27689,15277,288,298,14691,6829,46,48,6735,198,1,0,197,6555,147,342,6066
"Lodi Borough School District, New Jersey","3408850",23959,2737,1804,19418,11815,1341,747,9727,3330,312,167,2851,506,84,0,422,8308,1000,890,6418
"Long Branch City School District, New Jersey","3408940",30629,4397,3979,22253,14544,2437,1926,10181,5415,551,539,4325,1102,122,214,766,9568,1287,1300,6981
"Pennsville Township School District, New Jersey","3409120",13377,1451,658,11268,7775,960,422,6393,5045,363,224,4458,140,44,0,96,417,84,12,321
"Lyndhurst Township School District, New Jersey","3409210",20359,896,981,18482,12692,487,353,11852,2554,87,58,2409,391,46,5,340,4722,276,565,3881
"Madison Borough School District, New Jersey","3409240",14220,621,389,13210,7353,256,278,6819,4327,138,40,4149,189,12,0,177,2351,215,71,2065
"Old Bridge Township School District, New Jersey","3409270",64298,2528,2891,58879,29308,1205,1293,26810,19040,463,704,17873,1574,53,54,1467,14376,807,840,12729
"Mahwah Township School District, New Jersey","3409330",23861,678,1178,22005,11659,236,454,10969,7978,166,270,7542,362,18,0,344,3862,258,454,3150
"Manasquan Borough School District, New Jersey","3409420",5945,216,149,5580,4681,186,76,4419,1088,30,60,998,54,0,0,54,122,0,13,109
"Manchester Township School District, New Jersey","3409450",42097,3270,3026,35801,24371,1886,1589,20896,13996,942,1084,11970,483,62,62,359,3247,380,291,2576
"Manville Borough School District, New Jersey","3409630",10311,576,710,9025,6540,398,408,5734,1577,45,138,1394,54,0,0,54,2140,133,164,1843
"Maple Shade Township School District, New Jersey","3409660",18964,1520,1309,16135,8947,743,450,7754,7659,472,567,6620,251,0,68,183,2107,305,224,1578
"Matawan-Aberdeen Regional School District, New Jersey","3409750",26876,1433,908,24535,13866,676,433,12757,8356,243,295,7818,358,39,0,319,4296,475,180,3641
"Maywood Borough School District, New Jersey","3409810",9531,531,442,8558,4784,310,190,4284,2487,114,88,2285,203,27,29,147,2057,80,135,1842
"Metuchen Borough School District, New Jersey","3409990",13504,429,298,12777,7256,265,206,6785,3950,34,51,3865,136,0,12,124,2162,130,29,2003
"Middle Township School District, New Jersey","3410020",17531,1495,1488,14548,10048,846,848,8354,6220,569,503,5148,296,35,4,257,967,45,133,789
"Middlesex Borough School District, New Jersey","3410050",13652,202,560,12890,8792,104,339,8349,2503,24,78,2401,117,40,0,77,2240,34,143,2063
"Middletown Township School District, New Jersey","3410110",66157,2070,1999,62088,39613,1172,1078,37363,21351,696,769,19886,610,30,0,580,4583,172,152,4259
"Midland Park Borough School District, New Jersey","3410140",7055,187,247,6621,4226,63,96,4067,1728,74,83,1571,144,0,0,144,957,50,68,839
"Millburn Township School District, New Jersey","3410200",19991,516,267,19208,8500,287,183,8030,7369,112,22,7235,322,10,0,312,3800,107,62,3631
"Millville City School District, New Jersey","3410320",28049,5311,2522,20216,20510,4106,1911,14493,5327,838,425,4064,1045,248,137,660,1167,119,49,999
"Monroe Township School District (Gloucester County), New Jersey","3410470",35394,2560,1385,31449,19899,1302,805,17792,13349,837,528,11984,233,22,5,206,1913,399,47,1467
"Monroe Township School District (Middlesex County), New Jersey","3410500",36659,1225,1189,34245,15071,512,398,14161,15508,532,506,14470,413,1,13,399,5667,180,272,5215
"Montclair Town School District, New Jersey","3410560",37080,2475,1569,33036,16714,1502,883,14329,15163,642,464,14057,623,23,7,593,4580,308,215,4057
"Montgomery Township School District, New Jersey","3410590",22259,475,278,21506,9686,192,112,9382,7543,73,126,7344,237,2,0,235,4793,208,40,4545
"Montville Township School District, New Jersey","3410650",21382,804,446,20132,12173,479,187,11507,4661,141,74,4446,143,7,0,136,4405,177,185,4043
"Moorestown Township School District, New Jersey","3410710",20436,600,429,19407,9259,273,155,8831,9374,291,216,8867,108,10,0,98,1695,26,58,1611
"Morris Township School District, New Jersey","3410810",39789,3213,2262,34314,19362,1106,905,17351,11485,632,289,10564,514,59,32,423,8428,1416,1036,5976
"Mount Olive Township School District, New Jersey","3410980",27647,1637,1199,24811,16013,930,745,14338,6754,468,213,6073,516,67,35,414,4364,172,206,3986
"Mountain Lakes Borough School District, New Jersey","3411010",4167,40,15,4112,2131,9,0,2122,1503,31,15,1457,39,0,0,39,494,0,0,494
