"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Lexington School District 3, South Carolina","4502760",12979,2439,1326,9214,9954,2050,1109,6795,2493,261,121,2111,81,0,30,51,451,128,66,257
"Lexington School District 4, South Carolina","4502790",17778,4760,1768,11250,12542,3655,1293,7594,4639,858,353,3428,48,6,0,42,549,241,122,186
"Lexington School District 5, South Carolina","4502820",96432,7473,5365,83594,51623,4900,2716,44007,39195,2086,2188,34921,1410,73,79,1258,4204,414,382,3408
"Marlboro County School District, South Carolina","4502970",24550,6551,3779,14220,18779,5360,3068,10351,5480,1167,659,3654,96,0,7,89,195,24,45,126
"McCormick County School District, South Carolina","4503000",8524,1672,800,6052,4491,1215,584,2692,3820,439,209,3172,64,12,4,48,149,6,3,140
"Newberry County School District, South Carolina","4503030",36560,6828,4716,25016,28123,4875,3864,19384,6699,1300,571,4828,100,12,14,74,1638,641,267,730
"Oconee County School District, South Carolina","4503060",74704,13806,10228,50670,44054,8769,6844,28441,27081,4123,3027,19931,757,112,44,601,2812,802,313,1697
"Orangeburg School District 3, South Carolina","4503150",19452,5605,3352,10495,15059,4753,2897,7409,3943,792,368,2783,54,0,21,33,396,60,66,270
"Orangeburg School District 4, South Carolina","4503180",20179,3756,2851,13572,17472,3370,2405,11697,2439,368,401,1670,16,0,0,16,252,18,45,189
"Orangeburg School District 5, South Carolina","4503210",47204,10958,6331,29915,36857,8438,5011,23408,8893,2074,1078,5741,211,81,30,100,1243,365,212,666
"Pickens County School District, South Carolina","4503330",113470,21236,13055,79179,71221,13356,8417,49448,36830,6723,3991,26116,984,180,67,737,4435,977,580,2878
"Richland School District 1, South Carolina","4503360",187926,44349,22610,120967,123618,30544,15824,77250,52911,11129,5173,36609,2464,485,211,1768,8933,2191,1402,5340
"Richland School District 2, South Carolina","4503390",133510,13203,11633,108674,68361,8114,7630,52617,52340,4049,2930,45361,4299,280,405,3614,8510,760,668,7082
"Saluda County School District, South Carolina","4503460",15196,3229,2171,9796,10967,2338,1480,7149,2504,481,290,1733,151,24,0,127,1574,386,401,787
"Spartanburg School District 1, South Carolina","4503480",29404,4125,2560,22719,17784,2726,1535,13523,10377,1103,888,8386,244,47,16,181,999,249,121,629
"Spartanburg School District 2, South Carolina","4503510",57814,8224,5762,43828,37327,5204,4023,28100,16508,2126,1496,12886,575,42,0,533,3404,852,243,2309
"Spartanburg School District 3, South Carolina","4503540",15731,2946,2611,10174,11887,2199,2084,7604,3194,634,434,2126,18,0,0,18,632,113,93,426
"Spartanburg School District 4, South Carolina","4503570",17638,2938,3057,11643,12731,2629,2021,8081,4257,178,884,3195,69,0,43,26,581,131,109,341
"Spartanburg School District 5, South Carolina","4503600",45090,5691,5548,33851,26614,3399,3597,19618,14929,1635,1751,11543,335,70,5,260,3212,587,195,2430
"Spartanburg School District 6, South Carolina","4503630",64622,11784,7396,45442,39710,7880,4976,26854,18076,2572,1234,14270,666,44,163,459,6170,1288,1023,3859
"Spartanburg School District 7, South Carolina","4503660",47906,11022,5714,31170,32620,8902,4159,19559,12585,1722,1313,9550,376,27,12,337,2325,371,230,1724
"Union County School District, South Carolina","4503750",27446,5464,3536,18446,23089,4840,2998,15251,4178,624,524,3030,52,0,4,48,127,0,10,117
"Williamsburg County School District, South Carolina","4503780",30950,9056,3479,18415,26964,8003,3033,15928,3485,921,384,2180,173,17,32,124,328,115,30,183
"York School District 1, South Carolina","4503810",32016,5487,3050,23479,16867,3211,1683,11973,13681,1909,1211,10561,152,56,4,92,1316,311,152,853
"York School District 2, South Carolina","4503840",38853,4348,3117,31388,9486,1733,697,7056,27479,2361,2396,22722,520,24,0,496,1368,230,24,1114
"York School District 3, South Carolina","4503870",110839,17218,10116,83505,58621,11267,5943,41411,46706,5285,3613,37808,1118,123,67,928,4394,543,493,3358
"York School District 4, South Carolina","4503900",59602,3165,2548,53889,10785,1161,765,8859,43544,1733,1519,40292,798,30,75,693,4475,241,189,4045
"Sumter County Consolidated School District, South Carolina","4503902",105172,21063,12425,71684,69317,16638,8337,44342,30486,3638,3244,23604,1742,177,191,1374,3627,610,653,2364
"Marion School District 10, South Carolina","4503908",31646,8225,5030,18391,26208,6802,4351,15055,4646,1083,453,3110,72,10,13,49,720,330,213,177
"Remainder of South Carolina, South Carolina","4599999",4181,534,354,3293,1260,343,125,792,2649,169,202,2278,117,0,27,90,155,22,0,133
