"","GEOID","B06011_001","B06011_002","B06011_003","B06011_004","B06011_005"
"Stewart County, Georgia","13259",16206,16472,14819,20000,8125
"Sumter County, Georgia","13261",18599,17298,25400,19276,19957
"Tattnall County, Georgia","13267",18011,21168,12716,16429,11988
"Terrell County, Georgia","13273",16451,15635,19609,4375,27206
"Thomas County, Georgia","13275",20378,18728,25029,42273,19234
"Tift County, Georgia","13277",19175,18665,21417,42250,16986
"Toombs County, Georgia","13279",18871,19119,19455,17447,17515
"Towns County, Georgia","13281",20463,19923,21593,2499,12426
"Treutlen County, Georgia","13283",21144,21291,15000,30156,27396
"Troup County, Georgia","13285",20500,19925,22058,43804,18844
"Turner County, Georgia","13287",16659,16341,17316,71019,16894
"Union County, Georgia","13291",21118,20146,21615,30505,14052
"Upson County, Georgia","13293",18737,19002,18817,2499,14015
"Walker County, Georgia","13295",20652,20237,20957,33167,19697
"Walton County, Georgia","13297",25585,23630,30137,25169,22363
"Ware County, Georgia","13299",19596,20077,17649,20227,25088
"Washington County, Georgia","13303",17593,17043,21667,15664,22171
"Wayne County, Georgia","13305",19125,20134,17934,19519,15329
"White County, Georgia","13311",23238,23540,23279,6484,22127
"Whitfield County, Georgia","13313",21865,22010,23484,37941,20107
"Wilkes County, Georgia","13317",15053,15139,14147,53478,22583
"Wilkinson County, Georgia","13319",21938,21235,26215,34405,19205
"Worth County, Georgia","13321",19529,18287,25565,34432,19830
