"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Newton County, Georgia","13217",94912,12049,10540,72323,57870,7561,6880,43429,30569,3371,2761,24437,1173,159,142,872,5300,958,757,3585
"Oconee County, Georgia","13219",31023,2310,1477,27236,18893,1417,991,16485,10145,511,341,9293,346,0,40,306,1639,382,105,1152
"Oglethorpe County, Georgia","13221",14546,2764,1488,10294,11292,2409,1009,7874,2883,297,461,2125,79,27,0,52,292,31,18,243
"Paulding County, Georgia","13223",134120,10967,10118,113035,77966,6786,5695,65485,49152,3106,3804,42242,1610,21,102,1487,5392,1054,517,3821
"Peach County, Georgia","13225",24362,6184,2062,16116,17545,5074,1609,10862,5291,762,294,4235,312,72,13,227,1214,276,146,792
"Pickens County, Georgia","13227",28659,3316,3573,21770,19358,2587,2447,14324,8270,716,787,6767,158,0,0,158,873,13,339,521
"Pierce County, Georgia","13229",17918,2767,1893,13258,13314,2142,1366,9806,4107,506,407,3194,144,10,0,134,353,109,120,124
"Pike County, Georgia","13231",17057,1790,1446,13821,12520,1460,1059,10001,4228,278,370,3580,126,50,2,74,183,2,15,166
"Polk County, Georgia","13233",40436,7794,5943,26699,30967,5241,4333,21393,6332,1146,1130,4056,240,28,45,167,2897,1379,435,1083
"Pulaski County, Georgia","13235",10327,1203,1771,7353,8415,1079,1531,5805,1842,124,226,1492,14,0,0,14,56,0,14,42
"Putnam County, Georgia","13237",20653,2550,3798,14305,14626,2077,2799,9750,5037,458,401,4178,97,15,23,59,893,0,575,318
"Quitman County, Georgia","13239",2528,798,513,1217,1380,458,281,641,1139,340,232,567,0,0,0,0,9,0,0,9
"Rabun County, Georgia","13241",16124,2977,2006,11141,8870,1799,971,6100,6172,1020,584,4568,95,6,23,66,987,152,428,407
"Randolph County, Georgia","13243",7274,2040,1265,3969,5893,1697,1053,3143,1314,322,212,780,7,7,0,0,60,14,0,46
"Richmond County, Georgia","13245",186957,43625,21154,122178,114436,31609,14212,68615,61121,10704,5554,44863,4736,482,433,3821,6664,830,955,4879
"Rockdale County, Georgia","13247",82271,10149,8340,63782,42116,5272,4785,32059,29928,2995,2173,24760,628,35,55,538,9599,1847,1327,6425
"Schley County, Georgia","13249",4740,911,590,3239,3581,720,521,2340,984,152,69,763,25,5,0,20,150,34,0,116
"Screven County, Georgia","13251",14355,2929,1812,9614,11860,2404,1671,7785,2332,524,141,1667,50,0,0,50,113,1,0,112
"Seminole County, Georgia","13253",8581,2181,1798,4602,6425,1740,1526,3159,2035,405,272,1358,7,0,0,7,114,36,0,78
"Spalding County, Georgia","13255",62480,13224,7423,41833,48278,11119,6142,31017,11810,1642,814,9354,530,119,0,411,1862,344,467,1051
"Stephens County, Georgia","13257",24666,4636,4065,15965,17190,3193,2946,11051,6689,1207,906,4576,96,17,22,57,691,219,191,281
"Stewart County, Georgia","13259",5693,1380,737,3576,4588,1181,633,2774,1057,185,104,768,22,0,0,22,26,14,0,12
"Sumter County, Georgia","13261",31788,8536,4399,18853,25894,7410,3851,14633,4478,757,434,3287,156,57,10,89,1260,312,104,844
"Talbot County, Georgia","13263",6911,1621,893,4397,5738,1475,822,3441,1147,146,71,930,10,0,0,10,16,0,0,16
"Taliaferro County, Georgia","13265",2031,699,497,835,1533,557,297,679,444,142,200,102,0,0,0,0,54,0,0,54
"Tattnall County, Georgia","13267",21539,4616,2841,14082,15502,3383,1329,10790,4389,785,925,2679,222,97,30,95,1426,351,557,518
"Taylor County, Georgia","13269",8361,2769,1241,4351,7280,2355,1104,3821,932,344,93,495,54,54,0,0,95,16,44,35
"Telfair County, Georgia","13271",12991,4067,1696,7228,11127,3297,1354,6476,1395,548,187,660,17,17,0,0,452,205,155,92
"Terrell County, Georgia","13273",8961,2777,1357,4827,7676,2568,1146,3962,1046,174,167,705,6,0,0,6,233,35,44,154
"Thomas County, Georgia","13275",43470,9893,5179,28398,30414,7509,3808,19097,11893,2162,1216,8515,209,35,0,174,954,187,155,612
"Tift County, Georgia","13277",39034,8919,4753,25362,28457,6710,3483,18264,7782,1390,799,5593,229,12,30,187,2566,807,441,1318
"Toombs County, Georgia","13279",26669,6858,3555,16256,20247,4884,2760,12603,4552,1156,494,2902,216,13,0,203,1654,805,301,548
"Towns County, Georgia","13281",9519,884,1351,7284,4974,455,843,3676,4367,385,488,3494,19,17,0,2,159,27,20,112
"Treutlen County, Georgia","13283",6525,1609,1153,3763,5773,1425,1025,3323,661,184,128,349,45,0,0,45,46,0,0,46
"Troup County, Georgia","13285",63187,12537,6797,43853,44157,9642,4967,29548,16703,2383,1658,12662,312,41,17,254,2015,471,155,1389
"Turner County, Georgia","13287",8393,2130,1280,4983,7205,1795,997,4413,996,283,275,438,32,0,0,32,160,52,8,100
"Twiggs County, Georgia","13289",9327,1981,1455,5891,8176,1867,1276,5033,1057,103,179,775,11,11,0,0,83,0,0,83
"Union County, Georgia","13291",20607,2858,1914,15835,11193,1780,1229,8184,8732,910,685,7137,245,0,0,245,437,168,0,269
"Upson County, Georgia","13293",26803,5385,3441,17977,22566,4328,2877,15361,3641,779,492,2370,46,31,0,15,550,247,72,231
"Walker County, Georgia","13295",66439,10050,9131,47258,32917,5979,4754,22184,32411,3973,4106,24332,418,2,119,297,693,96,152,445
"Walton County, Georgia","13297",80642,10114,7433,63095,54331,6873,5934,41524,22359,2331,1187,18841,835,107,37,691,3117,803,275,2039
"Ware County, Georgia","13299",33528,6869,3770,22889,25531,4988,2940,17603,6879,1630,804,4445,98,63,0,35,1020,188,26,806
"Warren County, Georgia","13301",5827,1500,588,3739,5293,1395,489,3409,516,105,91,320,15,0,5,10,3,0,3,0
"Washington County, Georgia","13303",19767,5464,2772,11531,17097,4735,2392,9970,2383,615,370,1398,114,17,10,87,173,97,0,76
"Wayne County, Georgia","13305",27293,5003,4403,17887,20666,3791,3209,13666,5516,968,1001,3547,234,93,12,129,877,151,181,545
"Webster County, Georgia","13307",2727,644,552,1531,2266,523,500,1243,368,111,3,254,0,0,0,0,93,10,49,34
"Wheeler County, Georgia","13309",4784,1164,501,3119,4365,1058,483,2824,353,106,13,234,23,0,0,23,43,0,5,38
"White County, Georgia","13311",26173,5081,2070,19022,16900,3595,1228,12077,8672,1245,831,6596,117,65,0,52,484,176,11,297
"Whitfield County, Georgia","13313",98361,18910,12119,67332,54661,9663,7154,37844,24550,4183,2199,18168,662,133,15,514,18488,4931,2751,10806
"Wilcox County, Georgia","13315",7151,1823,961,4367,6080,1637,786,3657,1040,186,161,693,20,0,14,6,11,0,0,11
"Wilkes County, Georgia","13317",10436,2660,1384,6392,8273,2286,827,5160,1903,354,433,1116,108,20,0,88,152,0,124,28
"Wilkinson County, Georgia","13319",9330,2154,848,6328,8264,2004,795,5465,901,91,49,761,80,11,0,69,85,48,4,33
"Worth County, Georgia","13321",21385,4457,2744,14184,17471,3850,2314,11307,3607,512,400,2695,72,0,0,72,235,95,30,110
