"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Berkeley Heights Township School District, New Jersey","3401530",12772,213,288,12271,7217,86,132,6999,3564,75,30,3459,206,0,0,206,1785,52,126,1607
"Berlin Township School District, New Jersey","3401620",5340,355,558,4427,3145,208,192,2745,1525,81,172,1272,89,3,20,66,581,63,174,344
"Bernards Township School District, New Jersey","3401650",25849,1000,328,24521,13053,350,150,12553,8201,223,161,7817,150,13,0,137,4445,414,17,4014
"Beverly City School District, New Jersey","3401740",2584,336,174,2074,1572,253,146,1173,732,19,28,685,93,38,0,55,187,26,0,161
"Bloomfield Township School District, New Jersey","3401830",46790,3485,2160,41145,24689,1838,1082,21769,8334,418,278,7638,1522,151,91,1280,12245,1078,709,10458
"Bloomingdale Borough School District, New Jersey","3401860",7543,601,253,6689,5128,123,63,4942,1070,64,45,961,136,0,0,136,1209,414,145,650
"Bloomsbury Borough School District, New Jersey","3401890",737,10,17,710,505,7,12,486,180,3,4,173,0,0,0,0,52,0,1,51
"Bogota Borough School District, New Jersey","3401920",8196,610,333,7253,3235,209,61,2965,1930,196,30,1704,169,0,0,169,2862,205,242,2415
"Boonton Town School District, New Jersey","3401950",8303,365,753,7185,4825,194,362,4269,1572,69,87,1416,95,0,35,60,1811,102,269,1440
"Boonton Township School District, New Jersey","3401980",4214,176,300,3738,2689,148,202,2339,1084,5,32,1047,43,0,0,43,398,23,66,309
"Bordentown Regional School District, New Jersey","3402030",15489,392,415,14682,10123,244,228,9651,3111,55,119,2937,303,49,0,254,1952,44,68,1840
"Bound Brook Borough School District, New Jersey","3402100",10463,907,1482,8074,4917,410,660,3847,1535,94,100,1341,131,12,0,119,3880,391,722,2767
"Bradley Beach Borough School District, New Jersey","3402130",4335,777,402,3156,2861,452,241,2168,897,72,64,761,40,0,10,30,537,253,87,197
"Branchburg Township School District, New Jersey","3402160",14479,202,139,14138,9190,120,55,9015,3148,14,52,3082,131,0,0,131,2010,68,32,1910
"Brick Township School District, New Jersey","3402220",74818,4452,4462,65904,54578,3250,2944,48384,14929,854,786,13289,905,102,89,714,4406,246,643,3517
"Bridgeton City School District, New Jersey","3402250",20729,6375,3198,11156,11437,3498,1552,6387,3005,878,389,1738,593,224,126,243,5694,1775,1131,2788
"Bridgewater-Raritan Regional School District, New Jersey","3402280",50878,2226,1522,47130,27968,1253,852,25863,10708,358,291,10059,316,0,24,292,11886,615,355,10916
"Brielle Borough School District, New Jersey","3402310",4787,207,159,4421,3411,162,92,3157,1166,45,39,1082,36,0,0,36,174,0,28,146
"Brigantine City School District, New Jersey","3402340",9592,866,1138,7588,4225,570,524,3131,4167,251,398,3518,116,0,47,69,1084,45,169,870
"Brooklawn Borough School District, New Jersey","3402370",1811,161,254,1396,1223,94,152,977,403,56,22,325,45,4,14,27,140,7,66,67
"Buena Regional School District, New Jersey","3402400",12093,1411,970,9712,7882,791,516,6575,2722,442,186,2094,503,3,226,274,986,175,42,769
"Burlington City School District, New Jersey","3402430",9847,1037,1053,7757,5968,588,640,4740,2906,294,232,2380,174,53,19,102,799,102,162,535
"Burlington Township School District, New Jersey","3402460",21809,1670,813,19326,12615,1158,469,10988,5660,282,213,5165,405,11,12,382,3129,219,119,2791
"Butler Borough School District, New Jersey","3402520",7543,269,543,6731,4677,84,231,4362,1269,39,0,1230,108,0,30,78,1489,146,282,1061
"Caldwell-West Caldwell School District, New Jersey","3402580",18039,585,1095,16359,12094,456,362,11276,3447,62,187,3198,148,0,58,90,2350,67,488,1795
"Camden City School District, New Jersey","3402640",74743,28866,11501,34376,43750,18783,6593,18374,11258,3140,1748,6370,9155,4064,1716,3375,10580,2879,1444,6257
"Cape May Point Borough School District, New Jersey","3402760",161,8,0,153,26,0,0,26,133,8,0,125,0,0,0,0,2,0,0,2
"Carteret Borough School District, New Jersey","3402820",22903,3034,1964,17905,11285,1446,859,8980,3677,840,244,2593,1241,224,147,870,6700,524,714,5462
"Cedar Grove Township School District, New Jersey","3402850",11677,475,269,10933,8098,258,190,7650,1876,75,48,1753,171,0,0,171,1532,142,31,1359
"Cherry Hill Township School District, New Jersey","3403000",70008,2995,2801,64212,27829,984,1040,25805,30614,1081,828,28705,746,71,78,597,10819,859,855,9105
"Chesilhurst Borough School District, New Jersey","3403030",1645,223,81,1341,959,141,54,764,547,75,20,452,35,4,4,27,104,3,3,98
"Cinnaminson Township School District, New Jersey","3403120",15701,731,539,14431,6460,234,287,5939,8144,378,193,7573,149,0,59,90,948,119,0,829
"Clark Township School District, New Jersey","3403150",14640,487,483,13670,10778,310,359,10109,1697,85,48,1564,138,3,0,135,2027,89,76,1862
"Clayton Borough School District, New Jersey","3403180",8154,747,385,7022,5155,510,243,4402,2623,200,69,2354,76,15,0,61,300,22,73,205
"Clementon Borough School District, New Jersey","3403240",5008,773,141,4094,3066,568,34,2464,1683,152,46,1485,6,0,0,6,253,53,61,139
"Cliffside Park Borough School District, New Jersey","3403270",23576,3123,1478,18975,7535,1082,378,6075,5435,492,255,4688,638,30,48,560,9968,1519,797,7652
"Clifton City School District, New Jersey","3403300",82966,7463,6955,68548,40141,3519,3326,33296,10017,929,573,8515,3138,529,287,2322,29670,2486,2769,24415
"Collingswood Borough School District, New Jersey","3403420",13858,1383,863,11612,7091,648,360,6083,5403,440,292,4671,179,28,0,151,1185,267,211,707
"Commercial Township School District, New Jersey","3403480",5175,1147,680,3348,3359,706,304,2349,1665,360,376,929,70,53,0,17,81,28,0,53
"Corbin City School District, New Jersey","3403510",625,51,41,533,416,38,29,349,187,13,12,162,4,0,0,4,18,0,0,18
"Cranbury Township School District, New Jersey","3403540",3679,129,155,3395,1927,129,82,1716,1148,0,7,1141,25,0,0,25,579,0,66,513
"Cranford Township School District, New Jersey","3403570",22472,658,361,21453,15188,355,169,14664,5316,218,135,4963,165,21,0,144,1803,64,57,1682
"Cresskill Borough School District, New Jersey","3403600",8478,414,107,7957,3372,56,1,3315,2824,72,77,2675,142,0,0,142,2140,286,29,1825
"Deal Borough School District, New Jersey","3403630",931,102,111,718,409,45,57,307,341,37,20,284,25,4,12,9,156,16,22,118
"Delanco Township School District, New Jersey","3403690",4389,178,141,4070,2770,116,105,2549,1428,62,5,1361,0,0,0,0,191,0,31,160
"Delran Township School District, New Jersey","3403780",16835,762,531,15542,7987,452,120,7415,6030,169,160,5701,328,18,0,310,2490,123,251,2116
"Dennis Township School District, New Jersey","3403840",6306,424,187,5695,3755,298,128,3329,2409,125,48,2236,66,1,0,65,76,0,11,65
"Deptford Township School District, New Jersey","3403900",29940,3043,1541,25356,16290,1764,1077,13449,11325,836,398,10091,301,0,34,267,2024,443,32,1549
"Dover Town School District, New Jersey","3403930",19393,1610,2391,15392,6782,512,744,5526,1564,117,202,1245,1036,57,140,839,10011,924,1305,7782
"Downe Township School District, New Jersey","3403960",1374,261,73,1040,1081,201,49,831,278,58,22,198,9,2,0,7,6,0,2,4
"Dumont Borough School District, New Jersey","3403990",17505,693,403,16409,8001,195,89,7717,4293,79,117,4097,190,0,45,145,5021,419,152,4450
"Dunellen Borough School District, New Jersey","3404020",7271,640,270,6361,3947,256,106,3585,1707,69,83,1555,24,15,0,9,1593,300,81,1212
"East Brunswick Township School District, New Jersey","3404110",47486,1870,982,44634,19914,475,388,19051,12314,465,186,11663,486,18,59,409,14772,912,349,13511
"East Newark Borough School District, New Jersey","3404200",2271,389,160,1722,686,104,57,525,130,8,11,111,80,36,9,35,1375,241,83,1051
"East Orange City School District, New Jersey","3404230",63313,12550,7534,43229,32648,7536,3594,21518,14017,2185,2111,9721,1203,320,65,818,15445,2509,1764,11172
"East Windsor Regional School District, New Jersey","3404320",32414,2029,1533,28852,13986,864,655,12467,8406,246,253,7907,461,41,10,410,9561,878,615,8068
"Edgewater Borough School District, New Jersey","3404440",11419,1033,338,10048,2442,468,116,1858,3987,235,118,3634,278,22,14,242,4712,308,90,4314
"Edgewater Park Township School District, New Jersey","3404470",8842,769,432,7641,4351,285,164,3902,2522,188,122,2212,314,29,0,285,1655,267,146,1242
"Edison Township School District, New Jersey","3404500",98662,6412,3495,88755,40249,3010,1665,35574,15915,1259,334,14322,1096,145,6,945,41402,1998,1490,37914
"Egg Harbor Township School District, New Jersey","3404560",42720,2766,2607,37347,25123,1942,1577,21604,10406,466,492,9448,906,57,84,765,6285,301,454,5530
"Elizabeth City School District, New Jersey","3404590",122506,23070,16986,82450,45874,10352,6200,29322,13887,3349,1723,8815,5197,1339,823,3035,57548,8030,8240,41278
"Elmer Borough School District, New Jersey","3404650",1283,131,39,1113,1000,114,33,853,251,9,5,237,6,0,0,6,26,8,1,17
"Elmwood Park Borough School District, New Jersey","3404660",19411,1313,1114,16984,10137,865,569,8703,2214,178,85,1951,251,18,10,223,6809,252,450,6107
"Elsinboro Township School District, New Jersey","3404680",1025,32,27,966,661,14,17,630,333,18,9,306,5,0,0,5,26,0,1,25
"Emerson Borough School District, New Jersey","3404710",7214,382,391,6441,3829,117,254,3458,2109,200,94,1815,122,28,0,94,1154,37,43,1074
"Englewood City School District, New Jersey","3404740",26997,3119,1800,22078,8107,1312,599,6196,9659,654,408,8597,576,108,117,351,8655,1045,676,6934
"Englewood Cliffs Borough School District, New Jersey","3404770",5297,394,153,4750,1329,88,81,1160,1625,144,2,1479,113,2,0,111,2230,160,70,2000
"Estell Manor City School District, New Jersey","3404860",1652,79,85,1488,1123,23,59,1041,461,46,26,389,5,0,0,5,63,10,0,53
"Ewing Township School District, New Jersey","3404920",31006,2865,1019,27122,19304,2192,578,16534,7651,451,216,6984,346,38,0,308,3705,184,225,3296
"Fair Lawn Borough School District, New Jersey","3404980",32305,1298,1191,29816,14165,442,531,13192,8560,311,412,7837,593,24,2,567,8987,521,246,8220
"Fairview Borough School District, New Jersey","3405070",13841,2130,1301,10410,4663,600,227,3836,1700,163,294,1243,232,37,59,136,7246,1330,721,5195
"Florence Township School District, New Jersey","3405220",12105,392,981,10732,8203,269,667,7267,2504,111,135,2258,115,12,0,103,1283,0,179,1104
"Folsom Borough School District, New Jersey","3405280",1827,143,171,1513,1183,83,123,977,610,56,41,513,11,4,7,0,23,0,0,23
"Fort Lee Borough School District, New Jersey","3405310",35420,3080,1960,30380,6801,488,235,6078,10008,610,632,8766,694,41,119,534,17917,1941,974,15002
"Franklin Township School District, New Jersey","3405490",61539,3262,2284,55993,28418,1518,1241,25659,14591,848,416,13327,1254,30,8,1216,17276,866,619,15791
"Garfield City School District, New Jersey","3405760",30490,3887,3082,23521,13779,2274,1263,10242,2810,277,244,2289,746,122,41,583,13155,1214,1534,10407
"Garwood Borough School District, New Jersey","3405790",4295,73,203,4019,2496,33,106,2357,1107,25,30,1052,19,0,0,19,673,15,67,591
"Glassboro Borough School District, New Jersey","3405880",16117,2833,981,12303,9832,2109,639,7084,5135,472,260,4403,277,119,10,148,873,133,72,668
"Glen Ridge Borough School District, New Jersey","3405940",7516,242,21,7253,3910,205,21,3684,2631,0,0,2631,182,0,0,182,793,37,0,756
"Glen Rock Borough School District, New Jersey","3405970",11625,290,102,11233,6011,157,74,5780,4020,45,16,3959,67,0,0,67,1527,88,12,1427
"Gloucester City School District, New Jersey","3406000",11410,1534,1211,8665,7936,1085,683,6168,2908,402,383,2123,44,19,0,25,522,28,145,349
"Green Township School District, New Jersey","3406090",3594,102,76,3416,2494,80,50,2364,811,22,10,779,74,0,0,74,215,0,16,199
"Green Brook Township School District, New Jersey","3406120",6957,111,244,6602,4039,89,213,3737,1363,22,10,1331,89,0,0,89,1466,0,21,1445
"Greenwich Township School District (Gloucester County), New Jersey","3406180",4906,297,111,4498,3211,250,48,2913,1298,35,63,1200,18,0,0,18,379,12,0,367
"Greenwich Township School District (Warren County), New Jersey","3406210",5622,210,135,5277,3362,122,97,3143,1803,88,23,1692,34,0,0,34,423,0,15,408
"Guttenberg Town School District, New Jersey","3406240",11067,1651,1021,8395,3037,535,305,2197,1809,82,74,1653,233,33,53,147,5988,1001,589,4398
"Hackensack City School District, New Jersey","3406270",41870,5752,3242,32876,15307,2146,1056,12105,8794,853,651,7290,1060,211,26,823,16709,2542,1509,12658
"Hackettstown Town School District, New Jersey","3406300",9062,622,632,7808,5432,329,283,4820,1726,28,89,1609,140,0,67,73,1764,265,193,1306
"Haddon Heights Borough School District, New Jersey","3406330",7512,129,239,7144,4198,57,132,4009,3043,50,81,2912,83,0,3,80,188,22,23,143
"Haddon Township School District, New Jersey","3406360",14712,960,303,13449,8698,558,125,8015,5338,267,165,4906,154,23,12,119,522,112,1,409
"Haddonfield Borough School District, New Jersey","3406390",11544,464,270,10810,5771,177,116,5478,5303,232,126,4945,119,0,0,119,351,55,28,268
"Hamilton Township School District, New Jersey","3406540",87658,5725,3551,78382,59439,3200,2038,54201,14922,791,605,13526,1860,110,171,1579,11437,1624,737,9076
"Hammonton Town School District, New Jersey","3406570",14525,1588,1183,11754,9250,872,597,7781,2931,114,163,2654,507,145,41,321,1837,457,382,998
"Harding Township School District, New Jersey","3406720",3833,312,45,3476,2081,196,30,1855,1430,100,8,1322,19,0,0,19,303,16,7,280
"Upper Township School District, New Jersey","3416650",12248,564,543,11141,7111,298,319,6494,4699,266,210,4223,81,0,0,81,357,0,14,343
"Ventnor City City School District, New Jersey","3416680",10724,1279,1011,8434,3824,654,338,2832,3478,454,306,2718,215,10,15,190,3207,161,352,2694
"Vernon Township School District, New Jersey","3416710",23928,1199,1069,21660,16478,848,780,14850,5720,238,179,5303,233,0,2,231,1497,113,108,1276
"Verona Borough School District, New Jersey","3416740",13281,406,267,12608,8234,125,116,7993,3309,85,15,3209,89,0,0,89,1649,196,136,1317
"Vineland City School District, New Jersey","3416800",59703,8164,5851,45688,37973,4772,3028,30173,10009,888,1155,7966,4845,1280,639,2926,6876,1224,1029,4623
"Waldwick Borough School District, New Jersey","3416860",9689,312,241,9136,5901,191,180,5530,2622,49,8,2565,24,0,0,24,1142,72,53,1017
"Wall Township School District, New Jersey","3416890",25791,1091,1018,23682,19433,830,622,17981,5193,156,289,4748,277,0,0,277,888,105,107,676
"Wallington Borough School District, New Jersey","3416920",11387,1092,782,9513,5197,509,373,4315,725,116,49,560,59,16,13,30,5406,451,347,4608
"Washington Township School District (Burlington County), New Jersey","3417040",762,55,40,667,494,20,32,442,140,5,2,133,50,3,0,47,78,27,6,45
"Washington Township School District (Gloucester County), New Jersey","3417070",48180,1862,1975,44343,21786,900,792,20094,23136,776,1065,21295,491,18,25,448,2767,168,93,2506
"Robbinsville Township School District, New Jersey","3417100",13587,464,229,12894,7620,180,171,7269,3549,245,3,3301,39,0,0,39,2379,39,55,2285
"Waterford Township School District, New Jersey","3417250",10659,842,674,9143,7162,496,452,6214,3215,247,211,2757,42,0,0,42,240,99,11,130
"Wayne Township School District, New Jersey","3417280",52221,1850,1929,48442,31895,1043,1027,29825,9672,309,192,9171,517,36,17,464,10137,462,693,8982
"Weehawken Township School District, New Jersey","3417310",12761,1443,816,10502,3785,479,182,3124,3642,244,103,3295,491,117,127,247,4843,603,404,3836
"West Deptford Township School District, New Jersey","3417430",21383,1329,1077,18977,12955,658,692,11605,7095,490,337,6268,188,49,0,139,1145,132,48,965
"West Milford Township School District, New Jersey","3417520",25739,1007,668,24064,17268,733,462,16073,6794,197,153,6444,142,5,0,137,1535,72,53,1410
"West New York Town School District, New Jersey","3417580",49693,9362,7147,33184,12622,2857,1999,7766,5589,884,406,4299,1642,275,191,1176,29840,5346,4551,19943
"West Orange Town School District, New Jersey","3417610",45285,2986,2618,39681,21484,1405,1145,18934,10657,405,258,9994,484,13,0,471,12660,1163,1215,10282
"West Wildwood Borough School District, New Jersey","3417670",518,54,79,385,109,24,43,42,398,27,36,335,3,3,0,0,8,0,0,8
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",50066,2119,894,47053,14874,710,362,13802,15028,786,201,14041,503,32,2,469,19661,591,329,18741
"Westfield Town School District, New Jersey","3417760",30018,794,575,28649,15929,512,209,15208,10308,174,196,9938,265,0,9,256,3516,108,161,3247
"Westwood Regional School District, New Jersey","3417820",19966,585,892,18489,10970,237,356,10377,5888,120,106,5662,98,2,18,78,3010,226,412,2372
"Weymouth Township School District, New Jersey","3417850",2671,215,139,2317,1559,103,66,1390,856,88,73,695,12,0,0,12,244,24,0,220
"White Township School District, New Jersey","3417910",4703,269,207,4227,3198,199,185,2814,1166,36,22,1108,0,0,0,0,339,34,0,305
"Wildwood City School District, New Jersey","3417940",5290,1277,449,3564,2092,475,158,1459,2179,348,253,1578,166,28,0,138,853,426,38,389
"Wildwood Crest Borough School District, New Jersey","3417970",3289,360,103,2826,1105,62,0,1043,1970,286,102,1582,61,0,0,61,153,12,1,140
"Willingboro Township School District, New Jersey","3418000",31685,2649,2133,26903,14263,1624,1159,11480,12415,644,787,10984,796,47,13,736,4211,334,174,3703
"Winfield Township School District, New Jersey","3418030",1427,83,30,1314,1185,74,27,1084,213,9,3,201,0,0,0,0,29,0,0,29
"Winslow Township School District, New Jersey","3418060",38302,2776,2286,33240,20875,1656,964,18255,14100,1004,1155,11941,607,46,64,497,2720,70,103,2547
"Woodbine Borough School District, New Jersey","3418090",2117,576,433,1108,1494,387,323,784,397,121,94,182,179,60,11,108,47,8,5,34
"Woodbridge Township School District, New Jersey","3418120",96321,5953,3743,86625,52528,3157,1736,47635,13855,837,362,12656,1574,126,147,1301,28364,1833,1498,25033
"Woodbury City School District, New Jersey","3418150",9827,1512,956,7359,5899,759,664,4476,3375,615,246,2514,113,31,32,50,440,107,14,319
"Woodlynne Borough School District, New Jersey","3418270",2966,850,358,1758,1707,620,191,896,480,92,34,354,154,49,21,84,625,89,112,424
"Wood-Ridge Borough School District, New Jersey","3418300",7892,256,120,7516,5060,180,77,4803,1286,14,43,1229,115,0,0,115,1431,62,0,1369
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",7360,278,307,6775,4333,251,128,3954,2805,23,179,2603,16,0,0,16,206,4,0,202
"School District Not Defined, New Jersey","3499997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Remainder of New Jersey, New Jersey","3499999",1613263,85363,70408,1457492,918211,48218,39011,830982,488033,21099,18430,448504,20620,1919,1341,17360,186399,14127,11626,160646
"Harmony Township School District, New Jersey","3406810",2657,32,115,2510,1854,17,83,1754,736,11,26,699,6,0,0,6,61,4,6,51
"Harrison Town School District, New Jersey","3406870",13683,2274,1679,9730,4458,882,577,2999,1074,84,112,878,445,57,100,288,7706,1251,890,5565
"Hasbrouck Heights Borough School District, New Jersey","3406930",11830,813,554,10463,6953,337,285,6331,2714,123,120,2471,106,0,10,96,2057,353,139,1565
"Hawthorne Borough School District, New Jersey","3406990",18739,1111,482,17146,12555,774,305,11476,2926,124,58,2744,246,27,0,219,3012,186,119,2707
"Hi-Nella Borough School District, New Jersey","3407080",866,101,76,689,468,50,40,378,311,29,19,263,4,0,0,4,83,22,17,44
"Highland Park Borough School District, New Jersey","3407170",14072,1432,724,11916,5501,558,243,4700,4246,243,230,3773,456,50,6,400,3869,581,245,3043
"Hillsborough Township School District, New Jersey","3407230",38666,898,1085,36683,22050,475,445,21130,9128,148,116,8864,450,29,12,409,7038,246,512,6280
"Hillside Township School District, New Jersey","3407290",21402,3084,1840,16478,11216,2108,1158,7950,3521,403,205,2913,458,63,34,361,6207,510,443,5254
"Ho-Ho-Kus Borough School District, New Jersey","3407320",4085,67,55,3963,2065,19,55,1991,1402,48,0,1354,30,0,0,30,588,0,0,588
"Hoboken City School District, New Jersey","3407350",48650,5318,1991,41341,20947,3009,1213,16725,18376,856,215,17305,2091,678,266,1147,7236,775,297,6164
"Holmdel Township School District, New Jersey","3407410",16276,500,490,15286,7282,355,164,6763,5656,57,175,5424,179,8,59,112,3159,80,92,2987
"Hopatcong Borough School District, New Jersey","3407440",15135,728,348,14059,9797,481,206,9110,3774,125,76,3573,94,19,0,75,1470,103,66,1301
"Hope Township School District, New Jersey","3407470",1827,82,58,1687,1368,59,28,1281,308,15,5,288,19,5,0,14,132,3,25,104
"Hopewell Valley Regional School District, New Jersey","3407530",21286,568,211,20507,11237,331,177,10729,7467,166,33,7268,163,1,0,162,2419,70,1,2348
"Interlaken Borough School District, New Jersey","3407650",821,17,10,794,544,17,0,527,250,0,10,240,5,0,0,5,22,0,0,22
"Irvington Township School District, New Jersey","3407680",53859,11019,5921,36919,26457,6462,2845,17150,9534,1774,887,6873,1117,232,71,814,16751,2551,2118,12082
"Jackson Township School District, New Jersey","3407740",54250,2209,2462,49579,31627,1381,1492,28754,17732,666,592,16474,612,75,30,507,4279,87,348,3844
"Jamesburg Borough School District, New Jersey","3407770",5833,533,361,4939,3307,138,210,2959,1339,106,94,1139,123,0,0,123,1064,289,57,718
"Jefferson Township School District, New Jersey","3407800",21128,670,343,20115,15150,462,307,14381,4061,52,19,3990,143,9,0,134,1774,147,17,1610
"Jersey City School District, New Jersey","3407830",245811,43242,22844,179725,91410,20040,9748,61622,47389,5544,3077,38768,11512,2760,1553,7199,95500,14898,8466,72136
"Keansburg Borough School District, New Jersey","3407860",9902,1704,1043,7155,6585,1147,483,4955,2554,407,404,1743,89,42,0,47,674,108,156,410
"Kearny Town School District, New Jersey","3407890",39791,4253,3330,32208,18357,1736,1527,15094,4084,697,286,3101,1557,166,97,1294,15793,1654,1420,12719
"Kenilworth Borough School District, New Jersey","3407920",7907,370,310,7227,5606,282,234,5090,613,71,23,519,82,0,0,82,1606,17,53,1536
"Keyport Borough School District, New Jersey","3407950",7249,552,676,6021,4259,315,349,3595,1477,85,132,1260,158,14,0,144,1355,138,195,1022
"Kinnelon Borough School District, New Jersey","3408040",10276,268,481,9527,6315,223,342,5750,2566,45,99,2422,92,0,0,92,1303,0,40,1263
"Lacey Township School District, New Jersey","3408100",27508,1619,1065,24824,19787,1189,803,17795,6025,328,249,5448,247,16,1,230,1449,86,12,1351
"Lakehurst Borough School District, New Jersey","3408160",2653,239,296,2118,1644,131,151,1362,735,93,61,581,75,0,31,44,199,15,53,131
"Lakewood Township School District, New Jersey","3408220",89049,26301,15534,47214,45476,14749,8589,22138,27397,7305,4170,15922,3621,1476,609,1536,12555,2771,2166,7618
"Laurel Springs Borough School District, New Jersey","3408280",1947,139,92,1716,1170,105,48,1017,677,24,44,609,0,0,0,0,100,10,0,90
"Lavallette Borough School District, New Jersey","3408310",2276,210,69,1997,1777,127,54,1596,473,78,15,380,5,5,0,0,21,0,0,21
"Lawnside Borough School District, New Jersey","3408340",2913,167,242,2504,1523,105,127,1291,1240,62,115,1063,3,0,0,3,147,0,0,147
"Lawrence Township School District (Cumberland County), New Jersey","3408370",3250,268,175,2807,2522,173,96,2253,518,39,26,453,25,0,0,25,185,56,53,76
"Lawrence Township School District (Mercer County), New Jersey","3408400",30660,1550,1559,27551,14093,792,705,12596,8161,375,430,7356,479,44,13,422,7927,339,411,7177
"Leonia Borough School District, New Jersey","3408520",8948,796,444,7708,2299,64,129,2106,2647,77,144,2426,157,35,26,96,3845,620,145,3080
"Lincoln Park Borough School District, New Jersey","3408580",9992,538,441,9013,6035,230,238,5567,2027,79,44,1904,198,72,0,126,1732,157,159,1416
"Linden City School District, New Jersey","3408610",40170,3420,3104,33646,20419,1655,1633,17131,4686,439,411,3836,1536,257,91,1188,13529,1069,969,11491
"Lindenwold Borough School District, New Jersey","3408640",17630,2653,2014,12963,8759,1537,1041,6181,5491,554,664,4273,590,53,10,527,2790,509,299,1982
"Longport Borough School District, New Jersey","3408671",979,42,54,883,334,6,16,312,615,33,32,550,4,0,0,4,26,3,6,17
"Little Ferry Borough School District, New Jersey","3408760",10612,535,583,9494,4378,262,201,3915,1508,58,91,1359,122,0,0,122,4604,215,291,4098
"Livingston Township School District, New Jersey","3408820",29061,485,846,27730,15569,270,364,14935,6811,59,88,6664,177,1,0,176,6504,155,394,5955
"Lodi Borough School District, New Jersey","3408850",24075,2970,1719,19386,11135,1349,751,9035,3350,442,167,2741,586,72,0,514,9004,1107,801,7096
"Logan Township School District, New Jersey","3408880",6062,355,159,5548,2632,161,101,2370,3098,135,54,2909,118,54,0,64,214,5,4,205
"Long Branch City School District, New Jersey","3408940",30565,4732,4129,21704,14930,2704,2235,9991,5564,621,495,4448,940,124,142,674,9131,1283,1257,6591
