"","GEOID","B06011_001","B06011_002","B06011_003","B06011_004","B06011_005"
"Woodbury City School District, New Jersey","3418150",28961,26954,36261,9873,17381
"Woodlynne Borough School District, New Jersey","3418270",21200,19844,18094,23895,22216
"Wood-Ridge Borough School District, New Jersey","3418300",40471,37427,47817,33594,47559
"Remainder of New Jersey, New Jersey","3499999",37914,35295,43707,33566,34496
"Allamuchy Township School District, New Jersey","3400720",52870,47348,65329,50313,66250
"Alpha Borough School District, New Jersey","3400840",30040,32729,32734,13967,23966
"Alpine Borough School District, New Jersey","3400870",52932,44028,54375,6607,67708
"Andover Regional School District, New Jersey","3400900",34375,35901,30176,15875,47429
"Asbury Park City School District, New Jersey","3400930",19249,19205,21906,13750,17376
"Atlantic City School District, New Jersey","3400960",19640,18653,21733,12246,20219
"Audubon Borough School District, New Jersey","3401050",33782,33358,37755,16154,22593
"Bayonne City School District, New Jersey","3401260",32489,31952,37694,27467,32852
"Belleville Town School District, New Jersey","3401350",32823,34114,39127,27111,31048
"Belmar Borough School District, New Jersey","3401410",37188,41183,42083,23750,25833
"Belvidere Town School District, New Jersey","3401440",30912,32083,27031,31364,43750
"Bergenfield Borough School District, New Jersey","3401500",34641,37539,37061,27841,31717
"Berkeley Heights Township School District, New Jersey","3401530",50205,41906,73519,22625,61923
"Berlin Township School District, New Jersey","3401620",27633,31500,26137,81250,18984
"Bernards Township School District, New Jersey","3401650",60406,47200,68161,36786,84648
"Beverly City School District, New Jersey","3401740",29679,29442,29215,46500,30417
"Bloomfield Township School District, New Jersey","3401830",38417,37361,51095,28516,35863
"Bloomingdale Borough School District, New Jersey","3401860",35941,37124,42540,32426,20364
"Bogota Borough School District, New Jersey","3401920",34116,32583,36250,53615,34077
"Boonton Town School District, New Jersey","3401950",42710,39335,61086,9570,36813
"Boonton Township School District, New Jersey","3401980",41516,33199,52348,11250,87000
"Bordentown Regional School District, New Jersey","3402030",44015,42928,48686,33381,45945
"Bound Brook Borough School District, New Jersey","3402100",28843,31573,37243,32054,25285
"Bradley Beach Borough School District, New Jersey","3402130",40614,39447,46389,38015,19141
"Branchburg Township School District, New Jersey","3402160",56618,53051,62112,127500,58207
"Brick Township School District, New Jersey","3402220",32670,32086,36419,44206,23131
"Bridgeton City School District, New Jersey","3402250",16023,15888,15404,9580,16548
"Bridgewater-Raritan Regional School District, New Jersey","3402280",45384,41306,53522,46875,47216
"Brielle Borough School District, New Jersey","3402310",50957,50811,52500,2499,41875
"Brigantine City School District, New Jersey","3402340",31149,33157,32829,23523,21813
"Brooklawn Borough School District, New Jersey","3402370",29942,33067,27396,30577,17188
"Buena Regional School District, New Jersey","3402400",26637,26763,27667,14880,31792
"Burlington City School District, New Jersey","3402430",30171,29036,31448,24167,27885
"Burlington Township School District, New Jersey","3402460",35423,33886,39126,48750,32450
"Butler Borough School District, New Jersey","3402520",34882,40869,41757,19063,24033
"Caldwell-West Caldwell School District, New Jersey","3402580",41636,41486,53517,7413,31077
"Camden City School District, New Jersey","3402640",16028,14503,17368,12682,20027
"Carteret Borough School District, New Jersey","3402820",29483,30881,27049,26016,29743
"Cedar Grove Township School District, New Jersey","3402850",45145,45090,53393,19950,40760
"Cherry Hill Township School District, New Jersey","3403000",40878,35687,46378,32216,36788
"Chesilhurst Borough School District, New Jersey","3403030",26080,27692,25529,38125,19286
"Cinnaminson Township School District, New Jersey","3403120",39798,35040,41806,48500,41786
"Clark Township School District, New Jersey","3403150",45856,45863,41688,40396,49440
"Clayton Borough School District, New Jersey","3403180",28810,23333,36034,41797,11814
"Cliffside Park Borough School District, New Jersey","3403270",35908,33287,52955,33232,28932
"Clifton City School District, New Jersey","3403300",32412,34460,39091,26486,30654
"Collingswood Borough School District, New Jersey","3403420",34940,35666,38395,33415,17185
"Commercial Township School District, New Jersey","3403480",25642,28261,22448,13281,19118
"Cranford Township School District, New Jersey","3403570",51195,49333,56181,85536,44919
"Cresskill Borough School District, New Jersey","3403600",53814,36788,61696,83750,64110
"Deal Borough School District, New Jersey","3403630",30382,44500,29632,18125,21688
"Delran Township School District, New Jersey","3403780",38648,38708,42198,49375,22475
"Dennis Township School District, New Jersey","3403840",34649,32386,39035,20673,19500
"Deptford Township School District, New Jersey","3403900",33065,30767,36305,51133,33284
"Dover Town School District, New Jersey","3403930",24841,26871,37996,26453,21632
"Downe Township School District, New Jersey","3403960",24531,22140,27750,130227,21250
"Dumont Borough School District, New Jersey","3403990",41128,46288,39637,26318,38849
"East Brunswick Township School District, New Jersey","3404110",41311,34816,51836,30250,42341
"East Newark Borough School District, New Jersey","3404200",27585,29643,25938,26250,27719
"East Orange City School District, New Jersey","3404230",24079,23944,23082,24896,24897
"East Windsor Regional School District, New Jersey","3404320",37050,38740,47188,21071,31705
"Edgewater Borough School District, New Jersey","3404440",68213,50907,69368,45769,71811
"Edgewater Park Township School District, New Jersey","3404470",31339,35983,35615,40865,22422
"Edison Township School District, New Jersey","3404500",42192,35268,41284,28716,50519
"Egg Harbor Township School District, New Jersey","3404560",32144,29334,39994,31200,30279
"Elizabeth City School District, New Jersey","3404590",21856,23264,25209,19284,21468
"Elmwood Park Borough School District, New Jersey","3404660",33645,31381,40703,15595,35007
"Emerson Borough School District, New Jersey","3404710",38928,41700,38568,11094,34960
"Englewood City School District, New Jersey","3404740",36184,26680,46696,25577,31279
"Englewood Cliffs Borough School District, New Jersey","3404770",49930,47056,66719,83281,44881
"Ewing Township School District, New Jersey","3404920",30448,27600,33784,37102,32491
"Fair Lawn Borough School District, New Jersey","3404980",44503,39744,49216,39667,47937
"Fairview Borough School District, New Jersey","3405070",23806,30745,30874,12321,21839
"Florence Township School District, New Jersey","3405220",42291,38198,48899,12708,51742
"Folsom Borough School District, New Jersey","3405280",29130,28182,32768,9167,22083
"Fort Lee Borough School District, New Jersey","3405310",42504,40054,45508,29342,41321
"Franklin Township School District, New Jersey","3405490",43547,40222,44902,47736,49783
"Garfield City School District, New Jersey","3405760",25942,24759,32265,21862,25911
"Glassboro Borough School District, New Jersey","3405880",22040,17570,30620,7116,23240
"Glen Ridge Borough School District, New Jersey","3405940",71741,66688,82360,37969,65391
"Glen Rock Borough School District, New Jersey","3405970",63452,53944,68250,99844,69130
"Gloucester City School District, New Jersey","3406000",25636,25220,27022,13625,28220
"Green Township School District, New Jersey","3406090",43773,41656,51359,23611,39167
"Green Brook Township School District, New Jersey","3406120",56592,49844,60597,115982,74485
"Greenwich Township School District (Gloucester County), New Jersey","3406180",35943,40063,27684,33906,33333
"Greenwich Township School District (Warren County), New Jersey","3406210",50036,44885,51250,9297,74938
"Guttenberg Town School District, New Jersey","3406240",26408,26708,49423,20813,23392
"Hackensack City School District, New Jersey","3406270",31572,34876,36455,33496,27424
"Hackettstown Town School District, New Jersey","3406300",31519,35436,40921,30404,19211
"Haddon Heights Borough School District, New Jersey","3406330",37793,32393,49500,31964,27434
"Haddon Township School District, New Jersey","3406360",39611,31980,44896,28958,47969
"Haddonfield Borough School District, New Jersey","3406390",50360,49552,53299,42330,39750
"Hamilton Township School District, New Jersey","3406540",35896,36941,44775,24707,27484
"Hammonton Town School District, New Jersey","3406570",26958,29773,26870,14395,20164
"Harding Township School District, New Jersey","3406720",74219,53438,121349,21429,86125
"Harrison Town School District, New Jersey","3406870",26218,25228,45559,20523,26799
"Hasbrouck Heights Borough School District, New Jersey","3406930",41545,33561,60000,40365,50531
"Hawthorne Borough School District, New Jersey","3406990",39810,39643,52883,33361,26745
"Highland Park Borough School District, New Jersey","3407170",39629,31654,52625,42195,34728
"Hillsborough Township School District, New Jersey","3407230",50988,45520,59703,38009,55753
"Hillside Township School District, New Jersey","3407290",30593,27034,27030,38728,33847
"Hoboken City School District, New Jersey","3407350",63900,60477,71479,14217,70182
"Holmdel Township School District, New Jersey","3407410",46137,31921,59341,14607,65102
"Hopatcong Borough School District, New Jersey","3407440",39209,36987,40554,61010,48892
"Hope Township School District, New Jersey","3407470",40063,41307,44250,70179,23500
"Hopewell Valley Regional School District, New Jersey","3407530",60992,44732,73675,109038,94958
"Irvington Township School District, New Jersey","3407680",24862,23277,26137,18575,25332
"Jackson Township School District, New Jersey","3407740",38207,36025,43542,22222,36477
"Jefferson Township School District, New Jersey","3407800",44953,46879,44131,2499,43922
"Jersey City School District, New Jersey","3407830",31672,25760,41573,19394,33200
"Keansburg Borough School District, New Jersey","3407860",27339,26574,29439,7037,27977
"Kearny Town School District, New Jersey","3407890",31862,32365,37975,33586,31032
"Kenilworth Borough School District, New Jersey","3407920",41803,41546,44618,24697,37117
"Keyport Borough School District, New Jersey","3407950",30192,30269,39384,15952,25204
"Kinnelon Borough School District, New Jersey","3408040",50073,47554,60599,2499,49946
"Lacey Township School District, New Jersey","3408100",32315,31756,37863,22917,21944
"Lakehurst Borough School District, New Jersey","3408160",29494,26302,39219,14479,30664
"Lakewood Township School District, New Jersey","3408220",20784,19770,24340,15768,19031
"Lawrence Township School District (Cumberland County), New Jersey","3408370",28446,35184,20526,33839,13831
"Lawrence Township School District (Mercer County), New Jersey","3408400",37093,32397,40625,28000,37729
"Leonia Borough School District, New Jersey","3408520",46711,43839,53143,83611,44821
"Lincoln Park Borough School District, New Jersey","3408580",41994,43979,47024,10729,35964
"Linden City School District, New Jersey","3408610",29730,31524,25907,30473,28902
"Lindenwold Borough School District, New Jersey","3408640",25152,21241,28006,29534,21685
"Little Ferry Borough School District, New Jersey","3408760",35926,29674,42336,45446,37500
"Livingston Township School District, New Jersey","3408820",56738,44476,71236,59145,62330
"Lodi Borough School District, New Jersey","3408850",29860,28104,37529,10389,30019
"Logan Township School District, New Jersey","3408880",42459,44573,42293,25338,28621
"Long Branch City School District, New Jersey","3408940",25364,25662,33956,22083,23761
"Lopatcong Township School District, New Jersey","3409000",34510,33106,33832,47833,58438
"Pennsville Township School District, New Jersey","3409120",33539,33191,36855,14974,19706
"Lyndhurst Township School District, New Jersey","3409210",39675,42880,47472,38917,27465
"Madison Borough School District, New Jersey","3409240",44029,35451,63696,31000,40699
"Old Bridge Township School District, New Jersey","3409270",40247,34933,47666,38971,41648
"Mahwah Township School District, New Jersey","3409330",40419,32104,50114,30068,48693
"Manasquan Borough School District, New Jersey","3409420",42333,43819,38873,29239,51146
"Manchester Township School District, New Jersey","3409450",24207,24832,24221,24380,20484
"Manville Borough School District, New Jersey","3409630",29138,30276,31046,10417,24634
"Maple Shade Township School District, New Jersey","3409660",31079,31457,32306,13333,26369
"Margate City School District, New Jersey","3409690",38182,36776,37726,40469,46833
"Matawan-Aberdeen Regional School District, New Jersey","3409750",42104,39101,51036,41055,34870
"Maurice River Township School District, New Jersey","3409780",21986,21692,24268,16250,14107
"Maywood Borough School District, New Jersey","3409810",38993,37033,39093,21016,42476
"Merchantville Borough School District, New Jersey","3409960",31250,24550,48485,11633,36974
"Metuchen Borough School District, New Jersey","3409990",49990,44014,53884,62898,56906
"Middle Township School District, New Jersey","3410020",29825,26333,35578,19245,30341
"Middletown Township School District, New Jersey","3410110",42619,38349,50061,37308,48189
"Midland Park Borough School District, New Jersey","3410140",39397,45823,39846,24779,23013
"Millburn Township School District, New Jersey","3410200",68255,47799,98632,59706,71941
"Millstone Township School District, New Jersey","3410230",49263,48644,52045,21750,64118
"Milltown Borough School District, New Jersey","3410290",40224,39167,45129,79219,35690
"Millville City School District, New Jersey","3410320",25487,25047,28288,17064,24052
"Mine Hill Township School District, New Jersey","3410350",45182,44552,55446,41429,39342
"Monroe Township School District (Gloucester County), New Jersey","3410470",32449,30521,35100,38125,30885
"Monroe Township School District (Middlesex County), New Jersey","3410500",36801,38237,33376,41731,43615
"Montclair Town School District, New Jersey","3410560",51272,46962,60683,61250,43500
"Montgomery Township School District, New Jersey","3410590",68828,45580,70843,53958,92921
"Montville Township School District, New Jersey","3410650",51632,43343,71635,11250,60930
"Moonachie Borough School District, New Jersey","3410680",29030,34179,33500,25221,24375
"Moorestown Township School District, New Jersey","3410710",46191,35721,53597,101023,66528
"Morris Plains Borough School District, New Jersey","3410770",51639,48472,65435,42159,42150
"Morris Township School District, New Jersey","3410810",46416,47760,64659,30143,30821
"Mount Ephraim Borough School District, New Jersey","3410890",32355,34428,35167,26078,15147
"Mount Olive Township School District, New Jersey","3410980",43371,40647,49006,38482,52920
"Mountainside Borough School District, New Jersey","3411040",49402,43972,48016,121333,53729
"Neptune City School District, New Jersey","3411130",31818,33112,29000,20345,20625
"Neptune Township School District, New Jersey","3411160",31626,32768,32076,47500,26733
"New Brunswick City School District, New Jersey","3411220",16923,12117,16420,16582,18612
"New Hanover Township School District, New Jersey","3411250",15973,23289,11723,16591,14537
"New Milford Borough School District, New Jersey","3411280",41304,37689,42143,39605,45697
"New Providence Borough School District, New Jersey","3411310",58130,43832,82879,39231,63462
"Newark City School District, New Jersey","3411340",19647,17914,19700,15960,21161
"Newfield Elementary School District, New Jersey","3411370",31141,29395,34000,38750,37891
"Newton Town School District, New Jersey","3411400",25793,25218,32952,21958,24707
"North Arlington Borough School District, New Jersey","3411430",36575,34596,38606,28625,38814
"North Bergen Township School District, New Jersey","3411460",25640,25770,34787,23162,24495
"North Brunswick Township School District, New Jersey","3411490",40624,37867,47461,15458,40707
"North Plainfield Borough School District, New Jersey","3411640",28504,35637,43694,17482,23188
"Nutley Town School District, New Jersey","3411880",44381,44152,52250,40152,39243
"Oaklyn Borough School District, New Jersey","3411940",36000,31362,40285,38083,37083
"Ocean City School District, New Jersey","3411970",30785,29571,31870,10179,16622
"Ocean Township School District (Monmouth County), New Jersey","3412060",36491,38033,48602,35119,26504
"Oldmans Township School District, New Jersey","3412210",31883,32025,37981,19722,21908
"Orange City Township School District, New Jersey","3412270",23202,20717,23183,19583,24194
"Palisades Park Borough School District, New Jersey","3412360",31011,30244,50474,16250,29613
"Paramus Borough School District, New Jersey","3412420",37797,33622,38771,19643,42266
"Park Ridge Borough School District, New Jersey","3412450",44529,41683,53526,33750,34607
"Parsippany-Troy Hills Township School District, New Jersey","3412480",40919,38181,44632,40268,42383
"Passaic City School District, New Jersey","3412540",19917,20149,28567,14087,19714
"Paterson City School District, New Jersey","3412690",20187,20221,20447,16456,21515
"Paulsboro Borough School District, New Jersey","3412720",21335,20548,35466,11875,5430
"Pemberton Township School District, New Jersey","3412810",31130,27261,35975,34323,25550
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",24075,22825,27292,22321,21409
"Pennsauken Township School District, New Jersey","3412870",27417,25234,30415,26882,27141
"Pequannock Township School District, New Jersey","3412900",41372,37500,46818,66850,51875
"Perth Amboy City School District, New Jersey","3412930",22443,26581,32083,20030,21253
"Phillipsburg Town School District, New Jersey","3412960",22770,22956,25737,25761,19688
"Pine Hill Borough School District, New Jersey","3412990",29770,27695,32228,20764,35083
"Piscataway Township School District, New Jersey","3413050",40036,35594,41996,30139,43975
"Pitman Borough School District, New Jersey","3413080",38501,36489,39217,50656,47885
"Pittsgrove Township School District, New Jersey","3413110",32863,33570,38472,18875,19871
"Plainfield City School District, New Jersey","3413140",20919,21848,30574,23201,17421
"Pleasantville City School District, New Jersey","3413200",20077,20263,19329,19075,20697
"Point Pleasant Borough School District, New Jersey","3413290",39556,37056,47083,33264,40045
"Point Pleasant Beach Borough School District, New Jersey","3413320",39275,38333,43125,177723,16500
"Pompton Lakes Borough School District, New Jersey","3413350",34937,37339,42778,22292,29011
"Princeton Regional School District, New Jersey","3413410",29777,14508,35239,17250,37206
"Rahway City School District, New Jersey","3413530",30197,30836,28735,33231,28125
"Ramsey Borough School District, New Jersey","3413590",55528,52228,66348,90417,51346
"Randolph Township School District, New Jersey","3413650",54462,50401,67354,35878,53962
"Hazlet Township School District, New Jersey","3413680",35052,30531,46573,34722,30685
"Ridgefield Borough School District, New Jersey","3413770",31813,27044,37689,22338,33066
"Ridgefield Park Township School District, New Jersey","3413800",31994,30855,39500,24010,31518
"Ridgewood Village School District, New Jersey","3413830",62091,49281,73846,79330,56978
"Riverdale Borough School District, New Jersey","3413980",48169,47135,59615,31250,38346
"Riverside Township School District, New Jersey","3414010",26774,28851,24719,12361,27234
"Riverton Borough School District, New Jersey","3414040",41468,38750,48875,25625,29500
"Roselle Borough School District, New Jersey","3414280",30363,28777,32783,30129,29991
"Roselle Park Borough School District, New Jersey","3414310",35316,32126,44338,31985,37319
"Roxbury Township School District, New Jersey","3414340",47492,45859,47922,49256,51419
"Rutherford Borough School District, New Jersey","3414460",43120,41935,51264,67500,36866
"Saddle Brook Township School District, New Jersey","3414490",39797,40625,44076,46184,31568
"Salem City School District, New Jersey","3414550",17068,17178,16378,8313,19042
"Sayreville Borough School District, New Jersey","3414640",39746,37406,39514,43650,46057
"Scotch Plains-Fanwood Regional School District, New Jersey","3414670",51146,41623,60673,26750,59239
"Secaucus Town School District, New Jersey","3414850",42085,41999,55051,50975,35962
"Somerville Borough School District, New Jersey","3415090",34503,33512,41950,37813,34273
"South Amboy City School District, New Jersey","3415120",38585,35679,59609,16058,34665
"Lake Como Borough School District, New Jersey","3415150",30643,32734,36595,37656,19896
"South Brunswick Township School District, New Jersey","3415210",51022,35504,53408,50592,66143
"South Hackensack Township School District, New Jersey","3415240",35615,46094,42250,61696,26500
"South Orange-Maplewood School District, New Jersey","3415330",51899,44176,70160,42875,41911
"South Plainfield Borough School District, New Jersey","3415360",37370,36947,43226,17134,34753
"South River Borough School District, New Jersey","3415390",29695,30898,35104,20708,27037
"Sparta Township School District, New Jersey","3415510",49090,42261,60968,49457,66364
"Spotswood Borough School District, New Jersey","3415540",35741,35130,29728,21638,43500
"Springfield Township School District, New Jersey","3415630",49399,47395,55839,27188,45714
"Summit City School District, New Jersey","3415900",52171,43630,80747,21083,35787
