"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"West Milford Township School District, New Jersey","3417520",26151,970,763,24418,18100,656,506,16938,6492,219,209,6064,133,0,0,133,1426,95,48,1283
"West New York Town School District, New Jersey","3417580",50504,10944,6646,32914,13290,3354,1928,8008,5577,824,339,4414,1601,265,172,1164,30036,6501,4207,19328
"West Orange Town School District, New Jersey","3417610",45527,3378,2790,39359,21851,1612,1212,19027,10238,469,304,9465,542,50,0,492,12896,1247,1274,10375
"West Wildwood Borough School District, New Jersey","3417670",635,49,86,500,150,21,56,73,473,24,30,419,4,4,0,0,8,0,0,8
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",50560,2090,1357,47113,14330,724,443,13163,14861,584,317,13960,524,35,1,488,20845,747,596,19502
"Westfield Town School District, New Jersey","3417760",30270,807,445,29018,16062,438,202,15422,10606,286,95,10225,308,0,9,299,3294,83,139,3072
"Westwood Regional School District, New Jersey","3417820",20054,836,960,18258,11107,295,429,10383,5558,181,98,5279,107,0,14,93,3282,360,419,2503
"Weymouth Township School District, New Jersey","3417850",2691,270,90,2331,1557,131,39,1387,850,107,51,692,17,0,0,17,267,32,0,235
"White Township School District, New Jersey","3417910",4675,234,195,4246,3112,193,166,2753,1273,17,29,1227,6,6,0,0,284,18,0,266
"Wildwood City School District, New Jersey","3417940",5269,1429,584,3256,1735,491,168,1076,2366,346,288,1732,230,163,27,40,938,429,101,408
"Wildwood Crest Borough School District, New Jersey","3417970",3254,229,93,2932,1032,47,12,973,1982,182,80,1720,84,0,0,84,156,0,1,155
"Willingboro Township School District, New Jersey","3418000",31597,2518,2115,26964,13807,1495,932,11380,12668,619,987,11062,868,73,26,769,4254,331,170,3753
"Winfield Township School District, New Jersey","3418030",1496,101,37,1358,1233,93,33,1107,221,8,4,209,3,0,0,3,39,0,0,39
"Winslow Township School District, New Jersey","3418060",38563,3140,1735,33688,20817,1899,1108,17810,14198,1076,557,12565,615,81,62,472,2933,84,8,2841
"Woodbine Borough School District, New Jersey","3418090",2371,695,462,1214,1656,467,346,843,489,149,101,239,165,69,12,84,61,10,3,48
"Woodbridge Township School District, New Jersey","3418120",96234,6189,4020,86025,51258,3271,1894,46093,13835,870,589,12376,1748,170,114,1464,29393,1878,1423,26092
"Woodbury City School District, New Jersey","3418150",9808,1419,884,7505,5878,824,601,4453,3304,466,233,2605,159,49,27,83,467,80,23,364
"Woodlynne Borough School District, New Jersey","3418270",2966,852,328,1786,1580,611,130,839,471,100,18,353,248,47,38,163,667,94,142,431
"Wood-Ridge Borough School District, New Jersey","3418300",8071,440,172,7459,5133,294,95,4744,1255,50,77,1128,126,0,0,126,1557,96,0,1461
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",7385,505,307,6573,4445,321,141,3983,2642,164,166,2312,18,0,0,18,280,20,0,260
"Remainder of New Jersey, New Jersey","3499999",1617914,87851,75082,1454981,922359,50087,41679,830593,486014,21745,19185,445084,20372,1884,1176,17312,189169,14135,13042,161992
"Allamuchy Township School District, New Jersey","3400720",4426,59,62,4305,2581,29,54,2498,1276,30,0,1246,68,0,0,68,501,0,8,493
"Allenhurst Borough School District, New Jersey","3400780",497,15,27,455,370,5,16,349,111,0,7,104,0,0,0,0,16,10,4,2
"Alloway Township School District, New Jersey","3400810",3365,169,50,3146,2201,80,50,2071,1099,81,0,1018,13,0,0,13,52,8,0,44
"Alpha Borough School District, New Jersey","3400840",2388,210,211,1967,1586,124,144,1318,626,72,40,514,43,0,13,30,133,14,14,105
"Alpine Borough School District, New Jersey","3400870",1861,78,21,1762,503,39,18,446,663,20,0,643,30,7,0,23,665,12,3,650
"Andover Regional School District, New Jersey","3400900",6266,140,276,5850,3846,67,148,3631,1877,73,83,1721,44,0,7,37,499,0,38,461
"Asbury Park City School District, New Jersey","3400930",15986,5460,2679,7847,8727,3330,1377,4020,3020,896,364,1760,338,173,0,165,3901,1061,938,1902
"Atlantic City School District, New Jersey","3400960",39232,13446,4895,20891,18873,7634,2265,8974,7105,1838,838,4429,1753,816,292,645,11501,3158,1500,6843
"Audubon Borough School District, New Jersey","3401050",9852,694,431,8727,6205,412,238,5555,3169,166,145,2858,67,31,0,36,411,85,48,278
"Avalon Borough School District, New Jersey","3401110",1924,95,83,1746,454,25,31,398,1412,70,52,1290,0,0,0,0,58,0,0,58
"Avon-by-the-Sea Borough School District, New Jersey","3401140",1941,119,106,1716,1362,23,64,1275,452,46,21,385,10,5,0,5,117,45,21,51
"Barrington Borough School District, New Jersey","3401170",6926,311,547,6068,4168,163,357,3648,2580,133,190,2257,14,14,0,0,164,1,0,163
"Bay Head Borough School District, New Jersey","3401230",1014,112,28,874,675,89,14,572,320,20,14,286,0,0,0,0,19,3,0,16
"Bayonne City School District, New Jersey","3401260",63785,8819,5122,49844,36298,5246,2935,28117,8009,863,713,6433,1968,380,93,1495,17510,2330,1381,13799
"Bedminster Township School District, New Jersey","3401320",8137,276,518,7343,3973,154,186,3633,2882,53,213,2616,67,4,40,23,1215,65,79,1071
"Belleville Town School District, New Jersey","3401350",35847,2483,2261,31103,17217,1012,902,15303,4219,279,255,3685,1563,124,130,1309,12848,1068,974,10806
"Belmar Borough School District, New Jersey","3401410",5763,600,923,4240,3506,400,577,2529,1010,98,44,868,134,12,55,67,1113,90,247,776
"Belvidere Town School District, New Jersey","3401440",2668,160,136,2372,1942,132,87,1723,677,28,45,604,18,0,3,15,31,0,1,30
"Bergenfield Borough School District, New Jersey","3401500",26927,2305,1346,23276,8042,568,280,7194,7848,661,361,6826,809,8,58,743,10228,1068,647,8513
"Berkeley Heights Township School District, New Jersey","3401530",12745,318,204,12223,7284,194,106,6984,3503,80,15,3408,122,0,0,122,1836,44,83,1709
"Berlin Township School District, New Jersey","3401620",5330,496,505,4329,3285,299,183,2803,1431,94,166,1171,62,4,0,58,552,99,156,297
"Bernards Township School District, New Jersey","3401650",25993,994,265,24734,13125,338,123,12664,8213,199,134,7880,170,11,0,159,4485,446,8,4031
"Beverly City School District, New Jersey","3401740",2568,328,340,1900,1580,247,265,1068,740,27,75,638,86,36,0,50,162,18,0,144
"Bloomfield Township School District, New Jersey","3401830",46915,3700,2417,40798,25059,1962,1253,21844,7506,398,219,6889,1465,178,79,1208,12885,1162,866,10857
"Bloomingdale Borough School District, New Jersey","3401860",7580,579,332,6669,4956,128,126,4702,1142,64,67,1011,89,0,0,89,1393,387,139,867
"Bloomsbury Borough School District, New Jersey","3401890",791,20,14,757,539,14,9,516,205,6,4,195,0,0,0,0,47,0,1,46
"Bogota Borough School District, New Jersey","3401920",8217,727,259,7231,3043,253,51,2739,2241,228,28,1985,236,0,0,236,2697,246,180,2271
"Boonton Town School District, New Jersey","3401950",8296,418,654,7224,5107,232,263,4612,1611,104,85,1422,53,0,32,21,1525,82,274,1169
"Boonton Township School District, New Jersey","3401980",4207,180,284,3743,2645,146,180,2319,1044,8,20,1016,48,0,0,48,470,26,84,360
"Bordentown Regional School District, New Jersey","3402030",15565,391,425,14749,10232,251,249,9732,3105,47,108,2950,301,50,0,251,1927,43,68,1816
"Bound Brook Borough School District, New Jersey","3402100",10436,883,1175,8378,4947,434,581,3932,1700,57,61,1582,144,9,0,135,3645,383,533,2729
"Bradley Beach Borough School District, New Jersey","3402130",4298,674,274,3350,2989,495,138,2356,793,65,65,663,111,50,27,34,405,64,44,297
"Branchburg Township School District, New Jersey","3402160",14526,221,118,14187,9279,108,55,9116,2964,15,39,2910,94,0,0,94,2189,98,24,2067
"Brick Township School District, New Jersey","3402220",74785,4346,4713,65726,54006,3007,3216,47783,15375,917,834,13624,951,112,51,788,4453,310,612,3531
"Bridgeton City School District, New Jersey","3402250",20821,6976,3313,10532,12022,4313,1585,6124,2431,805,335,1291,537,195,78,264,5831,1663,1315,2853
"Bridgewater-Raritan Regional School District, New Jersey","3402280",51176,2466,1698,47012,28408,1232,937,26239,10253,461,283,9509,303,0,21,282,12212,773,457,10982
"Brielle Borough School District, New Jersey","3402310",4782,113,173,4496,3348,93,105,3150,1204,20,44,1140,37,0,0,37,193,0,24,169
"Brigantine City School District, New Jersey","3402340",9450,1195,897,7358,4291,679,441,3171,4023,329,330,3364,101,10,36,55,1035,177,90,768
"Brooklawn Borough School District, New Jersey","3402370",1750,161,233,1356,1169,103,130,936,409,38,22,349,47,5,13,29,125,15,68,42
"Buena Regional School District, New Jersey","3402400",12153,1422,1046,9685,7992,758,568,6666,2582,461,165,1956,615,40,273,302,964,163,40,761
"Burlington City School District, New Jersey","3402430",9838,1051,901,7886,5908,572,502,4834,2877,340,220,2317,179,66,26,87,874,73,153,648
"Burlington Township School District, New Jersey","3402460",21864,1260,1018,19586,12183,869,733,10581,5866,227,199,5440,570,0,15,555,3245,164,71,3010
"Butler Borough School District, New Jersey","3402520",7559,315,620,6624,4914,115,299,4500,1205,36,0,1169,74,0,15,59,1366,164,306,896
"Caldwell-West Caldwell School District, New Jersey","3402580",18045,699,986,16360,12361,534,369,11458,3077,86,195,2796,219,1,56,162,2388,78,366,1944
"Camden City School District, New Jersey","3402640",74628,29728,10962,33938,44057,19410,6315,18332,11344,3471,1501,6372,9231,4039,1622,3570,9996,2808,1524,5664
"Cape May Point Borough School District, New Jersey","3402760",170,12,1,157,29,1,0,28,139,11,1,127,0,0,0,0,2,0,0,2
"Carteret Borough School District, New Jersey","3402820",23359,3149,2196,18014,11486,1442,961,9083,3533,807,364,2362,1328,175,302,851,7012,725,569,5718
"Cedar Grove Township School District, New Jersey","3402850",11710,498,276,10936,8148,274,151,7723,1679,77,65,1537,104,0,0,104,1779,147,60,1572
"Cherry Hill Township School District, New Jersey","3403000",70176,3134,2922,64120,28234,1030,1163,26041,29802,985,813,28004,736,112,76,548,11404,1007,870,9527
"Chesilhurst Borough School District, New Jersey","3403030",1701,216,147,1338,943,128,59,756,561,72,28,461,30,2,4,24,167,14,56,97
"Cinnaminson Township School District, New Jersey","3403120",15931,699,510,14722,6259,234,237,5788,8314,286,206,7822,232,0,56,176,1126,179,11,936
"Clark Township School District, New Jersey","3403150",14731,572,538,13621,10656,307,397,9952,1794,79,48,1667,197,26,0,171,2084,160,93,1831
"Clayton Borough School District, New Jersey","3403180",8196,864,683,6649,5410,614,430,4366,2330,203,101,2026,125,20,0,105,331,27,152,152
"Clementon Borough School District, New Jersey","3403240",4999,890,117,3992,3273,661,40,2572,1641,176,77,1388,7,0,0,7,78,53,0,25
"Cliffside Park Borough School District, New Jersey","3403270",24062,3408,1979,18675,7590,1123,499,5968,5734,495,355,4884,885,52,62,771,9853,1738,1063,7052
"Clifton City School District, New Jersey","3403300",83555,7479,6646,69430,40356,3566,3148,33642,9705,834,476,8395,2715,501,228,1986,30779,2578,2794,25407
"Collingswood Borough School District, New Jersey","3403420",13845,1327,926,11592,7383,679,435,6269,5327,432,298,4597,182,18,0,164,953,198,193,562
"Commercial Township School District, New Jersey","3403480",5128,1194,610,3324,3469,743,309,2417,1452,330,301,821,140,99,0,41,67,22,0,45
"Corbin City School District, New Jersey","3403510",573,25,46,502,429,20,33,376,129,5,13,111,1,0,0,1,14,0,0,14
"Cranbury Township School District, New Jersey","3403540",3603,51,266,3286,1929,50,214,1665,1104,1,8,1095,14,0,0,14,556,0,44,512
"Cranford Township School District, New Jersey","3403570",22618,580,391,21647,15505,359,208,14938,5221,147,135,4939,139,12,0,127,1753,62,48,1643
"Cresskill Borough School District, New Jersey","3403600",8538,336,177,8025,3119,36,1,3082,2997,79,133,2785,185,0,0,185,2237,221,43,1973
"Deal Borough School District, New Jersey","3403630",880,110,62,708,347,47,44,256,385,39,18,328,18,4,0,14,130,20,0,110
"Delanco Township School District, New Jersey","3403690",4478,226,90,4162,2800,168,77,2555,1567,58,0,1509,9,0,0,9,102,0,13,89
"Delran Township School District, New Jersey","3403780",16874,855,491,15528,7889,449,112,7328,5867,205,99,5563,393,57,0,336,2725,144,280,2301
"Dennis Township School District, New Jersey","3403840",6313,419,212,5682,4020,273,153,3594,2181,136,59,1986,51,0,0,51,61,10,0,51
"Deptford Township School District, New Jersey","3403900",30094,3231,1689,25174,16087,1862,1166,13059,11485,790,468,10227,348,0,40,308,2174,579,15,1580
"Dover Town School District, New Jersey","3403930",19467,1778,2590,15099,7068,602,739,5727,1676,94,194,1388,1341,129,98,1114,9382,953,1559,6870
"Downe Township School District, New Jersey","3403960",1382,258,57,1067,993,174,28,791,350,82,25,243,29,2,0,27,10,0,4,6
"Dumont Borough School District, New Jersey","3403990",17600,648,510,16442,7936,158,102,7676,4369,100,118,4151,218,0,47,171,5077,390,243,4444
"Dunellen Borough School District, New Jersey","3404020",7247,474,217,6556,4185,246,51,3888,1658,30,72,1556,25,0,0,25,1379,198,94,1087
"East Brunswick Township School District, New Jersey","3404110",47601,2260,1530,43811,20433,605,491,19337,11747,465,177,11105,471,21,19,431,14950,1169,843,12938
"East Newark Borough School District, New Jersey","3404200",2395,470,209,1716,746,144,88,514,170,44,10,116,77,30,10,37,1402,252,101,1049
"East Orange City School District, New Jersey","3404230",63357,12581,7698,43078,33030,7685,3544,21801,13804,2096,2114,9594,1338,214,106,1018,15185,2586,1934,10665
"East Windsor Regional School District, New Jersey","3404320",32502,2436,1448,28618,13907,961,723,12223,8005,271,125,7609,611,147,8,456,9979,1057,592,8330
"Edgewater Borough School District, New Jersey","3404440",11665,1103,237,10325,2718,484,111,2123,3604,252,54,3298,285,18,18,249,5058,349,54,4655
"Edgewater Park Township School District, New Jersey","3404470",8868,885,503,7480,4594,429,194,3971,2489,205,151,2133,292,19,0,273,1493,232,158,1103
"Edison Township School District, New Jersey","3404500",99071,6051,3611,89409,39300,2792,1444,35064,15714,1159,439,14116,1049,143,6,900,43008,1957,1722,39329
"Egg Harbor Township School District, New Jersey","3404560",43269,3441,1943,37885,24486,2186,1205,21095,11041,559,361,10121,986,56,48,882,6756,640,329,5787
"Elizabeth City School District, New Jersey","3404590",123538,22680,17629,83229,46361,10245,6414,29702,12360,2611,1660,8089,5551,1284,807,3460,59266,8540,8748,41978
"Elmer Borough School District, New Jersey","3404650",1322,138,43,1141,1035,119,32,884,249,9,10,230,3,0,0,3,35,10,1,24
"Elmwood Park Borough School District, New Jersey","3404660",19645,1762,1446,16437,10636,1087,789,8760,2492,330,95,2067,264,23,21,220,6253,322,541,5390
"Elsinboro Township School District, New Jersey","3404680",1042,67,41,934,700,51,40,609,307,16,0,291,4,0,0,4,31,0,1,30
"Emerson Borough School District, New Jersey","3404710",7199,539,294,6366,3957,251,194,3512,1955,179,86,1690,64,32,0,32,1223,77,14,1132
"Englewood City School District, New Jersey","3404740",27137,3102,2038,21997,7921,1319,610,5992,9542,619,430,8493,540,108,29,403,9134,1056,969,7109
"Englewood Cliffs Borough School District, New Jersey","3404770",5312,375,91,4846,1527,85,25,1417,1390,79,2,1309,164,24,0,140,2231,187,64,1980
"Estell Manor City School District, New Jersey","3404860",1666,118,104,1444,1082,47,63,972,506,62,36,408,8,0,0,8,70,9,5,56
"Ewing Township School District, New Jersey","3404920",31426,3553,969,26904,19116,2273,488,16355,8417,765,282,7370,327,44,12,271,3566,471,187,2908
"Fair Lawn Borough School District, New Jersey","3404980",32468,1481,1153,29834,13738,512,494,12732,8407,303,370,7734,595,14,3,578,9728,652,286,8790
"Fairview Borough School District, New Jersey","3405070",13931,2117,1196,10618,4661,670,240,3751,1684,136,242,1306,238,51,32,155,7348,1260,682,5406
"Florence Township School District, New Jersey","3405220",12215,386,925,10904,8218,227,600,7391,2537,135,142,2260,154,13,0,141,1306,11,183,1112
"Folsom Borough School District, New Jersey","3405280",1813,151,160,1502,1208,87,113,1008,569,56,41,472,10,4,6,0,26,4,0,22
"Fort Lee Borough School District, New Jersey","3405310",35617,3356,1877,30384,6705,537,263,5905,9942,656,539,8747,766,37,111,618,18204,2126,964,15114
"Franklin Township School District, New Jersey","3405490",62536,3600,2590,56346,28490,1664,1321,25505,14794,869,403,13522,1089,16,0,1073,18163,1051,866,16246
"Garfield City School District, New Jersey","3405760",30738,4290,3325,23123,14067,2383,1495,10189,2744,341,250,2153,648,128,54,466,13279,1438,1526,10315
"Garwood Borough School District, New Jersey","3405790",4239,109,212,3918,2515,37,126,2352,1018,56,26,936,10,0,0,10,696,16,60,620
"Glassboro Borough School District, New Jersey","3405880",16227,2828,1211,12188,9958,2043,800,7115,5113,558,314,4241,353,129,37,187,803,98,60,645
"Glen Ridge Borough School District, New Jersey","3405940",7558,229,24,7305,3817,189,24,3604,2674,0,0,2674,223,0,0,223,844,40,0,804
"Glen Rock Borough School District, New Jersey","3405970",11689,300,142,11247,5772,171,105,5496,4385,44,25,4316,69,0,0,69,1463,85,12,1366
"Gloucester City School District, New Jersey","3406000",11413,1395,1494,8524,7987,971,909,6107,2686,367,412,1907,51,21,0,30,689,36,173,480
"Green Township School District, New Jersey","3406090",3569,106,70,3393,2521,81,41,2399,786,24,8,754,92,0,0,92,170,1,21,148
"Green Brook Township School District, New Jersey","3406120",7021,179,217,6625,3947,148,178,3621,1478,31,25,1422,97,0,0,97,1499,0,14,1485
"Greenwich Township School District (Gloucester County), New Jersey","3406180",4895,302,198,4395,3176,236,84,2856,1439,54,114,1271,37,0,0,37,243,12,0,231
"Greenwich Township School District (Warren County), New Jersey","3406210",5646,161,133,5352,3367,111,74,3182,1684,47,34,1603,30,3,0,27,565,0,25,540
"Guttenberg Town School District, New Jersey","3406240",11167,1282,1204,8681,2763,256,246,2261,1551,51,73,1427,139,13,4,122,6714,962,881,4871
"Hackensack City School District, New Jersey","3406270",42213,7202,3711,31300,15437,2989,1144,11304,9123,1068,793,7262,1061,239,39,783,16592,2906,1735,11951
"Hackettstown Town School District, New Jersey","3406300",8953,1186,805,6962,5355,450,389,4516,1521,72,101,1348,173,0,64,109,1904,664,251,989
"Haddon Heights Borough School District, New Jersey","3406330",7446,144,173,7129,4114,61,88,3965,3082,58,69,2955,74,5,3,66,176,20,13,143
"Haddon Township School District, New Jersey","3406360",14681,897,326,13458,8709,494,157,8058,5285,278,156,4851,136,22,12,102,551,103,1,447
"Haddonfield Borough School District, New Jersey","3406390",11524,632,249,10643,5728,280,82,5366,5244,310,136,4798,168,0,14,154,384,42,17,325
"Hamilton Township School District, New Jersey","3406540",87871,6247,4567,77057,59279,3790,2527,52962,14561,787,536,13238,1844,133,163,1548,12187,1537,1341,9309
"Hammonton Town School District, New Jersey","3406570",14476,1155,1032,12289,9650,594,563,8493,2663,124,147,2392,493,160,34,299,1670,277,288,1105
"Harding Township School District, New Jersey","3406720",3837,349,21,3467,2064,234,14,1816,1403,99,7,1297,32,0,0,32,338,16,0,322
"Harmony Township School District, New Jersey","3406810",2633,88,104,2441,1842,64,82,1696,726,19,18,689,8,0,0,8,57,5,4,48
"Harrison Town School District, New Jersey","3406870",14014,2473,1991,9550,4809,1020,712,3077,1108,90,178,840,556,103,126,327,7541,1260,975,5306
"Hasbrouck Heights Borough School District, New Jersey","3406930",11896,742,453,10701,6990,283,283,6424,2477,164,67,2246,186,5,15,166,2243,290,88,1865
"Hawthorne Borough School District, New Jersey","3406990",18868,1183,662,17023,12598,708,374,11516,2841,93,81,2667,242,11,0,231,3187,371,207,2609
"Hi-Nella Borough School District, New Jersey","3407080",863,105,62,696,480,51,32,397,288,29,12,247,3,0,0,3,92,25,18,49
"Highland Park Borough School District, New Jersey","3407170",14133,1632,776,11725,5650,753,357,4540,4438,347,177,3914,436,53,5,378,3609,479,237,2893
"Hillsborough Township School District, New Jersey","3407230",39044,1499,1197,36348,22439,856,494,21089,8775,261,161,8353,540,68,24,448,7290,314,518,6458
"Hillside Township School District, New Jersey","3407290",21499,3167,2041,16291,12196,2225,1383,8588,3119,445,211,2463,473,80,48,345,5711,417,399,4895
"Ho-Ho-Kus Borough School District, New Jersey","3407320",4109,30,75,4004,2120,0,64,2056,1457,30,11,1416,26,0,0,26,506,0,0,506
"Hoboken City School District, New Jersey","3407350",49662,5816,1876,41970,21254,3303,1101,16850,18782,995,290,17497,2194,695,240,1259,7432,823,245,6364
"Holmdel Township School District, New Jersey","3407410",16271,500,564,15207,7099,304,195,6600,5707,47,175,5485,206,15,71,120,3259,134,123,3002
"Hopatcong Borough School District, New Jersey","3407440",15024,877,379,13768,9768,582,226,8960,3464,117,68,3279,115,15,0,100,1677,163,85,1429
"Hope Township School District, New Jersey","3407470",1814,67,60,1687,1352,60,27,1265,304,0,10,294,29,4,0,25,129,3,23,103
"Hopewell Valley Regional School District, New Jersey","3407530",22182,555,244,21383,11924,350,190,11384,7445,112,28,7305,162,1,2,159,2651,92,24,2535
"Interlaken Borough School District, New Jersey","3407650",854,3,7,844,568,3,0,565,245,0,7,238,5,0,0,5,36,0,0,36
"Irvington Township School District, New Jersey","3407680",53838,11931,6109,35798,26960,7340,3200,16420,9236,1772,716,6748,946,261,83,602,16696,2558,2110,12028
"Jackson Township School District, New Jersey","3407740",54826,2191,2725,49910,32619,1420,1888,29311,17272,603,458,16211,736,57,38,641,4199,111,341,3747
"Jamesburg Borough School District, New Jersey","3407770",5919,639,417,4863,3401,216,276,2909,1359,117,86,1156,76,0,0,76,1083,306,55,722
"Jefferson Township School District, New Jersey","3407800",21195,792,299,20104,15149,543,253,14353,4004,67,26,3911,77,9,0,68,1965,173,20,1772
"Jersey City School District, New Jersey","3407830",249233,45824,23050,180359,91549,21607,9576,60366,48608,5979,3312,39317,11352,2351,1634,7367,97724,15887,8528,73309
"Keansburg Borough School District, New Jersey","3407860",9847,1770,877,7200,6585,1126,395,5064,2248,406,353,1489,60,17,0,43,954,221,129,604
"Kearny Town School District, New Jersey","3407890",40103,4111,4039,31953,18122,1652,1944,14526,3770,524,348,2898,1594,184,146,1264,16617,1751,1601,13265
"Kenilworth Borough School District, New Jersey","3407920",7977,439,180,7358,5551,338,113,5100,591,77,13,501,58,0,0,58,1777,24,54,1699
"Keyport Borough School District, New Jersey","3407950",7212,441,682,6089,4402,289,325,3788,1476,75,213,1188,107,11,0,96,1227,66,144,1017
"Kinnelon Borough School District, New Jersey","3408040",10314,196,477,9641,6463,174,401,5888,2610,22,66,2522,93,0,0,93,1148,0,10,1138
"Lacey Township School District, New Jersey","3408100",27560,1823,1214,24523,20372,1334,881,18157,6017,378,292,5347,230,32,1,197,941,79,40,822
"Lakehurst Borough School District, New Jersey","3408160",2667,248,207,2212,1618,134,89,1395,775,97,53,625,52,0,12,40,222,17,53,152
"Lakewood Township School District, New Jersey","3408220",90300,27363,16518,46419,47377,15977,9071,22329,27356,7043,4336,15977,3668,1403,749,1516,11899,2940,2362,6597
"Laurel Springs Borough School District, New Jersey","3408280",1956,104,115,1737,1170,73,67,1030,683,21,48,614,0,0,0,0,103,10,0,93
"Lavallette Borough School District, New Jersey","3408310",2269,191,72,2006,1779,124,55,1600,467,62,17,388,5,5,0,0,18,0,0,18
"Lawnside Borough School District, New Jersey","3408340",2938,361,273,2304,1564,257,156,1151,1175,104,117,954,4,0,0,4,195,0,0,195
"Lawrence Township School District (Cumberland County), New Jersey","3408370",3269,302,195,2772,2566,203,111,2252,466,42,39,385,39,0,0,39,198,57,45,96
