"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Horry County, South Carolina","45051",208920,24648,67747,68927,32174,15424,60724,9803,20375,19158,7872,3516,129906,9605,42012,45605,21764,10920,2450,283,637,1032,382,116,15840,4957,4723,3132,2156,872
"Jasper County, South Carolina","45053",17514,3706,6460,4723,1800,825,8012,1785,3384,1939,572,332,7361,815,2482,2559,1019,486,51,3,17,31,0,0,2090,1103,577,194,209,7
"Kershaw County, South Carolina","45055",42739,6335,14883,12850,5551,3120,25492,4250,9841,7248,2714,1439,15472,1514,4466,5240,2661,1591,400,8,163,148,70,11,1375,563,413,214,106,79
"Lancaster County, South Carolina","45057",56827,8876,19345,16176,8264,4166,30516,6353,11967,7844,2858,1494,23444,2016,6340,7754,4897,2437,699,40,300,193,120,46,2168,467,738,385,389,189
"Laurens County, South Carolina","45059",44775,9328,15828,13100,4293,2226,32164,6925,12059,9124,2739,1317,10898,1708,3303,3731,1328,828,408,10,114,117,117,50,1305,685,352,128,109,31
"Lee County, South Carolina","45061",12488,3042,4967,3143,997,339,9743,2582,3912,2291,764,194,2662,433,1050,834,209,136,62,24,0,18,11,9,21,3,5,0,13,0
"Lexington County, South Carolina","45063",185655,20972,52015,58518,34789,19361,99166,12122,31459,30454,17165,7966,72551,4748,17744,24698,15768,9593,2399,140,598,1130,305,226,11539,3962,2214,2236,1551,1576
"McCormick County, South Carolina","45065",8019,1705,2420,2452,909,533,4225,1310,1330,1333,203,49,3580,382,1024,1043,668,463,86,0,26,34,26,0,128,13,40,42,12,21
"Marion County, South Carolina","45067",21714,4044,8498,5785,2326,1061,17062,3253,6788,4546,1730,745,3977,632,1529,1057,494,265,92,0,21,71,0,0,583,159,160,111,102,51
"Marlboro County, South Carolina","45069",19872,5173,8156,4862,1101,580,13736,3565,5718,3317,759,377,5403,1306,2200,1427,282,188,191,54,66,32,39,0,542,248,172,86,21,15
"Newberry County, South Carolina","45071",25444,5479,8892,6842,2729,1502,18570,3938,6705,5159,1790,978,5146,526,1773,1544,870,433,121,0,51,56,14,0,1607,1015,363,83,55,91
"Oconee County, South Carolina","45073",53547,8985,17018,15329,7361,4854,28565,5754,11015,7770,2534,1492,22167,2257,5472,6990,4440,3008,631,14,53,277,206,81,2184,960,478,292,181,273
"Orangeburg County, South Carolina","45075",59478,10530,20677,16778,6945,4548,45116,8577,16420,12153,4997,2969,12489,1452,3847,4287,1673,1230,257,48,36,79,70,24,1616,453,374,259,205,325
"Pickens County, South Carolina","45077",74249,12049,23790,21776,9739,6895,43003,8406,15878,12480,3960,2279,26821,2949,7035,8181,5159,3497,831,122,85,354,120,150,3594,572,792,761,500,969
"Richland County, South Carolina","45079",245449,24358,55190,76523,54253,35125,127206,15284,34252,38680,24860,14130,96142,5039,16948,32822,24939,16394,5484,339,1047,1926,1388,784,16617,3696,2943,3095,3066,3817
"Saluda County, South Carolina","45081",13778,3122,5404,3317,1219,716,10030,1864,4332,2502,951,381,2194,181,823,673,247,270,82,12,0,57,13,0,1472,1065,249,85,8,65
"Spartanburg County, South Carolina","45083",193180,32465,57508,59371,28144,15692,111813,21391,35674,34419,13400,6929,63828,5922,17010,20968,12381,7547,1802,222,452,585,326,217,15737,4930,4372,3399,2037,999
"Sumter County, South Carolina","45085",69237,12653,20227,23034,8199,5124,41410,9538,13190,12301,4034,2347,23602,1904,5892,9733,3583,2490,1082,153,241,431,167,90,3143,1058,904,569,415,197
"Union County, South Carolina","45087",19754,4338,7471,5528,1505,912,15789,3572,6244,4267,1067,639,3742,740,1161,1189,401,251,40,0,4,4,32,0,183,26,62,68,5,22
"Williamsburg County, South Carolina","45089",22930,4906,9237,6192,1670,925,18915,4200,7773,4874,1330,738,3489,586,1259,1216,250,178,189,35,73,67,14,0,337,85,132,35,76,9
"York County, South Carolina","45091",158497,18402,44125,49230,31730,15010,59469,9606,19015,17919,8737,4192,87465,6641,22645,28222,20690,9267,2052,141,406,829,444,232,9511,2014,2059,2260,1859,1319
