"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Spartanburg School District 4, South Carolina","4503570",40.5,37.3,45.6,33.1,47.8
"Spartanburg School District 5, South Carolina","4503600",36.5,33.2,42.3,39,37.8
"Spartanburg School District 6, South Carolina","4503630",36,31.3,42.1,35.3,38.1
"Spartanburg School District 7, South Carolina","4503660",39.1,34.6,46.5,41.7,38.3
"Union County School District, South Carolina","4503750",42.4,40.7,47,25.3,52.6
"Williamsburg County School District, South Carolina","4503780",40.6,42.7,34.5,31.4,34.8
"York School District 1, South Carolina","4503810",38.1,34.6,41.8,35.6,42.4
"York School District 2, South Carolina","4503840",41.1,35.3,41.9,44.3,47.8
"York School District 3, South Carolina","4503870",35.2,32.9,37.3,40.7,34.9
"York School District 4, South Carolina","4503900",38,32,38.1,40.7,42.7
"Sumter County Consolidated School District, South Carolina","4503902",35.6,32.6,39.4,33.4,38.2
"Remainder of South Carolina, South Carolina","4599999",21,21.6,20.9,20.6,28
