"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Barnwell School District 29, South Carolina","4501050",5128,1272,620,3236,4036,934,497,2605,1092,338,123,631,0,0,0,0,0,0,0,0
"Barnwell School District 45, South Carolina","4501080",11464,3420,1148,6896,8605,2950,818,4837,2664,468,301,1895,111,0,29,82,84,2,0,82
"Beaufort County School District, South Carolina","4501110",154514,17998,13715,122801,44410,8739,5687,29984,91744,6033,5326,80385,2009,147,245,1617,16351,3079,2457,10815
"Berkeley County School District, South Carolina","4501170",176012,25112,17048,133852,92577,15318,10336,66923,70205,7413,5151,57641,2796,234,183,2379,10434,2147,1378,6909
"Calhoun County School District, South Carolina","4501250",15016,2729,1988,10299,11959,2233,1634,8092,2809,473,315,2021,19,0,8,11,229,23,31,175
"Charleston County School District, South Carolina","4501440",341346,60386,31468,249492,181789,38810,20038,122941,136885,17362,8159,111364,3767,561,388,2818,18905,3653,2883,12369
"Cherokee County School District, South Carolina","4501500",52003,11905,7067,33031,36932,9022,4830,23080,13420,2471,1846,9103,312,12,66,234,1339,400,325,614
"Chester County School District, South Carolina","4501530",32526,7814,4258,20454,24669,6428,3278,14963,7501,1338,964,5199,58,0,3,55,298,48,13,237
"Chesterfield County School District, South Carolina","4501560",45624,11189,5949,28486,30827,7751,4209,18867,13700,3162,1577,8961,65,11,0,54,1032,265,163,604
"Clarendon School District 1, South Carolina","4501740",8893,2081,1666,5146,6582,1678,1459,3445,2259,397,204,1658,19,0,0,19,33,6,3,24
"Clarendon School District 2, South Carolina","4501770",19092,4373,2890,11829,14107,3439,1962,8706,4680,878,865,2937,62,8,39,15,243,48,24,171
"Clarendon School District 3, South Carolina","4501800",5160,1114,630,3416,4452,910,540,3002,527,101,51,375,8,0,0,8,173,103,39,31
"Colleton County School District, South Carolina","4501830",38211,8270,6034,23907,29086,6463,4662,17961,8166,1759,1201,5206,116,44,16,56,843,4,155,684
"Darlington County School District, South Carolina","4501860",67272,15008,8038,44226,54871,12730,6492,35649,11085,1967,1367,7751,245,71,1,173,1071,240,178,653
"Dillon School District 1, South Carolina","4501890",4879,1566,495,2818,4136,1407,377,2352,699,132,105,462,17,0,13,4,27,27,0,0
"Dillon School District 2, South Carolina","4501920",17900,6136,3341,8423,14431,4878,2538,7015,2877,876,618,1383,26,9,0,17,566,373,185,8
"Dillon School District 3, South Carolina","4501950",8292,2482,1155,4655,7139,2251,1095,3793,1064,202,59,803,16,0,0,16,73,29,1,43
"Dorchester School District 2, South Carolina","4502010",119816,12708,11997,95111,55269,6707,7020,41542,56150,5048,3835,47267,2705,235,215,2255,5692,718,927,4047
"Edgefield County School District, South Carolina","4502070",24019,4759,2193,17067,11259,2527,1306,7426,11901,1786,826,9289,102,38,0,64,757,408,61,288
"Fairfield County School District, South Carolina","4502100",23422,5443,2666,15313,19116,4728,2283,12105,3987,679,377,2931,136,35,5,96,183,1,1,181
"Florence School District 1, South Carolina","4502130",94389,16599,9809,67981,66435,13097,7309,46029,24956,3154,1991,19811,567,73,114,380,2431,275,395,1761
"Florence School District 2, South Carolina","4502160",7198,1258,1362,4578,6112,1119,993,4000,710,119,120,471,12,0,0,12,364,20,249,95
"Florence School District 3, South Carolina","4502190",19247,5293,2673,11281,16681,4513,2445,9723,2355,703,206,1446,72,21,0,51,139,56,22,61
"Florence School District 4, South Carolina","4502220",6717,2226,798,3693,5545,1865,692,2988,776,188,101,487,32,20,5,7,364,153,0,211
"Florence School District 5, South Carolina","4502250",5808,1189,1409,3210,5187,1084,1291,2812,536,40,118,378,39,39,0,0,46,26,0,20
"Georgetown County School District, South Carolina","4502280",59706,12005,7288,40413,36853,9461,5199,22193,20842,1780,1962,17100,368,10,26,332,1643,754,101,788
"Greenville County School District, South Carolina","4502310",456731,70621,45579,340531,246974,43694,27129,176151,167365,18051,13020,136294,5035,714,228,4093,37357,8162,5202,23993
"Greenwood School District 50, South Carolina","4502340",56392,11935,6081,38376,41460,9125,5054,27281,11808,1990,875,8943,438,71,0,367,2686,749,152,1785
"Greenwood School District 51, South Carolina","4502370",7263,1692,1553,4018,5607,1362,1105,3140,1470,222,448,800,30,0,0,30,156,108,0,48
"Greenwood School District 52, South Carolina","4502400",7401,792,951,5658,5410,643,667,4100,1930,133,258,1539,25,16,4,5,36,0,22,14
"Hampton School District 1, South Carolina","4502430",13521,3091,1709,8721,10875,2446,1410,7019,2582,640,296,1646,22,0,3,19,42,5,0,37
"Hampton School District 2, South Carolina","4502460",6030,1738,987,3305,4380,1293,621,2466,1501,383,338,780,16,0,0,16,133,62,28,43
"Horry County School District, South Carolina","4502490",267481,48091,30412,188978,105484,23411,13689,68384,141514,19570,13449,108495,2208,310,210,1688,18275,4800,3064,10411
"Jasper County School District, South Carolina","4502520",23742,5312,3332,15098,13728,3448,2089,8191,7581,1209,945,5427,65,0,0,65,2368,655,298,1415
"Kershaw County School District, South Carolina","4502550",61074,9862,8714,42498,41477,7576,6109,27792,16940,1849,2031,13060,859,79,149,631,1798,358,425,1015
"Lancaster County School District, South Carolina","4502580",74958,15581,7656,51721,45079,11276,5371,28432,27161,3702,1897,21562,480,39,206,235,2238,564,182,1492
"Laurens School District 55, South Carolina","4502610",36708,6698,4895,25115,28230,5333,4019,18878,7294,1139,778,5377,170,29,0,141,1014,197,98,719
"Laurens School District 56, South Carolina","4502640",18182,4155,2390,11637,14598,3458,2016,9124,3191,560,343,2288,102,42,6,54,291,95,25,171
"Lee County School District, South Carolina","4502670",17420,4799,2572,10049,14593,4182,2104,8307,2492,598,427,1467,17,0,0,17,318,19,41,258
"Lexington School District 1, South Carolina","4502700",117179,12253,8153,96773,69758,7291,5271,57196,41332,3776,2207,35349,1798,216,43,1539,4291,970,632,2689
"Lexington School District 2, South Carolina","4502730",62745,10124,6748,45873,39797,6749,4437,28611,16868,2337,1519,13012,668,110,0,558,5412,928,792,3692
"Lexington School District 3, South Carolina","4502760",13317,2515,1397,9405,10504,1843,1226,7435,2363,550,171,1642,37,0,0,37,413,122,0,291
"Lexington School District 4, South Carolina","4502790",17691,2618,2536,12537,12175,2026,1787,8362,4430,489,593,3348,8,0,0,8,1078,103,156,819
"Lexington School District 5, South Carolina","4502820",91266,7312,5384,78570,48768,4295,3167,41306,38017,2718,1815,33484,1351,11,111,1229,3130,288,291,2551
"Marion School District 1, South Carolina","4502850",14889,3833,2159,8897,11624,3082,1833,6709,3026,751,326,1949,0,0,0,0,239,0,0,239
"Marion School District 2, South Carolina","4502880",11608,2844,1840,6924,10007,2276,1688,6043,1451,527,119,805,74,21,33,20,76,20,0,56
"Marlboro County School District, South Carolina","4502970",25340,7398,3798,14144,18779,6097,2923,9759,6347,1255,853,4239,33,18,10,5,181,28,12,141
"McCormick County School District, South Carolina","4503000",8798,1244,862,6692,5003,862,742,3399,3622,355,120,3147,51,9,0,42,122,18,0,104
"Newberry County School District, South Carolina","4503030",36330,6080,4144,26106,27593,4918,2999,19676,6476,675,500,5301,178,0,6,172,2083,487,639,957
"Oconee County School District, South Carolina","4503060",73191,14038,8138,51015,43492,9579,5217,28696,26994,3921,2585,20488,323,27,18,278,2382,511,318,1553
"Orangeburg School District 3, South Carolina","4503150",20645,6540,2788,11317,16376,5647,2240,8489,3892,853,522,2517,56,25,2,29,321,15,24,282
"Orangeburg School District 4, South Carolina","4503180",20280,3131,3448,13701,16046,2405,2866,10775,3734,572,391,2771,43,6,0,37,457,148,191,118
"Orangeburg School District 5, South Carolina","4503210",47566,12007,5735,29824,38178,9915,4494,23769,8046,1873,1108,5065,256,40,30,186,1086,179,103,804
"Pickens County School District, South Carolina","4503330",110778,20369,12278,78131,69997,12925,8239,48833,35637,5871,3269,26497,917,269,142,506,4227,1304,628,2295
"Richland School District 1, South Carolina","4503360",186545,44404,21982,120159,123182,31167,14862,77153,53115,11188,6009,35918,2705,450,187,2068,7543,1599,924,5020
"Richland School District 2, South Carolina","4503390",124494,10875,8951,104668,62740,6620,5406,50714,48944,2708,2241,43995,3234,216,175,2843,9576,1331,1129,7116
"Saluda County School District, South Carolina","4503460",14568,2861,1656,10051,11193,1987,1395,7811,1846,358,167,1321,115,21,0,94,1414,495,94,825
"Spartanburg School District 1, South Carolina","4503480",30115,5100,3252,21763,19243,3367,2078,13798,9697,1148,1145,7404,154,0,4,150,1021,585,25,411
"Spartanburg School District 2, South Carolina","4503510",55853,8094,5037,42722,36000,4755,3666,27579,15612,2141,1110,12361,324,35,0,289,3917,1163,261,2493
"Spartanburg School District 3, South Carolina","4503540",16268,3413,2334,10521,12541,2693,1734,8114,3490,679,532,2279,24,0,0,24,213,41,68,104
"Spartanburg School District 4, South Carolina","4503570",17032,2754,2408,11870,12440,2174,1890,8376,4196,563,379,3254,31,17,0,14,365,0,139,226
"Spartanburg School District 5, South Carolina","4503600",41776,4952,3828,32996,25732,3342,2503,19887,12773,1095,1015,10663,338,106,57,175,2933,409,253,2271
"Spartanburg School District 6, South Carolina","4503630",57446,9305,6174,41967,34669,5524,3935,25210,17452,2265,1605,13582,376,32,10,334,4949,1484,624,2841
"Spartanburg School District 7, South Carolina","4503660",51585,11993,6667,32925,34874,9430,4546,20898,14015,2260,1576,10179,281,42,74,165,2415,261,471,1683
"Union County School District, South Carolina","4503750",28404,6096,4090,18218,23621,5259,3458,14904,4563,800,607,3156,50,30,10,10,170,7,15,148
"Williamsburg County School District, South Carolina","4503780",32414,9698,5091,17625,28049,8283,4435,15331,4216,1394,646,2176,48,9,0,39,101,12,10,79
"York School District 1, South Carolina","4503810",30618,5656,4462,20500,16881,3576,2120,11185,12593,1811,2199,8583,37,3,1,33,1107,266,142,699
"York School District 2, South Carolina","4503840",33465,3373,2136,27956,8930,1051,563,7316,23404,2167,1548,19689,319,62,0,257,812,93,25,694
"York School District 3, South Carolina","4503870",107605,16849,11091,79665,57300,10754,6970,39576,45295,5212,3797,36286,696,131,62,503,4314,752,262,3300
"York School District 4, South Carolina","4503900",50393,3416,2443,44534,9213,1022,755,7436,36677,1854,1521,33302,685,17,10,658,3818,523,157,3138
"Sumter County Consolidated School District, South Carolina","4503902",104184,18938,13483,71763,68026,14251,9603,44172,30632,3943,3399,23290,1780,87,108,1585,3746,657,373,2716
"School District Not Defined, South Carolina","4599997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Remainder of South Carolina, South Carolina","4599999",3915,511,514,2890,1015,247,64,704,2508,179,386,1943,163,0,30,133,229,85,34,110
