"","GEOID","B06011_001","B06011_002","B06011_003","B06011_004","B06011_005"
"Long Branch City School District, New Jersey","3408940",27092,29338,33877,21550,24243
"Pennsville Township School District, New Jersey","3409120",32142,32608,33862,23417,22443
"Lyndhurst Township School District, New Jersey","3409210",37880,39986,39906,25595,32094
"Old Bridge Township School District, New Jersey","3409270",40538,36252,45487,40193,40678
"Mahwah Township School District, New Jersey","3409330",38395,25135,55234,21971,49254
"Manasquan Borough School District, New Jersey","3409420",41529,44236,48295,12045,24396
"Manchester Township School District, New Jersey","3409450",25269,26516,25221,24066,20932
"Mannington Township School District, New Jersey","3409480",26194,26932,27409,40536,17750
"Manville Borough School District, New Jersey","3409630",29121,30524,30838,18690,26250
"Maple Shade Township School District, New Jersey","3409660",31017,30057,32989,19018,32024
"Matawan-Aberdeen Regional School District, New Jersey","3409750",39399,35917,48537,42969,36142
"Maurice River Township School District, New Jersey","3409780",11801,11966,10233,15214,11588
"Maywood Borough School District, New Jersey","3409810",40519,42199,43914,31850,35357
"Metuchen Borough School District, New Jersey","3409990",53519,52874,57708,34625,51972
"Middle Township School District, New Jersey","3410020",28971,27989,32815,9451,19432
"Middlesex Borough School District, New Jersey","3410050",32686,37727,36771,45688,27219
"Middletown Township School District, New Jersey","3410110",42580,38978,50960,43333,41315
"Milltown Borough School District, New Jersey","3410290",51728,52384,57582,81691,40402
"Millville City School District, New Jersey","3410320",25751,26036,26083,17426,29150
"Mine Hill Township School District, New Jersey","3410350",39453,42326,40333,28409,30449
"Monroe Township School District (Gloucester County), New Jersey","3410470",35493,33341,36474,43021,41211
"Montclair Town School District, New Jersey","3410560",52765,43689,65947,95809,42993
"Montgomery Township School District, New Jersey","3410590",66631,45167,65321,80000,96315
"Moonachie Borough School District, New Jersey","3410680",27372,32870,28824,27109,22672
"Morris Township School District, New Jersey","3410810",47660,49527,64798,25441,31858
"Mount Ephraim Borough School District, New Jersey","3410890",27441,26972,30678,30972,23482
"Mount Olive Township School District, New Jersey","3410980",43733,42439,51118,26181,37436
"Neptune Township School District, New Jersey","3411160",30414,30866,31074,37083,26398
"New Brunswick City School District, New Jersey","3411220",18168,15824,19869,18185,18664
"New Hanover Township School District, New Jersey","3411250",30616,29148,46285,75139,18833
"New Milford Borough School District, New Jersey","3411280",40083,37095,40013,45250,46635
"New Providence Borough School District, New Jersey","3411310",70383,60337,81635,53583,74596
"Newark City School District, New Jersey","3411340",19425,17740,19083,15402,21461
"Newfield Elementary School District, New Jersey","3411370",30096,27188,40000,26797,31250
"North Arlington Borough School District, New Jersey","3411430",37758,37067,47061,74671,35717
"North Bergen Township School District, New Jersey","3411460",26828,28828,41676,21889,25451
"North Brunswick Township School District, New Jersey","3411490",39969,36701,43775,31383,40373
"North Plainfield Borough School District, New Jersey","3411640",31113,35363,39958,30625,27813
"Nutley Town School District, New Jersey","3411880",46223,45403,51520,32074,46809
"Ocean City School District, New Jersey","3411970",31912,34363,34074,20820,24958
"Ocean Township School District (Monmouth County), New Jersey","3412060",37865,39364,51392,31750,30150
"Ocean Township School District (Ocean County), New Jersey","3412090",32129,34186,31397,27083,27159
"Oldmans Township School District, New Jersey","3412210",32917,31719,39659,70938,16083
"Palmyra Borough School District, New Jersey","3412390",33285,33099,34619,39028,25662
"Parsippany-Troy Hills Township School District, New Jersey","3412480",42027,37241,45407,31848,47963
"Passaic City School District, New Jersey","3412540",20661,17432,26432,15481,21114
"Paterson City School District, New Jersey","3412690",19987,19848,21776,15369,20545
"Pemberton Township School District, New Jersey","3412810",30592,26948,36402,28603,26250
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",24119,23265,26624,21750,23337
"Pennsauken Township School District, New Jersey","3412870",27418,25387,31714,27203,25577
"Perth Amboy City School District, New Jersey","3412930",24956,29319,31568,21611,22034
"Phillipsburg Town School District, New Jersey","3412960",25733,25606,27716,21042,23614
"Piscataway Township School District, New Jersey","3413050",40450,36594,43133,74531,41537
"Pittsgrove Township School District, New Jersey","3413110",34176,35111,33261,45268,29063
"Plainfield City School District, New Jersey","3413140",22087,24826,30835,24883,19091
"Pleasantville City School District, New Jersey","3413200",19837,18975,21461,20117,20174
"Point Pleasant Borough School District, New Jersey","3413290",42741,41480,53618,69444,35272
"Rahway City School District, New Jersey","3413530",31684,31098,35600,45488,30904
"Ramsey Borough School District, New Jersey","3413590",62617,50124,76082,103892,70588
"Randolph Township School District, New Jersey","3413650",53930,50742,77306,49250,43482
"Hazlet Township School District, New Jersey","3413680",36054,34076,40449,39531,32295
"Ridgefield Borough School District, New Jersey","3413770",32237,30385,38750,21306,33450
"Ridgewood Village School District, New Jersey","3413830",64131,47071,83511,101114,57083
"Riverton Borough School District, New Jersey","3414040",43281,38839,50208,28542,56750
"Roosevelt Borough School District, New Jersey","3414220",43269,39375,47969,45000,45938
"Roselle Borough School District, New Jersey","3414280",27862,25393,30974,27456,30370
"Roselle Park Borough School District, New Jersey","3414310",40059,39834,42101,50488,37169
"Roxbury Township School District, New Jersey","3414340",45477,40739,51820,60694,49808
"Rutherford Borough School District, New Jersey","3414460",46502,45063,51875,60381,46034
"Salem City School District, New Jersey","3414550",19515,21144,18988,9632,14896
"Sayreville Borough School District, New Jersey","3414640",38172,38975,36671,27417,39911
"Secaucus Town School District, New Jersey","3414850",42809,39674,54665,34306,42167
"Somerville Borough School District, New Jersey","3415090",36839,35202,44067,40000,35391
"South Brunswick Township School District, New Jersey","3415210",51676,35714,56633,35729,67054
"South Plainfield Borough School District, New Jersey","3415360",37357,40569,41067,13895,33931
"Sparta Township School District, New Jersey","3415510",51668,48185,61326,71607,46477
"Spotswood Borough School District, New Jersey","3415540",37726,37342,35865,46750,41676
"Springfield Township School District, New Jersey","3415630",51702,50660,67600,32042,46414
"Teaneck Township School District, New Jersey","3416080",42056,32221,52329,55139,39108
"Tenafly Borough School District, New Jersey","3416110",68457,42474,87520,130854,60969
"Toms River Regional School District, New Jersey","3416230",33178,34313,33581,28854,30998
"Trenton City School District, New Jersey","3416290",18725,18865,20185,14171,18742
"Union City School District, New Jersey","3416380",21014,25388,35603,14540,20306
"Barnegat Township School District, New Jersey","3416470",29985,28021,33845,25667,29565
"Union Township School District, New Jersey","3416500",37631,36148,37663,40313,40291
"Ventnor City City School District, New Jersey","3416680",22856,23715,31753,12853,20589
"Vernon Township School District, New Jersey","3416710",36359,37140,34163,38750,35338
"Vineland City School District, New Jersey","3416800",22916,26596,24508,16108,20451
"Waldwick Borough School District, New Jersey","3416860",50275,47429,62978,104722,34032
"Wallington Borough School District, New Jersey","3416920",31688,32309,50660,23068,29756
"Washington Township School District (Burlington County), New Jersey","3417040",33696,33370,53542,30714,30875
"Washington Township School District (Gloucester County), New Jersey","3417070",37791,34494,40731,50708,27745
"Robbinsville Township School District, New Jersey","3417100",57384,50769,70915,73929,66985
"Wayne Township School District, New Jersey","3417280",41774,38388,50657,32448,45786
"Weehawken Township School District, New Jersey","3417310",45388,55235,56777,37794,31906
"West New York Town School District, New Jersey","3417580",23399,24451,50659,24880,20810
"West Orange Town School District, New Jersey","3417610",40521,38480,57016,36164,35376
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",65904,41171,61890,52292,81278
"Westfield Town School District, New Jersey","3417760",64876,59767,78844,66042,51577
"Westwood Regional School District, New Jersey","3417820",47960,48696,50117,43906,42440
"Wildwood City School District, New Jersey","3417940",18156,21643,21183,9794,16035
"Willingboro Township School District, New Jersey","3418000",27958,25366,29821,30972,29916
"Winslow Township School District, New Jersey","3418060",35005,31299,40491,14848,40041
"Woodbine Borough School District, New Jersey","3418090",14294,13767,14514,14583,33824
"Woodbridge Township School District, New Jersey","3418120",36797,36125,36384,30950,38778
"Woodlynne Borough School District, New Jersey","3418270",19178,12083,26000,22708,18845
"Joint Base McGuire-Dix-Lakehurst, New Jersey","3434001",24779,24583,25150,30375,21875
"Remainder of New Jersey, New Jersey","3499999",39037,36141,45167,32099,36955
"The Chathams School District, New Jersey","3400004",59114,47813,69917,109091,58611
"Absecon City School District, New Jersey","3400660",31727,32166,36288,26458,23151
"South Hunterdon Regional School District, New Jersey","3400769",47175,39583,51650,71765,50563
"Alpha Borough School District, New Jersey","3400840",34063,34819,35625,13241,24191
"Asbury Park City School District, New Jersey","3400930",22312,22373,25150,26957,21931
"Atlantic City School District, New Jersey","3400960",17941,15950,20692,13356,18502
"Bayonne City School District, New Jersey","3401260",32001,33887,35548,22465,30916
"Bedminster Township School District, New Jersey","3401320",56712,55243,59787,66544,56186
"Belleville Town School District, New Jersey","3401350",32341,31886,36933,30043,31990
"Belmar Borough School District, New Jersey","3401410",41412,42423,46250,51375,27031
"Belvidere Town School District, New Jersey","3401440",26952,30120,24196,31154,34167
"Bergenfield Borough School District, New Jersey","3401500",35600,33607,37352,48365,34518
"Bloomfield Township School District, New Jersey","3401830",38634,36473,48600,29154,37973
"Bogota Borough School District, New Jersey","3401920",35854,31448,50592,66875,32383
"Bordentown Regional School District, New Jersey","3402030",42037,41207,45316,53438,43256
"Bound Brook Borough School District, New Jersey","3402100",28475,33847,33066,14784,24722
