"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Cinnaminson Township School District, New Jersey","3403120",11721,565,3286,3062,3193,1615,4186,192,1295,1243,1057,399,6469,248,1736,1623,1841,1021,191,10,31,47,56,47,875,115,224,149,239,148
"Clark Township School District, New Jersey","3403150",11214,882,3388,2440,2884,1620,7289,311,2317,1696,1970,995,1608,84,334,432,381,377,184,15,27,34,90,18,2133,472,710,278,443,230
"Clayton Borough School District, New Jersey","3403180",5485,656,2367,1156,927,379,3317,373,1672,567,523,182,1750,210,612,436,295,197,144,45,38,32,29,0,274,28,45,121,80,0
"Clementon Borough School District, New Jersey","3403240",3442,525,1073,1208,526,110,1869,247,564,700,289,69,1142,127,330,475,169,41,91,0,72,19,0,0,340,151,107,14,68,0
"Cliffside Park Borough School District, New Jersey","3403270",19307,2248,5429,3521,5004,3105,4289,254,1606,832,1125,472,3766,239,759,798,895,1075,725,225,93,118,231,58,10527,1530,2971,1773,2753,1500
"Clifton City School District, New Jersey","3403300",59123,7185,18794,14650,12271,6223,22911,1777,8015,5580,5076,2463,7420,471,1885,2006,1761,1297,1951,370,611,501,402,67,26841,4567,8283,6563,5032,2396
"Collingswood Borough School District, New Jersey","3403420",10315,646,2392,2723,2760,1794,4745,213,1408,1240,1336,548,4814,384,811,1282,1206,1131,165,10,64,70,21,0,591,39,109,131,197,115
"Commercial Township School District, New Jersey","3403480",3298,790,1588,729,144,47,2347,550,1210,485,88,14,752,137,337,221,45,12,103,103,0,0,0,0,96,0,41,23,11,21
"Corbin City School District, New Jersey","3403510",354,23,146,93,52,40,256,16,127,61,25,27,94,7,19,28,27,13,2,0,0,2,0,0,2,0,0,2,0,0
"Cranbury Township School District, New Jersey","3403540",2681,85,470,427,813,886,1094,45,258,281,376,134,1097,7,120,146,301,523,16,0,0,0,8,8,474,33,92,0,128,221
"Cranford Township School District, New Jersey","3403570",16867,665,3468,4006,5436,3292,10028,351,2362,2470,3157,1688,4598,62,624,946,1716,1250,139,43,8,9,32,47,2102,209,474,581,531,307
"Cresskill Borough School District, New Jersey","3403600",6098,338,924,1150,2436,1250,1585,107,304,340,573,261,1831,37,341,434,747,272,174,37,21,57,23,36,2508,157,258,319,1093,681
"Deal Borough School District, New Jersey","3403630",569,83,143,165,122,56,174,8,46,64,43,13,266,44,70,74,52,26,10,2,2,6,0,0,119,29,25,21,27,17
"Delanco Township School District, New Jersey","3403690",3352,122,1281,878,666,405,1715,72,640,526,325,152,1468,34,592,345,285,212,7,0,0,0,7,0,162,16,49,7,49,41
"Delran Township School District, New Jersey","3403780",11773,1054,3357,2666,3537,1159,4883,310,1607,1120,1524,322,4600,173,1255,1093,1574,505,111,27,37,18,9,20,2179,544,458,435,430,312
"Dennis Township School District, New Jersey","3403840",4487,444,1887,1130,753,273,2643,269,1086,639,538,111,1628,171,648,465,182,162,20,0,4,0,16,0,196,4,149,26,17,0
"Deptford Township School District, New Jersey","3403900",21855,1864,9322,6121,3236,1312,10008,772,4563,2786,1296,591,9213,777,4041,2504,1380,511,435,3,187,185,25,35,2199,312,531,646,535,175
"Dover Town School District, New Jersey","3403930",13666,3268,4807,3387,1676,528,3322,316,1212,1142,471,181,1301,103,419,394,272,113,1325,266,419,493,136,11,7718,2583,2757,1358,797,223
"Downe Township School District, New Jersey","3403960",901,171,399,224,74,33,619,107,303,149,44,16,249,59,74,71,28,17,12,5,3,4,0,0,21,0,19,0,2,0
"Dumont Borough School District, New Jersey","3403990",12725,961,3545,2830,3599,1790,4906,205,1545,1081,1466,609,3112,71,781,946,763,551,220,26,68,38,0,88,4487,659,1151,765,1370,542
"Dunellen Borough School District, New Jersey","3404020",4912,559,1633,1244,983,493,2220,62,786,736,451,185,897,17,198,220,306,156,158,0,103,50,5,0,1637,480,546,238,221,152
"East Brunswick Township School District, New Jersey","3404110",34212,1972,6757,7200,10844,7439,10389,485,3074,2583,2778,1469,9169,312,1564,2365,2732,2196,377,47,107,23,135,65,14277,1128,2012,2229,5199,3709
"East Newark Borough School District, New Jersey","3404200",1848,343,738,448,157,162,361,36,169,73,40,43,128,0,39,65,15,9,48,4,25,12,0,7,1311,303,505,298,102,103
"East Orange City School District, New Jersey","3404230",43170,6452,15905,13226,5231,2356,18707,2239,7270,6182,2258,758,9928,1397,3391,3062,1310,768,477,96,219,108,22,32,14058,2720,5025,3874,1641,798
"East Windsor Regional School District, New Jersey","3404320",22062,2764,4441,4513,6137,4207,6497,293,1479,1665,1917,1143,6191,350,734,1717,1832,1558,440,167,137,66,36,34,8934,1954,2091,1065,2352,1472
"Edgewater Borough School District, New Jersey","3404440",9096,429,1377,1112,4148,2030,1321,50,439,93,489,250,3102,157,338,481,1451,675,154,57,29,4,55,9,4519,165,571,534,2153,1096
"Edgewater Park Township School District, New Jersey","3404470",6377,787,2570,1702,868,450,3043,212,1394,834,407,196,2200,305,743,683,294,175,175,48,71,4,32,20,959,222,362,181,135,59
"Edison Township School District, New Jersey","3404500",73264,5836,14652,13034,22329,17413,20137,1309,6944,5009,4579,2296,10597,626,2456,2461,2726,2328,931,148,187,288,144,164,41599,3753,5065,5276,14880,12625
"Egg Harbor Township School District, New Jersey","3404560",29009,3368,9144,7621,6251,2625,12918,1175,4628,3507,2537,1071,8140,685,2260,2396,1864,935,1025,130,334,193,293,75,6926,1378,1922,1525,1557,544
"Elizabeth City School District, New Jersey","3404590",80641,21721,31623,17811,6506,2980,17854,2277,8305,4677,1946,649,6494,934,2329,1929,631,671,4700,1551,1846,1031,183,89,51593,16959,19143,10174,3746,1571
"Elmer Borough School District, New Jersey","3404650",963,67,387,304,147,58,742,62,315,220,108,37,211,4,70,83,34,20,0,0,0,0,0,0,10,1,2,1,5,1
"Elmwood Park Borough School District, New Jersey","3404660",13902,1444,5158,3033,3215,1052,5448,357,2343,1300,1065,383,2346,94,864,592,635,161,289,124,60,58,33,14,5819,869,1891,1083,1482,494
"Elsinboro Township School District, New Jersey","3404680",805,67,382,213,106,37,580,48,297,146,66,23,219,19,85,61,40,14,0,0,0,0,0,0,6,0,0,6,0,0
"Emerson Borough School District, New Jersey","3404710",5208,379,1115,1433,1353,928,2333,121,691,685,454,382,1644,70,275,408,604,287,11,0,0,0,0,11,1220,188,149,340,295,248
"Englewood City School District, New Jersey","3404740",20256,1807,5135,3729,5574,4011,4031,237,1287,927,957,623,7633,261,1756,1215,2209,2192,267,0,140,66,47,14,8325,1309,1952,1521,2361,1182
"Englewood Cliffs Borough School District, New Jersey","3404770",3863,262,587,539,1320,1155,661,22,64,125,239,211,858,44,157,196,278,183,144,10,32,9,80,13,2200,186,334,209,723,748
"Estell Manor City School District, New Jersey","3404860",1200,102,432,358,219,89,744,48,255,275,120,46,409,43,165,79,93,29,0,0,0,0,0,0,47,11,12,4,6,14
"Ewing Township School District, New Jersey","3404920",23331,2247,6194,6985,5064,2841,12661,936,3809,4096,2467,1353,6908,743,1486,1999,1647,1033,471,77,213,132,38,11,3291,491,686,758,912,444
"Fair Lawn Borough School District, New Jersey","3404980",23751,1577,4828,4942,7262,5142,8488,518,2070,2263,2285,1352,5904,131,1313,1206,1863,1391,244,57,56,42,53,36,9115,871,1389,1431,3061,2363
"Fairview Borough School District, New Jersey","3405070",10646,2891,3426,2116,1636,577,2329,214,885,631,349,250,1343,143,373,406,349,72,143,91,0,36,16,0,6831,2443,2168,1043,922,255
"Florence Township School District, New Jersey","3405220",9218,595,3045,2709,1973,896,5774,363,2107,1731,1177,396,2471,132,714,795,536,294,167,16,55,73,0,23,806,84,169,110,260,183
"Folsom Borough School District, New Jersey","3405280",1271,128,493,398,192,60,772,94,313,227,105,33,431,20,171,134,83,23,26,6,0,16,0,4,42,8,9,21,4,0
"Fort Lee Borough School District, New Jersey","3405310",28568,1687,4902,5153,10281,6545,3860,120,759,829,1369,783,6721,172,1236,1532,2150,1631,556,80,199,99,115,63,17431,1315,2708,2693,6647,4068
"Franklin Township School District, New Jersey","3405490",47334,3290,9840,10089,13260,10855,16676,721,4538,4861,4476,2080,12525,694,2879,2535,3332,3085,789,155,126,71,248,189,17344,1720,2297,2622,5204,5501
"Garfield City School District, New Jersey","3405760",21101,3418,8782,5042,2770,1089,7066,767,3051,1865,1102,281,2071,295,743,627,240,166,488,152,141,155,31,9,11476,2204,4847,2395,1397,633
"Garwood Borough School District, New Jersey","3405790",3085,187,892,785,787,434,1807,33,595,492,487,200,668,11,153,171,183,150,0,0,0,0,0,0,610,143,144,122,117,84
"Glassboro Borough School District, New Jersey","3405880",10712,889,3572,2965,1986,1300,5057,276,1859,1433,1011,478,4363,258,1203,1341,835,726,308,92,143,43,30,0,984,263,367,148,110,96
"Glen Ridge Borough School District, New Jersey","3405940",4699,118,633,669,1541,1738,1745,32,344,207,616,546,2024,60,190,223,653,898,93,0,17,0,62,14,837,26,82,239,210,280
"Glen Rock Borough School District, New Jersey","3405970",7745,151,891,1161,3264,2278,2791,30,399,471,1198,693,3654,22,405,545,1584,1098,153,26,14,32,70,11,1147,73,73,113,412,476
"Gloucester City School District, New Jersey","3406000",7527,989,3269,1773,1081,415,4885,584,2399,1193,522,187,1707,181,767,377,245,137,130,0,14,79,8,29,805,224,89,124,306,62
"Green Township School District, New Jersey","3406090",2256,78,490,673,749,266,1408,44,351,425,470,118,595,14,79,162,216,124,45,12,14,5,14,0,208,8,46,81,49,24
"Green Brook Township School District, New Jersey","3406120",5077,412,902,935,1793,1035,2153,77,585,456,741,294,947,117,123,242,407,58,0,0,0,0,0,0,1977,218,194,237,645,683
"Greenwich Township School District (Gloucester County), New Jersey","3406180",3561,298,1536,980,552,195,2247,171,1000,597,419,60,1073,107,410,336,104,116,113,10,71,11,10,11,128,10,55,36,19,8
"Greenwich Township School District (Warren County), New Jersey","3406210",3580,110,682,1002,1033,753,1679,75,359,484,467,294,1163,0,191,329,344,299,10,0,3,0,7,0,728,35,129,189,215,160
"Guttenberg Town School District, New Jersey","3406240",8341,1838,2174,1934,1488,907,1303,207,292,178,414,212,1146,34,73,463,355,221,159,56,43,9,11,40,5733,1541,1766,1284,708,434
"Hackensack City School District, New Jersey","3406270",32947,4088,10244,7326,7627,3662,8596,566,3156,2311,1679,884,7560,529,2140,1876,1849,1166,981,239,341,229,112,60,15810,2754,4607,2910,3987,1552
"Hackettstown Town School District, New Jersey","3406300",6293,816,1920,1774,1212,571,3179,172,1075,1063,558,311,1376,25,498,348,320,185,76,13,3,24,20,16,1662,606,344,339,314,59
"Haddon Heights Borough School District, New Jersey","3406330",5421,285,1059,1049,1907,1121,2923,155,596,568,1051,553,2229,91,425,446,774,493,51,5,0,15,5,26,218,34,38,20,77,49
"Haddon Township School District, New Jersey","3406360",10745,490,2629,2972,2770,1884,5287,275,1256,1599,1223,934,4817,162,1175,1236,1425,819,84,8,8,12,46,10,557,45,190,125,76,121
"Haddonfield Borough School District, New Jersey","3406390",7835,86,659,1121,3130,2839,3162,27,325,498,1426,886,4243,39,328,545,1588,1743,115,0,6,20,51,38,315,20,0,58,65,172
"Hamilton Township School District, New Jersey","3406540",63012,6336,20685,18776,11347,5868,37340,2564,13184,12020,6575,2997,11976,562,3604,3346,2799,1665,1476,278,594,386,190,28,12220,2932,3303,3024,1783,1178
"Hammonton Town School District, New Jersey","3406570",10204,1408,3849,2609,1645,693,6376,569,2454,1803,1182,368,2132,230,741,553,345,263,263,53,115,51,26,18,1433,556,539,202,92,44
"Harding Township School District, New Jersey","3406720",2902,37,218,521,1003,1123,1335,19,148,282,464,422,1229,4,57,222,490,456,9,0,0,0,0,9,329,14,13,17,49,236
"Harmony Township School District, New Jersey","3406810",1830,106,836,450,289,149,1125,84,551,270,146,74,610,18,248,150,139,55,10,0,6,4,0,0,85,4,31,26,4,20
"Harrison Town School District, New Jersey","3406870",10588,2154,3137,1804,1790,1703,2336,199,891,551,450,245,895,87,216,165,188,239,456,151,152,39,49,65,6901,1717,1878,1049,1103,1154
"Hasbrouck Heights Borough School District, New Jersey","3406930",8631,563,2588,1936,2487,1057,3989,159,1272,925,1104,529,1663,47,511,455,436,214,178,52,48,48,30,0,2801,305,757,508,917,314
"Hawthorne Borough School District, New Jersey","3406990",12950,1081,4257,3073,3012,1527,7353,321,2463,1870,1738,961,2433,125,445,669,790,404,353,127,132,59,24,11,2811,508,1217,475,460,151
"Hi-Nella Borough School District, New Jersey","3407080",601,66,226,200,75,34,308,23,113,122,37,13,206,12,99,60,25,10,0,0,0,0,0,0,87,31,14,18,13,11
"Highland Park Borough School District, New Jersey","3407170",9585,402,1403,1416,2531,3833,2499,87,485,598,649,680,3525,105,257,308,1194,1661,98,32,14,0,23,29,3463,178,647,510,665,1463
"Hillsborough Township School District, New Jersey","3407230",27106,676,5655,5648,9337,5790,13061,240,3283,3140,4275,2123,7119,108,1283,1421,2678,1629,349,14,107,58,137,33,6577,314,982,1029,2247,2005
"Hillside Township School District, New Jersey","3407290",14643,1886,5259,4391,2029,1078,6023,357,2275,2131,946,314,2395,261,963,682,292,197,369,75,181,58,34,21,5856,1193,1840,1520,757,546
"Ho-Ho-Kus Borough School District, New Jersey","3407320",2704,64,209,364,1326,741,993,10,62,141,516,264,1211,17,107,136,604,347,14,0,0,14,0,0,486,37,40,73,206,130
"Hoboken City School District, New Jersey","3407350",40857,2356,3166,3490,20605,11240,15397,418,1593,1533,8714,3139,15429,356,476,938,9118,4541,1859,848,369,282,195,165,8172,734,728,737,2578,3395
"Holmdel Township School District, New Jersey","3407410",11833,611,1927,1638,3502,4155,3519,178,791,649,1060,841,4792,161,564,755,1655,1657,123,43,27,35,0,18,3399,229,545,199,787,1639
"Hopatcong Borough School District, New Jersey","3407440",10825,625,3465,3445,2368,922,6399,350,2088,2152,1357,452,2763,163,822,778,744,256,155,11,65,72,7,0,1508,101,490,443,260,214
"Hope Township School District, New Jersey","3407470",1369,74,388,445,317,145,892,23,290,291,218,70,339,31,41,124,94,49,24,0,16,2,0,6,114,20,41,28,5,20
"Hopewell Valley Regional School District, New Jersey","3407530",15957,757,1899,2484,4962,5855,7196,363,1233,1439,2461,1700,6470,227,516,746,1971,3010,169,5,31,33,30,70,2122,162,119,266,500,1075
"Interlaken Borough School District, New Jersey","3407650",658,15,91,110,206,236,412,10,61,74,127,140,204,0,23,30,61,90,5,0,0,0,3,2,37,5,7,6,15,4
"Irvington Township School District, New Jersey","3407680",35201,6251,13180,10755,3689,1326,12183,1603,4790,4101,1305,384,7574,1560,2854,2234,628,298,885,221,318,233,102,11,14559,2867,5218,4187,1654,633
"Jackson Township School District, New Jersey","3407740",39223,2392,12248,12492,8005,4086,19557,1066,6988,5948,3853,1702,14706,754,4131,4944,2861,2016,532,119,108,122,154,29,4428,453,1021,1478,1137,339
"Jamesburg Borough School District, New Jersey","3407770",3967,508,1431,1110,763,155,1651,130,520,408,506,87,1100,66,491,368,167,8,76,0,60,0,16,0,1140,312,360,334,74,60
"Jefferson Township School District, New Jersey","3407800",14804,785,4177,4115,3822,1905,9736,468,3042,2699,2438,1089,3169,108,780,895,844,542,82,1,20,41,12,8,1817,208,335,480,528,266
"Jersey City School District, New Jersey","3407830",183085,25827,43194,33314,47982,32768,44457,4866,15415,10291,9505,4380,37095,3241,7082,8111,11113,7548,9008,3240,2890,1344,884,650,92525,14480,17807,13568,26480,20190
"Keansburg Borough School District, New Jersey","3407860",7017,1062,2674,1836,1115,330,3788,457,1451,1136,629,115,2004,322,759,450,332,141,171,46,125,0,0,0,1054,237,339,250,154,74
"Kearny Town School District, New Jersey","3407890",28606,4988,10445,6571,4641,1961,9740,781,3828,2543,1703,885,2451,295,656,774,559,167,875,305,360,105,73,32,15540,3607,5601,3149,2306,877
"Kenilworth Borough School District, New Jersey","3407920",5430,723,1833,1547,953,374,3306,293,1151,1052,663,147,641,0,266,180,131,64,68,19,11,10,0,28,1415,411,405,305,159,135
"Keyport Borough School District, New Jersey","3407950",5286,692,1727,1358,1006,503,2847,232,1062,869,464,220,1209,53,374,336,280,166,113,34,29,50,0,0,1117,373,262,103,262,117
"Kinnelon Borough School District, New Jersey","3408040",6945,195,1240,1196,2425,1889,3727,81,860,600,1345,841,2080,36,233,395,789,627,96,1,25,30,12,28,1042,77,122,171,279,393
"Lacey Township School District, New Jersey","3408100",19856,1451,6898,5898,3544,2065,14179,996,5065,4354,2501,1263,4462,177,1487,1226,881,691,228,13,83,74,30,28,987,265,263,244,132,83
"Lakehurst Borough School District, New Jersey","3408160",1657,197,718,520,156,66,930,90,487,248,95,10,476,28,152,205,41,50,49,8,31,7,3,0,202,71,48,60,17,6
"Lakewood Township School District, New Jersey","3408220",44155,7144,13538,11597,7268,4608,11527,1192,4184,3547,1990,614,19717,1037,5720,5944,3782,3234,2140,450,669,520,252,249,10771,4465,2965,1586,1244,511
"Laurel Springs Borough School District, New Jersey","3408280",1312,57,449,362,296,148,741,15,291,216,165,54,494,38,150,143,102,61,4,0,0,0,0,4,73,4,8,3,29,29
"Lavallette Borough School District, New Jersey","3408310",1734,109,478,394,444,309,1278,48,366,269,340,255,366,49,85,103,75,54,0,0,0,0,0,0,90,12,27,22,29,0
"Lawnside Borough School District, New Jersey","3408340",2140,209,815,547,358,211,929,74,439,267,108,41,1067,91,351,232,229,164,5,0,0,5,0,0,139,44,25,43,21,6
"Lawrence Township School District (Cumberland County), New Jersey","3408370",2136,331,942,600,188,75,1548,180,768,402,161,37,378,36,142,153,22,25,52,32,3,12,5,0,158,83,29,33,0,13
"Lawrence Township School District (Mercer County), New Jersey","3408400",22666,1463,4085,4756,6066,6296,7977,423,1999,1976,2211,1368,6882,326,840,1368,1968,2380,321,23,122,104,41,31,7486,691,1124,1308,1846,2517
"Leonia Borough School District, New Jersey","3408520",6295,415,1002,1024,2331,1523,968,46,118,308,262,234,1570,10,186,234,660,480,92,0,32,0,30,30,3665,359,666,482,1379,779
"Lincoln Park Borough School District, New Jersey","3408580",7782,601,2492,1988,1657,1044,4484,294,1450,1185,935,620,1564,114,443,363,428,216,167,24,25,107,0,11,1567,169,574,333,294,197
"Linden City School District, New Jersey","3408610",28855,4024,10018,8845,3955,2013,11337,738,4411,3779,1689,720,4703,612,1677,1259,695,460,873,102,403,269,61,38,11942,2572,3527,3538,1510,795
"Lindenwold Borough School District, New Jersey","3408640",11606,2045,4294,3671,1072,524,4544,523,1713,1708,381,219,4106,592,1515,1340,454,205,283,14,159,62,40,8,2673,916,907,561,197,92
"Longport Borough School District, New Jersey","3408671",870,45,228,192,239,166,269,14,105,42,63,45,569,25,116,145,167,116,4,0,0,2,0,2,28,6,7,3,9,3
"Little Ferry Borough School District, New Jersey","3408760",7911,909,2184,2410,1715,693,1934,129,817,539,345,104,1196,77,316,525,196,82,168,62,51,40,0,15,4613,641,1000,1306,1174,492
"Livingston Township School District, New Jersey","3408820",20635,767,3009,2967,7567,6325,8159,183,1592,1460,3071,1853,5506,56,658,628,2234,1930,244,0,2,61,118,63,6726,528,757,818,2144,2479
"Lodi Borough School District, New Jersey","3408850",17017,2565,5782,4651,2957,1062,6338,782,2455,1731,951,419,2356,140,911,788,312,205,370,130,121,79,0,40,7953,1513,2295,2053,1694,398
"Logan Township School District, New Jersey","3408880",4037,270,1340,927,1137,363,1579,68,703,346,316,146,2045,47,565,514,735,184,92,32,18,42,0,0,321,123,54,25,86,33
"Long Branch City School District, New Jersey","3408940",21147,3514,6885,4889,3641,2218,8077,588,2920,2141,1546,882,4369,312,1167,969,1073,848,664,234,166,137,92,35,8037,2380,2632,1642,930,453
"Lopatcong Township School District, New Jersey","3409000",5657,476,1851,1349,1371,610,2894,303,1087,626,642,236,2018,68,590,491,566,303,115,0,25,77,13,0,630,105,149,155,150,71
"Lower Alloways Creek Township School District, New Jersey","3409030",1291,136,577,388,137,53,1002,124,466,280,88,44,281,11,105,107,49,9,2,0,2,0,0,0,6,1,4,1,0,0
"Pennsville Township School District, New Jersey","3409120",9275,925,3925,2888,1080,457,5233,511,2560,1465,465,232,3439,276,1178,1277,488,220,120,13,28,39,40,0,483,125,159,107,87,5
"Lyndhurst Township School District, New Jersey","3409210",15936,1721,5395,3679,3125,2016,7939,488,3374,1979,1242,856,2115,135,667,536,523,254,402,101,36,78,29,158,5480,997,1318,1086,1331,748
"Madison Borough School District, New Jersey","3409240",10086,461,1519,1337,3611,3158,4240,158,723,696,1583,1080,3550,24,330,370,1412,1414,139,13,0,6,56,64,2157,266,466,265,560,600
"Old Bridge Township School District, New Jersey","3409270",48284,3679,13705,13453,11866,5581,17024,1249,5520,5292,3333,1630,16295,659,5104,5051,3858,1623,1174,149,351,333,214,127,13791,1622,2730,2777,4461,2201
"Mahwah Township School District, New Jersey","3409330",17051,720,3258,3383,5538,4152,6057,304,1210,1348,1768,1427,6733,120,1232,1345,2239,1797,209,40,52,45,53,19,4052,256,764,645,1478,909
"Manasquan Borough School District, New Jersey","3409420",4216,85,919,861,1399,952,2810,76,538,615,1021,560,985,9,162,164,295,355,19,0,0,0,8,11,402,0,219,82,75,26
"Manchester Township School District, New Jersey","3409450",37123,4528,15898,9588,5083,2026,20760,2597,9074,5401,2678,1010,12043,1290,5328,3011,1683,731,679,70,286,217,91,15,3641,571,1210,959,631,270
"Mannington Township School District, New Jersey","3409480",1368,174,622,290,177,105,854,105,420,161,119,49,418,18,175,123,55,47,28,4,16,3,0,5,68,47,11,3,3,4
"Manville Borough School District, New Jersey","3409630",7339,837,3578,1888,826,210,4013,325,2111,1097,402,78,1431,162,565,329,331,44,69,40,18,11,0,0,1826,310,884,451,93,88
"Maple Shade Township School District, New Jersey","3409660",13782,1119,5176,3999,2376,1112,5987,401,2405,1981,899,301,6007,498,2376,1630,980,523,280,26,78,128,35,13,1508,194,317,260,462,275
"Margate City School District, New Jersey","3409690",5245,230,1238,1317,1431,1029,1878,35,454,601,506,282,2917,75,714,649,831,648,59,25,0,8,8,18,391,95,70,59,86,81
"Matawan-Aberdeen Regional School District, New Jersey","3409750",19158,1212,5072,5486,4593,2795,8333,463,2637,2364,1873,996,6713,277,1668,1999,1722,1047,199,15,57,40,50,37,3913,457,710,1083,948,715
"Maurice River Township School District, New Jersey","3409780",7151,2004,3385,1396,275,91,5124,1479,2534,929,125,57,1273,245,553,382,62,31,369,154,173,42,0,0,385,126,125,43,88,3
"Maywood Borough School District, New Jersey","3409810",7016,416,2104,1854,1618,1024,2908,77,1094,622,760,355,1701,19,557,543,257,325,126,14,42,60,0,10,2281,306,411,629,601,334
"Merchantville Borough School District, New Jersey","3409960",2605,336,792,637,600,240,1098,116,420,210,293,59,1085,49,304,329,262,141,119,66,0,46,0,7,303,105,68,52,45,33
"Metuchen Borough School District, New Jersey","3409990",9800,419,1486,2021,3055,2819,4168,40,911,874,1429,914,2842,84,348,760,817,833,85,20,0,16,25,24,2705,275,227,371,784,1048
"Middle Township School District, New Jersey","3410020",13386,1745,4581,3403,2625,1032,6823,650,2722,1702,1318,431,5801,779,1758,1548,1158,558,132,87,33,12,0,0,630,229,68,141,149,43
"Middlesex Borough School District, New Jersey","3410050",9201,760,3023,2731,1761,926,4751,305,1495,1432,1081,438,1740,100,579,493,266,302,104,0,18,33,0,53,2606,355,931,773,414,133
"Middletown Township School District, New Jersey","3410110",45788,2215,11451,11349,13070,7703,23395,1060,6711,6082,6440,3102,17515,768,3754,4026,5279,3688,572,30,132,218,84,108,4306,357,854,1023,1267,805
"Midland Park Borough School District, New Jersey","3410140",5293,252,1365,951,1725,1000,3171,87,864,558,1178,484,1418,72,346,276,387,337,103,0,0,48,0,55,601,93,155,69,160,124
"Millburn Township School District, New Jersey","3410200",12700,193,808,977,4489,6233,3496,23,324,432,1440,1277,5275,42,247,297,1935,2754,205,0,20,19,79,87,3724,128,217,229,1035,2115
