"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Winslow Township School District, New Jersey","3418060",26655,2219,8948,8586,4690,2212,12501,937,4448,4298,2188,630,10921,870,3572,3359,1895,1225,418,35,217,96,52,18,2815,377,711,833,555,339
"Woodbine Borough School District, New Jersey","3418090",1752,690,617,338,76,31,985,420,346,164,37,18,508,169,196,123,16,4,189,88,43,38,13,7,70,13,32,13,10,2
"Woodbridge Township School District, New Jersey","3418120",73523,6625,25863,15573,16454,9008,32473,1674,14709,8025,5840,2225,11237,810,4636,2707,2066,1018,1881,455,688,366,273,99,27932,3686,5830,4475,8275,5666
"Woodbury City School District, New Jersey","3418150",6718,874,2194,1784,1242,624,3465,450,1318,959,543,195,2558,223,596,725,631,383,98,22,42,10,13,11,597,179,238,90,55,35
"Woodlynne Borough School District, New Jersey","3418270",1666,378,639,507,117,25,427,55,246,72,48,6,274,39,78,140,10,7,253,49,85,102,17,0,712,235,230,193,42,12
"Wood-Ridge Borough School District, New Jersey","3418300",5848,372,1792,1666,1231,787,3447,119,1156,952,709,511,1037,86,326,426,159,40,0,0,0,0,0,0,1364,167,310,288,363,236
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",5258,335,1683,1305,1315,620,2996,158,1104,763,682,289,1993,160,418,527,575,313,22,0,1,1,20,0,247,17,160,14,38,18
"Joint Base McGuire-Dix-Lakehurst, New Jersey","3434001",8413,830,2623,3239,1091,630,921,218,233,274,130,66,5767,315,1814,2450,768,420,510,83,221,147,52,7,1215,214,355,368,141,137
"Remainder of New Jersey, New Jersey","3499999",1140867,77814,310523,282176,294179,176175,558177,31196,174008,146609,139042,67322,392179,18458,94625,98010,107146,73940,17231,2757,4851,4871,3053,1699,173280,25403,37039,32686,44938,33214
"The Chathams School District, New Jersey","3400004",12629,339,1293,1482,5103,4412,4459,122,611,537,2052,1137,5363,22,276,587,2411,2067,205,1,10,21,61,112,2602,194,396,337,579,1096
"Great Meadows Regional School District, New Jersey","3400008",6075,334,1880,1925,1334,602,3615,124,1310,1113,753,315,1737,108,389,611,367,262,61,6,17,19,19,0,662,96,164,182,195,25
"Somerset Hills Regional School District, New Jersey","3400009",7689,207,1070,1207,2675,2530,3386,72,592,568,1121,1033,2775,33,131,317,1183,1111,124,35,9,2,16,62,1404,67,338,320,355,324
"Absecon City School District, New Jersey","3400660",6137,795,2012,1574,1156,600,3383,342,1277,874,645,245,1805,163,542,514,318,268,175,32,33,31,73,6,774,258,160,155,120,81
"Allamuchy Township School District, New Jersey","3400720",3425,82,885,760,1011,687,1865,25,477,525,560,278,1163,8,350,188,320,297,47,29,0,0,0,18,350,20,58,47,131,94
"South Hunterdon Regional School District, New Jersey","3400769",5716,365,1204,1186,1738,1223,2730,243,709,531,783,464,2554,98,394,562,895,605,105,5,24,20,14,42,327,19,77,73,46,112
"Allenhurst Borough School District, New Jersey","3400780",398,9,58,102,125,104,281,9,36,70,75,91,103,0,18,32,42,11,0,0,0,0,0,0,14,0,4,0,8,2
"Alloway Township School District, New Jersey","3400810",2391,179,947,765,394,106,1633,94,761,468,286,24,652,66,161,290,82,53,28,0,5,0,23,0,78,19,20,7,3,29
"Alpha Borough School District, New Jersey","3400840",1623,160,749,432,195,87,1084,109,535,266,131,43,421,44,164,150,47,16,40,0,28,2,0,10,78,7,22,14,17,18
"Alpine Borough School District, New Jersey","3400870",1158,83,121,118,493,343,230,6,48,30,91,55,400,7,31,35,207,120,2,0,0,0,2,0,526,70,42,53,193,168
"Andover Regional School District, New Jersey","3400900",4840,428,1231,1459,1083,639,2723,195,738,882,635,273,1643,184,328,471,372,288,45,10,8,19,1,7,429,39,157,87,75,71
"Asbury Park City School District, New Jersey","3400930",10498,1847,3831,2481,1286,1053,4707,642,1595,1406,613,451,2463,273,858,490,448,394,253,86,80,22,48,17,3075,846,1298,563,177,191
"Atlantic City School District, New Jersey","3400960",25376,7198,8206,5860,3013,1099,8003,1674,3002,2403,670,254,5742,964,2116,1500,750,412,1196,612,343,195,34,12,10435,3948,2745,1762,1559,421
"Audubon Borough School District, New Jersey","3401050",7114,463,2312,2218,1619,502,4146,249,1392,1259,1017,229,2750,166,877,906,553,248,65,18,0,12,29,6,153,30,43,41,20,19
"Avalon Borough School District, New Jersey","3401110",1299,27,285,254,413,320,262,3,67,60,80,52,983,20,205,191,321,246,8,1,3,0,0,4,46,3,10,3,12,18
"Avon-by-the-Sea Borough School District, New Jersey","3401140",1513,28,224,368,531,362,1074,13,197,250,404,210,403,10,27,108,123,135,11,0,0,6,0,5,25,5,0,4,4,12
"Barrington Borough School District, New Jersey","3401170",5064,362,1669,1449,1102,482,2660,179,953,811,517,200,2111,96,608,605,521,281,59,0,59,0,0,0,234,87,49,33,64,1
"Bay Head Borough School District, New Jersey","3401230",813,6,127,179,292,209,503,0,75,125,203,100,261,3,49,44,76,89,5,0,0,0,0,5,44,3,3,10,13,15
"Bayonne City School District, New Jersey","3401260",45565,5657,15781,9676,10034,4417,21061,1997,8415,4693,4029,1927,5976,538,1840,1583,1359,656,1573,320,759,378,87,29,16955,2802,4767,3022,4559,1805
"Bedminster Township School District, New Jersey","3401320",6678,134,772,1422,2300,2050,3179,29,431,796,1008,915,2252,32,201,356,842,821,47,0,2,0,22,23,1200,73,138,270,428,291
"Belleville Town School District, New Jersey","3401350",25167,3325,7819,7392,4954,1677,10718,832,4094,3272,1806,714,2944,273,848,901,598,324,1264,332,455,379,98,0,10241,1888,2422,2840,2452,639
"Belmar Borough School District, New Jersey","3401410",4450,378,1024,867,1540,641,2753,131,514,592,1165,351,1000,77,254,143,314,212,32,0,20,7,5,0,665,170,236,125,56,78
"Belvidere Town School District, New Jersey","3401440",1735,169,575,484,324,183,944,66,328,253,173,124,644,81,212,182,126,43,33,0,24,9,0,0,114,22,11,40,25,16
"Bergenfield Borough School District, New Jersey","3401500",18943,1843,4882,4407,5399,2412,4016,264,1351,1174,723,504,4608,250,1129,1256,1183,790,345,59,87,100,55,44,9974,1270,2315,1877,3438,1074
"Berkeley Heights Township School District, New Jersey","3401530",9236,358,1670,1441,2944,2823,4393,163,1148,749,1409,924,2593,70,233,335,990,965,96,42,9,22,8,15,2154,83,280,335,537,919
"Berlin Township School District, New Jersey","3401620",3913,716,1518,979,565,135,2159,376,918,578,259,28,1385,195,544,320,241,85,25,0,25,0,0,0,344,145,31,81,65,22
"Bernards Township School District, New Jersey","3401650",17714,477,1681,2348,6614,6594,6765,149,1025,1029,2845,1717,6435,73,285,963,2625,2489,108,0,20,43,30,15,4406,255,351,313,1114,2373
"Beverly City School District, New Jersey","3401740",1750,189,703,520,226,112,1054,105,444,297,115,93,501,50,190,166,80,15,64,0,23,25,16,0,131,34,46,32,15,4
"Bloomfield Township School District, New Jersey","3401830",33871,2877,8358,9209,8684,4743,15253,1009,4427,4344,3574,1899,6251,253,1198,1437,1861,1502,1120,208,404,228,186,94,11247,1407,2329,3200,3063,1248
"Bloomingdale Borough School District, New Jersey","3401860",5712,506,1980,1440,1253,533,2759,113,1108,792,540,206,1670,118,491,406,444,211,68,19,15,34,0,0,1215,256,366,208,269,116
"Bloomsbury Borough School District, New Jersey","3401890",495,34,138,113,146,64,266,14,96,57,66,33,173,18,34,33,57,31,1,0,0,1,0,0,55,2,8,22,23,0
"Bogota Borough School District, New Jersey","3401920",5676,672,1856,1383,1234,531,1716,189,539,517,361,110,1534,40,514,451,343,186,99,20,11,40,16,12,2327,423,792,375,514,223
"Boonton Town School District, New Jersey","3401950",5972,504,1363,1282,1910,913,3242,165,719,742,1144,472,1311,20,301,260,459,271,48,13,11,0,0,24,1371,306,332,280,307,146
"Boonton Township School District, New Jersey","3401980",3034,76,511,592,1109,746,1579,30,367,324,587,271,959,14,85,160,394,306,2,0,2,0,0,0,494,32,57,108,128,169
"Bordentown Regional School District, New Jersey","3402030",11289,599,3064,3146,3006,1474,6734,396,2122,1992,1603,621,2690,125,528,782,733,522,320,11,72,110,54,73,1545,67,342,262,616,258
"Bound Brook Borough School District, New Jersey","3402100",7051,1161,2826,1702,893,469,2601,151,982,802,415,251,1514,118,554,487,290,65,196,64,50,68,10,4,2740,828,1240,345,178,149
"Bradley Beach Borough School District, New Jersey","3402130",3284,362,582,1053,708,579,1958,180,423,665,477,213,935,15,58,302,217,343,61,0,48,13,0,0,330,167,53,73,14,23
