"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Greene County School District, Georgia","1302490",16022,4159,2120,9743,11177,3374,1732,6071,4129,476,355,3298,42,0,0,42,674,309,33,332
"Spalding County School District, Georgia","1302520",62723,14157,9541,39025,48189,11849,7469,28871,12038,1840,1338,8860,426,122,5,299,2070,346,729,995
"Gwinnett County School District, Georgia","1302550",823983,112256,85014,626713,292651,41966,29963,220722,311888,29988,23258,258642,16498,1406,2299,12793,202946,38896,29494,134556
"Habersham County School District, Georgia","1302580",40447,7182,5451,27814,26433,4898,3663,17872,10277,1238,1189,7850,272,57,0,215,3465,989,599,1877
"Hall County School District, Georgia","1302610",147847,24800,14935,108112,82790,13616,8062,61112,43505,5243,3017,35245,1359,245,86,1028,20193,5696,3770,10727
"Hancock County School District, Georgia","1302640",7250,2360,989,3901,6339,2181,864,3294,797,178,102,517,31,0,0,31,83,1,23,59
"Haralson County School District, Georgia","1302670",22018,4423,2445,15150,17006,3578,1871,11557,4595,831,504,3260,115,0,24,91,302,14,46,242
"Harris County School District, Georgia","1302700",32053,2803,1767,27483,19699,2217,1316,16166,11049,509,435,10105,533,19,16,498,772,58,0,714
"Hart County School District, Georgia","1302730",24598,6049,2743,15806,15421,4334,1833,9254,8555,1444,823,6288,102,31,4,67,520,240,83,197
"Heard County School District, Georgia","1302790",11516,2619,1365,7532,8566,2098,1063,5405,2856,502,302,2052,75,0,0,75,19,19,0,0
"Henry County School District, Georgia","1302820",207229,26432,18321,162476,114478,14643,10671,89164,74431,9088,5355,59988,3661,652,91,2918,14659,2049,2204,10406
"Houston County School District, Georgia","1302880",142695,23742,13405,105548,78066,16035,8551,53480,52535,5716,3352,43467,3620,349,307,2964,8474,1642,1195,5637
"Irwin County School District, Georgia","1302910",8842,1972,1500,5370,7488,1753,1242,4493,1299,219,244,836,26,0,6,20,29,0,8,21
"Jackson County School District, Georgia","1302940",44396,6205,3863,34328,30694,4477,2876,23341,11952,1289,782,9881,339,82,17,240,1411,357,188,866
"Jasper County School District, Georgia","1302970",13524,2991,2128,8405,10120,2127,1661,6332,2971,647,426,1898,15,0,0,15,418,217,41,160
"Jeff Davis County School District, Georgia","1303000",14882,3648,1800,9434,11906,2618,1386,7902,2085,697,257,1131,0,0,0,0,891,333,157,401
"Jefferson City School District, Georgia","1303030",9566,1127,889,7550,6044,843,454,4747,2963,284,242,2437,85,0,23,62,474,0,170,304
"Jefferson County School District, Georgia","1303060",15994,5082,2572,8340,13517,4402,2184,6931,2062,572,227,1263,73,2,7,64,342,106,154,82
"Jenkins County School District, Georgia","1303090",8684,2586,1436,4662,7368,2003,1365,4000,1038,368,71,599,83,48,0,35,195,167,0,28
"Johnson County School District, Georgia","1303120",9020,2009,944,6067,7590,1642,822,5126,1270,294,113,863,69,52,9,8,91,21,0,70
"Jones County School District, Georgia","1303150",28438,4410,1712,22316,23020,3744,1522,17754,4733,645,190,3898,263,7,0,256,422,14,0,408
"Lamar County School District, Georgia","1303210",16820,3349,1945,11526,13693,2859,1702,9132,2622,432,198,1992,141,46,0,95,364,12,45,307
"Lanier County School District, Georgia","1303240",10036,3071,848,6117,6439,2184,480,3775,3107,678,265,2164,343,141,81,121,147,68,22,57
"Lee County School District, Georgia","1303270",27496,3267,1873,22356,18600,2561,1607,14432,7570,547,125,6898,364,68,40,256,962,91,101,770
"Liberty County School District, Georgia","1303300",53812,9166,6088,38558,20985,4902,2453,13630,26243,3284,2789,20170,3274,693,471,2110,3310,287,375,2648
"Lincoln County School District, Georgia","1303330",7719,1878,743,5098,5680,1443,514,3723,1828,435,174,1219,95,0,9,86,116,0,46,70
"Long County School District, Georgia","1303360",15741,2911,1625,11205,7668,1479,843,5346,6531,1132,565,4834,542,64,31,447,1000,236,186,578
"Lowndes County School District, Georgia","1303390",54207,9344,6567,38296,30810,5824,3760,21226,20180,2745,2390,15045,1092,153,139,800,2125,622,278,1225
"Lumpkin County School District, Georgia","1303420",29241,5870,3564,19807,17942,3999,2589,11354,10010,1627,797,7586,113,0,0,113,1176,244,178,754
"Macon County School District, Georgia","1303450",12566,3716,1718,7132,10559,3297,1575,5687,1646,215,143,1288,5,0,0,5,356,204,0,152
"Madison County School District, Georgia","1303480",27968,5168,3988,18812,21860,3901,3468,14491,5021,867,364,3790,163,28,27,108,924,372,129,423
"Marietta City School District, Georgia","1303510",53898,11484,6730,35684,20619,4151,2521,13947,20819,4020,1584,15215,901,348,177,376,11559,2965,2448,6146
"Marion County School District, Georgia","1303540",8644,1606,1555,5483,5811,1281,1196,3334,2187,307,215,1665,116,9,25,82,530,9,119,402
"Mcduffie County School District, Georgia","1303570",21222,4951,2452,13819,17410,4238,2134,11038,3326,564,233,2529,192,0,5,187,294,149,80,65
"Mcintosh County School District, Georgia","1303600",14038,2538,1161,10339,10094,1926,865,7303,3442,548,233,2661,191,64,28,99,311,0,35,276
"Meriwether County School District, Georgia","1303630",20979,4802,2817,13360,17157,4220,2536,10401,3493,536,225,2732,189,43,40,106,140,3,16,121
"Miller County School District, Georgia","1303660",5844,1534,727,3583,4777,1277,660,2840,996,238,67,691,26,17,0,9,45,2,0,43
"Mitchell County School District, Georgia","1303690",17254,5066,2521,9667,14461,4438,1974,8049,2386,484,479,1423,12,0,10,2,395,144,58,193
"Monroe County School District, Georgia","1303720",25463,3405,3368,18690,19105,2626,2768,13711,5811,773,533,4505,168,0,35,133,379,6,32,341
"Montgomery County School District, Georgia","1303750",8042,2028,979,5035,6699,1622,852,4225,1008,288,109,611,17,8,0,9,318,110,18,190
"Morgan County School District, Georgia","1303780",17668,2695,1824,13149,12919,2258,1392,9269,4330,409,368,3553,129,6,0,123,290,22,64,204
"Murray County School District, Georgia","1303840",38911,8083,6278,24550,26011,5373,3949,16689,9603,1771,1918,5914,175,30,31,114,3122,909,380,1833
"Muscogee County School District, Georgia","1303870",180549,37278,21318,121953,98694,23604,12703,62387,66077,10578,7311,48188,5334,784,603,3947,10444,2312,701,7431
"Newton County School District, Georgia","1303930",99793,16610,11062,72121,62158,11272,7185,43701,30942,4020,3170,23752,968,112,80,776,5725,1206,627,3892
"Oconee County School District, Georgia","1303960",33525,2735,1842,28948,20007,1769,1200,17038,11210,731,409,10070,613,32,12,569,1695,203,221,1271
"Oglethorpe County School District, Georgia","1303990",14538,2121,1314,11103,10084,1602,993,7489,3907,426,233,3248,168,8,20,140,379,85,68,226
"Paulding County School District, Georgia","1304020",144659,18426,10806,115427,80037,10377,6569,63091,56101,6316,3548,46237,1733,340,155,1238,6788,1393,534,4861
"Peach County School District, Georgia","1304050",25177,5721,2863,16593,18379,4635,2154,11590,4949,700,437,3812,317,41,0,276,1532,345,272,915
"Pelham City School District, Georgia","1304080",3701,1294,739,1668,3260,1074,617,1569,392,196,107,89,0,0,0,0,49,24,15,10
"Pickens County School District, Georgia","1304110",29224,3511,3559,22154,18115,2628,2256,13231,10116,860,1030,8226,198,7,0,191,795,16,273,506
"Pierce County School District, Georgia","1304140",18662,3732,2354,12576,13929,2714,1520,9695,4213,974,616,2623,30,0,0,30,490,44,218,228
"Pike County School District, Georgia","1304170",17457,2181,2011,13265,13360,1900,1763,9697,3848,281,242,3325,46,0,0,46,203,0,6,197
"Polk County School District, Georgia","1304200",40712,8355,4763,27594,30425,6170,3505,20750,6898,1189,732,4977,147,45,0,102,3242,951,526,1765
"Pulaski County School District, Georgia","1304220",10161,1409,1699,7053,8126,1015,1333,5778,1657,294,199,1164,83,0,0,83,295,100,167,28
"Putnam County School District, Georgia","1304260",20988,2980,2972,15036,14182,1842,2267,10073,5748,889,357,4502,86,2,2,82,972,247,346,379
"Quitman County School District, Georgia","1304290",2407,692,497,1218,1296,355,298,643,1091,337,199,555,5,0,0,5,15,0,0,15
"Rabun County School District, Georgia","1304320",16083,3809,1748,10526,8845,2441,1011,5393,6118,991,569,4558,136,44,16,76,984,333,152,499
"Randolph County School District, Georgia","1304350",7150,2330,1051,3769,5837,2069,923,2845,1066,251,122,693,70,0,0,70,177,10,6,161
"Richmond County School District, Georgia","1304380",192808,48961,22663,121184,119509,35389,14442,69678,61484,11591,6738,43155,4890,653,325,3912,6925,1328,1158,4439
"Rockdale County School District, Georgia","1304410",85211,13587,9542,62082,45943,7188,4845,33910,29587,4331,3564,21692,959,271,58,630,8722,1797,1075,5850
"Rome City School District, Georgia","1304440",34194,9967,4292,19935,23079,7140,3002,12937,7152,1422,767,4963,112,30,0,82,3851,1375,523,1953
"Schley County School District, Georgia","1304470",5033,1117,608,3308,3925,867,481,2577,958,164,114,680,32,15,0,17,118,71,13,34
"Screven County School District, Georgia","1304500",13899,3469,1859,8571,11516,3045,1426,7045,2211,377,419,1415,84,39,0,45,88,8,14,66
"Seminole County School District, Georgia","1304530",8692,1963,946,5783,6319,1511,735,4073,2248,414,211,1623,11,0,0,11,114,38,0,76
"Social Circle City School District, Georgia","1304540",4184,396,491,3297,2896,241,478,2177,1199,115,13,1071,0,0,0,0,89,40,0,49
"Stephens County School District, Georgia","1304560",24868,4807,4076,15985,17596,3559,2742,11295,6554,1152,915,4487,121,3,47,71,597,93,372,132
"Stewart County School District, Georgia","1304590",4671,1637,885,2149,3548,1456,772,1320,1023,173,113,737,10,0,0,10,90,8,0,82
"Sumter County School District, Georgia","1304620",29738,9401,3671,16666,24161,8255,2919,12987,4543,919,514,3110,131,44,15,72,903,183,223,497
"Talbot County School District, Georgia","1304650",6560,1204,1261,4095,5529,1094,1148,3287,926,107,104,715,59,0,0,59,46,3,9,34
"Taliaferro County School District, Georgia","1304680",1682,524,411,747,1393,467,283,643,268,57,128,83,0,0,0,0,21,0,0,21
"Tattnall County School District, Georgia","1304770",19878,5822,2354,11702,14592,4281,1764,8547,3906,1011,424,2471,365,32,95,238,1015,498,71,446
"Taylor County School District, Georgia","1304800",8240,2258,1149,4833,6959,1792,1018,4149,1134,409,101,624,40,33,0,7,107,24,30,53
"Telfair County School District, Georgia","1304830",12678,3489,2553,6636,10592,3064,2010,5518,1911,354,485,1072,10,0,0,10,165,71,58,36
"Terrell County School District, Georgia","1304860",8916,2948,1119,4849,7606,2708,922,3976,1180,233,180,767,14,0,0,14,116,7,17,92
"Thomas County School District, Georgia","1304890",25507,5597,3231,16679,17708,4217,2335,11156,6885,1131,726,5028,218,58,21,139,696,191,149,356
"Thomasville City School District, Georgia","1304950",18204,5893,2013,10298,13092,4525,1596,6971,4704,1246,380,3078,27,0,8,19,381,122,29,230
"Tift County School District, Georgia","1304980",38818,10764,4695,23359,29507,8627,3726,17154,6907,1608,690,4609,176,12,0,164,2228,517,279,1432
"Toombs County School District, Georgia","1305040",16671,4218,2434,10019,12858,3052,2070,7736,2541,695,218,1628,74,0,3,71,1198,471,143,584
"Towns County School District, Georgia","1305070",9869,1672,1037,7160,4645,955,622,3068,4867,655,371,3841,25,0,0,25,332,62,44,226
"Treutlen County School District, Georgia","1305100",6330,1396,728,4206,5195,1152,561,3482,1067,244,131,692,15,0,15,0,53,0,21,32
"Trion City School District, Georgia","1305130",2121,665,247,1209,1430,438,171,821,286,69,15,202,13,0,0,13,392,158,61,173
"Turner County School District, Georgia","1305190",8151,2022,1260,4869,6814,1859,956,3999,1035,113,208,714,7,0,0,7,295,50,96,149
"Twiggs County School District, Georgia","1305220",8504,2525,1510,4469,7939,2368,1452,4119,547,157,58,332,0,0,0,0,18,0,0,18
"Union County School District, Georgia","1305250",21097,3648,2170,15279,10664,2086,1191,7387,9615,1320,942,7353,457,110,0,347,361,132,37,192
"Upson County School District, Georgia","1305280",26078,5875,4137,16066,21786,4744,3539,13503,3924,883,587,2454,116,85,0,31,252,163,11,78
"Valdosta City School District, Georgia","1305310",54074,18031,7348,28695,33425,12064,4615,16746,17048,4799,2164,10085,861,271,240,350,2740,897,329,1514
"Vidalia City School District, Georgia","1305340",10338,2748,1632,5958,7921,2366,1355,4200,2078,375,235,1468,41,0,0,41,298,7,42,249
"Walker County School District, Georgia","1305370",63523,11216,8960,43347,31907,6215,4957,20735,30448,4915,3727,21806,496,4,220,272,672,82,56,534
"Walton County School District, Georgia","1305390",80226,12054,7064,61108,51984,8587,5174,38223,23787,2706,1765,19316,663,161,8,494,3792,600,117,3075
"Ware County School District, Georgia","1305430",33375,8750,4034,20591,26051,6854,3141,16056,5791,1500,642,3649,373,216,0,157,1160,180,251,729
"Warren County School District, Georgia","1305460",5546,1687,491,3368,4902,1563,421,2918,583,124,70,389,10,0,0,10,51,0,0,51
"Washington County School District, Georgia","1305490",19272,5234,2313,11725,16860,4738,2019,10103,2093,359,293,1441,66,6,1,59,253,131,0,122
"Wayne County School District, Georgia","1305550",27922,6198,3609,18115,21410,4632,2992,13786,5636,1190,582,3864,123,28,2,93,753,348,33,372
"Webster County School District, Georgia","1305580",2733,673,365,1695,2419,554,341,1524,305,119,24,162,9,0,0,9,0,0,0,0
"Wheeler County School District, Georgia","1305640",3744,884,617,2243,3370,810,560,2000,351,74,48,229,0,0,0,0,23,0,9,14
"White County School District, Georgia","1305670",27137,5152,2859,19126,17194,3785,1625,11784,9165,1168,1098,6899,255,145,5,105,523,54,131,338
"Whitfield County School District, Georgia","1305700",69284,11778,10148,47358,41360,7367,6618,27375,17882,2237,1809,13836,315,15,0,300,9727,2159,1721,5847
"Wilcox County School District, Georgia","1305730",6999,1825,1108,4066,5940,1566,912,3462,941,251,170,520,48,4,16,28,70,4,10,56
"Wilkes County School District, Georgia","1305760",9930,2925,1040,5965,8112,2532,902,4678,1468,264,48,1156,88,31,0,57,262,98,90,74
"Wilkinson County School District, Georgia","1305790",9343,1859,1519,5965,8249,1698,1375,5176,898,98,60,740,35,5,8,22,161,58,76,27
"Worth County School District, Georgia","1305850",21185,4351,3053,13781,17398,3396,2813,11189,3281,806,230,2245,148,33,0,115,358,116,10,232
"Remainder of Georgia, Georgia","1399999",12297,725,2550,9022,2172,238,512,1422,8639,368,1662,6609,779,21,231,527,707,98,145,464
"Troup County School District, Georgia","1300001",66552,14583,6664,45305,44269,10608,4546,29115,19104,3373,1968,13763,419,109,0,310,2760,493,150,2117
"Fort Stewart School District, Georgia","1300003",8376,2144,2025,4207,2263,777,552,934,5418,1221,1383,2814,262,94,54,114,433,52,36,345
"Robins AFB School District, Georgia","1300004",1047,53,178,816,208,3,47,158,738,50,120,568,50,0,11,39,51,0,0,51
"Appling County School District, Georgia","1300060",17971,4044,2729,11198,13944,3033,2250,8661,3184,732,367,2085,61,15,0,46,782,264,112,406
"Atkinson County School District, Georgia","1300090",8260,2467,1443,4350,5638,1427,1065,3146,1470,453,167,850,60,12,0,48,1092,575,211,306
"Atlanta City School District, Georgia","1300120",412162,104011,41536,266615,219225,70183,27359,121683,158868,26281,11273,121314,4463,656,213,3594,29606,6891,2691,20024
"Bacon County School District, Georgia","1300150",10679,2177,1632,6870,8120,1669,1198,5253,1906,403,353,1150,1,1,0,0,652,104,81,467
"Baker County School District, Georgia","1300180",3316,749,419,2148,2938,696,361,1881,346,38,58,250,19,2,0,17,13,13,0,0
"Baldwin County School District, Georgia","1300210",42239,13545,4476,24218,34044,11220,3794,19030,6920,1826,460,4634,245,35,45,165,1030,464,177,389
"Banks County School District, Georgia","1300240",18268,2969,2558,12741,13675,2113,2008,9554,3876,648,452,2776,70,25,0,45,647,183,98,366
"Barrow County School District, Georgia","1300290",70333,9460,7431,53442,43429,6431,5090,31908,21565,1888,1535,18142,532,78,25,429,4807,1063,781,2963
"Bartow County School District, Georgia","1300330",80765,13474,8449,58842,53145,9581,5995,37569,23283,2986,1864,18433,593,30,33,530,3744,877,557,2310
"Ben Hill County School District, Georgia","1300360",17176,6218,2211,8747,13081,4603,1755,6723,3525,1546,317,1662,28,0,0,28,542,69,139,334
"Berrien County School District, Georgia","1300390",18774,4747,2957,11070,13450,3429,2087,7934,4720,1215,749,2756,114,35,28,51,490,68,93,329
"Bibb County School District, Georgia","1300420",148562,39621,17751,91190,114820,32233,14878,67709,27209,5402,2165,19642,983,262,82,639,5550,1724,626,3200
"Bleckley County School District, Georgia","1300440",11325,2930,919,7476,9549,2593,810,6146,1606,306,101,1199,16,0,8,8,154,31,0,123
"Brantley County School District, Georgia","1300480",18349,3834,2906,11609,13637,3018,2185,8434,4520,780,663,3077,74,0,36,38,118,36,22,60
"Bremen City School District, Georgia","1300510",6093,1452,682,3959,4757,1297,635,2825,1187,124,36,1027,63,31,11,21,86,0,0,86
"Brooks County School District, Georgia","1300540",15556,4327,1646,9583,11034,3010,1239,6785,3974,1142,267,2565,32,0,8,24,516,175,132,209
"Bryan County School District, Georgia","1300570",32014,4025,2788,25201,16807,2761,1663,12383,13110,1179,918,11013,697,33,37,627,1400,52,170,1178
"Buford City School District, Georgia","1300600",12501,2985,1195,8321,6346,1649,482,4215,2900,382,118,2400,246,0,0,246,3009,954,595,1460
"Bulloch County School District, Georgia","1300630",66468,22014,6586,37868,46371,15093,4936,26342,16671,5693,1141,9837,563,211,58,294,2863,1017,451,1395
"Burke County School District, Georgia","1300660",22822,7698,2121,13003,18146,6375,1764,10007,4087,1257,319,2511,242,11,0,231,347,55,38,254
"Butts County School District, Georgia","1300690",20841,3714,1728,15399,16178,3023,1406,11749,3982,570,262,3150,86,0,6,80,595,121,54,420
"Calhoun City School District, Georgia","1300720",15093,3837,2237,9019,8500,2136,990,5374,3096,574,470,2052,103,2,0,101,3394,1125,777,1492
"Calhoun County School District, Georgia","1300750",4989,2012,803,2174,3976,1565,662,1749,750,311,79,360,54,27,27,0,209,109,35,65
"Camden County School District, Georgia","1300780",49536,6534,4733,38269,17054,2903,1978,12173,30068,3415,2702,23951,1062,84,7,971,1352,132,46,1174
"Candler County School District, Georgia","1300810",10712,3103,1722,5887,7737,2303,1264,4170,2257,570,367,1320,31,0,16,15,687,230,75,382
"Carroll County School District, Georgia","1300840",86218,14915,10627,60676,60405,11164,8215,41026,22848,3103,2049,17696,743,71,0,672,2222,577,363,1282
"Carrollton City School District, Georgia","1300870",21634,6540,2813,12281,13192,3844,1586,7762,5818,1707,795,3316,104,19,0,85,2520,970,432,1118
"Cartersville City School District, Georgia","1300900",18995,2745,2885,13365,12294,2162,1944,8188,5348,233,676,4439,164,0,74,90,1189,350,191,648
"Catoosa County School District, Georgia","1300930",64362,8461,5739,50162,22455,3792,2203,16460,39975,4487,3340,32148,458,0,35,423,1474,182,161,1131
"Charlton County School District, Georgia","1300990",11607,2084,1187,8336,5890,905,574,4411,5493,1140,613,3740,131,12,0,119,93,27,0,66
"Chatham County School District, Georgia","1301020",263998,51070,27204,185724,150004,32546,17399,100059,92639,14020,7591,71028,3933,550,325,3058,17422,3954,1889,11579
"Chattahoochee County School District, Georgia","1301050",2743,453,396,1894,1574,207,283,1084,995,192,93,710,71,38,10,23,103,16,10,77
"Chattooga County School District, Georgia","1301080",21358,4941,3215,13202,16468,3801,2498,10169,4534,1109,603,2822,40,11,0,29,316,20,114,182
"Cherokee County School District, Georgia","1301110",220235,22675,17341,180219,103405,11869,9348,82188,94963,7286,4855,82822,2589,182,100,2307,19278,3338,3038,12902
"Chickamauga City School District, Georgia","1301140",3125,399,123,2603,1463,251,62,1150,1581,137,61,1383,54,0,0,54,27,11,0,16
"Clarke County School District, Georgia","1301170",109100,38997,11886,58217,63279,23905,7471,31903,33319,10164,2574,20581,1198,469,94,635,11304,4459,1747,5098
"Clay County School District, Georgia","1301200",3052,1398,574,1080,2309,1292,268,749,707,106,270,331,0,0,0,0,36,0,36,0
"Clayton County School District, Georgia","1301230",259038,64277,35870,158891,132085,34485,17757,79843,83498,18269,10021,55208,3997,562,836,2599,39458,10961,7256,21241
