"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Fayette County School District, Georgia","1302130",107930,4659,22243,8841,8193,13366,19031,9369,2495,4116,9610,6007,44668,3976,13711,4482,3163,3861,4953,2891,802,1240,3113,2476,51636,618,7209,3444,3554,6964,11775,5416,1473,2444,5622,3117,1836,25,490,83,264,321,286,211,0,54,72,30,9790,40,833,832,1212,2220,2017,851,220,378,803,384
"Floyd County School District, Georgia","1302190",60047,3041,10890,6080,6146,8579,8348,4327,1691,2116,4891,3938,43645,2803,9214,4668,4179,5681,5672,2986,1159,1283,3263,2737,13697,238,1435,1136,1313,2075,2409,1186,479,765,1511,1150,537,0,71,79,121,114,55,66,0,31,0,0,2168,0,170,197,533,709,212,89,53,37,117,51
"Forsyth County School District, Georgia","1302220",189314,12963,43056,12460,18991,33032,30623,10002,3652,5266,12241,7028,78050,11235,28347,5278,6245,8690,7300,2754,1141,1309,3529,2222,82157,1539,12075,4945,8100,15605,18021,5916,2033,3104,7096,3723,2164,33,344,221,285,317,552,154,75,59,60,64,26943,156,2290,2016,4361,8420,4750,1178,403,794,1556,1019
"Franklin County School District, Georgia","1302250",22051,1198,3658,1986,2634,2671,3070,1412,665,780,2284,1693,16283,1119,3075,1501,1848,1801,2219,867,464,501,1627,1261,5049,79,565,431,488,694,814,538,195,246,582,417,95,0,7,2,12,33,21,0,0,6,14,0,624,0,11,52,286,143,16,7,6,27,61,15
"Fulton County School District, Georgia","1302280",555811,38140,111967,41012,78767,87482,84287,33449,11653,17151,30679,21224,224950,33492,74288,20022,25667,19891,19330,9155,3171,4348,8494,7092,232919,3388,29474,14956,32065,42817,45646,18412,6641,10369,17672,11479,8519,318,1450,841,1615,1013,2057,488,212,277,124,124,89423,942,6755,5193,19420,23761,17254,5394,1629,2157,4389,2529
"Gainesville City School District, Georgia","1302310",34938,3492,7102,4400,5400,4671,3214,1502,401,1133,1679,1944,17875,3141,5516,1799,1376,1195,1302,640,197,427,1043,1239,7796,318,983,1332,1288,956,943,364,144,467,457,544,342,14,13,78,94,24,90,0,29,0,0,0,8925,19,590,1191,2642,2496,879,498,31,239,179,161
"Gilmer County School District, Georgia","1302340",28441,1573,4466,2071,2915,3401,3994,2111,753,1537,3544,2076,16803,1352,3352,1377,1693,1805,2223,1050,262,881,1777,1031,9746,210,967,558,838,1036,1471,924,443,622,1653,1024,183,11,39,0,15,31,17,9,39,22,0,0,1709,0,108,136,369,529,283,128,9,12,114,21
"Glascock County School District, Georgia","1302370",3086,161,614,237,296,407,476,228,36,86,259,286,2741,158,588,208,265,371,405,198,29,84,225,210,313,3,26,23,31,28,59,26,7,0,34,76,15,0,0,0,0,4,11,0,0,0,0,0,17,0,0,6,0,4,1,4,0,2,0,0
"Glynn County School District, Georgia","1302400",80937,5167,13887,6791,9890,9663,11454,5113,2197,3591,7789,5395,47707,4487,11192,4660,5125,5254,5539,2748,1068,1575,3318,2741,27686,604,2260,1634,3405,3380,4976,2090,1039,1797,4136,2365,895,27,204,32,127,174,109,92,27,71,6,26,4649,49,231,465,1233,855,830,183,63,148,329,263
"Gordon County School District, Georgia","1302430",39829,2490,7688,3493,4465,5817,6243,2534,952,1379,3136,1632,28487,2304,6468,2670,3311,3645,3602,1623,623,869,2116,1256,9254,186,1111,646,820,1594,2105,776,329,418,913,356,101,0,0,0,48,31,17,0,0,0,5,0,1987,0,109,177,286,547,519,135,0,92,102,20
"Grady County School District, Georgia","1302460",25239,1793,4652,2067,3222,3013,3446,1792,529,889,2285,1551,17293,1536,3829,1314,2108,1539,2161,1118,322,667,1570,1129,6389,251,769,589,485,1086,1105,628,188,195,671,422,70,6,4,15,0,0,45,0,0,0,0,0,1487,0,50,149,629,388,135,46,19,27,44,0
"Greene County School District, Georgia","1302490",16190,914,2314,1022,1711,1729,1910,1181,582,1017,2558,1252,11285,857,2180,920,1270,971,1439,760,376,498,1306,708,4186,43,98,92,214,519,426,345,189,505,1223,532,42,0,0,0,2,9,8,19,0,0,4,0,677,14,36,10,225,230,37,57,17,14,25,12
"Spalding County School District, Georgia","1302520",63946,4473,11432,5726,8416,7937,8744,3412,1694,2740,5600,3772,48933,4354,10101,4587,5946,6026,6066,2549,1151,1955,3702,2496,12355,98,911,866,1769,1472,2207,788,543,758,1775,1168,509,0,118,0,151,79,52,30,0,13,39,27,2149,21,302,273,550,360,419,45,0,14,84,81
"Gwinnett County School District, Georgia","1302550",830462,60302,175532,73831,114478,131640,125883,46754,16325,21470,40802,23445,296004,53628,109615,27174,25855,22779,23395,9518,3796,4651,9629,5964,314075,5438,50487,28331,41850,53738,59815,23564,7939,11432,19963,11518,16548,429,2417,1677,3917,2835,2946,699,306,390,627,305,203835,807,13013,16649,42856,52288,39727,12973,4284,4997,10583,5658
"Habersham County School District, Georgia","1302580",43342,2564,7495,4068,5182,5704,5818,2656,1052,1697,4042,3064,28396,2415,6165,2806,3169,2889,3507,1513,662,1108,2290,1872,11153,96,1101,893,1090,1744,1734,928,350,524,1622,1071,298,53,34,54,67,25,36,16,0,0,13,0,3495,0,195,315,856,1046,541,199,40,65,117,121
"Hall County School District, Georgia","1302610",149399,10041,29561,12861,18807,20648,21529,8732,3156,4829,11754,7481,83922,9359,23162,7615,8872,7952,9452,4148,1421,2083,5789,4069,43758,470,4905,3033,4981,6983,7917,3714,1487,2297,5054,2917,1359,53,195,99,273,156,312,99,0,31,63,78,20360,159,1299,2114,4681,5557,3848,771,248,418,848,417
"Hancock County School District, Georgia","1302640",9043,473,1064,1036,1105,1071,1288,670,244,510,1009,573,7491,473,1016,916,911,700,1008,592,176,399,768,532,1302,0,17,115,133,276,267,71,68,83,231,41,36,0,0,0,26,0,0,0,0,0,10,0,214,0,31,5,35,95,13,7,0,28,0,0
"Haralson County School District, Georgia","1302670",22359,1306,3914,1857,2599,2868,3357,1502,680,822,2201,1253,17265,1275,3652,1651,2036,2054,2179,961,480,558,1530,889,4632,31,226,195,540,641,1088,502,200,226,622,361,115,0,26,0,0,24,57,8,0,0,0,0,347,0,10,11,23,149,33,31,0,38,49,3
"Harris County School District, Georgia","1302700",32539,1649,5770,2513,2896,4517,5433,2869,897,1234,3034,1727,20058,1580,4590,1789,1680,2601,2676,1534,483,507,1655,963,11166,69,1076,673,1133,1542,2522,1099,384,679,1299,690,540,0,29,29,7,233,106,117,0,16,3,0,775,0,75,22,76,141,129,119,30,32,77,74
"Hart County School District, Georgia","1302730",25406,1495,4050,2108,2763,2855,3617,1865,614,1110,2892,2037,16016,1156,2696,1407,1692,1670,2337,1083,354,511,1592,1518,8765,339,1289,599,902,1112,1171,750,250,570,1282,501,102,0,0,16,42,4,40,0,0,0,0,0,523,0,65,86,127,69,69,32,10,29,18,18
"Heard County School District, Georgia","1302790",11674,742,2094,1033,1266,1518,1793,855,246,446,1059,622,8675,703,1866,856,915,1128,1103,546,142,297,610,509,2902,39,220,166,351,387,679,265,87,149,449,110,75,0,8,11,0,1,11,44,0,0,0,0,22,0,0,0,0,2,0,0,17,0,0,3
"Henry County School District, Georgia","1302820",209069,13162,45475,18853,24538,33049,32312,12359,4005,5653,12566,7097,115663,11436,32472,11476,12324,16177,13724,4983,1899,2397,5368,3407,74996,1639,11469,5854,8955,12690,14844,5794,1701,2791,6338,2921,3661,53,892,303,698,841,442,154,14,109,131,24,14749,34,642,1220,2561,3341,3302,1428,391,356,729,745
"Houston County School District, Georgia","1302880",144209,10138,27433,13862,20879,19027,21068,9002,2865,4049,9252,6634,79276,8853,19171,7721,11131,9137,8964,3747,1234,1843,4434,3041,52819,1157,6590,4484,7463,7551,10066,4591,1480,1930,4283,3224,3629,113,885,611,656,543,511,193,54,9,39,15,8485,15,787,1046,1629,1796,1527,471,97,267,496,354
"Irwin County School District, Georgia","1302910",9482,571,1609,781,1269,1391,1162,622,169,467,864,577,7865,571,1508,625,1133,1046,729,538,155,409,700,451,1520,0,101,149,113,338,427,56,14,58,152,112,34,0,0,0,8,0,6,20,0,0,0,0,63,0,0,7,15,7,0,8,0,0,12,14
"Jackson County School District, Georgia","1302940",44763,2776,8434,3708,5352,6645,6661,2949,1128,1539,3660,1911,30944,2641,7249,2737,3779,3598,3877,1781,680,1031,2255,1316,12060,135,1089,846,1294,2553,2376,1007,408,482,1322,548,339,0,21,76,30,32,112,47,0,0,21,0,1420,0,75,49,249,462,296,114,40,26,62,47
"Jasper County School District, Georgia","1302970",13647,818,2537,1107,1570,1825,1996,900,384,637,1155,718,10216,732,2198,953,1142,1211,1401,660,267,389,763,500,2997,84,264,124,370,488,529,229,110,231,362,206,16,0,7,1,0,8,0,0,0,0,0,0,418,2,68,29,58,118,66,11,7,17,30,12
"Jeff Davis County School District, Georgia","1303000",15028,1093,3043,1290,1814,1839,2113,765,528,507,1241,795,12026,1036,2560,1032,1354,1536,1429,571,457,414,1005,632,2111,57,367,55,279,183,480,173,71,93,190,163,0,0,0,0,0,0,0,0,0,0,0,0,891,0,116,203,181,120,204,21,0,0,46,0
"Jefferson City School District, Georgia","1303030",9630,683,2295,503,1255,1526,1342,405,193,265,731,432,6044,572,1725,393,852,883,647,151,121,137,284,279,3027,111,556,110,277,474,587,206,72,97,447,90,85,0,14,0,38,33,0,0,0,0,0,0,474,0,0,0,88,136,108,48,0,31,0,63
"Jefferson County School District, Georgia","1303060",16554,1159,2930,1618,1832,1933,2246,967,443,819,1493,1114,13976,1069,2755,1322,1430,1522,1730,880,386,744,1250,888,2122,90,132,226,226,339,477,68,57,65,239,203,79,0,15,0,8,14,39,0,0,0,3,0,377,0,28,70,168,58,0,19,0,10,1,23
"Jenkins County School District, Georgia","1303090",8794,368,1818,673,1175,933,1180,633,276,320,763,655,7461,368,1750,558,842,763,1013,446,182,259,651,629,1055,0,68,115,285,51,144,161,89,13,103,26,83,0,0,0,0,0,0,26,0,48,9,0,195,0,0,0,48,119,23,0,5,0,0,0
"Johnson County School District, Georgia","1303120",9850,480,1520,924,1204,1507,1469,742,205,351,854,594,8126,473,1389,774,1017,1108,1145,583,169,263,671,534,1532,7,92,123,174,309,324,142,36,88,183,54,69,0,39,13,0,17,0,0,0,0,0,0,123,0,0,14,13,73,0,17,0,0,0,6
"Jones County School District, Georgia","1303150",28783,1713,5459,2314,3255,4061,4084,2002,773,1069,2458,1595,23295,1659,4766,2131,2833,2921,2961,1542,569,769,1858,1286,4799,54,565,179,318,971,1015,396,150,288,585,278,263,0,109,0,11,63,61,6,0,0,7,6,426,0,19,4,93,106,47,58,54,12,8,25
"Lamar County School District, Georgia","1303210",18128,989,2729,2809,1795,2248,2426,1384,421,595,1755,977,14736,989,2496,2503,1317,1710,1727,1111,368,445,1349,721,2873,0,223,229,359,468,635,225,53,112,350,219,147,0,0,6,48,52,0,26,0,0,0,15,372,0,10,71,71,18,64,22,0,38,56,22
"Lanier County School District, Georgia","1303240",10356,1016,1755,869,1767,1168,1481,604,248,305,663,480,6683,869,1293,676,891,610,749,392,136,262,405,400,3168,66,382,152,659,519,732,184,112,43,239,80,343,81,69,30,123,39,0,1,0,0,0,0,162,0,11,11,94,0,0,27,0,0,19,0
"Lee County School District, Georgia","1303270",28805,1857,5973,2349,3658,4569,4184,1813,705,951,1777,969,19481,1796,4789,1687,2560,2635,2324,1080,246,677,1128,559,7967,61,1066,581,864,1566,1597,634,417,218,574,389,368,0,9,40,57,70,136,26,13,0,17,0,989,0,109,41,177,298,127,73,29,56,58,21
"Liberty County School District, Georgia","1303300",54441,5054,9821,7027,9699,6258,6819,3140,953,1312,2928,1430,21283,3487,5917,1865,2443,1477,2078,1022,367,525,1232,870,26566,1324,3193,4294,5693,3863,3723,1573,452,679,1384,388,3274,243,512,561,976,389,314,150,21,36,27,45,3318,0,199,307,587,529,704,395,113,72,285,127
"Lincoln County School District, Georgia","1303330",7800,384,1152,650,644,902,1264,595,313,404,964,528,5734,371,984,574,470,679,919,387,152,312,517,369,1855,7,142,76,124,198,274,208,161,92,417,156,95,0,0,0,12,8,66,0,0,0,9,0,116,6,26,0,38,17,5,0,0,0,21,3
"Long County School District, Georgia","1303360",15967,1318,3403,1869,2317,2282,2071,575,360,553,824,395,7836,1016,2053,786,822,827,929,223,158,337,479,206,6589,273,1089,853,1039,1195,980,295,188,187,336,154,542,29,163,76,145,32,48,42,0,7,0,0,1000,0,98,154,311,228,114,15,14,22,9,35
"Lowndes County School District, Georgia","1303390",56191,4006,10983,7214,7379,7583,7649,2922,1314,1551,3457,2133,31920,3146,7944,3590,3373,4169,3776,1429,629,845,1830,1189,20952,739,2750,3164,3256,2772,3365,1271,602,607,1520,906,1185,34,202,324,270,159,125,37,16,16,2,0,2134,87,87,136,480,483,383,185,67,83,105,38
"Lumpkin County School District, Georgia","1303420",30719,1561,4573,5561,3299,3371,4094,2213,812,860,2852,1523,18801,1317,3389,3921,2151,2051,2047,1067,311,504,1346,697,10602,198,1119,1342,1061,1040,1764,1091,427,311,1433,816,124,0,0,41,32,0,30,0,0,0,17,4,1192,46,65,257,55,280,253,55,74,45,56,6
"Macon County School District, Georgia","1303450",14232,760,2208,1431,1977,1779,2128,1153,311,539,1262,684,11808,743,1976,1171,1572,1473,1747,937,195,409,959,626,2026,17,198,196,252,289,294,197,99,130,296,58,19,0,0,7,7,0,5,0,0,0,0,0,379,0,34,57,146,17,82,19,17,0,7,0
"Madison County School District, Georgia","1303480",28142,1656,4953,2287,3456,3560,4339,1786,766,1212,2621,1506,21945,1579,4687,1863,2736,2571,3054,1102,487,884,2065,917,5094,71,240,332,437,793,1061,593,278,245,527,517,163,1,17,15,33,25,46,17,0,0,9,0,940,5,9,77,250,171,178,74,1,83,20,72
"Marietta City School District, Georgia","1303510",58436,4274,8377,7371,11162,8952,7615,2426,768,1419,3414,2658,22765,3773,5669,3040,2761,1716,2061,930,176,419,1177,1043,22724,492,1946,2581,4495,4187,3398,1021,448,795,1964,1397,960,0,61,84,294,177,139,158,0,0,40,7,11987,9,701,1666,3612,2872,2017,317,144,205,233,211
"Marion County School District, Georgia","1303540",8751,503,1482,755,860,1121,1372,583,237,456,957,425,5876,460,1170,534,577,751,806,311,164,288,529,286,2218,26,287,124,143,235,448,212,73,146,389,135,116,7,25,0,0,0,56,12,0,0,16,0,541,10,0,97,140,135,62,48,0,22,23,4
"Mcduffie County School District, Georgia","1303570",21563,1470,4041,1758,2553,2624,3069,1465,614,768,2035,1166,17718,1382,3759,1606,2199,1961,2237,1096,486,508,1574,910,3359,88,235,126,258,478,730,355,128,260,445,256,192,0,6,5,1,83,91,6,0,0,0,0,294,0,41,21,95,102,11,8,0,0,16,0
"Mcintosh County School District, Georgia","1303600",14172,588,2258,1070,1174,1810,2126,1494,337,636,1565,1114,10219,491,2003,789,945,1304,1318,1136,212,393,953,675,3449,97,243,281,140,467,606,301,125,193,592,404,191,0,0,0,0,0,134,57,0,0,0,0,313,0,12,0,89,39,68,0,0,50,20,35
"Meriwether County School District, Georgia","1303630",21434,1291,3582,1837,2407,2361,3158,1911,477,711,2279,1420,17524,1256,3289,1575,2022,1794,2516,1455,418,518,1556,1125,3571,35,241,241,329,567,568,412,58,156,674,290,189,0,52,8,50,0,6,40,0,33,0,0,150,0,0,13,6,0,68,4,1,4,49,5
"Miller County School District, Georgia","1303660",6017,404,1013,501,592,740,833,443,127,228,595,541,4923,357,835,428,511,533,690,361,97,180,478,453,1023,47,178,73,81,190,117,82,21,48,100,86,26,0,0,0,0,17,0,0,9,0,0,0,45,0,0,0,0,0,26,0,0,0,17,2
"Mitchell County School District, Georgia","1303690",19288,1155,3422,1763,2605,2689,2805,1310,409,685,1497,948,15797,1112,3120,1476,1994,2047,2065,1098,322,558,1272,733,2993,12,284,284,448,497,677,209,87,88,225,182,15,0,2,0,3,2,0,0,0,8,0,0,483,31,16,3,160,143,63,3,0,31,0,33
"Monroe County School District, Georgia","1303720",26788,1483,4391,2361,3133,3128,4235,2150,746,1076,2459,1626,19983,1384,3860,1866,2391,2039,2518,1588,562,885,1853,1037,6201,99,528,481,594,1013,1534,450,174,176,574,578,200,0,0,0,65,24,89,0,0,15,7,0,404,0,3,14,83,52,94,112,10,0,25,11
"Montgomery County School District, Georgia","1303750",8848,535,1442,1103,989,1183,1201,581,177,357,837,443,7200,529,1353,799,778,847,895,456,141,292,728,382,1282,6,70,267,120,235,251,89,36,58,107,43,26,0,0,9,8,2,0,0,0,7,0,0,340,0,19,28,83,99,55,36,0,0,2,18
"Morgan County School District, Georgia","1303780",17866,989,3298,1319,1835,2167,2730,1385,383,742,1851,1167,13070,987,2826,1101,1595,1394,1595,850,225,461,1228,808,4362,2,460,153,204,728,935,519,125,254,623,359,129,0,0,12,5,38,63,6,5,0,0,0,305,0,12,53,31,7,137,10,28,27,0,0
"Murray County School District, Georgia","1303840",39416,2559,7637,3531,4959,5670,5712,2512,891,1295,2943,1707,26413,2414,6155,2463,2991,3120,3477,1306,596,708,1981,1202,9702,125,1294,743,1137,1519,1776,942,221,536,956,453,175,0,21,15,16,22,55,21,3,22,0,0,3126,20,167,310,815,1009,404,243,71,29,6,52
