"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Bamberg County, South Carolina","45009",13891,3406,1547,8938,11625,2894,1256,7475,2015,491,284,1240,3,3,0,0,248,18,7,223
"Beaufort County, South Carolina","45013",173968,20786,15092,138090,50713,10330,5741,34642,105852,7967,7321,90564,2267,208,254,1805,15136,2281,1776,11079
"Calhoun County, South Carolina","45017",14538,2659,1308,10571,10746,2011,1133,7602,3328,564,170,2594,50,0,0,50,414,84,5,325
"Dillon County, South Carolina","45033",30636,9381,3927,17328,24186,7698,2828,13660,5420,1161,912,3347,178,51,115,12,852,471,72,309
"Saluda County, South Carolina","45081",19956,4091,2989,12876,14653,3035,1965,9653,3328,497,462,2369,164,6,35,123,1811,553,527,731
"Richland County, South Carolina","45079",374266,62671,36662,274933,218064,41400,24149,152515,127788,16967,9459,101362,7369,876,730,5763,21045,3428,2324,15293
"Fairfield County, South Carolina","45039",22555,4808,3495,14252,18635,4378,3099,11158,3447,371,368,2708,79,2,0,77,394,57,28,309
"Hampton County, South Carolina","45049",18549,3407,3494,11648,15713,2998,3117,9598,2472,361,341,1770,77,8,0,69,287,40,36,211
"Greenville County, South Carolina","45045",478064,64347,43976,369741,252776,38490,26456,187830,181728,17986,11638,152104,5532,412,466,4654,38028,7459,5416,25153
"Lancaster County, South Carolina","45057",84475,13096,6723,64656,43163,9176,4598,29389,37118,3492,1787,31839,803,194,139,470,3391,234,199,2958
"Dorchester County, South Carolina","45035",149368,17600,12084,119684,74522,11699,6257,56566,65347,4802,4838,55707,2440,137,244,2059,7059,962,745,5352
"Florence County, South Carolina","45041",134942,26444,16663,91835,100325,20825,13850,65650,30092,4529,2355,23208,784,24,73,687,3741,1066,385,2290
"Laurens County, South Carolina","45059",64157,13280,8851,42026,47618,10552,6486,30580,14523,2235,2248,10040,543,53,17,473,1473,440,100,933
"McCormick County, South Carolina","45065",8445,1696,821,5928,4524,1313,597,2614,3698,366,216,3116,68,14,4,50,155,3,4,148
"Pickens County, South Carolina","45077",114654,20987,12864,80803,71362,12883,8512,49967,37844,7031,3722,27091,954,155,85,714,4494,918,545,3031
"Union County, South Carolina","45087",27243,5258,3126,18859,22861,4607,2647,15607,4114,651,405,3058,48,0,5,43,220,0,69,151
"Williamsburg County, South Carolina","45089",30446,8575,3714,18157,26239,7644,3031,15564,3731,825,558,2348,130,14,31,85,346,92,94,160
