"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Bamberg School District 2, South Carolina","4500960",5976,1819,754,3403,5039,1593,659,2787,816,226,95,495,0,0,0,0,121,0,0,121
"Barnwell School District 45, South Carolina","4501080",11963,2911,1172,7880,8586,2030,849,5707,3166,839,316,2011,88,30,0,58,123,12,7,104
"Anderson School District 5, South Carolina","4500900",79481,13498,9316,56667,51649,9683,6283,35683,24473,3040,2454,18979,573,160,68,345,2786,615,511,1660
"Bamberg School District 1, South Carolina","4500930",7915,1587,793,5535,6586,1301,597,4688,1199,265,189,745,3,3,0,0,127,18,7,102
"Barnwell School District 19, South Carolina","4501020",4640,1325,716,2599,3542,947,564,2031,983,315,152,516,9,0,0,9,106,63,0,43
"Barnwell School District 29, South Carolina","4501050",4732,1530,515,2687,3253,1178,365,1710,1413,341,97,975,11,11,0,0,55,0,53,2
"Calhoun County School District, South Carolina","4501250",14538,2659,1308,10571,10746,2011,1133,7602,3328,564,170,2594,50,0,0,50,414,84,5,325
"Beaufort County School District, South Carolina","4501110",173931,20778,15078,138075,50683,10325,5728,34630,105845,7964,7320,90561,2267,208,254,1805,15136,2281,1776,11079
"Berkeley County School District, South Carolina","4501170",200835,25648,17649,157538,103300,15913,10267,77120,83526,7638,5979,69909,3300,472,200,2628,10709,1625,1203,7881
"Charleston County School District, South Carolina","4501440",375922,57569,29799,288554,199452,36873,19998,142581,152915,16239,7652,129024,4761,781,231,3749,18794,3676,1918,13200
"Cherokee County School District, South Carolina","4501500",54140,12056,6923,35161,38784,9072,5276,24436,13925,2498,1534,9893,283,0,28,255,1148,486,85,577
"Chester County School District, South Carolina","4501530",32211,7019,3446,21746,24085,5900,2664,15521,7756,1047,748,5961,66,8,0,58,304,64,34,206
"Chesterfield County School District, South Carolina","4501560",45571,10844,6406,28321,29663,7286,4270,18107,14257,3033,2023,9201,124,9,0,115,1527,516,113,898
"Clarendon School District 1, South Carolina","4501740",8264,1807,1500,4957,5696,1567,1117,3012,2466,236,376,1854,60,0,0,60,42,4,7,31
"Clarendon School District 2, South Carolina","4501770",18475,4697,2000,11778,13919,3741,1570,8608,4091,772,402,2917,129,40,6,83,336,144,22,170
"Clarendon School District 3, South Carolina","4501800",5716,1047,724,3945,5044,911,686,3447,508,42,38,428,8,0,0,8,156,94,0,62
"Colleton County School District, South Carolina","4501830",36820,8200,6432,22188,28331,5998,5325,17008,7573,1463,1048,5062,108,62,0,46,808,677,59,72
"Dillon School District 3, South Carolina","4501950",7316,1659,1198,4459,6073,1576,963,3534,1146,83,235,828,3,0,0,3,94,0,0,94
"Darlington County School District, South Carolina","4501860",65995,14997,7532,43466,52202,12371,6102,33729,12350,2385,1307,8658,278,79,0,199,1165,162,123,880
"Dorchester School District 2, South Carolina","4502010",132843,14235,10103,108505,61376,8921,4504,47951,62254,4293,4638,53323,2344,137,216,1991,6869,884,745,5240
"Edgefield County School District, South Carolina","4502070",23978,3715,2788,17475,11103,2148,1618,7337,12004,1461,1039,9504,133,8,0,125,738,98,131,509
"Fairfield County School District, South Carolina","4502100",22555,4808,3495,14252,18635,4378,3099,11158,3447,371,368,2708,79,2,0,77,394,57,28,309
"Florence School District 1, South Carolina","4502130",96291,15734,11965,68592,67182,11676,9613,45893,25424,3366,1955,20103,653,0,73,580,3032,692,324,2016
"Florence School District 2, South Carolina","4502160",7294,1967,1065,4262,6209,1727,1008,3474,931,142,57,732,5,0,0,5,149,98,0,51
"Georgetown County School District, South Carolina","4502280",60418,11268,6647,42503,36822,8997,4750,23075,21655,2066,1727,17862,439,38,29,372,1502,167,141,1194
"Florence School District 3, South Carolina","4502190",19611,5793,2135,11683,16782,4793,2035,9954,2418,826,70,1522,83,24,0,59,328,150,30,148
"Florence School District 4, South Carolina","4502220",6391,1702,699,3990,5445,1524,590,3331,754,78,101,575,43,0,0,43,149,100,8,41
"Florence School District 5, South Carolina","4502250",5355,1248,799,3308,4707,1105,604,2998,565,117,172,276,0,0,0,0,83,26,23,34
"Greenville County School District, South Carolina","4502310",494286,66484,46639,381163,262134,39945,28095,194094,187045,18380,12550,156115,5713,445,487,4781,39394,7714,5507,26173
"Greenwood School District 50, South Carolina","4502340",55616,13904,6065,35647,39985,10233,4830,24922,12402,2068,918,9416,432,260,10,162,2797,1343,307,1147
"Greenwood School District 51, South Carolina","4502370",6879,1371,658,4850,5632,1099,464,4069,1176,253,192,731,25,0,0,25,46,19,2,25
"Horry County School District, South Carolina","4502490",305835,51863,32906,221066,114539,24855,15134,74550,168413,21616,15122,131675,3345,619,123,2603,19538,4773,2527,12238
"Greenwood School District 52, South Carolina","4502400",7928,1406,720,5802,5532,1253,490,3789,2334,153,225,1956,0,0,0,0,62,0,5,57
"Hampton School District 1, South Carolina","4502430",12282,1849,2428,8005,10337,1610,2109,6618,1776,231,319,1226,36,8,0,28,133,0,0,133
"Hampton School District 2, South Carolina","4502460",6267,1558,1066,3643,5376,1388,1008,2980,696,130,22,544,41,0,0,41,154,40,36,78
"Jasper County School District, South Carolina","4502520",26926,6084,4894,15948,13479,3948,2902,6629,11085,1662,1641,7782,89,0,28,61,2273,474,323,1476
"Kershaw County School District, South Carolina","4502550",63338,10366,5598,47374,42137,7912,3887,30338,19183,2243,1291,15649,644,9,168,467,1374,202,252,920
"Lancaster County School District, South Carolina","4502580",84475,13096,6723,64656,43163,9176,4598,29389,37118,3492,1787,31839,803,194,139,470,3391,234,199,2958
"Laurens School District 55, South Carolina","4502610",36164,7932,4544,23688,26809,6260,3525,17024,8020,1374,930,5716,346,26,0,320,989,272,89,628
"Laurens School District 56, South Carolina","4502640",19726,4443,2714,12569,15381,3739,2097,9545,3877,527,591,2759,155,27,17,111,313,150,9,154
"Lee County School District, South Carolina","4502670",16302,4310,2910,9082,13602,3890,2415,7297,2571,401,488,1682,33,0,0,33,96,19,7,70
"Lexington School District 1, South Carolina","4502700",133573,13425,8606,111542,77631,8178,5485,63968,47532,3578,2677,41277,1457,172,47,1238,6953,1497,397,5059
"Lexington School District 2, South Carolina","4502730",63993,11457,7728,44808,41075,7680,5452,27943,17483,2939,1311,13233,1075,141,101,833,4360,697,864,2799
"Lexington School District 3, South Carolina","4502760",13652,2792,1498,9362,10801,2341,1280,7180,2275,295,124,1856,90,0,34,56,486,156,60,270
"Lexington School District 4, South Carolina","4502790",18036,5088,1898,11050,12802,3872,1402,7528,4718,938,430,3350,56,12,0,44,460,266,66,128
"Lexington School District 5, South Carolina","4502820",98436,6860,6312,85264,52039,4864,3198,43977,40634,1700,2540,36394,1402,62,92,1248,4361,234,482,3645
