"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Anderson School District 2, South Carolina","4500810",18749,3072,15677,3170,2459,3037,2145,2070,1508,339,949,13898,2589,11309,2241,1789,2284,1427,1602,1109,195,662,4656,458,4198,909,656,693,692,432,394,144,278,42,0,42,0,0,0,8,25,0,0,9,153,25,128,20,14,60,18,11,5,0,0
"Anderson School District 3, South Carolina","4500840",11448,1630,9818,2014,1596,2083,1574,1236,677,194,444,8490,1337,7153,1491,1123,1529,1201,854,482,136,337,2752,265,2487,459,451,519,339,375,195,58,91,27,0,27,0,15,0,12,0,0,0,0,179,28,151,64,7,35,22,7,0,0,16
"Anderson School District 4, South Carolina","4500870",17787,1334,16453,2954,2207,2632,2386,2297,1710,713,1554,10799,742,10057,1956,1343,1635,1448,1397,1061,370,847,6342,546,5796,928,778,931,778,852,567,320,642,133,0,133,22,16,0,62,0,33,0,0,513,46,467,48,70,66,98,48,49,23,65
"Bamberg School District 2, South Carolina","4500960",5640,1089,4551,1426,646,846,597,360,267,90,319,4461,728,3733,1160,556,698,495,331,182,51,260,1041,350,691,263,78,148,49,29,26,39,59,9,6,3,0,0,0,3,0,0,0,0,129,5,124,3,12,0,50,0,59,0,0
"Barnwell School District 45, South Carolina","4501080",9893,1847,8046,1817,1157,1609,1175,811,635,260,582,6905,1221,5684,1326,826,1174,827,638,397,144,352,2783,549,2234,474,330,421,305,167,235,110,192,88,30,58,0,0,0,22,0,0,6,30,117,47,70,17,1,14,21,6,3,0,8
"Anderson School District 5, South Carolina","4500900",67178,8087,59091,11984,7469,11339,9006,8134,4529,1881,4749,40678,4863,35815,7536,4844,7266,5408,5054,2452,1038,2217,23448,2555,20893,3896,2268,3752,3154,2824,1964,735,2300,476,42,434,100,92,83,52,73,11,0,23,2576,627,1949,452,265,238,392,183,102,108,209
"Bamberg School District 1, South Carolina","4500930",6773,1266,5507,879,834,977,1052,958,311,171,325,5460,954,4506,730,653,794,814,799,266,166,284,1181,312,869,128,156,162,206,145,45,5,22,5,0,5,3,2,0,0,0,0,0,0,127,0,127,18,23,21,32,14,0,0,19
"Barnwell School District 19, South Carolina","4501020",3764,570,3194,896,570,454,388,559,187,68,72,2874,361,2513,699,437,367,325,470,96,59,60,775,165,610,187,133,81,49,82,65,1,12,9,0,9,0,0,0,0,0,9,0,0,106,44,62,10,0,6,14,7,17,8,0
"Barnwell School District 29, South Carolina","4501050",3700,652,3048,744,583,415,279,361,345,135,186,2444,497,1947,512,416,210,133,283,230,56,107,1190,136,1054,221,167,171,144,78,115,79,79,11,0,11,11,0,0,0,0,0,0,0,55,19,36,0,0,34,2,0,0,0,0
"Calhoun County School District, South Carolina","4501250",12406,1733,10673,2301,1208,1926,1367,1786,823,194,1068,8737,1185,7552,1740,951,1179,1048,1256,491,160,727,3213,473,2740,391,241,679,306,511,279,13,320,50,0,50,18,2,30,0,0,0,0,0,406,75,331,152,14,38,13,19,53,21,21
"Beaufort County School District, South Carolina","4501110",148750,14314,134436,21587,13101,23110,19565,19786,12464,5405,19418,32963,4371,28592,6924,3687,5560,4263,3688,1925,767,1778,99185,7854,91331,12427,7950,14489,12728,13840,9369,4382,16146,1961,169,1792,240,220,216,298,298,263,38,219,14641,1920,12721,1996,1244,2845,2276,1960,907,218,1275
"Berkeley County School District, South Carolina","4501170",162928,22840,140088,23364,13799,24738,20908,21373,14789,5711,15406,72539,11980,60559,11767,6599,10561,9464,8838,6366,2213,4751,77144,8723,68421,9903,6371,11863,9225,10815,7676,2990,9578,2935,301,2634,489,169,416,433,505,194,166,262,10310,1836,8474,1205,660,1898,1786,1215,553,342,815
"Charleston County School District, South Carolina","4501440",321836,37390,284446,49445,25512,44847,36048,40868,30095,11427,46204,150945,19595,131350,28286,13886,23786,18227,17298,11954,4135,13778,147811,14018,133793,18554,9400,17111,15682,20789,16340,6705,29212,4505,532,3973,731,376,527,390,563,434,120,832,18575,3245,15330,1874,1850,3423,1749,2218,1367,467,2382
"Cherokee County School District, South Carolina","4501500",44274,7917,36357,8017,5208,7619,5073,4706,2778,1000,1956,30222,5619,24603,5377,3702,5539,3278,3210,1800,674,1023,12685,1896,10789,2464,1348,1905,1644,1341,907,326,854,283,52,231,35,0,70,7,77,8,0,34,1084,350,734,141,158,105,144,78,63,0,45
"Chester County School District, South Carolina","4501530",26268,4513,21755,4946,3178,4189,2861,2798,1847,426,1510,19116,3437,15679,3713,2529,3023,1994,1867,1374,326,853,6780,1031,5749,1162,638,1119,821,873,450,100,586,59,7,52,8,1,2,6,22,12,0,1,313,38,275,63,10,45,40,36,11,0,70
"Chesterfield County School District, South Carolina","4501560",37656,6014,31642,6785,4684,6937,4579,4281,2216,689,1471,23910,3427,20483,4625,3169,4417,2866,2684,1331,380,1011,12142,2265,9877,1930,1285,2321,1491,1434,726,264,426,131,7,124,80,0,15,8,13,8,0,0,1473,315,1158,150,230,184,214,150,151,45,34
"Clarendon School District 1, South Carolina","4501740",7336,959,6377,1877,979,1039,934,626,443,131,348,4793,686,4107,1312,709,616,594,450,209,61,156,2441,256,2185,534,258,423,340,155,222,70,183,60,0,60,18,0,0,0,21,12,0,9,42,17,25,13,12,0,0,0,0,0,0
"Clarendon School District 2, South Carolina","4501770",15318,2207,13111,3424,1918,2330,1817,1714,859,334,715,11081,1530,9551,2733,1381,1761,1279,1200,489,225,483,3772,532,3240,615,509,464,480,486,345,109,232,129,40,89,19,0,30,17,13,10,0,0,336,105,231,57,28,75,41,15,15,0,0
"Clarendon School District 3, South Carolina","4501800",5885,1736,4149,1040,601,706,641,536,308,73,244,4958,1375,3583,893,518,608,540,460,269,68,227,756,326,430,109,59,91,59,62,28,5,17,15,13,2,0,2,0,0,0,0,0,0,156,22,134,38,22,7,42,14,11,0,0
"Colleton County School District, South Carolina","4501830",30656,4644,26012,5223,3764,5841,3669,3634,1772,435,1674,22536,3314,19222,3778,2875,4325,2791,2875,1217,310,1051,7258,883,6375,1322,884,1339,837,717,545,109,622,130,73,57,22,0,0,0,22,0,13,0,732,374,358,101,5,177,41,20,10,3,1
"Dillon School District 3, South Carolina","4501950",5786,1057,4729,1287,890,751,439,650,428,103,181,4669,788,3881,1140,709,609,331,520,298,103,171,1020,269,751,147,158,142,89,130,75,0,10,3,0,3,0,0,0,3,0,0,0,0,94,0,94,0,23,0,16,0,55,0,0
"Darlington County School District, South Carolina","4501860",54913,8022,46891,10983,6692,9472,6131,6046,3284,1142,3141,41572,6019,35553,8530,5310,7105,4776,4801,2282,778,1971,11919,1735,10184,2258,1207,2098,1206,1177,914,315,1009,267,25,242,47,80,0,18,25,24,14,34,1155,243,912,148,95,269,131,43,64,35,127
"Dorchester School District 2, South Carolina","4502010",105128,13727,91401,15992,7875,13945,12218,14055,11076,4009,12231,41647,6389,35258,7480,3440,5490,4508,5950,3932,1233,3225,54827,5960,48867,6999,3850,7569,6478,7152,6241,2445,8133,2146,206,1940,406,173,102,358,335,261,68,237,6508,1172,5336,1107,412,784,874,618,642,263,636
"Edgefield County School District, South Carolina","4502070",22612,4045,18567,3845,2565,3635,2584,2248,1369,623,1698,10199,1598,8601,1797,1511,1914,1141,1026,517,261,434,11103,2194,8909,1879,959,1355,1263,1120,807,347,1179,256,43,213,84,10,28,42,44,5,0,0,1054,210,844,85,85,338,138,58,40,15,85
"Fairfield County School District, South Carolina","4502100",19192,3367,15825,3384,2157,3396,2386,2032,975,427,1068,15442,2926,12516,3033,1717,2814,1924,1541,713,187,587,3277,317,2960,312,406,462,399,471,230,228,452,79,0,79,0,2,14,0,8,32,12,11,394,124,270,39,32,106,63,12,0,0,18
"Florence School District 1, South Carolina","4502130",80437,11367,69070,13908,7892,12580,9868,9927,5692,2437,6766,53232,8068,45164,9720,5830,8320,6421,6714,3603,1299,3257,23663,2749,20914,3579,1745,3732,2983,2975,1866,1007,3027,604,99,505,116,90,55,96,57,32,27,32,2938,451,2487,493,227,473,368,181,191,104,450
"Florence School District 2, South Carolina","4502160",5577,1035,4542,1161,485,778,733,533,448,114,290,4654,916,3738,992,424,646,617,437,347,93,182,769,119,650,55,61,132,108,96,82,21,95,5,0,5,0,0,0,0,0,5,0,0,149,0,149,114,0,0,8,0,14,0,13
"Georgetown County School District, South Carolina","4502280",51425,6022,45403,9086,6177,8499,5282,6537,3216,1565,5041,28980,3988,24992,6129,3675,5020,2711,3660,1447,554,1796,20528,1840,18688,2795,2241,3087,2292,2729,1612,968,2964,428,24,404,38,88,25,70,0,83,13,87,1489,170,1319,124,173,367,209,148,74,30,194
"Florence School District 3, South Carolina","4502190",15398,2514,12884,3232,1786,2855,1706,1509,988,249,559,12935,2132,10803,2611,1468,2417,1552,1336,784,208,427,2057,322,1735,565,254,309,135,166,152,41,113,83,0,83,24,27,13,0,0,0,0,19,323,60,263,32,37,116,19,7,52,0,0
"Florence School District 4, South Carolina","4502220",5321,1050,4271,800,627,1017,813,485,262,49,218,4436,958,3478,654,591,839,651,360,182,19,182,693,32,661,137,19,111,138,110,80,30,36,43,0,43,0,9,19,0,15,0,0,0,149,60,89,9,8,48,24,0,0,0,0
"Florence School District 5, South Carolina","4502250",3993,635,3358,753,595,562,418,462,242,93,233,3417,480,2937,658,506,456,393,426,205,93,200,511,138,373,80,83,93,17,36,37,0,27,0,0,0,0,0,0,0,0,0,0,0,65,17,48,15,6,13,8,0,0,0,6
"Greenville County School District, South Carolina","4502310",406518,54117,352401,65089,37065,60693,48527,49236,32580,13740,45471,190202,27128,163074,33740,19656,29912,22904,23188,13586,5790,14298,173496,18356,155140,25733,14275,22374,20050,22010,16683,6889,27126,5321,913,4408,716,273,643,775,859,338,125,679,37499,7720,29779,4900,2861,7764,4798,3179,1973,936,3368
"Greenwood School District 50, South Carolina","4502340",47050,6700,40350,9338,5547,7635,5029,5501,3448,1063,2789,32388,4846,27542,6855,3929,5332,3309,3865,2140,747,1365,11865,1411,10454,1825,1133,1738,1578,1447,1130,272,1331,349,55,294,130,52,15,10,0,23,44,20,2448,388,2060,528,433,550,132,189,155,0,73
"Greenwood School District 51, South Carolina","4502370",5686,782,4904,939,733,1080,673,702,439,91,247,4540,613,3927,706,541,862,591,618,322,78,209,1075,163,912,209,192,208,75,84,104,13,27,25,0,25,0,0,7,7,0,0,0,11,46,6,40,24,0,3,0,0,13,0,0
"Horry County School District, South Carolina","4502490",261259,26926,234333,43250,31452,47171,35279,32950,19104,7104,18023,80230,10593,69637,15834,10769,13687,9518,9023,4954,1833,4019,159245,13510,145735,23864,18483,28172,22436,22153,13189,4700,12738,3160,268,2892,608,344,459,557,368,287,106,163,18624,2555,16069,2944,1856,4853,2768,1406,674,465,1103
"Greenwood School District 52, South Carolina","4502400",6389,594,5795,997,845,1261,764,803,454,205,466,4133,400,3733,734,552,851,452,564,282,152,146,2208,185,2023,249,282,405,312,230,172,53,320,0,0,0,0,0,0,0,0,0,0,0,48,9,39,14,11,5,0,9,0,0,0
"Hampton School District 1, South Carolina","4502430",9958,1465,8493,1417,1195,2164,1453,1285,446,209,324,8109,1329,6780,1001,971,1834,1253,1041,277,183,220,1713,119,1594,382,224,326,179,216,169,26,72,26,3,23,8,0,0,0,15,0,0,0,110,14,96,26,0,4,21,13,0,0,32
"Hampton School District 2, South Carolina","4502460",6434,1464,4970,1384,833,942,890,508,166,124,123,4571,906,3665,884,671,714,650,404,156,104,82,1400,387,1013,340,135,185,198,104,10,20,21,87,26,61,41,20,0,0,0,0,0,0,376,145,231,119,7,43,42,0,0,0,20
"Jasper County School District, South Carolina","4502520",22246,3177,19069,4320,2499,4073,3034,2582,1138,363,1060,9972,1657,8315,2214,1415,1696,1386,902,331,96,275,9895,977,8918,1991,903,1610,1262,1473,711,251,717,96,0,96,7,53,0,0,0,8,16,12,2283,543,1740,108,128,767,386,207,88,0,56
"Kershaw County School District, South Carolina","4502550",51444,8450,42994,7961,4946,7458,6271,7035,4469,1681,3173,32210,5551,26659,5463,3264,4985,3954,3997,2734,750,1512,17447,2594,14853,2187,1538,2203,2003,2844,1620,899,1559,483,76,407,61,29,54,86,49,87,8,33,1304,229,1075,250,115,216,228,145,28,24,69
"Lancaster County School District, South Carolina","4502580",70767,10706,60061,10623,7363,10789,8604,8614,5504,2185,6379,35942,6538,29404,6012,4469,5501,4356,4291,2447,628,1700,30910,3553,27357,4064,2619,4586,3681,3958,2761,1501,4187,676,110,566,229,59,54,19,61,38,10,96,3239,505,2734,318,216,648,548,304,258,46,396
"Laurens School District 55, South Carolina","4502610",30113,4213,25900,5040,3710,5944,3408,3661,2177,593,1367,21298,3083,18215,3796,2721,4024,2344,2670,1488,449,723,7506,899,6607,1077,917,1562,843,835,655,136,582,308,15,293,64,4,42,82,77,12,3,9,1001,216,785,103,68,316,139,79,22,5,53
"Laurens School District 56, South Carolina","4502640",17808,2211,15597,4256,2698,2982,1934,1796,1054,251,626,13141,1622,11519,3160,2057,2274,1489,1224,746,158,411,4107,515,3592,845,564,638,420,539,292,84,210,137,20,117,33,24,13,7,31,0,9,0,423,54,369,218,53,57,18,2,16,0,5
"Lee County School District, South Carolina","4502670",14727,3475,11252,3148,1721,2145,1567,1230,669,175,597,11995,2643,9352,2695,1520,1755,1301,990,474,128,489,2594,802,1792,453,173,381,216,227,192,47,103,42,9,33,0,9,0,11,8,0,0,5,96,21,75,0,19,9,39,5,3,0,0
"Lexington School District 1, South Carolina","4502700",107346,14329,93017,14244,7861,14337,12088,15525,11689,4228,13045,56472,7606,48866,8481,4258,7276,6668,8476,5862,2114,5731,42882,4985,37897,4924,3183,5440,4822,6273,5162,1813,6280,1370,125,1245,216,73,217,95,125,220,107,192,6622,1613,5009,623,347,1404,503,651,445,194,842
"Lexington School District 2, South Carolina","4502730",53602,5633,47969,7952,5934,9553,8106,7084,4323,1482,3535,32175,3772,28403,4954,3585,5987,4701,3975,2314,874,2013,16135,1227,14908,2344,1872,2416,2433,2449,1620,539,1235,1072,91,981,140,83,127,222,169,148,8,84,4220,543,3677,514,394,1023,750,491,241,61,203
"Lexington School District 3, South Carolina","4502760",11176,1520,9656,1971,1259,2003,1179,1371,796,275,802,8560,1262,7298,1535,968,1568,920,986,666,182,473,2070,151,1919,364,207,325,205,302,130,93,293,90,10,80,0,0,34,8,38,0,0,0,456,97,359,72,84,76,46,45,0,0,36
"Lexington School District 4, South Carolina","4502790",14311,2287,12024,2684,1730,2238,2089,1686,839,244,514,9499,1616,7883,1970,1109,1458,1379,1104,456,140,267,4324,512,3812,672,551,722,624,550,369,97,227,56,0,56,9,3,0,15,15,14,0,0,432,159,273,33,67,58,71,17,0,7,20
"Lexington School District 5, South Carolina","4502820",80047,8041,72006,11156,4965,9825,9623,11642,8588,3562,12645,37327,4451,32876,5727,2368,4494,4607,5780,3747,1591,4562,37370,3071,34299,4667,2168,4590,4267,5281,4361,1800,7165,1253,31,1222,254,91,116,187,198,104,112,160,4097,488,3609,508,338,625,562,383,376,59,758
