"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Chesterfield County School District, South Carolina","4501560",45543,10175,5502,29866,30346,7224,3910,19212,13935,2777,1400,9758,98,34,0,64,1164,140,192,832
"Clarendon School District 1, South Carolina","4501740",9332,1725,2358,5249,6690,1403,1774,3513,2494,317,531,1646,18,0,0,18,130,5,53,72
"Clarendon School District 2, South Carolina","4501770",18679,4089,3075,11515,13232,2925,2237,8070,4997,1101,736,3160,95,0,56,39,355,63,46,246
"Clarendon School District 3, South Carolina","4501800",5190,1054,711,3425,4748,1027,628,3093,361,27,59,275,15,0,0,15,66,0,24,42
"Colleton County School District, South Carolina","4501830",38395,8747,5440,24208,28410,6850,3581,17979,8942,1833,1703,5406,163,62,0,101,880,2,156,722
"Darlington County School District, South Carolina","4501860",67407,13677,7526,46204,55894,11840,6070,37984,10246,1618,1317,7311,160,46,0,114,1107,173,139,795
"Dillon School District 1, South Carolina","4501890",4967,1677,411,2879,4118,1460,288,2370,787,171,113,503,16,0,10,6,46,46,0,0
"Dillon School District 2, South Carolina","4501920",18516,6505,3666,8345,14741,5079,2765,6897,3203,1072,708,1423,37,12,0,25,535,342,193,0
"Dillon School District 3, South Carolina","4501950",7653,2276,1040,4337,6612,2043,944,3625,989,215,95,679,17,0,0,17,35,18,1,16
"Dorchester School District 2, South Carolina","4502010",116687,13136,9435,94116,54310,7583,5483,41244,54807,4659,3159,46989,2247,199,47,2001,5323,695,746,3882
"Edgefield County School District, South Carolina","4502070",23988,4659,2397,16932,11469,2474,1429,7566,11658,1771,944,8943,121,30,0,91,740,384,24,332
"Fairfield County School District, South Carolina","4502100",23512,5037,2854,15621,19205,4431,2443,12331,4017,605,403,3009,106,0,8,98,184,1,0,183
"Florence School District 1, South Carolina","4502130",93032,16170,9178,67684,65961,13240,6770,45951,23839,2646,1953,19240,530,71,49,410,2702,213,406,2083
"Florence School District 2, South Carolina","4502160",6974,1130,1153,4691,6049,928,947,4174,644,118,136,390,3,0,0,3,278,84,70,124
"Florence School District 3, South Carolina","4502190",19799,5016,2258,12525,17430,4256,2032,11142,2080,645,210,1225,82,21,0,61,207,94,16,97
"Florence School District 4, South Carolina","4502220",6903,2446,727,3730,5670,2048,626,2996,801,211,97,493,22,13,4,5,410,174,0,236
"Florence School District 5, South Carolina","4502250",5737,998,1515,3224,5122,961,1271,2890,607,34,244,329,3,3,0,0,5,0,0,5
"Georgetown County School District, South Carolina","4502280",59664,12452,6576,40636,37411,9630,4837,22944,20381,2009,1620,16752,319,60,28,231,1553,753,91,709
"Greenville County School District, South Carolina","4502310",448636,66648,42746,339242,243781,41500,24656,177625,163679,17235,11989,134455,4874,565,270,4039,36302,7348,5831,23123
"Greenwood School District 50, South Carolina","4502340",55894,10898,6257,38739,41158,8350,4833,27975,11749,1773,1042,8934,387,46,0,341,2600,729,382,1489
"Greenwood School District 51, South Carolina","4502370",7590,1588,1506,4496,5858,1296,1025,3537,1493,178,475,840,30,0,0,30,209,114,6,89
"Greenwood School District 52, South Carolina","4502400",7449,645,836,5968,5563,547,678,4338,1769,36,138,1595,38,31,3,4,79,31,17,31
"Hampton School District 1, South Carolina","4502430",12991,2687,1857,8447,10139,2217,1436,6486,2757,466,397,1894,10,0,0,10,85,4,24,57
"Hampton School District 2, South Carolina","4502460",6702,1755,946,4001,4929,1256,578,3095,1552,453,343,756,25,0,0,25,196,46,25,125
"Horry County School District, South Carolina","4502490",261710,43830,28950,188930,103607,22276,13646,67685,138788,17127,12164,109497,2010,271,209,1530,17305,4156,2931,10218
"Jasper County School District, South Carolina","4502520",22864,4898,3133,14833,13792,3321,2100,8371,6696,1041,674,4981,79,0,0,79,2297,536,359,1402
"Kershaw County School District, South Carolina","4502550",60476,9573,8266,42637,41350,7464,5882,28004,16537,1541,1890,13106,647,66,121,460,1942,502,373,1067
"Lancaster County School District, South Carolina","4502580",73108,15224,7191,50693,44472,10817,5114,28541,25908,3904,1632,20372,375,13,136,226,2353,490,309,1554
"Laurens School District 55, South Carolina","4502610",37091,6411,4085,26595,28112,4807,3217,20088,7807,1183,783,5841,164,0,5,159,1008,421,80,507
"Laurens School District 56, South Carolina","4502640",17912,4030,2430,11452,14437,3350,1942,9145,3058,560,442,2056,61,11,8,42,356,109,38,209
"Lee County School District, South Carolina","4502670",17630,4739,2288,10603,15253,4291,1938,9024,2077,448,315,1314,31,0,0,31,269,0,35,234
"Lexington School District 1, South Carolina","4502700",114391,10668,8081,95642,68618,6395,5115,57108,39709,3227,2085,34397,1665,138,18,1509,4399,908,863,2628
"Lexington School District 2, South Carolina","4502730",62193,10097,6235,45861,39674,6798,4268,28608,16544,2061,1241,13242,598,62,0,536,5377,1176,726,3475
"Lexington School District 3, South Carolina","4502760",13426,2511,1312,9603,10754,1900,1127,7727,2247,543,185,1519,58,0,0,58,367,68,0,299
"Lexington School District 4, South Carolina","4502790",17657,2189,2755,12713,11805,1656,1824,8325,4851,415,800,3636,133,42,52,39,868,76,79,713
"Lexington School District 5, South Carolina","4502820",90230,6904,5213,78113,47787,4171,3242,40374,37849,2518,1534,33797,1122,0,98,1024,3472,215,339,2918
"Marion School District 1, South Carolina","4502850",15012,3956,2064,8992,11583,3039,1820,6724,3123,917,244,1962,0,0,0,0,306,0,0,306
"Marion School District 2, South Carolina","4502880",11432,2701,1559,7172,9674,2167,1446,6061,1631,504,92,1035,51,30,21,0,76,0,0,76
"Marlboro County School District, South Carolina","4502970",25495,7367,3612,14516,19083,6276,2792,10015,6247,1049,808,4390,39,18,0,21,126,24,12,90
"McCormick County School District, South Carolina","4503000",8863,1289,859,6715,5329,1076,711,3542,3387,199,127,3061,37,4,11,22,110,10,10,90
"Newberry County School District, South Carolina","4503030",36316,5973,3863,26480,27726,4754,2763,20209,6361,755,430,5176,175,10,5,160,2054,454,665,935
"Oconee County School District, South Carolina","4503060",72834,13198,6838,52798,43858,8837,4436,30585,26113,3811,2103,20199,344,50,18,276,2519,500,281,1738
"Orangeburg School District 3, South Carolina","4503150",21044,6316,3266,11462,16962,5309,2533,9120,3778,976,711,2091,63,20,3,40,241,11,19,211
"Orangeburg School District 4, South Carolina","4503180",20480,3487,2819,14174,16418,2748,2364,11306,3660,567,312,2781,42,5,0,37,360,167,143,50
"Orangeburg School District 5, South Carolina","4503210",47022,11907,5751,29364,37438,9661,4431,23346,8199,1927,1229,5043,294,65,28,201,1091,254,63,774
"Pickens County School District, South Carolina","4503330",110248,20089,11622,78537,69977,12812,7732,49433,34785,5725,3043,26017,880,267,171,442,4606,1285,676,2645
"Richland School District 1, South Carolina","4503360",184984,43433,20401,121150,121974,30214,13790,77970,52499,10639,5525,36335,2726,561,137,2028,7785,2019,949,4817
"Richland School District 2, South Carolina","4503390",119826,9133,8206,102487,59273,5158,4317,49798,47732,2603,2485,42644,2847,185,160,2502,9974,1187,1244,7543
"Saluda County School District, South Carolina","4503460",14279,2453,1723,10103,11016,1733,1294,7989,1894,279,132,1483,58,9,0,49,1311,432,297,582
"Spartanburg School District 1, South Carolina","4503480",30268,4952,3324,21992,19071,3138,2174,13759,9829,1235,1084,7510,173,0,5,168,1195,579,61,555
"Spartanburg School District 2, South Carolina","4503510",54481,7470,5147,41864,34560,4153,3802,26605,15366,2237,1018,12111,329,26,0,303,4226,1054,327,2845
"Spartanburg School District 3, South Carolina","4503540",16163,3377,1890,10896,12288,2645,1285,8358,3604,704,488,2412,24,0,0,24,247,28,117,102
"Spartanburg School District 4, South Carolina","4503570",16272,2742,2081,11449,12039,2088,1617,8334,3901,618,318,2965,45,21,0,24,287,15,146,126
"Spartanburg School District 5, South Carolina","4503600",40986,4483,3802,32701,25689,3130,2526,20033,12588,1103,875,10610,360,62,52,246,2349,188,349,1812
"Spartanburg School District 6, South Carolina","4503630",57193,8811,5424,42958,35092,5450,3235,26407,16764,2062,1615,13087,327,47,17,263,5010,1252,557,3201
"Spartanburg School District 7, South Carolina","4503660",52438,11651,6252,34535,36427,9354,4486,22587,13607,2025,1332,10250,286,44,71,171,2118,228,363,1527
"Sumter School District 17, South Carolina","4503690",49689,8868,6245,34576,32623,7111,4193,21319,14416,1481,1830,11105,877,60,52,765,1773,216,170,1387
"Sumter School District 2, South Carolina","4503720",54151,10121,8178,35852,35537,7423,5987,22127,15884,2309,2068,11507,925,41,36,848,1805,348,87,1370
"Union County School District, South Carolina","4503750",28628,5654,3868,19106,23886,4885,3185,15816,4393,718,580,3095,162,42,55,65,187,9,48,130
"Williamsburg County School District, South Carolina","4503780",32816,10757,5052,17007,28395,9409,4304,14682,4304,1348,735,2221,26,0,0,26,91,0,13,78
"York School District 1, South Carolina","4503810",30278,5632,4322,20324,16574,3486,2161,10927,12524,1893,1897,8734,59,9,12,38,1121,244,252,625
"York School District 2, South Carolina","4503840",32839,3675,1921,27243,8112,852,632,6628,23428,2563,1255,19610,475,173,0,302,824,87,34,703
"York School District 3, South Carolina","4503870",106378,15732,10734,79912,57118,10241,6886,39991,44115,4361,3439,36315,711,171,78,462,4434,959,331,3144
"York School District 4, South Carolina","4503900",47427,2977,2074,42376,9512,983,621,7908,34366,1538,1390,31438,608,17,7,584,2941,439,56,2446
"School District Not Defined, South Carolina","4599997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Remainder of South Carolina, South Carolina","4599999",4173,309,704,3160,968,147,130,691,2628,104,463,2061,241,0,46,195,336,58,65,213
