"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Spartanburg School District 5, South Carolina","4503600",37.3,33.7,41.8,44.8,38.7
"Spartanburg School District 6, South Carolina","4503630",36,31.6,42.5,35.9,35.3
"Spartanburg School District 7, South Carolina","4503660",38.7,34.4,46.4,46.1,39.7
"Sumter School District 17, South Carolina","4503690",37.7,32.6,42.6,33.9,40.1
"Sumter School District 2, South Carolina","4503720",33.9,32.8,35.7,33.4,37.6
"Union County School District, South Carolina","4503750",42,41,47,25.6,52.7
"Williamsburg County School District, South Carolina","4503780",40.6,42.7,34.6,25.7,36.2
"York School District 1, South Carolina","4503810",38.1,35.1,41,35.4,40.3
"York School District 2, South Carolina","4503840",40.9,41.4,40.4,39.2,47.1
"York School District 3, South Carolina","4503870",34.8,33.2,36.3,39.1,34.2
"York School District 4, South Carolina","4503900",38.2,32.4,38.4,41.2,43.4
"Remainder of South Carolina, South Carolina","4599999",21.4,19.8,21.2,21.5,28.8
