"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Union County, South Carolina","45087",28628,5654,3868,19106,23886,4885,3185,15816,4393,718,580,3095,162,42,55,65,187,9,48,130
"Williamsburg County, South Carolina","45089",32816,10757,5052,17007,28395,9409,4304,14682,4304,1348,735,2221,26,0,0,26,91,0,13,78
"York County, South Carolina","45091",216922,28016,19051,169855,91316,15562,10300,65454,114433,10355,7981,96097,1853,370,97,1386,9320,1729,673,6918
"Abbeville County, South Carolina","45001",24698,4842,3172,16684,19646,3999,2428,13219,4573,755,627,3191,112,11,0,101,367,77,117,173
"Aiken County, South Carolina","45003",155663,28811,15592,111260,66567,15362,7767,43438,82550,12000,7374,63176,1485,179,46,1260,5061,1270,405,3386
"Allendale County, South Carolina","45005",9280,3731,1181,4368,7702,3240,999,3463,1468,446,182,840,0,0,0,0,110,45,0,65
"Anderson County, South Carolina","45007",182361,28789,19804,133768,126334,21902,14411,90021,49718,5898,4566,39254,1490,256,108,1126,4819,733,719,3367
"Bamberg County, South Carolina","45009",15079,4619,1543,8917,12111,3562,1200,7349,2725,961,318,1446,19,0,0,19,224,96,25,103
"Barnwell County, South Carolina","45011",22288,5884,2796,13608,16913,4700,2060,10153,4976,1009,676,3291,133,16,60,57,266,159,0,107
"Beaufort County, South Carolina","45013",151410,16165,13703,121542,43639,7784,5861,29994,89785,5263,5101,79421,1766,118,287,1361,16220,3000,2454,10766
"Berkeley County, South Carolina","45015",170923,23731,16723,130469,90130,14739,9967,65424,67485,6661,4725,56099,2816,127,207,2482,10492,2204,1824,6464
"Calhoun County, South Carolina","45017",15078,2618,2205,10255,11929,2170,1704,8055,2914,431,463,2020,11,0,8,3,224,17,30,177
"Charleston County, South Carolina","45019",336269,56559,30646,249064,179834,37071,19360,123403,133780,15704,8251,109825,3658,539,207,2912,18997,3245,2828,12924
"Cherokee County, South Carolina","45021",54194,11046,7452,35696,38922,8563,5231,25128,13557,2243,1740,9574,281,15,71,195,1434,225,410,799
"Chester County, South Carolina","45023",32660,7978,4320,20362,25116,6778,3341,14997,7124,1098,967,5059,104,0,0,104,316,102,12,202
"Chesterfield County, South Carolina","45025",45543,10175,5502,29866,30346,7224,3910,19212,13935,2777,1400,9758,98,34,0,64,1164,140,192,832
"Clarendon County, South Carolina","45027",33201,6868,6144,20189,24670,5355,4639,14676,7852,1445,1326,5081,128,0,56,72,551,68,123,360
"Colleton County, South Carolina","45029",38395,8747,5440,24208,28410,6850,3581,17979,8942,1833,1703,5406,163,62,0,101,880,2,156,722
"Darlington County, South Carolina","45031",67407,13677,7526,46204,55894,11840,6070,37984,10246,1618,1317,7311,160,46,0,114,1107,173,139,795
"Dillon County, South Carolina","45033",31136,10458,5117,15561,25471,8582,3997,12892,4979,1458,916,2605,70,12,10,48,616,406,194,16
"Dorchester County, South Carolina","45035",131641,15883,11206,104552,65545,9891,6815,48839,58303,5056,3553,49694,2302,204,47,2051,5491,732,791,3968
"Edgefield County, South Carolina","45037",23988,4659,2397,16932,11469,2474,1429,7566,11658,1771,944,8943,121,30,0,91,740,384,24,332
"Fairfield County, South Carolina","45039",23512,5037,2854,15621,19205,4431,2443,12331,4017,605,403,3009,106,0,8,98,184,1,0,183
"Florence County, South Carolina","45041",132445,25760,14831,91854,100232,21433,11646,67153,27971,3654,2640,21677,640,108,53,479,3602,565,492,2545
