"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"South Plainfield Borough School District, New Jersey","3415360",23916,865,1282,21769,13896,444,601,12851,3567,129,114,3324,395,42,38,315,6058,250,529,5279
"Teaneck Township School District, New Jersey","3416080",39916,2536,2090,35290,13347,715,1013,11619,16633,829,519,15285,855,97,15,743,9081,895,543,7643
"South River Borough School District, New Jersey","3415390",16329,1586,1475,13268,8788,725,861,7202,2168,280,172,1716,240,0,0,240,5133,581,442,4110
"Sparta Township School District, New Jersey","3415510",19002,368,571,18063,11610,249,364,10997,5338,70,124,5144,205,4,0,201,1849,45,83,1721
"Spotswood Borough School District, New Jersey","3415540",10764,662,431,9671,6546,239,280,6027,2693,215,103,2375,106,10,0,96,1419,198,48,1173
"Springfield Township School District, New Jersey","3415630",17512,888,489,16135,9778,508,177,9093,3356,45,61,3250,371,0,0,371,4007,335,251,3421
"Summit City School District, New Jersey","3415900",22056,1114,877,20065,9147,274,323,8550,7199,289,86,6824,373,51,0,322,5337,500,468,4369
"Tenafly Borough School District, New Jersey","3416110",14819,629,553,13637,4001,109,174,3718,5458,153,2,5303,223,0,0,223,5137,367,377,4393
"Toms River Regional School District, New Jersey","3416230",106756,7726,5755,93275,76630,5583,3749,67298,20079,1203,1190,17686,1237,169,131,937,8810,771,685,7354
"Trenton City School District, New Jersey","3416290",81318,22166,12410,46742,43886,12797,6596,24493,12563,3225,1683,7655,4381,1119,807,2455,20488,5025,3324,12139
"Union City School District, New Jersey","3416380",69371,15954,9684,43733,19317,4958,2948,11411,6000,1060,377,4563,3022,703,636,1683,41032,9233,5723,26076
"Union Township School District, New Jersey","3416500",56856,3550,3307,49999,31042,2129,1999,26914,6982,441,395,6146,1245,126,24,1095,17587,854,889,15844
"Upper Freehold Regional School District, New Jersey","3416560",8789,235,237,8317,5941,226,119,5596,2132,9,118,2005,41,0,0,41,675,0,0,675
"Vineland City School District, New Jersey","3416800",59414,9825,6349,43240,36179,5450,3350,27379,9167,1334,894,6939,6468,1441,1102,3925,7600,1600,1003,4997
"Wall Township School District, New Jersey","3416890",25579,1528,837,23214,19042,1147,605,17290,4835,283,118,4434,185,30,25,130,1517,68,89,1360
"Vernon Township School District, New Jersey","3416710",22528,1058,446,21024,15659,686,241,14732,4998,167,93,4738,432,38,44,350,1439,167,68,1204
"Verona Borough School District, New Jersey","3416740",13585,387,401,12797,8177,213,161,7803,3299,18,100,3181,98,17,0,81,2011,139,140,1732
"Waldwick Borough School District, New Jersey","3416860",9985,434,342,9209,5779,163,110,5506,2578,217,146,2215,84,0,0,84,1544,54,86,1404
"Wallington Borough School District, New Jersey","3416920",11694,1197,851,9646,5524,562,282,4680,1042,85,42,915,170,11,0,159,4958,539,527,3892
"Wayne Township School District, New Jersey","3417280",52300,2347,1792,48161,32335,1326,997,30012,9080,257,172,8651,534,28,0,506,10351,736,623,8992
"Weehawken Township School District, New Jersey","3417310",14256,1641,698,11917,4775,530,105,4140,4151,394,183,3574,382,38,20,324,4948,679,390,3879
"West Deptford Township School District, New Jersey","3417430",21200,1110,1085,19005,13474,773,675,12026,6569,328,325,5916,204,0,5,199,953,9,80,864
"West Milford Township School District, New Jersey","3417520",26390,1304,690,24396,18743,964,417,17362,5868,195,232,5441,90,0,0,90,1689,145,41,1503
"West New York Town School District, New Jersey","3417580",53171,11635,5726,35810,13707,3717,1568,8422,6014,660,379,4975,1475,366,127,982,31975,6892,3652,21431
"West Orange Town School District, New Jersey","3417610",46672,3536,2120,41016,22360,1614,958,19788,10126,604,329,9193,435,85,5,345,13751,1233,828,11690
"West Wildwood Borough School District, New Jersey","3417670",433,43,20,370,122,16,12,94,295,27,8,260,5,0,0,5,11,0,0,11
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",51389,1793,925,48671,14511,713,178,13620,13607,338,197,13072,511,24,8,479,22760,718,542,21500
"Westfield Town School District, New Jersey","3417760",30377,807,325,29245,15762,369,125,15268,10667,260,117,10290,514,3,5,506,3434,175,78,3181
"Westwood Regional School District, New Jersey","3417820",20538,992,422,19124,11202,231,188,10783,5217,162,50,5005,136,0,32,104,3983,599,152,3232
"Wildwood City School District, New Jersey","3417940",5136,1421,1100,2615,1970,680,291,999,2142,304,496,1342,537,297,102,138,487,140,211,136
"Willingboro Township School District, New Jersey","3418000",31353,2807,1737,26809,14045,1777,626,11642,11824,714,770,10340,755,51,47,657,4729,265,294,4170
"Winslow Township School District, New Jersey","3418060",38554,3536,2538,32480,22477,2555,1691,18231,12579,546,643,11390,672,114,14,544,2826,321,190,2315
"Woodbridge Township School District, New Jersey","3418120",97048,5303,5438,86307,49064,2513,2366,44185,14280,1000,732,12548,2101,218,198,1685,31603,1572,2142,27889
"Woodbury City School District, New Jersey","3418150",9924,1918,671,7335,6243,1525,373,4345,2909,295,177,2437,72,10,5,57,700,88,116,496
"Wood-Ridge Borough School District, New Jersey","3418300",8350,514,494,7342,5176,376,275,4525,1526,44,163,1319,75,0,0,75,1573,94,56,1423
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",7477,947,390,6140,4128,428,261,3439,2947,430,117,2400,79,5,0,74,323,84,12,227
"Remainder of New Jersey, New Jersey","3499999",1613957,95513,73958,1444486,938931,56458,42951,839522,460765,22064,16183,422518,21303,1914,1276,18113,192958,15077,13548,164333
"Allenhurst Borough School District, New Jersey","3400780",506,12,12,482,307,7,10,290,186,5,2,179,7,0,0,7,6,0,0,6
"The Chathams School District, New Jersey","3400004",19366,406,385,18575,8707,117,82,8508,7466,170,92,7204,265,7,0,258,2928,112,211,2605
"Great Meadows Regional School District, New Jersey","3400008",8359,313,273,7773,5589,247,137,5205,1965,47,110,1808,62,0,0,62,743,19,26,698
"Audubon Borough School District, New Jersey","3401050",9651,608,404,8639,6353,467,231,5655,3054,88,173,2793,53,19,0,34,191,34,0,157
"Asbury Park City School District, New Jersey","3400930",15802,4802,2286,8714,9122,3154,1211,4757,2776,642,347,1787,256,70,9,177,3648,936,719,1993
"Somerset Hills Regional School District, New Jersey","3400009",11048,424,154,10470,6114,211,81,5822,3014,137,38,2839,97,1,21,75,1823,75,14,1734
"Atlantic City School District, New Jersey","3400960",38792,15741,5154,17897,18276,8857,2163,7256,6402,1993,876,3533,1244,585,176,483,12870,4306,1939,6625
"Bayonne City School District, New Jersey","3401260",66625,10479,6787,49359,36229,5394,3566,27269,8510,1285,552,6673,2221,405,264,1552,19665,3395,2405,13865
"Belleville Town School District, New Jersey","3401350",36341,3516,2719,30106,19606,1918,1598,16090,4423,491,259,3673,1293,145,77,1071,11019,962,785,9272
"Belvidere Town School District, New Jersey","3401440",2619,174,219,2226,1715,87,137,1491,753,58,68,627,16,10,0,6,135,19,14,102
"Bloomfield Township School District, New Jersey","3401830",48268,3935,3522,40811,26106,1942,1958,22206,7750,543,353,6854,1812,257,105,1450,12600,1193,1106,10301
"Bergenfield Borough School District, New Jersey","3401500",27694,1637,1340,24717,9119,545,337,8237,7451,417,224,6810,439,35,27,377,10685,640,752,9293
"Berkeley Heights Township School District, New Jersey","3401530",13197,501,207,12489,7215,337,125,6753,3314,28,31,3255,145,0,0,145,2523,136,51,2336
"Bernards Township School District, New Jersey","3401650",26375,940,559,24876,12327,320,238,11769,7951,147,233,7571,247,19,0,228,5850,454,88,5308
"Brick Township School District, New Jersey","3402220",74485,4801,3520,66164,54770,3039,2563,49168,13670,999,531,12140,871,134,79,658,5174,629,347,4198
"Bogota Borough School District, New Jersey","3401920",8421,792,757,6872,3223,376,346,2501,2374,143,215,2016,273,46,0,227,2551,227,196,2128
"Boonton Town School District, New Jersey","3401950",8316,577,322,7417,5146,337,106,4703,1569,131,38,1400,90,17,0,73,1511,92,178,1241
"Bordentown Regional School District, New Jersey","3402030",16037,941,364,14732,10190,671,262,9257,3554,162,65,3327,328,24,11,293,1965,84,26,1855
"Bound Brook Borough School District, New Jersey","3402100",10486,746,497,9243,5183,349,253,4581,1859,45,92,1722,257,54,0,203,3187,298,152,2737
"Bridgeton City School District, New Jersey","3402250",21203,6857,4325,10021,13002,4387,2418,6197,1959,471,331,1157,713,395,107,211,5529,1604,1469,2456
"Burlington Township School District, New Jersey","3402460",22074,1012,868,20194,11412,698,305,10409,6700,267,317,6116,882,0,0,882,3080,47,246,2787
"Bridgewater-Raritan Regional School District, New Jersey","3402280",52504,2178,1840,48486,28344,1031,960,26353,9953,294,294,9365,590,26,0,564,13617,827,586,12204
"Buena Regional School District, New Jersey","3402400",11981,1486,947,9548,8316,990,566,6760,2314,189,153,1972,620,159,132,329,731,148,96,487
"Burlington City School District, New Jersey","3402430",9776,1356,943,7477,6338,809,511,5018,2431,344,164,1923,244,28,142,74,763,175,126,462
"Butler Borough School District, New Jersey","3402520",7778,292,323,7163,5085,175,155,4755,1222,43,53,1126,106,0,15,91,1365,74,100,1191
"Carteret Borough School District, New Jersey","3402820",23992,3082,1570,19340,11148,1559,356,9233,3293,539,213,2541,1395,242,394,759,8156,742,607,6807
"Caldwell-West Caldwell School District, New Jersey","3402580",18252,869,720,16663,12047,520,406,11121,3414,216,87,3111,236,29,7,200,2555,104,220,2231
"Camden City School District, New Jersey","3402640",73016,27300,10283,35433,44082,17534,5314,21234,9692,3037,1508,5147,8626,3784,1785,3057,10616,2945,1676,5995
"Cape May Point Borough School District, New Jersey","3402760",204,49,10,145,79,37,1,41,120,12,8,100,1,0,1,0,4,0,0,4
"Cedar Grove Township School District, New Jersey","3402850",11841,230,233,11378,8060,164,160,7736,1933,1,43,1889,94,1,0,93,1754,64,30,1660
"Cherry Hill Township School District, New Jersey","3403000",70200,4330,2467,63403,29581,1802,1056,26723,28339,1278,1042,26019,751,181,0,570,11529,1069,369,10091
"Cinnaminson Township School District, New Jersey","3403120",16372,951,374,15047,7321,535,133,6653,7902,323,197,7382,174,0,0,174,975,93,44,838
"Clark Township School District, New Jersey","3403150",15433,777,347,14309,11156,353,232,10571,2002,95,105,1802,175,25,0,150,2100,304,10,1786
"Clayton Borough School District, New Jersey","3403180",8449,677,764,7008,5667,510,598,4559,2321,137,80,2104,156,15,0,141,305,15,86,204
"Cliffside Park Borough School District, New Jersey","3403270",24842,2930,2483,19429,7362,722,824,5816,4935,342,295,4298,727,84,74,569,11818,1782,1290,8746
"Clifton City School District, New Jersey","3403300",85217,8104,6057,71056,41941,3995,2656,35290,10269,770,371,9128,2572,385,59,2128,30435,2954,2971,24510
"Collingswood Borough School District, New Jersey","3403420",13900,789,1080,12031,7493,449,472,6572,5657,287,589,4781,226,0,0,226,524,53,19,452
"Corbin City School District, New Jersey","3403510",495,65,35,395,388,46,30,312,96,17,5,74,4,1,0,3,7,1,0,6
"Cranford Township School District, New Jersey","3403570",23728,534,487,22707,15863,344,313,15206,5153,67,0,5086,200,0,23,177,2512,123,151,2238
"Cresskill Borough School District, New Jersey","3403600",8774,244,274,8256,2878,47,99,2732,2664,35,107,2522,132,0,0,132,3100,162,68,2870
"Delran Township School District, New Jersey","3403780",16693,1004,629,15060,9123,614,205,8304,5467,162,230,5075,206,44,0,162,1897,184,194,1519
"Deptford Township School District, New Jersey","3403900",30027,2277,1317,26433,16256,1285,685,14286,10803,744,469,9590,596,81,59,456,2372,167,104,2101
"Dover Town School District, New Jersey","3403930",19622,2434,1891,15297,7366,1050,528,5788,1575,173,94,1308,1497,212,66,1219,9184,999,1203,6982
"Dumont Borough School District, New Jersey","3403990",17873,675,657,16541,8655,354,242,8059,4106,114,81,3911,210,0,0,210,4902,207,334,4361
"Dunellen Borough School District, New Jersey","3404020",7365,691,505,6169,4561,440,188,3933,1093,44,26,1023,192,51,0,141,1519,156,291,1072
"East Brunswick Township School District, New Jersey","3404110",48421,2932,1810,43679,19881,980,388,18513,11861,598,382,10881,614,15,75,524,16065,1339,965,13761
"East Orange City School District, New Jersey","3404230",63860,12171,8167,43522,33279,7502,4528,21249,12827,2129,1533,9165,1106,224,116,766,16648,2316,1990,12342
"East Windsor Regional School District, New Jersey","3404320",32900,2964,2113,27823,14011,1196,943,11872,7408,217,466,6725,580,90,0,490,10901,1461,704,8736
"Edison Township School District, New Jersey","3404500",100990,5402,4059,91529,37630,2056,1604,33970,14126,794,483,12849,1322,40,170,1112,47912,2512,1802,43598
"Egg Harbor Township School District, New Jersey","3404560",43426,4622,1922,36882,24732,2776,1066,20890,10030,858,308,8864,1364,240,66,1058,7300,748,482,6070
"Elizabeth City School District, New Jersey","3404590",127453,23085,18382,85986,51102,10323,7666,33113,9763,1811,1021,6931,6334,1433,711,4190,60254,9518,8984,41752
"Elmwood Park Borough School District, New Jersey","3404660",20272,1555,1267,17450,10241,850,669,8722,3211,322,117,2772,421,46,59,316,6399,337,422,5640
"Emerson Borough School District, New Jersey","3404710",7448,361,163,6924,4255,165,25,4065,1761,128,61,1572,12,0,0,12,1420,68,77,1275
"Englewood City School District, New Jersey","3404740",28312,2657,1486,24169,8076,1053,224,6799,10293,660,337,9296,277,0,0,277,9666,944,925,7797
"Ewing Township School District, New Jersey","3404920",32421,3293,1875,27253,19597,1938,897,16762,7940,749,601,6590,611,122,30,459,4273,484,347,3442
"Fair Lawn Borough School District, New Jersey","3404980",33283,1288,962,31033,15265,368,431,14466,7827,386,75,7366,348,22,0,326,9843,512,456,8875
"Florence Township School District, New Jersey","3405220",12588,584,552,11452,8776,478,437,7861,2696,88,85,2523,134,0,0,134,982,18,30,934
"Fort Lee Borough School District, New Jersey","3405310",37058,4208,2254,30596,7754,896,451,6407,9212,889,376,7947,808,44,41,723,19284,2379,1386,15519
"Franklin Township School District, New Jersey","3405490",65174,3666,3630,57878,30301,2110,1581,26610,13927,491,564,12872,1035,31,0,1004,19911,1034,1485,17392
"Garfield City School District, New Jersey","3405760",31658,5614,3333,22711,14961,2763,1722,10476,2969,464,254,2251,725,163,65,497,13003,2224,1292,9487
"Glassboro Borough School District, New Jersey","3405880",17156,3649,1250,12257,9647,2226,732,6689,5602,650,197,4755,641,352,108,181,1266,421,213,632
"Glen Ridge Borough School District, New Jersey","3405940",7668,295,26,7347,3677,176,10,3491,2978,99,0,2879,97,0,0,97,916,20,16,880
"Glen Rock Borough School District, New Jersey","3405970",11955,308,148,11499,5404,72,54,5278,4913,108,51,4754,153,0,0,153,1485,128,43,1314
"Gloucester City School District, New Jersey","3406000",11250,1255,1477,8518,8201,987,1298,5916,2075,144,104,1827,169,64,62,43,805,60,13,732
"Green Brook Township School District, New Jersey","3406120",7051,414,244,6393,3821,230,156,3435,1229,90,30,1109,34,0,0,34,1967,94,58,1815
"Hackensack City School District, New Jersey","3406270",43519,6214,3783,33522,15844,2810,1113,11921,9607,851,587,8169,1034,213,88,733,17034,2340,1995,12699
"Haddonfield Borough School District, New Jersey","3406390",11432,337,131,10964,5109,180,20,4909,5801,144,100,5557,111,0,11,100,411,13,0,398
"Hackettstown Town School District, New Jersey","3406300",8836,1255,554,7027,5044,426,293,4325,1803,215,68,1520,121,12,0,109,1868,602,193,1073
"Haddon Heights Borough School District, New Jersey","3406330",7513,357,204,6952,4505,203,115,4187,2658,119,52,2487,140,11,5,124,210,24,32,154
"Haddon Township School District, New Jersey","3406360",14517,637,577,13303,8246,310,334,7602,5607,270,207,5130,60,0,0,60,604,57,36,511
"Hamilton Township School District, New Jersey","3406540",88719,6725,5509,76485,57996,3963,2909,51124,14000,840,651,12509,2181,116,188,1877,14542,1806,1761,10975
"Hammonton Town School District, New Jersey","3406570",14212,1597,740,11875,9850,1018,356,8476,2355,240,120,1995,380,86,61,233,1627,253,203,1171
"Harrison Town School District, New Jersey","3406870",15886,2567,1223,12096,5392,1035,338,4019,1619,230,150,1239,518,102,40,376,8357,1200,695,6462
"Hasbrouck Heights Borough School District, New Jersey","3406930",12253,781,339,11133,6422,304,164,5954,2472,195,37,2240,222,35,0,187,3137,247,138,2752
"Hawthorne Borough School District, New Jersey","3406990",19051,965,1318,16768,12803,527,925,11351,3047,52,119,2876,486,38,88,360,2715,348,186,2181
"Hi-Nella Borough School District, New Jersey","3407080",861,121,136,604,554,85,90,379,245,32,27,186,4,2,0,2,58,2,19,37
"Highland Park Borough School District, New Jersey","3407170",14188,1422,507,12259,5810,652,167,4991,4371,307,189,3875,188,28,28,132,3819,435,123,3261
"Hillsborough Township School District, New Jersey","3407230",40112,1452,578,38082,23770,1024,366,22380,8418,279,157,7982,361,33,0,328,7563,116,55,7392
"Hillside Township School District, New Jersey","3407290",21928,2327,1691,17910,11258,1426,767,9065,3775,305,438,3032,496,32,0,464,6399,564,486,5349
"Hopewell Valley Regional School District, New Jersey","3407530",22424,652,529,21243,11873,295,241,11337,7946,213,241,7492,243,28,4,211,2362,116,43,2203
"Hoboken City School District, New Jersey","3407350",52667,5469,1449,45749,21946,2643,607,18696,19585,987,271,18327,2267,926,275,1066,8869,913,296,7660
"Holmdel Township School District, New Jersey","3407410",16192,650,537,15005,6449,258,218,5973,5900,206,198,5496,187,0,39,148,3656,186,82,3388
"Hopatcong Borough School District, New Jersey","3407440",14451,588,636,13227,9730,343,475,8912,2787,193,103,2491,301,9,10,282,1633,43,48,1542
"Interlaken Borough School District, New Jersey","3407650",825,29,5,791,563,13,5,545,212,9,0,203,5,0,0,5,45,7,0,38
"Irvington Township School District, New Jersey","3407680",54443,12551,7021,34871,26611,6651,3483,16477,8926,2027,764,6135,1102,226,207,669,17804,3647,2567,11590
"Keansburg Borough School District, New Jersey","3407860",9725,2426,603,6696,6036,1626,368,4042,2439,525,193,1721,211,84,0,127,1039,191,42,806
"Jackson Township School District, New Jersey","3407740",56119,2271,2721,51127,34239,1304,1720,31215,16172,696,541,14935,728,55,63,610,4980,216,397,4367
"Jefferson Township School District, New Jersey","3407800",21346,1120,609,19617,15224,836,479,13909,3753,248,92,3413,122,1,0,121,2247,35,38,2174
"Jersey City School District, New Jersey","3407830",263300,49218,23656,190426,92526,22291,9406,60829,49953,6859,3123,39971,10328,2246,1111,6971,110493,17822,10016,82655
"Kearny Town School District, New Jersey","3407890",41052,4794,3818,32440,18566,2077,1740,14749,3402,343,364,2695,1220,74,124,1022,17864,2300,1590,13974
"Kenilworth Borough School District, New Jersey","3407920",8235,654,287,7294,5565,483,192,4890,774,0,19,755,146,0,0,146,1750,171,76,1503
"Keyport Borough School District, New Jersey","3407950",7105,896,714,5495,4398,540,367,3491,1456,125,287,1044,223,1,7,215,1028,230,53,745
"Kinnelon Borough School District, New Jersey","3408040",10242,270,231,9741,6608,115,132,6361,2478,125,75,2278,156,0,11,145,1000,30,13,957
"Lacey Township School District, New Jersey","3408100",28163,2250,1670,24243,21956,1791,1414,18751,4912,288,206,4418,227,28,9,190,1068,143,41,884
"Lakewood Township School District, New Jersey","3408220",97238,29261,15596,52381,53202,17594,8952,26656,27524,7718,3444,16362,3714,889,921,1904,12798,3060,2279,7459
"Leonia Borough School District, New Jersey","3408520",9181,946,440,7795,2682,191,65,2426,2407,126,105,2176,152,0,0,152,3940,629,270,3041
"Linden City School District, New Jersey","3408610",41897,4326,3904,33667,20739,2132,1999,16608,5685,517,409,4759,1385,198,345,842,14088,1479,1151,11458
"Lindenwold Borough School District, New Jersey","3408640",17471,3064,1978,12429,9274,1721,866,6687,4574,382,557,3635,536,82,82,372,3087,879,473,1735
"Longport Borough School District, New Jersey","3408671",958,31,65,862,344,12,38,294,574,19,24,531,5,0,0,5,35,0,3,32
"Livingston Township School District, New Jersey","3408820",29607,678,400,28529,14391,236,133,14022,7779,222,92,7465,352,1,0,351,7085,219,175,6691
"Lodi Borough School District, New Jersey","3408850",24500,3241,2381,18878,12039,1587,1214,9238,2828,346,224,2258,643,189,120,334,8990,1119,823,7048
"Long Branch City School District, New Jersey","3408940",30523,5452,3081,21990,15239,2470,1864,10905,5304,574,251,4479,638,115,67,456,9342,2293,899,6150
"Pennsville Township School District, New Jersey","3409120",12738,1317,815,10606,7242,798,491,5953,4860,456,267,4137,95,24,0,71,541,39,57,445
"Lyndhurst Township School District, New Jersey","3409210",21937,2076,1119,18742,12516,872,781,10863,2844,252,182,2410,414,193,21,200,6163,759,135,5269
"Madison Borough School District, New Jersey","3409240",14680,907,353,13420,7676,417,166,7093,4704,251,84,4369,184,19,0,165,2116,220,103,1793
"Old Bridge Township School District, New Jersey","3409270",66441,2604,2796,61041,30117,1022,1323,27772,20032,572,638,18822,1481,26,78,1377,14811,984,757,13070
