"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Illinois","17",10413077,1427519,8985558,1536196,783480,1360848,1115111,1229035,937765,416546,1606577,6478404,904508,5573896,1016217,488046,809068,676233,773371,616711,263482,930768,2033787,191099,1842688,286175,155011,262946,202362,230937,180983,91000,433274,125446,19931,105515,22367,11643,16086,13630,14950,9236,3390,14213,1775440,311981,1463459,211437,128780,272748,222886,209777,130835,58674,228322
"Indiana","18",5364611,642689,4721922,885844,456936,759049,652928,715946,491657,192857,566705,3429256,412293,3016963,578299,288197,480802,427248,476772,320675,122193,322777,1569543,156619,1412924,252853,144947,221895,181461,203936,146720,61295,199817,38116,5281,32835,6150,2741,5523,3568,3561,3859,1534,5899,327696,68496,259200,48542,21051,50829,40651,31677,20403,7835,38212
"Iowa","19",2537862,217305,2320557,392924,209638,363899,317061,380899,266339,99539,290258,1713762,130171,1583591,259132,139836,245455,213403,268851,189859,71370,195685,652468,57152,595316,109476,55959,94257,79417,90834,63458,24092,77823,16134,876,15258,3270,1708,2146,1797,2002,2049,483,1803,155498,29106,126392,21046,12135,22041,22444,19212,10973,3594,14947
"Kansas","20",2318621,233245,2085376,367999,191326,334673,285321,333472,216909,86982,268694,1252505,125360,1127145,212049,105646,182145,158215,182666,121057,46221,119146,853478,73379,780099,126045,71398,118580,98212,118448,82795,34497,130124,21916,1817,20099,3524,1328,3640,1865,3941,1683,904,3214,190722,32689,158033,26381,12954,30308,27029,28417,11374,5360,16210
"Kentucky","21",3612529,459306,3153223,653170,343271,538952,423786,456219,288766,117769,331290,2395128,309418,2085710,447689,235924,370051,278158,298426,187706,77262,190494,1032365,118152,914213,174427,91954,141248,121304,137331,89045,35824,123080,29104,3420,25684,4193,2589,4144,3036,4863,2053,1230,3576,155932,28316,127616,26861,12804,23509,21288,15599,9962,3453,14140
"Louisiana","22",3760394,601926,3158468,669320,364297,550767,390351,404776,281897,115206,381854,2845502,468719,2376783,527577,282818,418704,296871,299418,207403,83238,260754,704127,87457,616670,111193,63705,98408,72008,84167,60703,25230,101256,29207,4520,24687,3902,2020,5310,3550,3246,2187,477,3995,181558,41230,140328,26648,15754,28345,17922,17945,11604,6261,15849
"Maine","23",1128297,83845,1044452,187383,115900,170579,142974,154097,110838,44600,118081,675028,50708,624320,115653,76535,105953,84397,95736,65653,25314,55079,397814,26296,371518,61907,34543,56755,51685,52377,39928,17623,56700,12634,874,11760,1439,852,1616,1655,1837,1461,464,2436,42821,5967,36854,8384,3970,6255,5237,4147,3796,1199,3866
"Maryland","24",4936544,581406,4355138,683224,316603,544171,485486,577831,488336,235052,1024435,2024162,279978,1744184,346134,141645,235706,208224,243856,193589,87662,287368,1953499,163982,1789517,221281,113663,186028,173586,215773,211023,110894,557269,77185,8578,68607,9411,5185,8718,6635,8450,7706,3755,18747,881698,128868,752830,106398,56110,113719,97041,109752,76018,32741,161051
"Massachusetts","25",5738766,603079,5135687,860066,432227,641224,553695,660948,555137,265499,1166891,3189193,319629,2869564,487314,245106,367771,305714,384601,331264,153456,594338,1266592,102051,1164541,171576,82079,113614,107843,135960,120854,65779,366836,181778,25672,156106,42819,22469,21910,17523,15691,12006,5404,18284,1101203,155727,945476,158357,82573,137929,122615,124696,91013,40860,187433
"Michigan","26",8180585,959900,7220685,1358778,708366,1154982,964874,1044223,721896,302891,964675,6002438,693692,5308746,1011543,521836,852042,721353,789091,548264,222056,642561,1454517,126909,1327608,231600,133365,210422,173696,183446,127182,57121,210776,62562,10386,52176,11103,4644,6749,7095,7907,5199,2355,7124,661068,128913,532155,104532,48521,85769,62730,63779,41251,21359,104214
"Minnesota","27",4493286,356507,4136779,649818,342242,568877,518079,657593,484179,213897,702094,2840009,214169,2625840,416944,214799,363423,336923,429507,321273,136933,406038,1169985,70986,1098999,159227,87922,138274,122451,166544,127827,58100,238654,34074,4010,30064,4589,2426,3571,3713,5082,3727,1613,5343,449218,67342,381876,69058,37095,63609,54992,56460,31352,17251,52059
"Mississippi","28",2393019,399783,1993236,425553,244841,350207,277747,284180,170471,66903,173334,1651935,284110,1367825,306366,178730,249136,193168,190221,106816,42852,100536,663610,97208,566402,109068,60261,90618,75222,84611,59290,22584,64748,14905,2255,12650,2486,870,1638,1674,1624,1598,568,2192,62569,16210,46359,7633,4980,8815,7683,7724,2767,899,5858
"Missouri","29",4963584,543807,4419777,797463,450222,745836,614276,669726,441884,172131,528239,3072850,346998,2725852,513617,280518,464683,388488,417509,269405,102619,289013,1608279,147553,1460726,243712,145636,240794,194542,219113,153480,59384,204065,40596,5478,35118,5303,3730,4964,4563,5973,2827,2158,5600,241859,43778,198081,34831,20338,35395,26683,27131,16172,7970,29561
"Montana","30",859328,74488,784840,145587,80247,137246,113585,112738,74294,28350,92793,403523,37035,366488,75100,37193,60106,52663,53227,35591,12509,40099,423990,33538,390452,65612,39725,71317,57228,55711,36935,14437,49487,9535,634,8901,941,294,2116,1354,1355,612,775,1454,22280,3281,18999,3934,3035,3707,2340,2445,1156,629,1753
"Nebraska","31",1521245,131324,1389921,230196,123039,210507,191723,228599,161863,64025,179969,909764,71546,838218,141662,73233,123589,114008,138086,101548,39160,106932,465519,34163,431356,69826,38166,66572,54289,69475,49633,21612,61783,12540,1122,11418,1719,370,1925,1045,2465,1596,466,1832,133422,24493,108929,16989,11270,18421,22381,18573,9086,2787,9422
"Nevada","32",2429800,353047,2076753,324660,191002,353326,305312,320005,218841,82831,280776,369470,92221,277249,63926,25640,45972,38412,36025,24923,11639,30712,1435052,157504,1277548,183075,118305,207416,169816,194816,143407,56572,204141,45435,8268,37167,6255,3558,5686,5427,5715,4209,1531,4786,579843,95054,484789,71404,43499,94252,91657,83449,46302,13089,41137
"New Hampshire","33",1133744,91088,1042656,163753,77190,159730,128730,147689,121182,53797,190585,410505,38012,372493,69902,30592,62432,50742,55104,42353,18229,43139,630951,41668,589283,79951,40325,84481,67589,82557,70773,32026,131581,13244,862,12382,2491,642,2191,1038,1748,1143,1616,1513,79044,10546,68498,11409,5631,10626,9361,8280,6913,1926,14352
"New Jersey","34",7377448,1021566,6355882,1002066,507544,882293,687557,775835,675962,324080,1500545,3383742,499805,2883937,520538,222885,373847,308931,360253,330827,153599,613057,1836232,174291,1661941,207771,122849,201175,162357,192668,181247,92222,501652,191053,25995,165058,38333,17736,28894,20004,19237,13634,5903,21317,1966421,321475,1644946,235424,144074,278377,196265,203677,150254,72356,364519
"New Mexico","35",1681966,269402,1412564,298390,162034,248408,186794,183956,119136,49466,164380,807628,157762,649866,157165,78547,115058,86185,86190,52772,18112,55837,667877,72134,595743,106263,60244,97977,75819,80122,56827,26669,91822,19120,2763,16357,2421,1263,2736,2830,1955,1873,547,2732,187341,36743,150598,32541,21980,32637,21960,15689,7664,4138,13989
"New York","36",16410547,2322167,14088380,2480742,1268254,2073526,1635871,1806839,1439300,652120,2731728,9471012,1336167,8134845,1466813,696340,1135662,938249,1085753,865511,392879,1553638,2104141,201435,1902706,278553,142832,232087,190246,223092,206146,105950,523800,453485,59039,394446,104271,56813,61533,39009,42984,32140,11268,46428,4381909,725526,3656383,631105,372269,644244,468367,455010,335503,142023,607862
"North Carolina","37",8377139,1092471,7284668,1314974,758938,1261008,981015,1071119,692758,269984,934872,4290275,602400,3687875,772283,438750,657514,505438,540648,330931,115756,326555,3191268,321151,2870117,432769,251568,445086,358135,436879,305835,132235,507610,112658,18704,93954,17276,8914,17054,9941,12762,9634,3861,14512,782938,150216,632722,92646,59706,141354,107501,80830,46358,18132,86195
"North Dakota","38",606716,44556,562160,88600,47369,75505,76755,97782,69484,24040,82625,355998,25856,330142,50806,26637,42323,43716,59089,41651,14814,51106,215055,14022,201033,32247,17715,28188,29582,32577,24248,8462,28014,5666,618,5048,848,542,374,968,948,445,243,680,29997,4060,25937,4699,2475,4620,2489,5168,3140,521,2825
"Ohio","39",9515823,1008857,8506966,1599077,817117,1366442,1170180,1243539,881794,360864,1067953,6832432,739566,6092866,1167926,589001,972988,852171,914512,640551,260080,695637,2099991,175142,1924849,334226,182154,313562,255793,267696,198572,80166,292680,86499,9695,76804,19488,8484,11617,9973,9659,6540,2999,8044,496901,84454,412447,77437,37478,68275,52243,51672,36131,17619,71592
"Oklahoma","40",3129329,431491,2697838,526062,287531,476048,369100,390674,249309,101499,297615,1743691,255433,1488258,306995,162522,261038,204574,216313,138037,54039,144740,1140239,131751,1008488,182481,104457,174222,130957,143315,96898,41579,134579,31570,4329,27241,4773,2658,4278,3167,4166,3131,1058,4010,213829,39978,173851,31813,17894,36510,30402,26880,11243,4823,14286
"Oregon","41",3416916,380885,3036031,540441,279706,503500,389422,439433,302412,130007,451110,1333930,175959,1157971,239661,103285,182490,150878,174163,117425,50019,140050,1640699,144075,1496624,234133,141963,246680,181751,211625,157277,69349,253846,48941,5187,43754,8365,3590,6389,5410,5548,4828,2429,7195,393346,55664,337682,58282,30868,67941,51383,48097,22882,8210,50019
"Pennsylvania","42",10611437,1202333,9409104,1692735,870930,1484941,1208855,1365789,977364,426978,1381512,7380466,804207,6576259,1161770,625690,1058620,867134,994592,707168,300984,860301,2180807,233057,1947750,348746,158359,276069,229389,256675,203571,93548,381393,203792,27628,176164,49863,19586,28370,22044,24435,10689,5805,15372,846372,137441,708931,132356,67295,121882,90288,90087,55936,26641,124446
"Rhode Island","44",890333,89389,800944,146400,76267,120623,94282,104481,83893,42079,132919,456332,42889,413443,71219,39587,62531,49900,57693,47069,22075,63369,274659,25427,249232,48249,19983,31344,26761,27034,26194,14134,55533,19005,2461,16544,4445,1666,2073,2277,3257,938,666,1222,140337,18612,121725,22487,15031,24675,15344,16497,9692,5204,12795
"South Carolina","45",4110098,525584,3584514,686539,391611,643502,505174,495889,331180,132015,398604,2121807,297591,1824216,393610,223692,349471,266386,244943,154004,53370,138740,1711210,180334,1530876,253106,145379,248543,201644,220840,159092,71745,230527,45796,6413,39383,7791,3453,5247,6752,7024,3791,1133,4192,231285,41246,190039,32032,19087,40241,30392,23082,14293,5767,25145
"South Dakota","46",690282,55322,634960,116009,54468,101189,90917,107372,69802,25509,69694,418292,33992,384300,74025,33835,59180,53837,68006,39687,14701,41029,239040,17020,222020,36375,18315,37290,30675,34991,28448,9445,26481,5864,189,5675,651,568,1050,915,1005,461,461,564,27086,4121,22965,4958,1750,3669,5490,3370,1206,902,1620
"Tennessee","47",5466987,684867,4782120,877659,536749,838410,668848,705699,443744,174915,536096,2981883,403977,2577906,528528,311972,451741,373375,381370,226891,84916,219113,2110911,213778,1897133,304277,195037,313711,248747,282819,193340,79342,279860,51097,6601,44496,7487,3659,7349,5291,6464,5533,2315,6398,323096,60511,262585,37367,26081,65609,41435,35046,17980,8342,30725
"Texas","48",22164607,3739476,18425131,3356201,1731020,2959856,2375961,2510381,1906937,750053,2834722,11697008,2085399,9611609,1949888,947237,1525899,1233417,1328074,1021915,374273,1230906,5473793,632000,4841793,686855,377320,668747,548057,654803,567869,244260,1093882,365483,58011,307472,59096,26468,47551,42960,38626,32874,12380,47517,4628323,964066,3664257,660362,379995,717659,551527,488878,284279,119140,462417
"Utah","49",2327933,305475,2022458,403600,181147,298093,266271,290438,204897,86268,291744,1264878,171619,1093259,243588,95812,154236,137989,157076,109943,46533,148082,778051,85888,692163,119344,63805,98475,83229,95846,75555,33448,122461,27996,3473,24523,4862,2291,3244,3992,4257,1459,1175,3243,257008,44495,212513,35806,19239,42138,41061,33259,17940,5112,17958
"Vermont","50",526751,40734,486017,85934,46106,80397,65658,72655,55650,19931,59686,249543,20402,229141,41137,21109,41772,32681,35011,28913,8885,19633,245501,16708,228793,39463,22056,34616,28414,34208,24398,10283,35355,5274,484,4790,1009,321,398,750,866,328,94,1024,26433,3140,23293,4325,2620,3611,3813,2570,2011,669,3674
"Virginia","51",6919620,820561,6099059,1027926,519611,852339,686260,835904,645611,283609,1247799,2980451,393799,2586652,547641,265645,413577,322161,370792,264550,102918,299368,2789131,250387,2538744,339502,178156,299948,238671,335144,284294,140271,722758,137219,15184,122035,17735,8134,12683,12626,18595,13679,6117,32466,1012819,161191,851628,123048,67676,126131,112802,111373,83088,34303,193207
"Washington","53",6028802,694635,5334167,857117,437152,749452,638196,748100,570296,268558,1065296,2394231,313519,2080712,392180,174946,294973,247848,298472,225846,104789,341658,2510218,215446,2294772,307583,178742,306000,263217,328488,257048,124403,529291,115274,15086,100188,15298,7158,11962,10684,15188,12345,5561,21992,1009079,150584,858495,142056,76306,136517,116447,105952,75057,33805,172355
"West Virginia","54",1505831,219427,1286404,280084,145274,239110,175097,172592,113354,42580,118313,1027867,152097,875770,190970,103821,168276,121274,117765,72254,28264,73146,440303,60894,379409,82778,38551,64405,50690,51074,38022,13433,40456,8700,1376,7324,1103,537,1577,849,933,766,122,1437,28961,5060,23901,5233,2365,4852,2284,2820,2312,761,3274
"Wisconsin","55",4739661,410412,4329249,720511,399111,673705,575768,700832,499171,205489,554662,3226814,259507,2967307,496042,271266,460887,398589,496570,354728,140341,348884,1198618,98468,1100150,181769,101802,169013,136315,161509,123504,54996,171242,40742,5597,35145,7581,3682,5879,5112,4712,3398,1278,3503,273487,46840,226647,35119,22361,37926,35752,38041,17541,8874,31033
"Wyoming","56",462614,45565,417049,72129,37751,59648,59788,62893,46566,17843,60431,167517,17233,150284,29929,14125,18637,21168,22103,17281,5833,21208,272372,24999,247373,37915,22084,37591,36184,38791,27357,11196,36255,2633,27,2606,203,0,349,625,537,206,141,545,20092,3306,16786,4082,1542,3071,1811,1462,1722,673,2423
