"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Ewing Township School District, New Jersey","3404920",31983,3189,951,27843,19678,2267,517,16894,8105,591,276,7238,381,0,0,381,3819,331,158,3330
"Fair Lawn Borough School District, New Jersey","3404980",31821,1078,920,29823,13722,502,301,12919,9030,223,375,8432,628,6,0,622,8441,347,244,7850
"Florence Township School District, New Jersey","3405220",11937,294,768,10875,8383,237,467,7679,2306,48,68,2190,162,9,0,153,1086,0,233,853
"Fort Lee Borough School District, New Jersey","3405310",35161,2720,2116,30325,7251,335,224,6692,10134,501,541,9092,599,57,114,428,17177,1827,1237,14113
"Franklin Township School District, New Jersey","3405490",59959,3191,1911,54857,28171,1466,1068,25637,14134,660,353,13121,819,10,26,783,16835,1055,464,15316
"Garfield City School District, New Jersey","3405760",30166,3910,2336,23920,14073,2406,1106,10561,3270,411,216,2643,861,99,34,728,11962,994,980,9988
"Glassboro Borough School District, New Jersey","3405880",16149,2346,1139,12664,9647,1712,687,7248,4888,324,272,4292,325,98,40,187,1289,212,140,937
"Glen Ridge Borough School District, New Jersey","3405940",7441,212,117,7112,4035,181,59,3795,2503,31,58,2414,180,0,0,180,723,0,0,723
"Glen Rock Borough School District, New Jersey","3405970",11534,159,87,11288,5934,97,73,5764,4105,11,12,4082,57,0,0,57,1438,51,2,1385
"Gloucester City School District, New Jersey","3406000",11393,1614,1212,8567,7972,1239,758,5975,2931,339,396,2196,20,11,9,0,470,25,49,396
"Green Brook Township School District, New Jersey","3406120",6718,84,98,6536,4016,73,72,3871,1212,11,12,1189,96,0,0,96,1394,0,14,1380
"Hackensack City School District, New Jersey","3406270",41659,4468,3128,34063,15292,1611,1115,12566,9440,649,524,8267,1242,96,71,1075,15685,2112,1418,12155
"Hackettstown Town School District, New Jersey","3406300",8839,681,436,7722,5315,299,266,4750,2014,24,74,1916,74,0,27,47,1436,358,69,1009
"Haddon Heights Borough School District, New Jersey","3406330",7481,73,313,7095,4334,32,169,4133,2829,41,115,2673,65,0,0,65,253,0,29,224
"Haddon Township School District, New Jersey","3406360",14739,912,532,13295,8690,548,306,7836,5326,298,202,4826,76,0,0,76,647,66,24,557
"Haddonfield Borough School District, New Jersey","3406390",11596,572,256,10768,5505,248,127,5130,5538,269,113,5156,128,0,0,128,425,55,16,354
"Hamilton Township School District, New Jersey","3406540",87455,4551,4719,78185,58922,2400,2601,53921,14892,728,617,13547,1633,98,98,1437,12008,1325,1403,9280
"Hammonton Town School District, New Jersey","3406570",14392,1723,1062,11607,9124,981,581,7562,2988,171,173,2644,580,206,51,323,1700,365,257,1078
"Harrison Town School District, New Jersey","3406870",13569,2031,1807,9731,4367,696,562,3109,1015,73,112,830,346,87,60,199,7841,1175,1073,5593
"Hasbrouck Heights Borough School District, New Jersey","3406930",11742,442,382,10918,6969,290,140,6539,2488,54,112,2322,155,0,0,155,2130,98,130,1902
"Hawthorne Borough School District, New Jersey","3406990",18546,1318,562,16666,12333,911,324,11098,3178,134,128,2916,332,80,0,252,2703,193,110,2400
"Hi-Nella Borough School District, New Jersey","3407080",921,126,68,727,482,79,40,363,382,29,25,328,7,0,0,7,50,18,3,29
"Highland Park Borough School District, New Jersey","3407170",13976,1244,694,12038,5661,523,256,4882,3850,205,184,3461,321,8,0,313,4144,508,254,3382
"Hillsborough Township School District, New Jersey","3407230",38343,609,1115,36619,22328,299,461,21568,9728,145,135,9448,437,21,9,407,5850,144,510,5196
"Hillside Township School District, New Jersey","3407290",21260,2493,1207,17560,10357,1669,677,8011,3955,248,192,3515,510,65,0,445,6438,511,338,5589
"Hoboken City School District, New Jersey","3407350",46294,5077,2507,38710,19538,2508,1472,15558,17816,818,309,16689,2120,621,297,1202,6820,1130,429,5261
"Holmdel Township School District, New Jersey","3407410",16201,614,522,15065,7358,349,223,6786,5552,140,181,5231,160,7,60,93,3131,118,58,2955
"Hopatcong Borough School District, New Jersey","3407440",15411,457,276,14678,9516,311,165,9040,4130,106,111,3913,213,13,0,200,1552,27,0,1525
"Hopewell Valley Regional School District, New Jersey","3407530",20847,446,171,20230,11513,256,137,11120,7015,139,34,6842,177,0,0,177,2142,51,0,2091
"Interlaken Borough School District, New Jersey","3407650",770,16,9,745,526,16,2,508,220,0,7,213,8,0,0,8,16,0,0,16
"Irvington Township School District, New Jersey","3407680",54539,9154,5781,39604,26786,5408,3094,18284,11007,1873,956,8178,901,158,0,743,15845,1715,1731,12399
"Jackson Township School District, New Jersey","3407740",52789,2028,2023,48738,31497,1165,1179,29153,16443,688,560,15195,717,29,27,661,4132,146,257,3729
"Jefferson Township School District, New Jersey","3407800",20952,732,353,19867,14784,586,248,13950,4386,114,75,4197,170,0,0,170,1612,32,30,1550
"Jersey City School District, New Jersey","3407830",240605,42035,20583,177987,90715,20410,9105,61200,46707,5886,2525,38296,10486,2258,1068,7160,92697,13481,7885,71331
"Keansburg Borough School District, New Jersey","3407860",10171,1633,1278,7260,6623,1156,700,4767,2679,350,453,1876,162,59,0,103,707,68,125,514
"Kearny Town School District, New Jersey","3407890",39227,4040,3420,31767,17274,1730,1332,14212,4166,576,380,3210,1651,250,99,1302,16136,1484,1609,13043
"Kenilworth Borough School District, New Jersey","3407920",7810,446,513,6851,5327,324,378,4625,940,108,25,807,135,0,0,135,1408,14,110,1284
"Keyport Borough School District, New Jersey","3407950",7289,690,582,6017,4204,398,246,3560,1866,167,91,1608,185,8,0,177,1034,117,245,672
"Kinnelon Borough School District, New Jersey","3408040",10176,151,346,9679,6279,122,241,5916,2622,29,80,2513,55,0,0,55,1220,0,25,1195
"Lacey Township School District, New Jersey","3408100",27327,1041,987,25299,20140,654,761,18725,5582,304,200,5078,215,11,0,204,1390,72,26,1292
"Lakewood Township School District, New Jersey","3408220",85131,22235,14523,48373,41698,12043,7475,22180,27897,6952,3860,17085,3289,983,787,1519,12247,2257,2401,7589
"Lawrence Township School District, New Jersey","3408400",30923,1790,1432,27701,14565,859,599,13107,8466,398,378,7690,383,72,0,311,7509,461,455,6593
"Leonia Borough School District, New Jersey","3408520",8890,809,604,7477,2239,71,261,1907,2952,94,170,2688,179,25,64,90,3520,619,109,2792
"Linden City School District, New Jersey","3408610",39721,2975,2754,33992,19985,1474,1466,17045,5540,354,426,4760,1413,271,99,1043,12783,876,763,11144
"Lindenwold Borough School District, New Jersey","3408640",17518,1940,2031,13547,8287,970,1064,6253,5644,375,663,4606,477,10,28,439,3110,585,276,2249
"Longport Borough School District, New Jersey","3408671",1039,53,59,927,311,14,18,279,697,39,33,625,7,0,0,7,24,0,8,16
"Livingston Township School District, New Jersey","3408820",28455,666,486,27303,15164,308,236,14620,7087,242,48,6797,129,0,0,129,6075,116,202,5757
"Lodi Borough School District, New Jersey","3408850",23801,3072,1327,19402,12184,1529,583,10072,3343,455,208,2680,292,70,0,222,7982,1018,536,6428
"Long Branch City School District, New Jersey","3408940",30593,4424,3621,22548,14206,2186,1791,10229,5631,626,640,4365,1306,307,308,691,9450,1305,882,7263
"Pennsville Township School District, New Jersey","3409120",13402,1314,668,11420,7884,771,426,6687,4960,356,202,4402,194,83,0,111,364,104,40,220
"Lyndhurst Township School District, New Jersey","3409210",20230,928,783,18519,12676,423,285,11968,2592,127,66,2399,240,51,0,189,4722,327,432,3963
"Madison Borough School District, New Jersey","3409240",14115,610,269,13236,7406,285,223,6898,4207,87,34,4086,172,12,0,160,2330,226,12,2092
"Old Bridge Township School District, New Jersey","3409270",63878,2637,2706,58535,28823,1168,1108,26547,19260,585,680,17995,1386,57,62,1267,14409,827,856,12726
"Mahwah Township School District, New Jersey","3409330",24183,739,883,22561,11719,280,287,11152,8594,180,292,8122,385,17,0,368,3485,262,304,2919
"Manasquan Borough School District, New Jersey","3409420",5975,298,208,5469,4698,274,166,4258,1048,24,29,995,44,0,0,44,185,0,13,172
"Manchester Township School District, New Jersey","3409450",41845,2928,2955,35962,23682,1345,1567,20770,14841,1074,956,12811,453,81,106,266,2869,428,326,2115
"Manville Borough School District, New Jersey","3409630",10305,477,648,9180,6696,337,399,5960,1681,60,151,1470,50,0,0,50,1878,80,98,1700
"Maple Shade Township School District, New Jersey","3409660",19074,1813,1043,16218,8817,836,466,7515,7991,630,412,6949,215,0,0,215,2051,347,165,1539
"Matawan-Aberdeen Regional School District, New Jersey","3409750",26824,1346,994,24484,13606,645,519,12442,8708,220,317,8171,338,36,0,302,4172,445,158,3569
"Maywood Borough School District, New Jersey","3409810",9503,456,421,8626,5025,339,241,4445,2210,85,55,2070,152,8,13,131,2116,24,112,1980
"Metuchen Borough School District, New Jersey","3409990",13431,337,299,12795,7227,191,142,6894,3917,31,62,3824,96,0,11,85,2191,115,84,1992
"Middle Township School District, New Jersey","3410020",17725,1103,1866,14756,10405,521,1311,8573,6382,500,482,5400,151,43,4,104,787,39,69,679
"Middlesex Borough School District, New Jersey","3410050",13625,290,448,12887,8243,108,227,7908,2691,81,106,2504,169,51,0,118,2522,50,115,2357
"Middletown Township School District, New Jersey","3410110",66428,2015,1713,62700,39407,1147,875,37385,21948,646,622,20680,594,30,7,557,4479,192,209,4078
"Midland Park Borough School District, New Jersey","3410140",7020,228,148,6644,4233,87,88,4058,1880,106,43,1731,123,0,0,123,784,35,17,732
"Millburn Township School District, New Jersey","3410200",19917,377,288,19252,8156,216,177,7763,7794,82,20,7692,294,0,0,294,3673,79,91,3503
"Millville City School District, New Jersey","3410320",27934,5452,2465,20017,20310,4210,1822,14278,5386,802,497,4087,1041,284,79,678,1197,156,67,974
"Monroe Township School District (Gloucester County), New Jersey","3410470",34820,2693,1785,30342,19818,1576,955,17287,13257,703,678,11876,292,52,17,223,1453,362,135,956
"Monroe Township School District (Middlesex County), New Jersey","3410500",36563,1421,1170,33972,15122,600,422,14100,15525,535,497,14493,417,0,12,405,5499,286,239,4974
"Montclair Town School District, New Jersey","3410560",37274,2593,1234,33447,16678,1612,682,14384,15597,643,366,14588,633,20,5,608,4366,318,181,3867
"Montgomery Township School District, New Jersey","3410590",21994,514,202,21278,9594,240,46,9308,7359,70,104,7185,212,0,0,212,4829,204,52,4573
"Montville Township School District, New Jersey","3410650",21444,656,286,20502,12650,400,163,12087,4588,151,72,4365,103,9,0,94,4103,96,51,3956
"Moorestown Township School District, New Jersey","3410710",20396,501,443,19452,9493,316,201,8976,9193,174,194,8825,125,11,0,114,1585,0,48,1537
"Morris Township School District, New Jersey","3410810",39870,2548,2212,35110,19346,936,1048,17362,11397,501,325,10571,607,55,26,526,8520,1056,813,6651
"Mount Olive Township School District, New Jersey","3410980",27423,1593,948,24882,15840,897,495,14448,6456,467,252,5737,649,61,23,565,4478,168,178,4132
"Mountain Lakes Borough School District, New Jersey","3411010",4183,89,0,4094,2049,8,0,2041,1548,33,0,1515,30,0,0,30,556,48,0,508
"Neptune Township School District, New Jersey","3411160",27575,2763,1853,22959,17494,1744,1191,14559,6838,630,469,5739,340,4,10,326,2903,385,183,2335
"New Brunswick City School District, New Jersey","3411220",46660,12045,5898,28717,19863,6481,1822,11560,5429,1328,473,3628,2145,369,500,1276,19223,3867,3103,12253
"New Milford Borough School District, New Jersey","3411280",16173,453,668,15052,6356,241,290,5825,4706,161,250,4295,176,0,0,176,4935,51,128,4756
"New Providence Borough School District, New Jersey","3411310",11991,539,242,11210,6575,310,160,6105,3122,45,14,3063,117,11,0,106,2177,173,68,1936
"Newark City School District, New Jersey","3411340",261517,65505,30408,165604,132669,38900,14840,78929,41286,9842,4586,26858,17295,4666,2465,10164,70267,12097,8517,49653
"Newton Town School District, New Jersey","3411400",7702,985,817,5900,5354,470,606,4278,1387,199,144,1044,149,0,0,149,812,316,67,429
"North Arlington Borough School District, New Jersey","3411430",15271,847,602,13822,9227,471,356,8400,1561,183,129,1249,227,50,0,177,4256,143,117,3996
"North Bergen Township School District, New Jersey","3411460",58665,5816,6092,46757,19868,1942,2204,15722,8166,1130,485,6551,1855,274,165,1416,28776,2470,3238,23068
"North Brunswick Township School District, New Jersey","3411490",38648,2646,2406,33596,17472,1297,923,15252,7152,358,419,6375,523,59,123,341,13501,932,941,11628
"North Plainfield Borough School District, New Jersey","3411640",21895,1607,1605,18683,10600,646,612,9342,3106,81,124,2901,469,0,20,449,7720,880,849,5991
"Nutley Town School District, New Jersey","3411880",27962,1212,1159,25591,18076,564,718,16794,4035,183,129,3723,304,6,36,262,5547,459,276,4812
"Oaklyn Borough School District, New Jersey","3411940",4070,181,194,3695,2548,72,104,2372,1307,88,75,1144,83,21,0,62,132,0,15,117
"Ocean City School District, New Jersey","3411970",12096,772,683,10641,4499,340,223,3936,7078,432,354,6292,64,0,0,64,455,0,106,349
"Ocean Township School District, New Jersey","3412060",27503,1607,1248,24648,16485,814,724,14947,6697,403,250,6044,269,9,70,190,4052,381,204,3467
"Orange City Township School District, New Jersey","3412270",30109,5460,3460,21189,14082,2848,1542,9692,4338,963,444,2931,804,81,257,466,10885,1568,1217,8100
"Palisades Park Borough School District, New Jersey","3412360",19034,2733,1819,14482,3713,389,188,3136,2189,206,177,1806,291,0,57,234,12841,2138,1397,9306
"Palmyra Borough School District, New Jersey","3412390",7416,560,472,6384,3738,364,316,3058,3234,130,97,3007,39,0,0,39,405,66,59,280
"Paramus Borough School District, New Jersey","3412420",24925,693,1028,23204,11784,307,655,10822,5940,233,153,5554,235,0,27,208,6966,153,193,6620
"Park Ridge Borough School District, New Jersey","3412450",8454,110,229,8115,4485,52,54,4379,2961,58,83,2820,41,0,0,41,967,0,92,875
"Parsippany-Troy Hills Township School District, New Jersey","3412480",52735,1692,1143,49900,25302,577,426,24299,9146,273,185,8688,453,22,32,399,17834,820,500,16514
"Passaic City School District, New Jersey","3412540",68607,18852,12129,37626,25428,8361,4285,12782,7821,1014,846,5961,4271,859,927,2485,31087,8618,6071,16398
"Paterson City School District, New Jersey","3412690",143690,38183,20690,84817,67422,20322,8724,38376,16174,4130,1731,10313,17960,5303,3469,9188,42134,8428,6766,26940
"Paulsboro Borough School District, New Jersey","3412720",6169,797,1084,4288,4637,582,737,3318,1137,157,175,805,206,0,150,56,189,58,22,109
"Pemberton Township School District, New Jersey","3412810",28890,3049,1794,24047,15045,2180,1224,11641,10051,515,444,9092,1488,94,24,1370,2306,260,102,1944
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",13097,2038,1203,9856,7603,1342,780,5481,4165,475,255,3435,360,142,43,175,969,79,125,765
"Pennsauken Township School District, New Jersey","3412870",35797,3202,3169,29426,17132,1764,1569,13799,11624,629,722,10273,2340,166,280,1894,4701,643,598,3460
"Pequannock Township School District, New Jersey","3412900",15245,478,335,14432,10246,297,180,9769,3339,67,77,3195,76,0,31,45,1584,114,47,1423
"Perth Amboy City School District, New Jersey","3412930",49723,9634,5016,35073,20849,4285,1997,14567,4457,769,313,3375,5866,1115,624,4127,18551,3465,2082,13004
"Phillipsburg Town School District, New Jersey","3412960",15133,2806,1716,10611,9982,2198,1068,6716,4138,468,379,3291,286,102,43,141,727,38,226,463
"Pine Hill Borough School District, New Jersey","3412990",10276,1423,446,8407,6098,902,201,4995,3569,407,213,2949,115,0,12,103,494,114,20,360
"Pine Valley Borough School District, New Jersey","3413020",13,0,0,13,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0
"Piscataway Township School District, New Jersey","3413050",47997,2063,1344,44590,21514,995,684,19835,8606,245,196,8165,748,37,139,572,17129,786,325,16018
"Pitman Borough School District, New Jersey","3413080",9128,558,396,8174,5871,424,233,5214,3012,127,153,2732,48,7,0,41,197,0,10,187
"Pittsgrove Township School District, New Jersey","3413110",9202,434,579,8189,6564,365,403,5796,2447,57,164,2226,133,6,12,115,58,6,0,52
"Plainfield City School District, New Jersey","3413140",48245,8103,4540,35602,21583,3814,1668,16101,9511,1265,477,7769,1074,107,295,672,16077,2917,2100,11060
"Pleasantville City School District, New Jersey","3413200",19782,3597,2479,13706,9808,2059,1308,6441,3700,460,446,2794,1309,458,172,679,4965,620,553,3792
"Plumsted Township School District, New Jersey","3413230",8283,601,100,7582,6257,324,83,5850,1546,232,0,1314,116,0,0,116,364,45,17,302
"Point Pleasant Borough School District, New Jersey","3413290",18528,671,761,17096,14635,489,591,13555,3377,106,125,3146,98,0,36,62,418,76,9,333
"Point Pleasant Beach Borough School District, New Jersey","3413320",5127,402,389,4336,3831,390,386,3055,914,12,3,899,28,0,0,28,354,0,0,354
"Pompton Lakes Borough School District, New Jersey","3413350",10944,255,873,9816,7304,117,395,6792,1660,79,84,1497,63,0,0,63,1917,59,394,1464
"Princeton Regional School District, New Jersey","3413410",25432,1850,926,22656,6670,254,280,6136,11572,929,331,10312,492,28,0,464,6698,639,315,5744
"Rahway City School District, New Jersey","3413530",26660,2317,1835,22508,15474,1331,907,13236,4703,525,301,3877,507,12,45,450,5976,449,582,4945
"Ramsey Borough School District, New Jersey","3413590",14363,543,195,13625,7341,227,54,7060,4888,158,107,4623,142,14,0,128,1992,144,34,1814
"Randolph Township School District, New Jersey","3413650",25639,839,278,24522,13672,432,138,13102,7117,221,16,6880,190,0,0,190,4660,186,124,4350
"Hazlet Township School District, New Jersey","3413680",20336,504,513,19319,11550,313,361,10876,7039,143,90,6806,284,14,31,239,1463,34,31,1398
"Ridgefield Borough School District, New Jersey","3413770",10939,602,738,9599,4713,136,358,4219,1520,123,71,1326,111,11,0,100,4595,332,309,3954
"Ridgefield Park Township School District, New Jersey","3413800",12690,629,700,11361,4937,218,154,4565,2826,97,189,2540,297,34,0,263,4630,280,357,3993
"Ridgewood Village School District, New Jersey","3413830",24657,808,580,23269,9189,186,179,8824,10754,160,247,10347,176,0,12,164,4538,462,142,3934
"Riverside Township School District, New Jersey","3414010",8070,656,484,6930,4635,268,220,4147,2150,145,85,1920,21,0,0,21,1264,243,179,842
"Rockleigh Borough School District, New Jersey","3414160",266,9,0,257,154,2,0,152,83,7,0,76,3,0,0,3,26,0,0,26
"Roselle Borough School District, New Jersey","3414280",20902,1711,1264,17927,10152,937,771,8444,3028,194,281,2553,407,48,21,338,7315,532,191,6592
"Roselle Park Borough School District, New Jersey","3414310",13129,676,704,11749,6787,256,347,6184,1862,153,122,1587,473,51,25,397,4007,216,210,3581
"Roxbury Township School District, New Jersey","3414340",23169,835,663,21671,14525,343,235,13947,4992,165,214,4613,125,0,0,125,3527,327,214,2986
"Rutherford Borough School District, New Jersey","3414460",17602,817,641,16144,10165,371,209,9585,3761,144,192,3425,221,0,0,221,3455,302,240,2913
"Saddle Brook Township School District, New Jersey","3414490",13487,567,275,12645,8817,373,198,8246,2602,176,59,2367,33,0,6,27,2035,18,12,2005
"Salem City School District, New Jersey","3414550",5289,1500,1286,2503,3480,1028,916,1536,1371,313,319,739,79,45,0,34,359,114,51,194
"Sayreville Borough School District, New Jersey","3414640",41317,2264,1918,37135,21716,1245,995,19476,8407,487,271,7649,941,49,20,872,10253,483,632,9138
"Scotch Plains-Fanwood Regional School District, New Jersey","3414670",30360,852,697,28811,17001,528,365,16108,8932,193,168,8571,266,23,0,243,4161,108,164,3889
"Secaucus Town School District, New Jersey","3414850",15385,1019,748,13618,8342,504,349,7489,2777,157,70,2550,228,17,20,191,4038,341,309,3388
"Somerville Borough School District, New Jersey","3415090",11885,815,732,10338,6711,510,429,5772,2029,146,102,1781,122,0,0,122,3023,159,201,2663
"South Amboy City School District, New Jersey","3415120",8492,763,709,7020,5680,623,643,4414,1403,90,39,1274,92,0,0,92,1317,50,27,1240
"Lake Como Borough School District, New Jersey","3415150",1813,144,140,1529,1244,78,106,1060,286,11,27,248,60,9,0,51,223,46,7,170
"South Brunswick Township School District, New Jersey","3415210",42255,1291,1724,39240,18968,720,888,17360,9311,276,292,8743,530,0,24,506,13446,295,520,12631
