"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Clark Township School District, New Jersey","3403150",10455,863,3615,2597,2472,908,7255,402,2612,1930,1711,600,1527,166,561,311,362,127,40,0,20,0,20,0,1633,295,422,356,379,181
"Clayton Borough School District, New Jersey","3403180",5304,772,2363,1284,565,320,2802,357,1403,685,245,112,2270,377,852,599,273,169,90,12,36,0,22,20,142,26,72,0,25,19
"Cliffside Park Borough School District, New Jersey","3403270",17306,2538,4331,3078,4659,2700,3805,215,1272,758,1078,482,4507,211,918,1033,1341,1004,542,89,200,32,191,30,8452,2023,1941,1255,2049,1184
"Clifton City School District, New Jersey","3403300",58329,7697,20241,12309,12446,5636,22538,1749,8726,5182,4725,2156,8632,1127,2761,1944,1717,1083,2204,688,880,373,213,50,24955,4133,7874,4810,5791,2347
"Collingswood Borough School District, New Jersey","3403420",10204,886,2450,2947,2605,1316,4655,362,1324,1334,1142,493,4573,232,948,1371,1354,668,233,46,59,79,40,9,743,246,119,163,69,146
"Corbin City School District, New Jersey","3403510",455,35,220,100,79,21,228,22,107,52,38,9,219,13,110,48,39,9,0,0,0,0,0,0,8,0,3,0,2,3
"Cranford Township School District, New Jersey","3403570",15545,752,3450,3285,4773,3285,9306,331,2162,2077,2998,1738,4342,161,673,837,1455,1216,152,29,35,44,22,22,1745,231,580,327,298,309
"Cresskill Borough School District, New Jersey","3403600",5847,250,1289,862,2019,1427,1804,106,602,271,528,297,2155,19,501,322,820,493,79,0,5,0,6,68,1809,125,181,269,665,569
"Delran Township School District, New Jersey","3403780",11553,1192,3771,2808,2691,1091,4363,272,1427,1340,1086,238,5049,330,1730,1115,1267,607,267,51,50,91,49,26,1874,539,564,262,289,220
"Deptford Township School District, New Jersey","3403900",21294,2721,8024,5758,3292,1499,9233,1057,3971,2645,1048,512,9996,1352,3463,2701,1705,775,327,41,67,56,75,88,1738,271,523,356,464,124
"Dover Town School District, New Jersey","3403930",12954,3664,4665,2785,1457,383,3000,407,1088,986,398,121,1265,210,410,296,216,133,944,458,275,184,24,3,7745,2589,2892,1319,819,126
"Dumont Borough School District, New Jersey","3403990",11945,1262,3755,2789,3041,1098,4256,260,1719,1130,901,246,3241,215,922,936,833,335,239,75,78,42,34,10,4209,712,1036,681,1273,507
"Dunellen Borough School District, New Jersey","3404020",4973,581,1572,1459,959,402,2228,161,782,500,586,199,1220,123,424,378,201,94,64,0,34,16,14,0,1461,297,332,565,158,109
"East Brunswick Township School District, New Jersey","3404110",32121,1906,6657,6221,9992,7345,9742,573,3131,2140,2536,1362,9946,245,1846,2425,2969,2461,555,217,63,115,57,103,11878,871,1617,1541,4430,3419
"East Orange City School District, New Jersey","3404230",41340,7965,14876,11546,5194,1759,17157,2749,5976,5572,2414,446,10996,2278,3898,2917,1344,559,1067,241,538,139,105,44,12120,2697,4464,2918,1331,710
"East Windsor Regional School District, New Jersey","3404320",22075,2165,4673,5322,5589,4326,6362,497,1381,2083,1494,907,7662,399,1496,1950,2118,1699,339,94,105,67,49,24,7712,1175,1691,1222,1928,1696
"Edison Township School District, New Jersey","3404500",68227,5889,15967,12428,19044,14899,21837,1586,8215,5597,4442,1997,12113,898,3322,3076,2657,2160,807,198,325,109,120,55,33470,3207,4105,3646,11825,10687
"Egg Harbor Township School District, New Jersey","3404560",27466,2859,9469,8049,5032,2057,12613,1202,4506,3628,2342,935,9210,745,2940,3164,1647,714,471,84,244,74,69,0,5172,828,1779,1183,974,408
"Elizabeth City School District, New Jersey","3404590",77752,22635,30464,15527,6348,2778,17746,3077,8020,4127,1856,666,9276,2115,3258,2057,1174,672,3650,1221,1428,744,178,79,47080,16222,17758,8599,3140,1361
"Elmwood Park Borough School District, New Jersey","3404660",13549,1742,4879,3655,2311,962,5561,468,2091,1685,980,337,2093,221,731,593,416,132,123,48,68,7,0,0,5772,1005,1989,1370,915,493
"Emerson Borough School District, New Jersey","3404710",5107,287,1650,1199,1473,498,2123,67,762,449,678,167,1976,81,665,458,548,224,105,45,26,13,0,21,903,94,197,279,247,86
"Englewood City School District, New Jersey","3404740",18526,1989,4877,3757,4385,3518,3711,347,1096,976,761,531,7627,588,1768,1376,1919,1976,299,62,128,0,21,88,6889,992,1885,1405,1684,923
"Ewing Township School District, New Jersey","3404920",23336,2184,7146,5817,5100,3089,12797,1133,4491,3217,2712,1244,7035,526,1584,1965,1646,1314,281,85,93,47,26,30,3223,440,978,588,716,501
"Fair Lawn Borough School District, New Jersey","3404980",22587,1810,5157,4591,6795,4234,7898,552,2444,1944,2092,866,6973,305,1518,1375,2079,1696,344,26,126,84,82,26,7372,927,1069,1188,2542,1646
"Florence Township School District, New Jersey","3405220",8576,1017,3086,2403,1389,681,5436,685,2117,1513,835,286,2005,198,560,609,400,238,143,19,62,46,11,5,992,115,347,235,143,152
"Fort Lee Borough School District, New Jersey","3405310",27139,1942,5141,5396,9098,5562,3802,317,797,840,1097,751,7708,171,1601,1941,2471,1524,493,105,166,109,100,13,15136,1349,2577,2506,5430,3274
"Franklin Township School District, New Jersey","3405490",42983,3047,9207,8998,12810,8921,15101,991,4047,3580,4578,1905,11847,511,2699,2889,3090,2658,680,135,198,126,131,90,15355,1410,2263,2403,5011,4268
"Garfield City School District, New Jersey","3405760",20270,3759,7971,4927,2635,978,7151,1198,3008,1633,971,341,2547,443,858,866,283,97,656,174,347,104,31,0,9916,1944,3758,2324,1350,540
"Glassboro Borough School District, New Jersey","3405880",10060,1148,2704,3236,1929,1043,4696,544,1208,1751,765,428,4059,276,1124,1311,899,449,252,63,70,17,102,0,1053,265,302,157,163,166
"Glen Ridge Borough School District, New Jersey","3405940",4664,74,389,672,1919,1610,1882,19,249,319,754,541,1933,55,53,217,936,672,134,0,11,34,15,74,715,0,76,102,214,323
"Glen Rock Borough School District, New Jersey","3405970",7300,257,1077,1130,2690,2146,2876,54,564,487,1038,733,3160,85,272,456,1243,1104,41,0,0,0,12,29,1223,118,241,187,397,280
"Gloucester City School District, New Jersey","3406000",7550,1587,3449,1618,663,233,4939,898,2547,1016,333,145,2132,542,833,467,213,77,20,20,0,0,0,0,459,127,69,135,117,11
"Green Brook Township School District, New Jersey","3406120",4860,412,1254,806,1497,891,2309,162,608,423,802,314,1186,117,393,175,313,188,110,36,46,28,0,0,1255,97,207,180,382,389
"Hackensack City School District, New Jersey","3406270",31398,4560,8733,7416,6788,3901,8892,878,2639,2431,1853,1091,8160,882,1918,2337,1724,1299,866,124,377,131,179,55,13480,2676,3799,2517,3032,1456
"Hackettstown Town School District, New Jersey","3406300",6224,816,2188,1398,1261,561,3173,383,1295,716,607,172,1893,178,408,490,520,297,74,15,43,0,16,0,1084,240,442,192,118,92
"Haddon Heights Borough School District, New Jersey","3406330",5266,452,1126,1041,1706,941,2676,176,560,639,857,444,2303,175,522,359,783,464,45,0,0,0,38,7,242,101,44,43,28,26
"Haddon Township School District, New Jersey","3406360",10485,887,3043,2481,2653,1421,5405,433,1842,1455,1164,511,4442,267,1068,956,1398,753,76,34,0,32,10,0,562,153,133,38,81,157
"Haddonfield Borough School District, New Jersey","3406390",7644,128,1039,1253,2900,2324,3275,68,598,628,1214,767,3924,28,363,546,1530,1457,90,0,8,8,34,40,355,32,70,71,122,60
"Hamilton Township School District, New Jersey","3406540",61593,7372,20608,17574,11484,4555,38199,3722,14057,11258,6605,2557,12392,1160,3329,3542,2993,1368,1248,136,394,488,186,44,9754,2354,2828,2286,1700,586
"Hammonton Town School District, New Jersey","3406570",10333,2115,3684,2140,1946,448,5977,864,2330,1487,1066,230,2492,371,901,525,539,156,535,235,110,52,127,11,1329,645,343,76,214,51
"Harrison Town School District, New Jersey","3406870",9205,2056,3346,1592,1335,876,1796,354,648,328,324,142,678,173,198,100,127,80,315,95,98,103,19,0,6416,1434,2402,1061,865,654
"Hasbrouck Heights Borough School District, New Jersey","3406930",8449,752,2265,2388,1963,1081,4366,403,1283,1360,836,484,1993,172,529,469,519,304,101,11,13,65,12,0,1989,166,440,494,596,293
"Hawthorne Borough School District, New Jersey","3406990",12772,1314,3591,3733,3002,1132,7265,367,2471,2074,1671,682,2713,166,642,810,789,306,305,130,22,106,36,11,2489,651,456,743,506,133
"Hi-Nella Borough School District, New Jersey","3407080",624,55,284,186,73,26,251,30,97,73,38,13,324,22,168,90,31,13,7,3,4,0,0,0,42,0,15,23,4,0
"Highland Park Borough School District, New Jersey","3407170",9846,522,1481,1622,2753,3468,2706,163,599,565,872,507,3295,69,324,527,981,1394,244,30,52,0,70,92,3601,260,506,530,830,1475
"Hillsborough Township School District, New Jersey","3407230",25611,1370,5701,5822,7821,4897,11901,446,2959,3121,3713,1662,8112,203,1472,1567,2803,2067,386,82,69,115,92,28,5212,639,1201,1019,1213,1140
"Hillside Township School District, New Jersey","3407290",13911,2368,5026,3545,2255,717,5060,596,1803,1482,956,223,2926,359,1258,730,373,206,440,112,42,180,94,12,5485,1301,1923,1153,832,276
"Hoboken City School District, New Jersey","3407350",35953,3071,3969,3157,15945,9811,13350,832,2261,1295,6277,2685,14374,149,627,1167,7841,4590,1958,1038,587,98,165,70,6271,1052,494,597,1662,2466
"Holmdel Township School District, New Jersey","3407410",11077,797,2226,1612,3380,3062,3778,341,1082,637,1168,550,4236,173,767,647,1444,1205,141,80,31,0,13,17,2922,203,346,328,755,1290
"Hopatcong Borough School District, New Jersey","3407440",10805,654,3663,3405,2176,907,5597,222,2125,1715,1173,362,3588,135,1072,1229,763,389,136,46,28,41,12,9,1484,251,438,420,228,147
"Hopewell Valley Regional School District, New Jersey","3407530",14563,741,2261,2554,4394,4613,6742,392,1542,1524,1878,1406,5808,183,537,733,2014,2341,97,3,16,9,37,32,1916,163,166,288,465,834
"Interlaken Borough School District, New Jersey","3407650",633,7,101,111,220,194,413,5,60,85,126,137,196,0,38,20,84,54,8,2,0,3,3,0,16,0,3,3,7,3
"Irvington Township School District, New Jersey","3407680",35588,6797,13501,10510,3634,1146,12509,1642,5327,4053,1230,257,9171,1960,3446,2599,838,328,794,185,280,248,81,0,13114,3010,4448,3610,1485,561
"Jackson Township School District, New Jersey","3407740",36183,3227,11855,10766,7004,3331,17904,1334,6264,5734,3290,1282,13993,1041,4383,4232,2723,1614,593,69,183,163,129,49,3693,783,1025,637,862,386
"Jefferson Township School District, New Jersey","3407800",14361,923,4176,3869,3928,1465,9198,623,3072,2517,2320,666,3495,148,744,982,1102,519,148,36,45,43,15,9,1520,116,315,327,491,271
"Jersey City School District, New Jersey","3407830",165229,27881,40737,31251,41129,24231,41498,5678,14858,9947,7943,3072,35855,4461,7469,7694,10116,6115,8736,3387,2629,1274,962,484,79140,14355,15781,12336,22108,14560
"Keansburg Borough School District, New Jersey","3407860",6551,1179,2954,1641,523,254,3787,586,1826,954,318,103,2024,400,778,568,162,116,128,65,53,10,0,0,612,128,297,109,43,35
"Kearny Town School District, New Jersey","3407890",27304,5921,10367,6013,3364,1639,9631,1336,3754,2325,1419,797,2480,203,787,951,311,228,1345,383,537,241,184,0,13848,3999,5289,2496,1450,614
"Kenilworth Borough School District, New Jersey","3407920",5437,661,2835,1009,669,263,3180,236,1885,587,392,80,778,54,457,108,80,79,120,30,34,56,0,0,1359,341,459,258,197,104
"Keyport Borough School District, New Jersey","3407950",5308,788,2156,1288,705,371,2726,288,1170,846,272,150,1540,198,557,270,343,172,151,67,59,25,0,0,891,235,370,147,90,49
"Kinnelon Borough School District, New Jersey","3408040",6766,85,1148,1380,2474,1679,3376,40,697,810,1117,712,2287,26,252,391,957,661,50,0,14,0,36,0,1053,19,185,179,364,306
"Lacey Township School District, New Jersey","3408100",18848,1437,7731,5306,3047,1327,12748,937,5432,3499,1984,896,4898,387,1770,1535,838,368,198,11,110,62,15,0,1004,102,419,210,210,63
"Lakewood Township School District, New Jersey","3408220",43150,7049,14784,11129,6155,4033,12262,1831,4648,3197,1673,913,19403,1511,6447,5717,3243,2485,1923,465,598,532,225,103,9562,3242,3091,1683,1014,532
"Lawrence Township School District, New Jersey","3408400",21576,1793,3758,4471,5858,5696,7671,404,1868,1947,2162,1290,6949,398,714,1410,2112,2315,221,50,65,38,54,14,6735,941,1111,1076,1530,2077
"Leonia Borough School District, New Jersey","3408520",5972,340,1001,987,2015,1629,954,31,224,183,324,192,1889,54,214,412,537,672,179,33,49,11,57,29,2950,222,514,381,1097,736
"Linden City School District, New Jersey","3408610",28261,4557,11535,6963,3513,1693,11876,1277,5072,3036,1672,819,4384,539,1651,1257,637,300,1037,381,239,333,84,0,10964,2360,4573,2337,1120,574
"Lindenwold Borough School District, New Jersey","3408640",11497,2392,4811,2406,1563,325,4344,580,2045,1101,522,96,4518,681,1873,1087,718,159,405,101,220,25,51,8,2230,1030,673,193,272,62
"Longport Borough School District, New Jersey","3408671",909,78,186,177,247,221,237,19,48,70,45,55,645,55,126,103,202,159,3,0,0,0,0,3,24,4,12,4,0,4
"Livingston Township School District, New Jersey","3408820",19140,807,2723,2744,6744,6122,7978,261,1848,1410,2788,1671,5408,113,320,591,2230,2154,101,0,0,47,16,38,5653,433,555,696,1710,2259
"Lodi Borough School District, New Jersey","3408850",16309,2785,6144,4155,2350,875,6929,892,2951,1704,1010,372,2299,315,811,620,365,188,259,93,58,70,31,7,6822,1485,2324,1761,944,308
"Long Branch City School District, New Jersey","3408940",20755,4493,6923,4449,3356,1534,7605,778,2518,1978,1684,647,4434,340,1333,1344,795,622,1152,509,260,211,144,28,7564,2866,2812,916,733,237
"Pennsville Township School District, New Jersey","3409120",9696,1116,3993,2617,1467,503,5785,608,2783,1418,763,213,3418,408,1053,1130,569,258,165,73,92,0,0,0,328,27,65,69,135,32
"Lyndhurst Township School District, New Jersey","3409210",14963,1634,5418,3626,2884,1401,8309,707,3361,2193,1360,688,2273,284,751,569,494,175,159,0,92,0,42,25,4222,643,1214,864,988,513
"Madison Borough School District, New Jersey","3409240",9994,753,1703,1475,3217,2846,4283,380,903,793,1262,945,3456,18,400,405,1390,1243,101,0,23,30,12,36,2154,355,377,247,553,622
"Old Bridge Township School District, New Jersey","3409270",44096,4192,13170,11373,10616,4745,15739,1462,6199,4082,3126,870,14610,996,4169,4246,3513,1686,1261,225,402,299,185,150,12486,1509,2400,2746,3792,2039
"Mahwah Township School District, New Jersey","3409330",17710,1153,3369,3954,6062,3172,6985,357,1542,1751,2297,1038,7465,355,1276,1697,2885,1252,199,18,28,68,60,25,3061,423,523,438,820,857
"Manasquan Borough School District, New Jersey","3409420",4238,170,1100,1046,1249,673,3086,79,896,803,845,463,950,40,166,212,372,160,44,0,0,17,14,13,158,51,38,14,18,37
"Manchester Township School District, New Jersey","3409450",36782,4789,17162,9368,3938,1525,19071,2368,8993,4906,2001,803,14437,1651,6805,3753,1579,649,412,108,133,75,82,14,2862,662,1231,634,276,59
"Manville Borough School District, New Jersey","3409630",7264,1001,3254,1970,745,294,4170,359,1801,1331,473,206,1495,265,603,448,117,62,50,20,30,0,0,0,1549,357,820,191,155,26
"Maple Shade Township School District, New Jersey","3409660",13693,1827,5041,3706,2078,1041,5323,626,2043,1569,872,213,6559,715,2742,1781,866,455,184,7,57,11,60,49,1627,479,199,345,280,324
"Matawan-Aberdeen Regional School District, New Jersey","3409750",18983,1415,5243,5489,4693,2143,8224,523,2751,2387,1999,564,6958,408,1536,2055,2037,922,293,79,51,83,69,11,3508,405,905,964,588,646
"Maywood Borough School District, New Jersey","3409810",6947,526,2006,1628,1757,1030,2938,191,1017,699,660,371,1976,127,528,428,575,318,90,8,29,22,17,14,1943,200,432,479,505,327
"Metuchen Borough School District, New Jersey","3409990",9590,382,1814,2018,2957,2419,4371,198,1063,1169,1140,801,3202,73,561,474,1087,1007,60,0,11,28,9,12,1957,111,179,347,721,599
"Middle Township School District, New Jersey","3410020",13261,1832,5175,3363,2127,764,6147,827,2688,1503,951,178,6238,734,2255,1690,1058,501,177,47,57,65,0,8,699,224,175,105,118,77
"Middlesex Borough School District, New Jersey","3410050",9466,977,3428,2317,1674,1070,4793,329,2098,1144,954,268,2437,228,767,694,354,394,106,45,16,15,0,30,2130,375,547,464,366,378
"Middletown Township School District, New Jersey","3410110",45108,2653,13125,12261,10418,6651,22460,1322,7643,6219,4926,2350,17956,850,4511,4842,4458,3295,481,57,89,142,145,48,4211,424,882,1058,889,958
"Midland Park Borough School District, New Jersey","3410140",4885,253,1229,1224,1416,763,2473,102,623,770,679,299,1632,58,415,289,499,371,97,16,50,14,0,17,683,77,141,151,238,76
"Millburn Township School District, New Jersey","3410200",12500,309,1099,1281,4275,5536,3759,45,520,489,1497,1208,5445,42,219,511,1908,2765,169,0,0,26,98,45,3127,222,360,255,772,1518
"Millville City School District, New Jersey","3410320",18424,3858,7745,4439,1763,619,12079,2337,5356,2959,1021,406,4454,902,1789,1073,499,191,807,376,197,209,25,0,1084,243,403,198,218,22
"Monroe Township School District (Gloucester County), New Jersey","3410470",23442,3482,8574,6375,3585,1426,10738,1350,4103,3014,1670,601,11080,1786,3994,2979,1633,688,185,0,70,62,29,24,1439,346,407,320,253,113
"Monroe Township School District (Middlesex County), New Jersey","3410500",28680,2270,8590,6938,6482,4400,9278,739,3019,2529,1975,1016,13830,717,4614,3485,2872,2142,417,151,72,21,99,74,5155,663,885,903,1536,1168
"Montclair Town School District, New Jersey","3410560",25058,1254,3222,4044,8003,8535,9612,577,1590,1822,3164,2459,11394,304,916,1449,3716,5009,419,11,42,92,157,117,3633,362,674,681,966,950
"Montgomery Township School District, New Jersey","3410590",13757,409,1228,1804,4683,5633,4223,97,485,687,1657,1297,5178,62,456,753,1950,1957,117,21,0,16,30,50,4239,229,287,348,1046,2329
"Montville Township School District, New Jersey","3410650",14267,423,2653,2594,4804,3793,6639,154,1618,1226,2320,1321,3848,47,622,743,1331,1105,78,30,25,13,0,10,3702,192,388,612,1153,1357
"Moorestown Township School District, New Jersey","3410710",13712,687,2266,3083,3919,3757,5246,367,1073,1439,1325,1042,6984,214,915,1515,2261,2079,110,11,0,15,27,57,1372,95,278,114,306,579
"Morris Township School District, New Jersey","3410810",29301,2636,5846,5294,8539,6986,11881,636,2598,2507,3721,2419,10029,361,1125,1483,3613,3447,487,172,101,30,93,91,6904,1467,2022,1274,1112,1029
"Mount Olive Township School District, New Jersey","3410980",17943,945,4405,4752,5551,2290,8325,416,2428,2035,2570,876,5239,114,916,1722,1657,830,533,114,94,221,86,18,3846,301,967,774,1238,566
"Mountain Lakes Borough School District, New Jersey","3411010",2468,8,155,285,1110,910,777,8,46,67,349,307,1169,0,102,156,555,356,30,0,0,0,21,9,492,0,7,62,185,238
"Neptune Township School District, New Jersey","3411160",19318,2471,5394,5725,3613,2115,10201,1010,2948,3127,2017,1099,6279,826,1552,1918,1162,821,295,107,91,57,20,20,2543,528,803,623,414,175
"New Brunswick City School District, New Jersey","3411220",25076,8496,7496,3572,3256,2256,5762,665,2017,1515,1023,542,3199,406,879,599,658,657,1734,777,513,273,56,115,14381,6648,4087,1185,1519,942
"New Milford Borough School District, New Jersey","3411280",11385,708,3272,2614,2966,1825,3302,106,1202,872,656,466,3607,119,1241,1013,622,612,125,19,15,67,8,16,4351,464,814,662,1680,731
"New Providence Borough School District, New Jersey","3411310",7963,300,1007,1434,2968,2254,3186,155,431,672,1303,625,2795,28,226,485,1181,875,49,15,0,0,0,34,1933,102,350,277,484,720
"Newark City School District, New Jersey","3411340",172028,54856,60541,35445,15487,5699,63192,13971,25566,16701,5165,1789,34168,9731,11778,7466,3534,1659,15269,8230,4092,2084,748,115,59399,22924,19105,9194,6040,2136
"Newton Town School District, New Jersey","3411400",5303,720,2109,1354,644,476,3251,472,1494,793,387,105,1234,103,448,403,138,142,140,32,24,24,30,30,678,113,143,134,89,199
"North Arlington Borough School District, New Jersey","3411430",11146,1491,3745,2399,2274,1237,5871,451,2190,1288,1445,497,1288,124,413,365,309,77,216,147,37,0,14,18,3771,769,1105,746,506,645
"North Bergen Township School District, New Jersey","3411460",40052,9258,11209,9420,6682,3483,7438,1290,2276,1778,1263,831,5306,529,1229,1702,1167,679,1596,521,447,353,191,84,25712,6918,7257,5587,4061,1889
"North Brunswick Township School District, New Jersey","3411490",27267,2841,6554,6000,7125,4747,9456,845,3069,2671,2053,818,5490,210,1589,1327,1317,1047,409,56,195,99,53,6,11912,1730,1701,1903,3702,2876
"North Plainfield Borough School District, New Jersey","3411640",14584,2449,5316,3380,2436,1003,5087,322,1807,1544,1162,252,2466,143,614,731,553,425,425,48,277,55,45,0,6606,1936,2618,1050,676,326
"Nutley Town School District, New Jersey","3411880",19978,1591,6173,3951,5275,2988,11647,862,4163,2478,2899,1245,3136,74,754,682,948,678,282,33,113,39,56,41,4913,622,1143,752,1372,1024
"Oaklyn Borough School District, New Jersey","3411940",2940,209,1357,520,488,366,1616,100,800,231,307,178,1138,57,516,272,173,120,69,52,0,17,0,0,117,0,41,0,8,68
"Ocean City School District, New Jersey","3411970",9153,749,2337,2194,2192,1681,2579,229,702,599,682,367,6139,384,1503,1568,1471,1213,64,0,46,6,0,12,371,136,86,21,39,89
