"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Hawthorne Borough School District, New Jersey","3406990",39.8,33.8,46.5,44.8,46.9
"Hi-Nella Borough School District, New Jersey","3407080",38.5,25.8,45.4,41.1,30.5
"Highland Park Borough School District, New Jersey","3407170",34.4,23.1,46.2,44.8,37.1
"Hillsborough Township School District, New Jersey","3407230",38.7,27.5,47.4,52.5,40.4
"Hillside Township School District, New Jersey","3407290",38.3,23.9,52.4,45.9,43.4
"Hoboken City School District, New Jersey","3407350",31.1,28.6,30.7,58.6,36.2
"Holmdel Township School District, New Jersey","3407410",44.2,24.9,46.2,54.9,49.6
"Hopatcong Borough School District, New Jersey","3407440",39.6,32.1,50.2,43.2,48.7
"Hopewell Valley Regional School District, New Jersey","3407530",40.9,32.4,47.9,23.6,44.3
"Interlaken Borough School District, New Jersey","3407650",52.2,51.7,52,68.7,69.5
"Irvington Township School District, New Jersey","3407680",33.8,22.7,51.3,36.8,41.3
"Jackson Township School District, New Jersey","3407740",40.1,32.1,47.3,44.4,46.7
"Jefferson Township School District, New Jersey","3407800",38.8,36,44.3,37.5,45.9
"Jersey City School District, New Jersey","3407830",33.1,22.1,36.5,47,38
"Keansburg Borough School District, New Jersey","3407860",33.9,29.6,46.1,43.6,37.7
"Kearny Town School District, New Jersey","3407890",36.3,27.2,30.1,39.2,43.7
"Kenilworth Borough School District, New Jersey","3407920",41.4,36.7,46.5,56.1,48.2
"Keyport Borough School District, New Jersey","3407950",40.2,35.2,44.5,49.9,42.6
"Kinnelon Borough School District, New Jersey","3408040",41.1,32.1,48.2,38.7,49.2
"Lacey Township School District, New Jersey","3408100",40,35.4,49.6,38.3,48.9
"Lakewood Township School District, New Jersey","3408220",24.6,11.1,31.8,27.9,34.5
"Lawrence Township School District, New Jersey","3408400",37.7,24.7,45.8,33.7,40.6
"Leonia Borough School District, New Jersey","3408520",41.9,19.5,43.9,43.4,45.9
"Linden City School District, New Jersey","3408610",39.6,30.8,50.2,40.6,43.9
"Lindenwold Borough School District, New Jersey","3408640",34.3,26.4,46.2,41.7,30.8
"Longport Borough School District, New Jersey","3408671",58.7,45.1,60.9,4.9,66
"Livingston Township School District, New Jersey","3408820",42.2,27,45.5,40.8,48.4
"Lodi Borough School District, New Jersey","3408850",38,29.5,42.1,37.7,42.2
"Long Branch City School District, New Jersey","3408940",34.5,26.7,48.9,48.6,33.7
"Pennsville Township School District, New Jersey","3409120",42.5,42.8,40.8,31.9,59.4
"Lyndhurst Township School District, New Jersey","3409210",41.1,39,52.2,31.6,41.9
"Madison Borough School District, New Jersey","3409240",37.2,27.3,42.3,31.8,43.5
"Old Bridge Township School District, New Jersey","3409270",39,28.2,43.6,56.1,43.2
"Mahwah Township School District, New Jersey","3409330",41.4,30.3,50.2,30.3,42.3
"Manasquan Borough School District, New Jersey","3409420",42.4,39.8,52.4,48.6,50
"Manchester Township School District, New Jersey","3409450",65.6,60,70.3,60.5,69.1
"Manville Borough School District, New Jersey","3409630",38.2,34.1,55.7,56.5,35.6
"Maple Shade Township School District, New Jersey","3409660",36.5,30,47.3,36.8,31.8
"Matawan-Aberdeen Regional School District, New Jersey","3409750",39,32,43.9,55.5,42.7
"Maywood Borough School District, New Jersey","3409810",42.3,34,50.6,46.8,46.8
"Metuchen Borough School District, New Jersey","3409990",40.8,34,46,42.2,45.6
"Middle Township School District, New Jersey","3410020",43.1,29,53.2,45.7,46.2
"Middlesex Borough School District, New Jersey","3410050",42.4,36.3,53.1,46.4,42.1
"Middletown Township School District, New Jersey","3410110",42,33.4,47.6,51.6,49.8
"Midland Park Borough School District, New Jersey","3410140",41.2,33.5,52.2,63.4,48.6
"Millburn Township School District, New Jersey","3410200",40.3,20.1,43.5,40.1,44.9
"Millville City School District, New Jersey","3410320",37.3,32.3,52.1,40.6,50.3
"Monroe Township School District (Gloucester County), New Jersey","3410470",38.7,27.3,48.3,31.7,53.4
"Monroe Township School District (Middlesex County), New Jersey","3410500",53.5,38.3,66.7,70,51.1
"Montclair Town School District, New Jersey","3410560",38.9,30.3,43.3,42.1,41.5
"Montgomery Township School District, New Jersey","3410590",39.5,18.9,44.6,40.3,44.2
"Montville Township School District, New Jersey","3410650",42.2,29.8,52.2,50.7,47.5
"Moorestown Township School District, New Jersey","3410710",43.3,33.3,47.4,45.7,48.4
"Morris Township School District, New Jersey","3410810",40.6,32.4,49.1,40.3,39.7
"Mount Olive Township School District, New Jersey","3410980",37,26.9,42.9,41.1,40.9
"Mountain Lakes Borough School District, New Jersey","3411010",42.2,17.6,49.9,51.7,48.8
"Neptune Township School District, New Jersey","3411160",41.6,31.6,55.7,53.1,44.1
"New Brunswick City School District, New Jersey","3411220",23.5,19.8,25.4,45.4,31.1
"New Milford Borough School District, New Jersey","3411280",41.3,26.2,48.4,53.7,44.2
"New Providence Borough School District, New Jersey","3411310",40.4,23.9,51.3,23.5,42.2
"Newark City School District, New Jersey","3411340",32.2,21.8,48.2,47.1,38.6
"Newton Town School District, New Jersey","3411400",38.7,33.1,47.9,46.6,39.7
"North Arlington Borough School District, New Jersey","3411430",42.1,35.6,56.6,58,44.9
"North Bergen Township School District, New Jersey","3411460",36,18.2,32.8,50.6,46
"North Brunswick Township School District, New Jersey","3411490",35.8,26.5,40.9,30.4,38.9
"North Plainfield Borough School District, New Jersey","3411640",35.8,22.7,44.2,53.2,38.7
"Nutley Town School District, New Jersey","3411880",40.2,37.2,42.8,51.2,44.8
"Oaklyn Borough School District, New Jersey","3411940",39.3,34.3,48.4,49.9,43.5
"Ocean City School District, New Jersey","3411970",50.9,28.9,58.2,31.6,41.7
"Ocean Township School District, New Jersey","3412060",42.5,35,50.7,46.5,46.8
"Orange City Township School District, New Jersey","3412270",33,22.3,49.9,32.8,38.1
"Palisades Park Borough School District, New Jersey","3412360",36.8,25.4,32.2,35.8,40
"Palmyra Borough School District, New Jersey","3412390",39.8,30.3,51.7,44.2,45.5
"Paramus Borough School District, New Jersey","3412420",45.3,27.6,54.1,47.9,51.5
"Park Ridge Borough School District, New Jersey","3412450",43.1,32.5,51.3,70,47.3
"Parsippany-Troy Hills Township School District, New Jersey","3412480",40.4,30.5,49.6,48.8,43.6
"Passaic City School District, New Jersey","3412540",29,13.2,31.5,46.7,36.3
"Paterson City School District, New Jersey","3412690",32,19.1,49.4,42.5,40.9
"Paulsboro Borough School District, New Jersey","3412720",38.5,30.9,44.4,48.4,57.3
"Pemberton Township School District, New Jersey","3412810",36.5,27.3,45.6,35.9,47.2
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",36.5,34.1,39.2,44.5,34.9
"Pennsauken Township School District, New Jersey","3412870",36.6,26.5,45.5,45.4,41.8
"Pequannock Township School District, New Jersey","3412900",44.8,38,56.5,47.4,52.5
"Perth Amboy City School District, New Jersey","3412930",31.9,17.9,36.2,47.7,39.2
"Phillipsburg Town School District, New Jersey","3412960",36.7,34.2,41.8,42.7,39.7
"Pine Hill Borough School District, New Jersey","3412990",33.4,26.5,46.8,40.6,33.6
"Piscataway Township School District, New Jersey","3413050",32.8,21.4,43.5,36.2,39.5
"Pitman Borough School District, New Jersey","3413080",39.7,32.7,50.5,62.2,50.5
"Pittsgrove Township School District, New Jersey","3413110",40.7,36.5,48.8,56.4,57
"Plainfield City School District, New Jersey","3413140",33.5,23.3,51.1,40.7,34.5
"Pleasantville City School District, New Jersey","3413200",35.7,25.5,50.6,35.5,38.2
"Plumsted Township School District, New Jersey","3413230",40.1,37.7,43.7,48.4,43.3
"Point Pleasant Borough School District, New Jersey","3413290",43.2,40.6,48.7,48,49.6
"Point Pleasant Beach Borough School District, New Jersey","3413320",46.5,44.2,53,52.8,43.9
"Pompton Lakes Borough School District, New Jersey","3413350",35.9,32.9,45.7,50.2,41
"Princeton Regional School District, New Jersey","3413410",36,21.4,37.4,41.4,39.7
"Rahway City School District, New Jersey","3413530",39,31,48.9,42,44.1
"Ramsey Borough School District, New Jersey","3413590",40.8,28,50.1,62.3,41.3
"Randolph Township School District, New Jersey","3413650",39.4,27.3,45.7,10.7,39.8
"Hazlet Township School District, New Jersey","3413680",41.8,33,45.9,69.5,53.5
"Ridgefield Borough School District, New Jersey","3413770",40.5,23.1,48.7,53.8,44.5
"Ridgefield Park Township School District, New Jersey","3413800",39,23.6,40.8,67.3,42.2
"Ridgewood Village School District, New Jersey","3413830",40.2,18.8,46.1,36.8,43.4
"Riverside Township School District, New Jersey","3414010",36.6,31.4,42.8,36.3,36.3
"Rockleigh Borough School District, New Jersey","3414160",44.6,40.2,49.5,16.6,69.2
"Roselle Borough School District, New Jersey","3414280",37.9,23.7,50.4,48.5,43.7
"Roselle Park Borough School District, New Jersey","3414310",37.8,31.8,37,47.4,43.4
"Roxbury Township School District, New Jersey","3414340",39.7,32.6,51,47.4,44
"Rutherford Borough School District, New Jersey","3414460",39,33.2,44.4,45.8,45.3
"Saddle Brook Township School District, New Jersey","3414490",39.6,33.7,53,42.1,42.9
"Salem City School District, New Jersey","3414550",36.2,26.3,45.6,63.2,50.9
"Sayreville Borough School District, New Jersey","3414640",38.6,31,43.9,46.8,41.7
"Scotch Plains-Fanwood Regional School District, New Jersey","3414670",40.2,32.5,44.6,43.4,49
"Secaucus Town School District, New Jersey","3414850",42,39,42.8,42.6,46.5
"Somerville Borough School District, New Jersey","3415090",36.1,31.7,45.7,50.1,34.9
"South Amboy City School District, New Jersey","3415120",39,37.8,38,42.6,41.8
"Lake Como Borough School District, New Jersey","3415150",37.7,34.5,34.9,27.8,42.9
"South Brunswick Township School District, New Jersey","3415210",38.1,19.9,47.3,38,41.3
"South Orange-Maplewood School District, New Jersey","3415330",37.4,22.1,40.3,43.7,44.2
"South Plainfield Borough School District, New Jersey","3415360",40.3,34.5,47.8,50.3,45.4
"South River Borough School District, New Jersey","3415390",37.9,26.8,45.4,46.8,40.6
"Sparta Township School District, New Jersey","3415510",41.1,30.1,49.4,44.3,46.6
"Spotswood Borough School District, New Jersey","3415540",40.6,33.2,50.3,55.5,55.3
"Springfield Township School District, New Jersey","3415630",44,39.3,50.9,29.9,44.9
"Summit City School District, New Jersey","3415900",38.2,24.5,44,35.5,41.9
"Teaneck Township School District, New Jersey","3416080",38.1,18.2,42.8,38,47.2
"Tenafly Borough School District, New Jersey","3416110",40.9,19.5,40.9,16.2,44.3
"Toms River Regional School District, New Jersey","3416230",41.3,35.9,53.4,47.2,44.1
"Trenton City School District, New Jersey","3416290",32.3,24.7,50,41.1,33.1
"Union City School District, New Jersey","3416380",33.7,13.3,27,49.3,42.1
"Union Township School District, New Jersey","3416500",39.1,29.4,46.9,39.7,45.6
"Upper Freehold Regional School District, New Jersey","3416560",43.2,38.3,50.5,17,46.1
"Vernon Township School District, New Jersey","3416710",38.8,33.7,45.8,56.1,46
"Verona Borough School District, New Jersey","3416740",42.7,37.1,46.8,35.8,53.9
"Vineland City School District, New Jersey","3416800",36.7,28.2,47.8,51.1,38.8
"Waldwick Borough School District, New Jersey","3416860",42.1,30.2,49.8,44.9,45.8
"Wall Township School District, New Jersey","3416890",44.7,40.4,54.3,46.6,47.9
"Wallington Borough School District, New Jersey","3416920",36.5,31.3,46.8,34.1,37.4
"Washington Township School District, New Jersey","3417070",39,24,47.2,38.8,47.3
"Wayne Township School District, New Jersey","3417280",42.7,35.1,51.2,56.4,46.9
"Weehawken Township School District, New Jersey","3417310",37.1,28.9,35.7,60.2,45.7
"West Deptford Township School District, New Jersey","3417430",40.7,32.5,49,52.7,48.6
"West Milford Township School District, New Jersey","3417520",40.2,35.6,47.2,44.1,50.8
"West New York Town School District, New Jersey","3417580",33.9,13.3,31.4,39.4,40.9
"West Orange Town School District, New Jersey","3417610",40.9,32.1,42.6,42.9,45.5
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",36.5,18.2,42.1,35.2,42.1
"Westfield Town School District, New Jersey","3417760",40.6,24.9,45.8,14.5,44.7
"Westwood Regional School District, New Jersey","3417820",43.1,31.2,52.9,61.2,48.9
"Wildwood City School District, New Jersey","3417940",40.1,33.9,48.6,43.3,23.7
"Willingboro Township School District, New Jersey","3418000",40.6,21.3,51.8,39.9,47.6
"Winslow Township School District, New Jersey","3418060",37.5,28.4,47.2,43.7,42.2
"Woodbridge Township School District, New Jersey","3418120",38.3,34.5,45,50,39.8
"Woodbury City School District, New Jersey","3418150",36.4,29.4,47.3,57,46.4
"Wood-Ridge Borough School District, New Jersey","3418300",42.7,35.6,48.6,49.5,49.5
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",41.9,41.4,42.7,31.5,41.4
"Remainder of New Jersey, New Jersey","3499999",41.3,33.2,48.9,43.8,44.9
