"","GEOID","B06011_001","B06011_002","B06011_003","B06011_004","B06011_005"
"Linden City School District, New Jersey","3408610",28898,30195,27516,31148,28393
"Lindenwold Borough School District, New Jersey","3408640",25580,24418,30253,26735,20452
"Livingston Township School District, New Jersey","3408820",53997,41923,64341,44688,62500
"Lodi Borough School District, New Jersey","3408850",30359,30150,36005,20858,30251
"Long Branch City School District, New Jersey","3408940",23895,23673,33688,16234,21890
"Pennsville Township School District, New Jersey","3409120",34006,35406,35046,14402,14455
"Lyndhurst Township School District, New Jersey","3409210",38481,39400,39830,26607,37323
"Madison Borough School District, New Jersey","3409240",41571,32995,69145,29500,35500
"Old Bridge Township School District, New Jersey","3409270",39901,35180,47505,33068,38985
"Mahwah Township School District, New Jersey","3409330",43823,40179,52230,31875,40315
"Manasquan Borough School District, New Jersey","3409420",42239,44863,35313,26324,45096
"Manchester Township School District, New Jersey","3409450",23663,24634,23040,24875,20914
"Manville Borough School District, New Jersey","3409630",27933,31196,27661,8333,23572
"Maple Shade Township School District, New Jersey","3409660",30811,30054,32491,36343,20188
"Matawan-Aberdeen Regional School District, New Jersey","3409750",39842,38056,46600,36400,31990
"Maywood Borough School District, New Jersey","3409810",40990,38152,46630,56563,38884
"Metuchen Borough School District, New Jersey","3409990",48399,39737,62712,50769,55393
"Middle Township School District, New Jersey","3410020",31211,30010,32807,22787,35523
"Middlesex Borough School District, New Jersey","3410050",38343,38078,42773,9531,35947
"Middletown Township School District, New Jersey","3410110",40553,37569,44689,36719,44241
"Midland Park Borough School District, New Jersey","3410140",40804,40977,44487,22132,24500
"Millburn Township School District, New Jersey","3410200",66954,51306,82486,127788,74976
"Millville City School District, New Jersey","3410320",24728,25253,24563,20208,23986
"Monroe Township School District (Gloucester County), New Jersey","3410470",30312,28218,31767,61023,24951
"Monroe Township School District (Middlesex County), New Jersey","3410500",37103,36816,36253,31932,42972
"Montclair Town School District, New Jersey","3410560",52234,44629,61303,66473,47170
"Montgomery Township School District, New Jersey","3410590",66452,57000,68786,57353,78482
"Montville Township School District, New Jersey","3410650",51275,42296,56848,21250,62660
"Moorestown Township School District, New Jersey","3410710",46800,37574,52086,118438,70000
"Morris Township School District, New Jersey","3410810",42490,44781,59504,20510,27654
"Mount Olive Township School District, New Jersey","3410980",42352,38960,50150,36904,45123
"Mountain Lakes Borough School District, New Jersey","3411010",60489,44615,63818,22188,71129
"Neptune Township School District, New Jersey","3411160",31927,33488,31429,35932,28924
"New Brunswick City School District, New Jersey","3411220",18485,12118,21543,22140,20599
"New Milford Borough School District, New Jersey","3411280",42330,42391,39561,18618,44805
"New Providence Borough School District, New Jersey","3411310",49159,45438,57476,37159,49450
"Newark City School District, New Jersey","3411340",20678,20575,19607,15838,21869
"Newton Town School District, New Jersey","3411400",27158,26572,29836,43409,26924
"North Arlington Borough School District, New Jersey","3411430",37043,37206,35185,21646,40186
"North Bergen Township School District, New Jersey","3411460",25699,24935,30492,23201,25622
"North Brunswick Township School District, New Jersey","3411490",37063,36311,43503,15086,36516
"North Plainfield Borough School District, New Jersey","3411640",30195,35603,41924,47250,23827
"Nutley Town School District, New Jersey","3411880",37970,37030,44617,24375,33750
"Oaklyn Borough School District, New Jersey","3411940",35419,35473,34958,35565,43906
"Ocean City School District, New Jersey","3411970",31494,25365,34847,11739,21307
"Ocean Township School District, New Jersey","3412060",36397,36850,44550,27656,30089
"Orange City Township School District, New Jersey","3412270",23602,25936,19989,26899,22970
"Palisades Park Borough School District, New Jersey","3412360",31433,35417,40755,53938,29980
"Palmyra Borough School District, New Jersey","3412390",32460,24171,41066,55139,22384
"Paramus Borough School District, New Jersey","3412420",36858,31448,34796,71136,45938
"Park Ridge Borough School District, New Jersey","3412450",48050,44167,51836,28688,33841
"Parsippany-Troy Hills Township School District, New Jersey","3412480",41628,40231,43514,29044,43750
"Passaic City School District, New Jersey","3412540",19264,21580,26776,17176,18353
"Paterson City School District, New Jersey","3412690",20766,21565,22696,16935,21098
"Paulsboro Borough School District, New Jersey","3412720",20622,21070,20380,14412,16583
"Pemberton Township School District, New Jersey","3412810",31447,26491,38226,26594,25907
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",24713,22500,24602,14958,32067
"Pennsauken Township School District, New Jersey","3412870",28618,27936,31981,25817,26653
"Pequannock Township School District, New Jersey","3412900",38273,38448,38326,45568,36250
"Perth Amboy City School District, New Jersey","3412930",23330,26559,29809,23874,21004
"Phillipsburg Town School District, New Jersey","3412960",22382,22474,25660,9614,20665
"Pine Hill Borough School District, New Jersey","3412990",29384,27526,32849,49875,25313
"Piscataway Township School District, New Jersey","3413050",35533,27863,40925,30023,41282
"Pitman Borough School District, New Jersey","3413080",34289,32414,35364,41058,42604
"Pittsgrove Township School District, New Jersey","3413110",31844,31107,36905,20729,4000
"Plainfield City School District, New Jersey","3413140",22603,25542,30767,19911,19648
"Pleasantville City School District, New Jersey","3413200",22026,19609,25370,21098,23067
"Plumsted Township School District, New Jersey","3413230",36900,35565,43346,44329,23828
"Point Pleasant Borough School District, New Jersey","3413290",38649,38932,39084,42885,24036
"Point Pleasant Beach Borough School District, New Jersey","3413320",35517,32656,41020,26667,25741
"Pompton Lakes Borough School District, New Jersey","3413350",40550,42196,42670,50417,24198
"Princeton Regional School District, New Jersey","3413410",31291,28060,32952,6983,30887
"Rahway City School District, New Jersey","3413530",30912,32206,27578,31274,31462
"Ramsey Borough School District, New Jersey","3413590",52529,49569,59127,33125,58243
"Randolph Township School District, New Jersey","3413650",51595,45237,62686,27467,58289
"Hazlet Township School District, New Jersey","3413680",37256,33821,43002,20347,40500
"Ridgefield Borough School District, New Jersey","3413770",30318,29643,31049,58250,30160
"Ridgefield Park Township School District, New Jersey","3413800",33774,30566,40561,28523,33090
"Ridgewood Village School District, New Jersey","3413830",59922,45636,75957,78080,47111
"Riverside Township School District, New Jersey","3414010",27623,31724,28415,20278,17315
"Roselle Borough School District, New Jersey","3414280",30153,29154,31773,22083,30035
"Roselle Park Borough School District, New Jersey","3414310",33455,38002,34412,25544,31689
"Roxbury Township School District, New Jersey","3414340",42959,43210,41498,31818,44944
"Rutherford Borough School District, New Jersey","3414460",43590,38892,51732,72778,41456
"Saddle Brook Township School District, New Jersey","3414490",39591,39893,38364,42386,39899
"Salem City School District, New Jersey","3414550",18637,16961,20173,11927,21908
"Sayreville Borough School District, New Jersey","3414640",35856,32799,40985,41063,37120
"Scotch Plains-Fanwood Regional School District, New Jersey","3414670",51058,45600,60765,29844,54369
"Secaucus Town School District, New Jersey","3414850",41036,37633,45050,24545,44519
"Somerville Borough School District, New Jersey","3415090",32817,34558,47755,36094,28014
"South Amboy City School District, New Jersey","3415120",31399,29783,43914,58846,31579
"Lake Como Borough School District, New Jersey","3415150",36615,36215,55110,70787,21063
"South Brunswick Township School District, New Jersey","3415210",47755,38744,47680,43125,61192
"South Orange-Maplewood School District, New Jersey","3415330",47596,38006,63597,42798,41169
"South Plainfield Borough School District, New Jersey","3415360",38128,37506,43587,18000,34427
"South River Borough School District, New Jersey","3415390",30451,31056,34167,42721,28459
"Sparta Township School District, New Jersey","3415510",51236,46576,60174,46976,45463
"Spotswood Borough School District, New Jersey","3415540",38667,41018,36173,42901,31277
"Springfield Township School District, New Jersey","3415630",44534,43970,55208,85417,35579
"Summit City School District, New Jersey","3415900",44884,39922,73693,69706,36308
"Teaneck Township School District, New Jersey","3416080",41638,36704,46214,53704,36385
"Tenafly Borough School District, New Jersey","3416110",52007,42125,67599,11563,48736
"Toms River Regional School District, New Jersey","3416230",33833,33716,36313,31176,29087
"Trenton City School District, New Jersey","3416290",19735,19263,20078,16103,20325
"Union City School District, New Jersey","3416380",20687,21716,32173,15982,20283
"Union Township School District, New Jersey","3416500",34626,33194,36678,28040,36222
"Upper Freehold Regional School District, New Jersey","3416560",50325,49977,57099,60000,26775
"Vernon Township School District, New Jersey","3416710",36525,35398,40196,30139,40466
"Verona Borough School District, New Jersey","3416740",45980,47720,50455,55521,31500
"Vineland City School District, New Jersey","3416800",24101,24907,29615,19313,20433
"Waldwick Borough School District, New Jersey","3416860",40549,38003,48478,26250,35321
"Wall Township School District, New Jersey","3416890",40602,39400,48274,51750,36278
"Wallington Borough School District, New Jersey","3416920",32575,32938,26417,40469,32991
"Washington Township School District, New Jersey","3417070",35983,32013,37919,38766,42695
"Wayne Township School District, New Jersey","3417280",39870,37221,46772,21284,39824
"Weehawken Township School District, New Jersey","3417310",39459,42259,50515,13500,27495
"West Deptford Township School District, New Jersey","3417430",34880,32628,40075,32276,31082
"West Milford Township School District, New Jersey","3417520",39934,37718,46875,62375,30833
"West New York Town School District, New Jersey","3417580",21080,21626,46727,18288,19470
"West Orange Town School District, New Jersey","3417610",38426,37278,54743,41801,30934
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",52761,42013,51114,57885,71068
"Westfield Town School District, New Jersey","3417760",54270,44967,66047,33875,49338
"Westwood Regional School District, New Jersey","3417820",42195,42108,43056,49519,36542
"Wildwood City School District, New Jersey","3417940",20838,24616,21095,21813,7030
"Willingboro Township School District, New Jersey","3418000",30837,26000,32446,30341,32022
"Winslow Township School District, New Jersey","3418060",33851,31499,35696,26250,38344
"Woodbridge Township School District, New Jersey","3418120",37918,35529,38744,28367,42329
"Woodbury City School District, New Jersey","3418150",31801,31132,34177,9051,20804
"Wood-Ridge Borough School District, New Jersey","3418300",38378,37455,39864,34750,37172
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",33519,32289,36636,2656,21555
"Remainder of New Jersey, New Jersey","3499999",36553,34376,41806,31769,32381
