"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Catoosa County, Georgia","13047",64362,8461,5739,50162,22455,3792,2203,16460,39975,4487,3340,32148,458,0,35,423,1474,182,161,1131
"Charlton County, Georgia","13049",11607,2084,1187,8336,5890,905,574,4411,5493,1140,613,3740,131,12,0,119,93,27,0,66
"Chatham County, Georgia","13051",263998,51070,27204,185724,150004,32546,17399,100059,92639,14020,7591,71028,3933,550,325,3058,17422,3954,1889,11579
"Chattahoochee County, Georgia","13053",8667,782,1681,6204,2516,268,528,1720,5180,347,1062,3771,432,56,41,335,539,111,50,378
"Chattooga County, Georgia","13055",23479,5606,3462,14411,17898,4239,2669,10990,4820,1178,618,3024,53,11,0,42,708,178,175,355
"Cherokee County, Georgia","13057",220235,22675,17341,180219,103405,11869,9348,82188,94963,7286,4855,82822,2589,182,100,2307,19278,3338,3038,12902
"Clarke County, Georgia","13059",109100,38997,11886,58217,63279,23905,7471,31903,33319,10164,2574,20581,1198,469,94,635,11304,4459,1747,5098
"Clay County, Georgia","13061",3052,1398,574,1080,2309,1292,268,749,707,106,270,331,0,0,0,0,36,0,36,0
"Clayton County, Georgia","13063",259038,64277,35870,158891,132085,34485,17757,79843,83498,18269,10021,55208,3997,562,836,2599,39458,10961,7256,21241
"Clinch County, Georgia","13065",6658,2306,634,3718,5331,1830,507,2994,1206,392,127,687,10,0,0,10,111,84,0,27
"Cobb County, Georgia","13067",698804,91080,54388,553336,268868,39967,23048,205853,312043,30784,17484,263775,10724,1258,1105,8361,107169,19071,12751,75347
"Coffee County, Georgia","13069",39381,10255,5281,23845,30846,7411,4299,19136,5971,1740,757,3474,127,23,0,104,2437,1081,225,1131
"Colquitt County, Georgia","13071",44974,12448,7231,25295,32527,8446,5146,18935,7260,1966,1353,3941,153,44,0,109,5034,1992,732,2310
"Columbia County, Georgia","13073",131606,12596,6600,112410,63763,6888,3819,53056,54803,4303,2087,48413,3930,368,281,3281,9110,1037,413,7660
"Cook County, Georgia","13075",16886,4245,2298,10343,12826,3299,1759,7768,3403,796,458,2149,99,0,16,83,558,150,65,343
"Coweta County, Georgia","13077",130629,17013,9165,104451,74930,11606,5320,58004,46282,4037,2321,39924,1539,93,171,1275,7878,1277,1353,5248
"Crawford County, Georgia","13079",12358,2138,1720,8500,9550,1816,1544,6190,2596,318,176,2102,94,0,0,94,118,4,0,114
"Crisp County, Georgia","13081",22881,7261,2685,12935,19573,6496,2393,10684,2914,592,184,2138,22,3,0,19,372,170,108,94
"Dade County, Georgia","13083",15271,2094,1913,11264,4780,703,685,3392,10216,1343,1218,7655,56,10,10,36,219,38,0,181
"Dawson County, Georgia","13085",22169,3498,1952,16719,13341,2423,1349,9569,7912,1016,569,6327,155,5,0,150,761,54,34,673
"Decatur County, Georgia","13087",26278,7788,3777,14713,18776,6161,2544,10071,6696,1456,965,4275,68,0,13,55,738,171,255,312
"DeKalb County, Georgia","13089",692359,135640,72937,483782,312518,67442,35784,209292,256537,36771,19254,200512,9402,1368,816,7218,113902,30059,17083,66760
"Dodge County, Georgia","13091",19292,3779,2884,12629,15846,3057,2148,10641,2990,654,611,1725,142,0,35,107,314,68,90,156
"Dooly County, Georgia","13093",12377,3451,2289,6637,10692,2867,1994,5831,1203,305,215,683,8,8,0,0,474,271,80,123
"Dougherty County, Georgia","13095",90448,29285,11789,49374,69207,24491,9319,35397,18554,4054,2074,12426,594,112,32,450,2093,628,364,1101
"Douglas County, Georgia","13097",133275,21621,13091,98563,70569,11841,7177,51551,50591,7978,4147,38466,1627,217,428,982,10488,1585,1339,7564
"Early County, Georgia","13099",10433,2852,1124,6457,8202,2348,951,4903,2128,482,142,1504,9,0,0,9,94,22,31,41
"Echols County, Georgia","13101",4014,1210,371,2433,2406,572,182,1652,884,293,126,465,13,0,0,13,711,345,63,303
"Effingham County, Georgia","13103",53123,5601,5427,42095,34218,4196,3751,26271,17063,1313,1570,14180,793,56,30,707,1049,36,76,937
"Elbert County, Georgia","13105",19429,3977,2316,13136,15245,3262,1733,10250,3621,573,408,2640,31,0,0,31,532,142,175,215
"Emanuel County, Georgia","13107",21820,6729,3118,11973,18277,5367,2820,10090,3228,1304,247,1677,40,0,0,40,275,58,51,166
"Evans County, Georgia","13109",10343,2793,1180,6370,7818,2040,887,4891,1705,363,222,1120,65,0,4,61,755,390,67,298
"Fannin County, Georgia","13111",23327,5280,3211,14836,12146,3057,1591,7498,10819,2061,1592,7166,82,30,0,52,280,132,28,120
"Fayette County, Georgia","13113",107261,8646,5980,92635,44228,3869,3187,37172,51419,3234,1920,46265,1836,205,109,1522,9778,1338,764,7676
"Floyd County, Georgia","13115",92146,19704,11163,61279,65612,13907,8253,43452,19975,3538,2090,14347,609,69,26,514,5950,2190,794,2966
"Forsyth County, Georgia","13117",188464,13440,10497,164527,77409,6575,5311,65523,81965,4126,2881,74958,2164,82,56,2026,26926,2657,2249,22020
"Franklin County, Georgia","13119",21350,4448,2904,13998,15932,3425,1940,10567,4737,830,917,2990,95,9,5,81,586,184,42,360
"Fulton County, Georgia","13121",936411,166936,82565,686910,427112,102410,47358,277344,379102,45633,23402,310067,12626,1154,789,10683,117571,17739,11016,88816
"Gilmer County, Georgia","13123",28133,6026,3566,18541,16609,3872,2030,10707,9632,1407,1412,6813,183,29,9,145,1709,718,115,876
"Glascock County, Georgia","13125",2977,493,399,2085,2659,431,328,1900,286,56,59,171,15,0,2,13,17,6,10,1
"Glynn County, Georgia","13127",79476,15650,8475,55351,46728,11248,6004,29476,27235,3245,1994,21996,883,110,35,738,4630,1047,442,3141
"Gordon County, Georgia","13129",54720,11159,7487,36074,36871,7650,4882,24339,12264,1934,1404,8926,204,24,11,169,5381,1551,1190,2640
"Grady County, Georgia","13131",24862,7737,3952,13173,16942,5268,2827,8847,6363,1539,843,3981,70,20,10,40,1487,910,272,305
"Greene County, Georgia","13133",16022,4159,2120,9743,11177,3374,1732,6071,4129,476,355,3298,42,0,0,42,674,309,33,332
"Gwinnett County, Georgia","13135",835503,115201,86187,634115,298551,43591,30445,224515,314313,30354,23354,260605,16719,1406,2299,13014,205920,39850,30089,135981
"Habersham County, Georgia","13137",40447,7182,5451,27814,26433,4898,3663,17872,10277,1238,1189,7850,272,57,0,215,3465,989,599,1877
"Hall County, Georgia","13139",181962,34167,20141,127654,100106,19308,10683,70115,51270,6297,4168,40805,1698,309,86,1303,28888,8253,5204,15431
"Hancock County, Georgia","13141",7250,2360,989,3901,6339,2181,864,3294,797,178,102,517,31,0,0,31,83,1,23,59
"Haralson County, Georgia","13143",28111,5875,3127,19109,21763,4875,2506,14382,5782,955,540,4287,178,31,35,112,388,14,46,328
"Harris County, Georgia","13145",32053,2803,1767,27483,19699,2217,1316,16166,11049,509,435,10105,533,19,16,498,772,58,0,714
"Hart County, Georgia","13147",24598,6049,2743,15806,15421,4334,1833,9254,8555,1444,823,6288,102,31,4,67,520,240,83,197
"Heard County, Georgia","13149",11516,2619,1365,7532,8566,2098,1063,5405,2856,502,302,2052,75,0,0,75,19,19,0,0
"Henry County, Georgia","13151",207229,26432,18321,162476,114478,14643,10671,89164,74431,9088,5355,59988,3661,652,91,2918,14659,2049,2204,10406
"Houston County, Georgia","13153",143742,23795,13583,106364,78274,16038,8598,53638,53273,5766,3472,44035,3670,349,318,3003,8525,1642,1195,5688
"Irwin County, Georgia","13155",8842,1972,1500,5370,7488,1753,1242,4493,1299,219,244,836,26,0,6,20,29,0,8,21
"Jackson County, Georgia","13157",60311,9062,5343,45906,41130,6729,3696,30705,16336,1857,1139,13340,494,82,49,363,2351,394,459,1498
"Jasper County, Georgia","13159",13524,2991,2128,8405,10120,2127,1661,6332,2971,647,426,1898,15,0,0,15,418,217,41,160
"Jeff Davis County, Georgia","13161",14882,3648,1800,9434,11906,2618,1386,7902,2085,697,257,1131,0,0,0,0,891,333,157,401
"Jefferson County, Georgia","13163",15994,5082,2572,8340,13517,4402,2184,6931,2062,572,227,1263,73,2,7,64,342,106,154,82
"Jenkins County, Georgia","13165",8684,2586,1436,4662,7368,2003,1365,4000,1038,368,71,599,83,48,0,35,195,167,0,28
"Johnson County, Georgia","13167",9020,2009,944,6067,7590,1642,822,5126,1270,294,113,863,69,52,9,8,91,21,0,70
"Jones County, Georgia","13169",28438,4410,1712,22316,23020,3744,1522,17754,4733,645,190,3898,263,7,0,256,422,14,0,408
"Lamar County, Georgia","13171",16820,3349,1945,11526,13693,2859,1702,9132,2622,432,198,1992,141,46,0,95,364,12,45,307
"Lanier County, Georgia","13173",10036,3071,848,6117,6439,2184,480,3775,3107,678,265,2164,343,141,81,121,147,68,22,57
"Laurens County, Georgia","13175",46852,12046,7055,27751,38929,10437,5963,22529,6607,1371,963,4273,203,39,38,126,1113,199,91,823
"Lee County, Georgia","13177",27496,3267,1873,22356,18600,2561,1607,14432,7570,547,125,6898,364,68,40,256,962,91,101,770
"Liberty County, Georgia","13179",62188,11310,8113,42765,23248,5679,3005,14564,31661,4505,4172,22984,3536,787,525,2224,3743,339,411,2993
"Lincoln County, Georgia","13181",7719,1878,743,5098,5680,1443,514,3723,1828,435,174,1219,95,0,9,86,116,0,46,70
"Long County, Georgia","13183",15741,2911,1625,11205,7668,1479,843,5346,6531,1132,565,4834,542,64,31,447,1000,236,186,578
"Lowndes County, Georgia","13185",108281,27375,13915,66991,64235,17888,8375,37972,37228,7544,4554,25130,1953,424,379,1150,4865,1519,607,2739
"Lumpkin County, Georgia","13187",29241,5870,3564,19807,17942,3999,2589,11354,10010,1627,797,7586,113,0,0,113,1176,244,178,754
"McDuffie County, Georgia","13189",21222,4951,2452,13819,17410,4238,2134,11038,3326,564,233,2529,192,0,5,187,294,149,80,65
"McIntosh County, Georgia","13191",14038,2538,1161,10339,10094,1926,865,7303,3442,548,233,2661,191,64,28,99,311,0,35,276
"Macon County, Georgia","13193",12566,3716,1718,7132,10559,3297,1575,5687,1646,215,143,1288,5,0,0,5,356,204,0,152
"Madison County, Georgia","13195",27968,5168,3988,18812,21860,3901,3468,14491,5021,867,364,3790,163,28,27,108,924,372,129,423
"Marion County, Georgia","13197",8644,1606,1555,5483,5811,1281,1196,3334,2187,307,215,1665,116,9,25,82,530,9,119,402
"Meriwether County, Georgia","13199",20979,4802,2817,13360,17157,4220,2536,10401,3493,536,225,2732,189,43,40,106,140,3,16,121
"Miller County, Georgia","13201",5844,1534,727,3583,4777,1277,660,2840,996,238,67,691,26,17,0,9,45,2,0,43
"Mitchell County, Georgia","13205",20955,6360,3260,11335,17721,5512,2591,9618,2778,680,586,1512,12,0,10,2,444,168,73,203
"Monroe County, Georgia","13207",25463,3405,3368,18690,19105,2626,2768,13711,5811,773,533,4505,168,0,35,133,379,6,32,341
"Montgomery County, Georgia","13209",8194,2028,1004,5162,6770,1622,877,4271,1089,288,109,692,17,8,0,9,318,110,18,190
"Morgan County, Georgia","13211",17668,2695,1824,13149,12919,2258,1392,9269,4330,409,368,3553,129,6,0,123,290,22,64,204
"Murray County, Georgia","13213",38911,8083,6278,24550,26011,5373,3949,16689,9603,1771,1918,5914,175,30,31,114,3122,909,380,1833
"Muscogee County, Georgia","13215",186922,37674,22583,126665,99924,23781,12970,63173,70531,10791,8004,51736,5752,787,803,4162,10715,2315,806,7594
"Newton County, Georgia","13217",99793,16610,11062,72121,62158,11272,7185,43701,30942,4020,3170,23752,968,112,80,776,5725,1206,627,3892
"Oconee County, Georgia","13219",33525,2735,1842,28948,20007,1769,1200,17038,11210,731,409,10070,613,32,12,569,1695,203,221,1271
"Oglethorpe County, Georgia","13221",14538,2121,1314,11103,10084,1602,993,7489,3907,426,233,3248,168,8,20,140,379,85,68,226
"Paulding County, Georgia","13223",144659,18426,10806,115427,80037,10377,6569,63091,56101,6316,3548,46237,1733,340,155,1238,6788,1393,534,4861
"Peach County, Georgia","13225",25177,5721,2863,16593,18379,4635,2154,11590,4949,700,437,3812,317,41,0,276,1532,345,272,915
"Pickens County, Georgia","13227",29224,3511,3559,22154,18115,2628,2256,13231,10116,860,1030,8226,198,7,0,191,795,16,273,506
"Pierce County, Georgia","13229",18662,3732,2354,12576,13929,2714,1520,9695,4213,974,616,2623,30,0,0,30,490,44,218,228
"Pike County, Georgia","13231",17457,2181,2011,13265,13360,1900,1763,9697,3848,281,242,3325,46,0,0,46,203,0,6,197
"Polk County, Georgia","13233",40712,8355,4763,27594,30425,6170,3505,20750,6898,1189,732,4977,147,45,0,102,3242,951,526,1765
"Pulaski County, Georgia","13235",10161,1409,1699,7053,8126,1015,1333,5778,1657,294,199,1164,83,0,0,83,295,100,167,28
"Putnam County, Georgia","13237",20988,2980,2972,15036,14182,1842,2267,10073,5748,889,357,4502,86,2,2,82,972,247,346,379
"Quitman County, Georgia","13239",2407,692,497,1218,1296,355,298,643,1091,337,199,555,5,0,0,5,15,0,0,15
"Rabun County, Georgia","13241",16083,3809,1748,10526,8845,2441,1011,5393,6118,991,569,4558,136,44,16,76,984,333,152,499
"Randolph County, Georgia","13243",7150,2330,1051,3769,5837,2069,923,2845,1066,251,122,693,70,0,0,70,177,10,6,161
"Richmond County, Georgia","13245",192808,48961,22663,121184,119509,35389,14442,69678,61484,11591,6738,43155,4890,653,325,3912,6925,1328,1158,4439
"Rockdale County, Georgia","13247",85211,13587,9542,62082,45943,7188,4845,33910,29587,4331,3564,21692,959,271,58,630,8722,1797,1075,5850
"Schley County, Georgia","13249",5033,1117,608,3308,3925,867,481,2577,958,164,114,680,32,15,0,17,118,71,13,34
"Screven County, Georgia","13251",13899,3469,1859,8571,11516,3045,1426,7045,2211,377,419,1415,84,39,0,45,88,8,14,66
"Seminole County, Georgia","13253",8692,1963,946,5783,6319,1511,735,4073,2248,414,211,1623,11,0,0,11,114,38,0,76
"Spalding County, Georgia","13255",62723,14157,9541,39025,48189,11849,7469,28871,12038,1840,1338,8860,426,122,5,299,2070,346,729,995
"Stephens County, Georgia","13257",24868,4807,4076,15985,17596,3559,2742,11295,6554,1152,915,4487,121,3,47,71,597,93,372,132
"Stewart County, Georgia","13259",4671,1637,885,2149,3548,1456,772,1320,1023,173,113,737,10,0,0,10,90,8,0,82
"Sumter County, Georgia","13261",29738,9401,3671,16666,24161,8255,2919,12987,4543,919,514,3110,131,44,15,72,903,183,223,497
"Talbot County, Georgia","13263",6560,1204,1261,4095,5529,1094,1148,3287,926,107,104,715,59,0,0,59,46,3,9,34
"Taliaferro County, Georgia","13265",1682,524,411,747,1393,467,283,643,268,57,128,83,0,0,0,0,21,0,0,21
"Tattnall County, Georgia","13267",19878,5822,2354,11702,14592,4281,1764,8547,3906,1011,424,2471,365,32,95,238,1015,498,71,446
"Taylor County, Georgia","13269",8240,2258,1149,4833,6959,1792,1018,4149,1134,409,101,624,40,33,0,7,107,24,30,53
"Telfair County, Georgia","13271",12678,3489,2553,6636,10592,3064,2010,5518,1911,354,485,1072,10,0,0,10,165,71,58,36
"Terrell County, Georgia","13273",8916,2948,1119,4849,7606,2708,922,3976,1180,233,180,767,14,0,0,14,116,7,17,92
"Thomas County, Georgia","13275",43711,11490,5244,26977,30800,8742,3931,18127,11589,2377,1106,8106,245,58,29,158,1077,313,178,586
"Tift County, Georgia","13277",38818,10764,4695,23359,29507,8627,3726,17154,6907,1608,690,4609,176,12,0,164,2228,517,279,1432
"Toombs County, Georgia","13279",26857,6966,4041,15850,20708,5418,3400,11890,4538,1070,453,3015,115,0,3,112,1496,478,185,833
"Towns County, Georgia","13281",9869,1672,1037,7160,4645,955,622,3068,4867,655,371,3841,25,0,0,25,332,62,44,226
"Treutlen County, Georgia","13283",6330,1396,728,4206,5195,1152,561,3482,1067,244,131,692,15,0,15,0,53,0,21,32
"Troup County, Georgia","13285",66552,14583,6664,45305,44269,10608,4546,29115,19104,3373,1968,13763,419,109,0,310,2760,493,150,2117
"Turner County, Georgia","13287",8151,2022,1260,4869,6814,1859,956,3999,1035,113,208,714,7,0,0,7,295,50,96,149
"Twiggs County, Georgia","13289",8504,2525,1510,4469,7939,2368,1452,4119,547,157,58,332,0,0,0,0,18,0,0,18
"Union County, Georgia","13291",21097,3648,2170,15279,10664,2086,1191,7387,9615,1320,942,7353,457,110,0,347,361,132,37,192
"Upson County, Georgia","13293",26078,5875,4137,16066,21786,4744,3539,13503,3924,883,587,2454,116,85,0,31,252,163,11,78
"Walker County, Georgia","13295",66648,11615,9083,45950,33370,6466,5019,21885,32029,5052,3788,23189,550,4,220,326,699,93,56,550
"Walton County, Georgia","13297",84410,12450,7555,64405,54880,8828,5652,40400,24986,2821,1778,20387,663,161,8,494,3881,640,117,3124
"Ware County, Georgia","13299",33375,8750,4034,20591,26051,6854,3141,16056,5791,1500,642,3649,373,216,0,157,1160,180,251,729
"Warren County, Georgia","13301",5546,1687,491,3368,4902,1563,421,2918,583,124,70,389,10,0,0,10,51,0,0,51
"Washington County, Georgia","13303",19272,5234,2313,11725,16860,4738,2019,10103,2093,359,293,1441,66,6,1,59,253,131,0,122
"Wayne County, Georgia","13305",27922,6198,3609,18115,21410,4632,2992,13786,5636,1190,582,3864,123,28,2,93,753,348,33,372
"Webster County, Georgia","13307",2733,673,365,1695,2419,554,341,1524,305,119,24,162,9,0,0,9,0,0,0,0
"Wheeler County, Georgia","13309",3744,884,617,2243,3370,810,560,2000,351,74,48,229,0,0,0,0,23,0,9,14
"White County, Georgia","13311",27137,5152,2859,19126,17194,3785,1625,11784,9165,1168,1098,6899,255,145,5,105,523,54,131,338
"Whitfield County, Georgia","13313",101923,20458,16003,65462,56345,11401,9127,35817,25912,4249,3060,18603,743,100,101,542,18923,4708,3715,10500
"Wilcox County, Georgia","13315",6999,1825,1108,4066,5940,1566,912,3462,941,251,170,520,48,4,16,28,70,4,10,56
"Wilkes County, Georgia","13317",9930,2925,1040,5965,8112,2532,902,4678,1468,264,48,1156,88,31,0,57,262,98,90,74
"Wilkinson County, Georgia","13319",9343,1859,1519,5965,8249,1698,1375,5176,898,98,60,740,35,5,8,22,161,58,76,27
"Worth County, Georgia","13321",21185,4351,3053,13781,17398,3396,2813,11189,3281,806,230,2245,148,33,0,115,358,116,10,232
