"","GEOID","B06011_001","B06011_002","B06011_003","B06011_004","B06011_005"
"Tift County, Georgia","13277",21149,21017,22321,47064,19469
"Toombs County, Georgia","13279",20756,19967,23641,36394,21175
"Towns County, Georgia","13281",17573,15158,20487,53100,15395
"Troup County, Georgia","13285",21594,20398,24602,18362,24491
"Union County, Georgia","13291",19805,16628,22800,19107,11216
"Upson County, Georgia","13293",19017,19320,18622,17689,13661
"Walker County, Georgia","13295",20812,19266,22242,30417,22337
"Walton County, Georgia","13297",26363,23818,31499,18512,29859
"Ware County, Georgia","13299",19419,19934,17824,7581,23200
"Washington County, Georgia","13303",19768,19580,20861,51607,12338
"Wayne County, Georgia","13305",19872,20526,18301,23250,13917
"White County, Georgia","13311",21587,20592,23682,18750,14538
"Whitfield County, Georgia","13313",21302,20040,23823,30551,21007
"Wilcox County, Georgia","13315",19501,19306,19226,22500,22212
"Wilkes County, Georgia","13317",16996,17154,16978,18036,16208
"Wilkinson County, Georgia","13319",21441,20914,25795,35536,19948
"Worth County, Georgia","13321",20799,19698,25858,56797,17125
