"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Cherokee County School District, South Carolina","4501500",52812,12658,7181,32973,37872,9864,5127,22881,13438,2380,1752,9306,313,10,52,251,1189,404,250,535
"Chester County School District, South Carolina","4501530",32339,8166,4119,20054,24538,6848,3249,14441,7450,1251,830,5369,52,13,4,35,299,54,36,209
"Chesterfield County School District, South Carolina","4501560",45665,12256,6600,26809,30381,8198,4484,17699,14212,3545,2044,8623,55,26,0,29,1017,487,72,458
"Clarendon School District 1, South Carolina","4501740",9176,2252,1993,4931,6575,1819,1698,3058,2531,423,294,1814,38,0,0,38,32,10,1,21
"Clarendon School District 2, South Carolina","4501770",18312,5016,2354,10942,13989,4070,1718,8201,4015,826,558,2631,50,8,15,27,258,112,63,83
"Clarendon School District 3, South Carolina","4501800",5176,1266,682,3228,4510,1034,623,2853,421,83,20,318,7,0,0,7,238,149,39,50
"Colleton County School District, South Carolina","4501830",37740,8181,7398,22161,28746,6576,5793,16377,8019,1430,1353,5236,137,79,17,41,838,96,235,507
"Darlington County School District, South Carolina","4501860",66750,16770,8095,41885,52941,13870,6431,32640,12126,2546,1292,8288,415,134,2,279,1268,220,370,678
"Dillon School District 4, South Carolina","4501920",22768,7203,3559,12006,17909,5866,2529,9514,4016,831,864,2321,27,0,13,14,816,506,153,157
"Dillon School District 3, South Carolina","4501950",7973,2511,1091,4371,6666,2353,1004,3309,1135,145,86,904,25,0,0,25,147,13,1,133
"Dorchester School District 2, South Carolina","4502010",125745,13574,13068,99103,59675,8314,7374,43987,57173,4490,4474,48209,3042,257,313,2472,5855,513,907,4435
"Edgefield County School District, South Carolina","4502070",23917,4328,2398,17191,11256,2060,1451,7745,11817,1885,898,9034,102,28,0,74,742,355,49,338
"Fairfield County School District, South Carolina","4502100",23011,5623,3036,14352,18285,4791,2606,10888,4092,728,377,2987,124,35,0,89,510,69,53,388
"Florence School District 1, South Carolina","4502130",97221,17910,11643,67668,68518,13660,9195,45663,25372,3959,2042,19371,624,57,153,414,2707,234,253,2220
"Florence School District 2, South Carolina","4502160",6872,1292,1089,4491,6037,1198,838,4001,522,64,18,440,6,0,0,6,307,30,233,44
"Florence School District 3, South Carolina","4502190",19367,5316,3185,10866,16589,4320,2934,9335,2487,861,161,1465,39,9,0,30,252,126,90,36
"Florence School District 4, South Carolina","4502220",6025,1911,498,3616,5035,1694,423,2918,841,121,57,663,33,17,9,7,116,79,9,28
"Florence School District 5, South Carolina","4502250",5213,1165,706,3342,4616,1005,649,2962,463,99,37,327,29,29,0,0,105,32,20,53
"Georgetown County School District, South Carolina","4502280",59780,12601,6768,40411,36423,9891,4955,21577,21446,2203,1736,17507,441,0,22,419,1470,507,55,908
"Greenville County School District, South Carolina","4502310",470562,75111,47219,348232,252586,47026,28457,177103,175416,19519,13511,142386,5328,839,300,4189,37232,7727,4951,24554
"Greenwood School District 50, South Carolina","4502340",56219,14007,6040,36172,41631,10550,4987,26094,11425,2140,798,8487,643,277,15,351,2520,1040,240,1240
"Greenwood School District 51, South Carolina","4502370",7088,1780,854,4454,5511,1291,686,3534,1352,364,165,823,21,0,0,21,204,125,3,76
"Greenwood School District 52, South Carolina","4502400",7342,999,707,5636,4884,782,544,3558,2407,199,150,2058,22,18,0,4,29,0,13,16
"Hampton School District 1, South Carolina","4502430",13101,2858,1574,8669,10712,2518,1196,6998,2271,335,374,1562,31,0,4,27,87,5,0,82
"Hampton School District 2, South Carolina","4502460",6096,1582,1010,3504,4616,1138,724,2754,1329,408,251,670,12,0,0,12,139,36,35,68
"Horry County School District, South Carolina","4502490",280106,52879,31576,195651,108636,25105,13914,69617,150039,22216,14352,113471,2521,419,264,1838,18910,5139,3046,10725
"Jasper County School District, South Carolina","4502520",25297,5956,4553,14788,13938,3864,2858,7216,8996,1570,1294,6132,82,0,12,70,2281,522,389,1370
"Kershaw County School District, South Carolina","4502550",61924,11015,7196,43713,41451,8114,5124,28213,18309,2525,1763,14021,701,44,80,577,1463,332,229,902
"Lancaster County School District, South Carolina","4502580",77724,16353,8417,52954,45381,12038,5506,27837,29189,3925,2292,22972,657,61,375,221,2497,329,244,1924
"Laurens School District 55, South Carolina","4502610",36235,7062,5267,23906,27823,5636,4083,18104,7053,1093,1007,4953,137,31,0,106,1222,302,177,743
"Laurens School District 56, South Carolina","4502640",19123,4989,2786,11348,15047,4224,2322,8501,3659,564,410,2685,129,46,25,58,288,155,29,104
"Lee County School District, South Carolina","4502670",17046,4487,2825,9734,14137,3817,2444,7876,2731,660,371,1700,21,0,0,21,157,10,10,137
"Lexington School District 1, South Carolina","4502700",124238,13591,8951,101696,74353,8375,5915,60063,43267,3930,2409,36928,1594,228,28,1338,5024,1058,599,3367
"Lexington School District 2, South Carolina","4502730",63009,11922,7270,43817,40202,8087,4869,27246,16772,2889,1447,12436,824,161,21,642,5211,785,933,3493
"Lexington School District 3, South Carolina","4502760",12749,3180,1486,8083,10171,2523,1329,6319,2187,494,139,1554,7,0,0,7,384,163,18,203
"Lexington School District 4, South Carolina","4502790",18244,4567,2330,11347,12648,3373,1659,7616,4787,823,577,3387,23,5,0,18,786,366,94,326
"Lexington School District 5, South Carolina","4502820",93474,8267,5712,79495,50054,4873,3140,42041,38452,3013,2162,33277,1243,23,106,1114,3725,358,304,3063
"Marlboro County School District, South Carolina","4502970",25096,8063,3395,13638,18571,6442,2659,9470,6324,1613,712,3999,78,5,6,67,123,3,18,102
"McCormick County School District, South Carolina","4503000",8693,1881,692,6120,4897,1389,571,2937,3645,464,120,3061,48,6,1,41,103,22,0,81
"Newberry County School District, South Carolina","4503030",36328,6342,4034,25952,27928,5030,3246,19652,6206,779,444,4983,270,17,5,248,1924,516,339,1069
"Oconee County School District, South Carolina","4503060",73921,13902,10088,49931,44567,9156,6638,28773,26334,3973,2942,19419,617,125,58,434,2403,648,450,1305
"Orangeburg School District 3, South Carolina","4503150",20366,5498,3882,10986,15627,4553,3205,7869,4356,887,634,2835,63,24,6,33,320,34,37,249
"Orangeburg School District 4, South Carolina","4503180",20069,3919,3255,12895,16776,3339,2888,10549,3036,551,315,2170,23,5,0,18,234,24,52,158
