"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Spartanburg School District 6, South Carolina","4503630",39885,6304,10957,12160,6670,3794,20847,3482,6123,6480,2949,1813,13959,1109,3440,4626,3063,1721,460,136,74,133,108,9,4619,1577,1320,921,550,251
"Spartanburg School District 7, South Carolina","4503660",35349,6762,9137,10037,5458,3955,21833,4849,6355,6117,2768,1744,11177,1049,2437,3348,2415,1928,305,47,0,150,46,62,2034,817,345,422,229,221
"Union County School District, South Carolina","4503750",19745,4108,7323,5631,1756,927,15715,3483,6060,4357,1230,585,3788,617,1162,1202,496,311,35,0,0,10,25,0,207,8,101,62,5,31
"Williamsburg County School District, South Carolina","4503780",23031,4939,9372,5964,1749,1007,18950,4158,7772,4780,1408,832,3599,635,1444,1113,237,170,105,15,51,38,1,0,377,131,105,33,103,5
"York School District 1, South Carolina","4503810",22604,4705,8165,6312,2140,1282,11268,2522,3644,3215,1134,753,9934,1923,3924,2923,733,431,79,0,26,34,0,19,1323,260,571,140,273,79
"York School District 2, South Carolina","4503840",24243,2792,7824,7185,4627,1815,5806,908,2419,1439,642,398,17338,1799,5287,5295,3684,1273,273,12,55,74,132,0,826,73,63,377,169,144
"York School District 3, South Carolina","4503870",72831,9128,20860,23796,12368,6679,36090,5875,11644,11196,5071,2304,32222,2348,8172,11469,6465,3768,847,125,161,347,154,60,3672,780,883,784,678,547
"York School District 4, South Carolina","4503900",35096,2619,6630,10546,10732,4569,5828,824,1391,1717,1262,634,25435,1109,4658,7849,8613,3206,554,0,88,158,185,123,3279,686,493,822,672,606
"Sumter County Consolidated School District, South Carolina","4503902",68989,12860,20647,22444,8082,4956,41239,9853,13553,11738,3924,2171,23545,1902,5991,9598,3561,2493,972,64,171,428,213,96,3233,1041,932,680,384,196
"Marion School District 10, South Carolina","4503908",21868,4038,8854,5687,2291,998,17327,3074,7222,4563,1808,660,3934,695,1457,1021,483,278,47,0,20,27,0,0,560,269,155,76,0,60
"Remainder of South Carolina, South Carolina","4599999",4150,91,420,2220,957,462,616,47,84,272,108,105,2659,13,274,1554,613,205,223,25,2,170,4,22,652,6,60,224,232,130
"Dorchester School District 4, South Carolina","4500002",11968,2673,4633,3363,840,459,8789,2216,3379,2334,556,304,2897,408,1097,1021,216,155,43,5,22,1,15,0,239,44,135,7,53,0
"Abbeville County School District, South Carolina","4500690",16152,3631,5789,4739,1335,658,12026,2822,4443,3401,936,424,3881,764,1263,1279,347,228,110,14,27,32,31,6,135,31,56,27,21,0
"Aiken County School District, South Carolina","4500720",114044,16493,36113,33421,17555,10462,46141,8960,17550,12034,4829,2768,61343,5820,16831,19875,11899,6918,1262,194,355,408,213,92,5298,1519,1377,1104,614,684
"Allendale County School District, South Carolina","4500750",6948,1999,2385,1681,674,209,5581,1760,1979,1231,465,146,1231,182,353,425,208,63,24,3,21,0,0,0,112,54,32,25,1,0
"Anderson School District 1, South Carolina","4500780",33198,5112,10485,10841,4603,2157,20215,3436,6918,6337,2551,973,12063,1408,3383,4314,1843,1115,233,12,73,39,94,15,687,256,111,151,115,54
"Anderson School District 2, South Carolina","4500810",16373,3561,5707,4704,1535,866,11715,2742,4198,3396,916,463,4385,675,1457,1284,584,385,39,0,15,13,11,0,234,144,37,11,24,18
"Anderson School District 3, South Carolina","4500840",9918,2579,3798,2902,505,134,7182,2008,2808,2022,277,67,2643,495,990,863,228,67,36,36,0,0,0,0,57,40,0,17,0,0
"Anderson School District 4, South Carolina","4500870",15801,2149,4537,5174,2220,1721,9560,1525,2820,3208,1256,751,5528,459,1570,1843,881,775,97,0,16,18,26,37,616,165,131,105,57,158
"Anderson School District 5, South Carolina","4500900",53739,9818,16122,16737,7011,4051,33115,7043,11043,9334,3736,1959,17466,1820,4351,6757,2843,1695,894,349,222,107,177,39,2264,606,506,539,255,358
"Bamberg School District 1, South Carolina","4500930",5851,1195,1556,2012,696,392,4575,984,1246,1496,526,323,1072,149,274,465,170,14,38,0,20,18,0,0,166,62,16,33,0,55
"Bamberg School District 2, South Carolina","4500960",4163,1216,884,1321,596,146,3465,982,735,1185,457,106,611,152,149,136,139,35,0,0,0,0,0,0,87,82,0,0,0,5
"Barnwell School District 19, South Carolina","4501020",3409,889,1381,887,175,77,2674,661,1104,722,118,69,572,141,251,134,38,8,9,0,0,9,0,0,154,87,26,22,19,0
"Barnwell School District 29, South Carolina","4501050",3429,693,1152,1044,423,117,2696,637,785,822,373,79,701,40,367,206,50,38,0,0,0,0,0,0,32,16,0,16,0,0
"Barnwell School District 45, South Carolina","4501080",7644,1239,3073,2431,694,207,5461,1032,2300,1484,476,169,1949,201,711,837,180,20,127,0,40,87,0,0,107,6,22,23,38,18
"Beaufort County School District, South Carolina","4501110",117154,9799,28510,34960,25780,18105,22532,3027,8099,6415,2831,2160,79418,3169,15903,25055,20815,14476,1765,187,309,625,533,111,13439,3416,4199,2865,1601,1358
"Berkeley County School District, South Carolina","4501170",122245,15258,38698,41931,17106,9252,53703,8717,19268,16745,5624,3349,57916,4479,16167,22013,9966,5291,1901,158,626,684,334,99,8725,1904,2637,2489,1182,513
"Calhoun County School District, South Carolina","4501250",10716,1928,3946,3044,1264,534,7750,1464,2962,2100,958,266,2594,326,880,874,266,248,41,0,35,6,0,0,331,138,69,64,40,20
"Charleston County School District, South Carolina","4501440",250419,26979,53394,69936,63805,36305,111978,16960,31557,31745,20933,10783,118857,5105,18048,34629,38483,22592,3367,327,600,1049,1088,303,16217,4587,3189,2513,3301,2627
"Cherokee County School District, South Carolina","4501500",35211,8178,13316,8584,3555,1578,23787,6054,9217,5506,1992,1018,10218,1707,3745,2812,1410,544,266,63,91,59,37,16,940,354,263,207,116,0
"Chester County School District, South Carolina","4501530",22197,4727,8703,5876,1999,892,15917,3627,6583,4046,1194,467,5921,1006,2064,1750,731,370,42,19,18,4,1,0,317,75,38,76,73,55
"Chesterfield County School District, South Carolina","4501560",31264,7602,12526,7260,2534,1342,20593,4892,8855,4734,1323,789,9796,2290,3443,2397,1155,511,32,2,7,22,0,1,843,418,221,107,56,41
"Clarendon School District 1, South Carolina","4501740",6872,1432,2683,1751,633,373,4718,1156,1974,1011,369,208,2084,266,672,731,257,158,38,9,29,0,0,0,32,1,8,9,7,7
"Clarendon School District 2, South Carolina","4501770",12510,2682,4431,3649,1099,649,8971,2161,3280,2449,696,385,3295,436,1059,1157,401,242,50,0,22,28,0,0,194,85,70,15,2,22
"Clarendon School District 3, South Carolina","4501800",4178,873,1842,1021,288,154,3393,719,1471,847,229,127,575,43,334,112,59,27,0,0,0,0,0,0,210,111,37,62,0,0
"Colleton County School District, South Carolina","4501830",25919,5226,9679,7356,2184,1474,18212,3838,6887,5253,1315,919,7140,1122,2554,2071,861,532,49,0,25,21,0,3,518,266,213,11,8,20
"Darlington County School District, South Carolina","4501860",45854,8932,17113,12438,5155,2216,34660,7239,13573,8956,3577,1315,9900,1222,3159,3290,1432,797,307,83,96,77,38,13,987,388,285,115,108,91
"Dillon School District 4, South Carolina","4501920",15459,4739,5996,3506,869,349,11724,3667,4650,2496,692,219,3093,672,1110,1010,175,126,14,0,14,0,0,0,628,400,222,0,2,4
"Dillon School District 3, South Carolina","4501950",4950,1045,1952,1473,333,147,3951,957,1611,1040,240,103,851,75,233,406,93,44,15,0,0,15,0,0,133,13,108,12,0,0
"Dorchester School District 2, South Carolina","4502010",80829,7327,22329,29350,14212,7611,30325,3489,9908,10229,4133,2566,43285,2611,10552,16864,8854,4404,2180,245,434,1020,350,131,5039,982,1435,1237,875,510
"Edgefield County School District, South Carolina","4502070",18936,3430,7087,4890,2266,1263,8551,1958,3556,1886,784,367,9066,887,3164,2801,1436,778,205,41,48,89,10,17,1114,544,319,114,36,101
"Fairfield County School District, South Carolina","4502100",16630,3192,6582,4323,1602,931,12602,2609,5229,3242,951,571,3498,521,1208,988,443,338,91,0,0,31,58,2,439,62,145,62,150,20
"Florence School District 1, South Carolina","4502130",65626,8852,20657,19428,10011,6678,42698,7050,14800,12122,5748,2978,20047,1404,5137,6792,3638,3076,521,61,138,102,145,75,2360,337,582,412,480,549
"Florence School District 2, South Carolina","4502160",4536,1031,1961,1144,252,148,3875,884,1660,984,228,119,461,42,212,160,18,29,0,0,0,0,0,0,200,105,89,0,6,0
"Florence School District 3, South Carolina","4502190",13211,3695,4903,3154,1031,428,11077,3180,4043,2689,805,360,1898,331,848,455,202,62,28,0,12,10,0,6,208,184,0,0,24,0
"Florence School District 4, South Carolina","4502220",4232,1071,1459,1070,460,172,3395,923,1170,857,324,121,733,103,250,199,130,51,22,0,7,9,6,0,82,45,32,5,0,0
"Florence School District 5, South Carolina","4502250",3441,614,1495,944,224,164,2932,568,1372,712,158,122,413,30,105,226,10,42,13,0,13,0,0,0,83,16,5,6,56,0
"Georgetown County School District, South Carolina","4502280",43598,6248,14005,12973,6245,4127,23760,4383,9190,6742,1930,1515,18206,1265,4477,5890,4179,2395,391,56,76,131,51,77,1241,544,262,210,85,140
"Greenville County School District, South Carolina","4502310",321377,44455,85466,91525,64896,35035,147120,24650,48528,40802,22526,10614,139221,9739,29345,43387,36192,20558,4033,471,888,1214,1083,377,31003,9595,6705,6122,5095,3486
"Greenwood School District 50, South Carolina","4502340",38294,7947,11205,10094,6149,2899,26379,5816,8446,7055,3609,1453,9462,1114,2246,2721,2199,1182,471,48,52,173,55,143,1982,969,461,145,286,121
"Greenwood School District 51, South Carolina","4502370",5051,992,1747,1605,498,209,3766,693,1332,1155,421,165,1195,271,358,445,77,44,21,0,21,0,0,0,69,28,36,5,0,0
"Greenwood School District 52, South Carolina","4502400",5266,790,1604,1677,798,397,3389,571,1216,1028,445,129,1830,200,385,624,353,268,18,0,0,18,0,0,29,19,3,7,0,0
"Hampton School District 1, South Carolina","4502430",8780,1685,3536,2490,681,388,6809,1501,2802,1737,517,252,1867,162,724,734,126,121,31,0,0,8,23,0,73,22,10,11,15,15
"Hampton School District 2, South Carolina","4502460",5242,1573,2111,1076,285,197,3229,978,1401,562,161,127,1617,419,603,448,98,49,76,13,14,16,20,13,320,163,93,50,6,8
"Horry County School District, South Carolina","4502490",201699,24530,65242,65739,31061,15127,59024,10141,19842,18168,7393,3480,124766,8984,40285,43562,21351,10584,2080,248,542,944,283,63,15829,5157,4573,3065,2034,1000
"Jasper County School District, South Carolina","4502520",17421,3772,7018,4371,1614,646,8737,1935,4031,1963,514,294,6667,809,2401,2240,891,326,83,0,51,32,0,0,1934,1028,535,136,209,26
"Kershaw County School District, South Carolina","4502550",42468,6732,14543,12704,5595,2894,26005,4816,9550,7281,2889,1469,14699,1430,4397,4963,2564,1345,460,15,166,214,65,0,1304,471,430,246,77,80
"Lancaster County School District, South Carolina","4502580",55321,8474,19402,16238,7562,3645,30633,6098,11989,8328,2833,1385,22072,1881,6408,7351,4347,2085,498,41,237,152,39,29,2118,454,768,407,343,146
"Laurens School District 55, South Carolina","4502610",25156,5202,9279,7392,2314,969,17882,3766,6933,5010,1506,667,6216,898,2092,2260,686,280,110,0,3,61,41,5,948,538,251,61,81,17
"Laurens School District 56, South Carolina","4502640",13781,3506,4359,3427,1593,896,10253,2857,3607,2390,907,492,3152,575,658,962,628,329,118,14,18,25,32,29,258,60,76,50,26,46
"Lee County School District, South Carolina","4502670",12637,3194,5059,3158,878,348,9921,2714,4016,2302,680,209,2588,416,1043,807,188,134,36,15,0,16,0,5,92,49,0,33,10,0
"Lexington School District 1, South Carolina","4502700",84098,8598,23581,27073,16381,8465,43622,4831,13812,13584,7945,3450,34882,2315,8478,12362,7559,4168,1327,76,399,522,218,112,4267,1376,892,605,659,735
"Lexington School District 2, South Carolina","4502730",43620,6336,13378,13646,6669,3591,25496,3525,8495,8256,3578,1642,13398,992,3749,4439,2651,1567,614,37,189,248,99,41,4112,1782,945,703,341,341
"Lexington School District 3, South Carolina","4502760",8963,1927,3433,2262,833,508,6792,1570,2741,1618,571,292,1806,194,597,593,222,200,7,0,0,0,0,7,358,163,95,51,40,9
"Lexington School District 4, South Carolina","4502790",11538,2565,4853,3230,638,252,6941,1656,3082,1654,410,139,3986,732,1596,1323,228,107,23,5,12,6,0,0,588,172,163,247,0,6
"Lexington School District 5, South Carolina","4502820",63600,3086,12223,20389,17580,10322,28147,1464,6066,8958,7962,3697,31144,1193,5493,10254,8487,5717,888,26,150,341,209,162,3421,403,514,836,922,746
"Marlboro County School District, South Carolina","4502970",19916,5469,8319,4341,1091,696,13838,3823,6051,2833,696,435,5433,1291,2113,1436,343,250,169,69,41,22,37,0,476,286,114,50,15,11
"McCormick County School District, South Carolina","4503000",8024,1752,2535,2314,864,559,4396,1340,1474,1325,202,55,3450,402,985,943,641,479,42,0,14,17,11,0,136,10,62,29,10,25
"Newberry County School District, South Carolina","4503030",25389,5673,8539,6647,2982,1548,18446,4013,6509,5003,1954,967,5094,655,1528,1481,931,499,241,0,113,116,12,0,1608,1005,389,47,85,82
"Oconee County School District, South Carolina","4503060",53052,8937,17682,14704,6993,4736,28583,6022,11313,7309,2405,1534,21888,1991,5857,6898,4345,2797,491,26,101,197,96,71,2090,898,411,300,147,334
"Orangeburg School District 3, South Carolina","4503150",13592,3193,5357,3227,1165,650,9789,2588,3891,2093,836,381,3424,475,1285,1115,290,259,63,22,27,14,0,0,316,108,154,5,39,10
"Orangeburg School District 4, South Carolina","4503180",13385,2725,5140,3866,1233,421,10605,2276,4116,3064,823,326,2525,381,1001,691,359,93,23,8,5,8,0,2,232,60,18,103,51,0
