"","GEOID","B06011_001","B06011_002","B06011_003","B06011_004","B06011_005"
"Henry County School District, Georgia","1302820",31218,28650,35497,26127,27022
"Harris County School District, Georgia","1302700",31075,27985,38105,31525,28625
"Hart County School District, Georgia","1302730",22022,19753,25924,37550,22050
"Heard County School District, Georgia","1302790",22931,22110,27037,21389,13906
"Houston County School District, Georgia","1302880",29968,27118,34805,26829,22047
"Jackson County School District, Georgia","1302940",27296,25119,35050,45339,25301
"Jefferson City School District, Georgia","1303030",30353,29284,31165,33367,30492
"Jones County School District, Georgia","1303150",28832,27514,33145,68220,46458
"Lee County School District, Georgia","1303270",34907,32497,40080,35551,26522
"Liberty County School District, Georgia","1303300",27315,21883,30684,28140,24128
"Lincoln County School District, Georgia","1303330",22565,22372,23385,40273,24018
"Long County School District, Georgia","1303360",26042,26545,24284,30917,27682
"Lowndes County School District, Georgia","1303390",25313,23061,29228,24336,20412
"Macon County School District, Georgia","1303450",17632,17157,21667,11536,19082
"Madison County School District, Georgia","1303480",25375,23831,30740,40035,26570
"McIntosh County School District, Georgia","1303600",25238,22050,32272,11179,40000
"Marietta City School District, Georgia","1303510",28780,25487,34492,27500,24579
"Marion County School District, Georgia","1303540",20733,20000,21740,30150,27887
"Monroe County School District, Georgia","1303720",24618,22261,32670,55577,25805
"Morgan County School District, Georgia","1303780",26492,24249,33493,73278,20394
"Murray County School District, Georgia","1303840",22199,21551,21934,24583,26149
"Muscogee County School District, Georgia","1303870",23443,20134,27531,30940,23579
"Newton County School District, Georgia","1303930",25524,23559,30281,28000,24810
"Oconee County School District, Georgia","1303960",34724,30568,40892,31451,40962
"Oglethorpe County School District, Georgia","1303990",22589,21273,28512,48082,19205
"Paulding County School District, Georgia","1304020",31753,28799,35851,25962,31699
"Peach County School District, Georgia","1304050",25245,23132,34051,27718,19855
"Gilmer County School District, Georgia","1302340",21752,21670,22648,28578,20005
"Fulton County School District, Georgia","1302280",36806,30134,43266,40405,33897
"Franklin County School District, Georgia","1302250",20534,20213,20683,33750,23268
"Floyd County School District, Georgia","1302190",23106,23308,23257,28772,20217
"Forsyth County School District, Georgia","1302220",41295,31735,47264,46912,41519
"Glynn County School District, Georgia","1302400",25675,22594,30777,37031,22880
"Gordon County School District, Georgia","1302430",24468,23982,23638,16857,27500
