"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Clarendon County, South Carolina","45027",23440,5544,8806,5849,2090,1151,16569,4521,6109,3803,1436,700,6399,800,2561,1960,654,424,70,25,24,21,0,0,402,198,112,65,0,27
"Colleton County, South Carolina","45029",26071,6080,9703,6719,2078,1491,18451,4302,6969,4888,1416,876,7014,1500,2507,1800,644,563,33,0,24,0,7,2,573,278,203,31,11,50
"Darlington County, South Carolina","45031",45872,9986,16858,11671,5189,2168,35835,8291,13981,8639,3752,1172,8985,1329,2593,2909,1384,770,197,72,75,40,10,0,855,294,209,83,43,226
"Dillon County, South Carolina","45033",20377,6129,7966,4675,1094,513,16177,4904,6557,3558,835,323,3581,823,1216,1105,255,182,38,9,17,12,0,0,581,393,176,0,4,8
"Dorchester County, South Carolina","45035",88336,9817,26086,31059,13709,7665,36789,5668,12545,11979,4093,2504,44952,2970,11785,17109,8640,4448,1706,241,342,763,196,164,4889,938,1414,1208,780,549
"Edgefield County, South Carolina","45037",18904,3540,6912,5255,2077,1120,8481,1912,3598,2041,673,257,9192,1009,2957,3097,1372,757,112,16,40,29,0,27,1119,603,317,88,32,79
"Fairfield County, South Carolina","45039",16469,3278,6548,4161,1573,909,12801,2722,5261,3104,1084,630,3406,502,1251,995,380,278,110,9,0,62,39,0,152,45,36,0,70,1
"Florence County, South Carolina","45041",89817,15758,30257,24978,11800,7024,63266,12946,22561,17137,7143,3479,23214,2034,6738,7398,4069,2975,618,70,186,87,165,110,2719,708,772,356,423,460
"Georgetown County, South Carolina","45043",43048,6571,14318,12318,5961,3880,23823,4685,9261,6477,1780,1620,17789,1257,4830,5597,4002,2103,317,39,45,111,63,59,1119,590,182,133,116,98
"Greenville County, South Carolina","45045",300755,44094,79546,84063,60949,32103,138521,25011,44646,37748,21162,9954,129816,9232,27859,39975,34175,18575,3511,323,950,960,904,374,28907,9528,6091,5380,4708,3200
"Greenwood County, South Carolina","45047",45581,9384,14224,12025,7004,2944,31625,6639,10713,8380,4365,1528,11429,1620,3036,3339,2239,1195,367,0,32,148,71,116,2160,1125,443,158,329,105
"Hampton County, South Carolina","45049",14064,3408,5519,3560,1115,462,10018,2683,4008,2229,789,309,3618,531,1397,1256,298,136,87,15,19,27,19,7,341,179,95,48,9,10
"Horry County, South Carolina","45051",190585,24145,62890,61208,28407,13935,58408,10759,19799,17506,7142,3202,115944,8999,37997,39926,19356,9666,1613,136,467,631,233,146,14620,4251,4627,3145,1676,921
"Jasper County, South Carolina","45053",16070,3575,6603,3947,1410,535,8746,1969,4087,1919,488,283,5373,681,2025,1708,734,225,68,0,55,3,10,0,1883,925,436,317,178,27
"Kershaw County, South Carolina","45055",41597,6712,14445,12716,4981,2743,25900,4830,9498,7438,2652,1482,13602,1312,4249,4844,2130,1067,577,25,295,153,66,38,1518,545,403,281,133,156
"Lancaster County, South Carolina","45057",52607,9639,17738,15512,6779,2939,30202,6973,11438,8034,2644,1113,20124,2085,5706,6943,3764,1626,404,41,198,86,44,35,1877,540,396,449,327,165
"Laurens County, South Carolina","45059",44545,10206,15681,12253,4485,1920,31872,7820,11777,8434,2673,1168,10870,1663,3518,3486,1634,569,250,0,13,84,120,33,1553,723,373,249,58,150
"Lee County, South Carolina","45061",12827,3756,4946,3098,602,425,10250,3192,4046,2286,442,284,2355,455,888,756,141,115,42,11,12,8,0,11,180,98,0,48,19,15
"Lexington County, South Carolina","45063",175665,20642,49338,56673,32036,16976,93777,12106,30437,28818,15399,7017,69173,4859,16018,24935,15039,8322,2413,135,616,944,458,260,10302,3542,2267,1976,1140,1377
"McCormick County, South Carolina","45065",8021,1767,2259,2506,841,648,4462,1386,1353,1347,279,97,3363,366,835,1103,525,534,52,0,19,24,9,0,144,15,52,32,28,17
"Marion County, South Carolina","45067",22100,4261,9799,5376,1776,888,17493,3513,7767,4300,1251,662,4075,564,1793,984,514,220,33,0,26,1,6,0,499,184,213,91,5,6
"Marlboro County, South Carolina","45069",20000,5935,7853,4251,1219,742,13820,4358,5600,2797,663,402,5589,1346,2076,1349,520,298,101,43,22,36,0,0,490,188,155,69,36,42
"Newberry County, South Carolina","45071",25170,6048,8065,6285,3141,1631,18152,4410,6085,4573,2162,922,5272,780,1548,1437,899,608,171,0,65,93,0,13,1575,858,367,182,80,88
"Oconee County, South Carolina","45073",52280,9136,17211,14659,6676,4598,27826,6663,10433,6970,2251,1509,22181,1824,6324,7087,4238,2708,219,24,56,102,19,18,2054,625,398,500,168,363
"Orangeburg County, South Carolina","45075",59675,12566,21708,14772,6415,4214,46033,10375,17282,10930,4667,2779,11744,1613,3933,3596,1551,1051,276,31,84,52,69,40,1622,547,409,194,128,344
"Pickens County, South Carolina","45077",72940,12944,22251,20992,9813,6940,41861,9360,14691,11702,4182,1926,27240,3117,6886,8523,4936,3778,463,47,123,154,96,43,3376,420,551,613,599,1193
"Richland County, South Carolina","45079",239060,24938,53170,74350,52222,34380,125284,16718,32855,37562,25186,12963,93063,4809,16466,31323,22984,17481,4825,242,930,1812,1243,598,15888,3169,2919,3653,2809,3338
"Saluda County, South Carolina","45081",13407,2993,5501,3203,1262,448,9868,1731,4373,2472,996,296,2208,220,973,641,222,152,86,48,0,29,9,0,1245,994,155,61,35,0
"Spartanburg County, South Carolina","45083",187332,35591,57348,55320,25236,13837,110828,23557,37238,31571,12459,6003,61627,6737,16468,20570,11117,6735,1285,186,197,543,236,123,13592,5111,3445,2636,1424,976
"Sumter County, South Carolina","45085",68465,12110,21041,22630,7931,4753,41451,9399,13904,12043,4128,1977,22766,1829,5849,9419,3133,2536,1153,42,306,501,182,122,3095,840,982,667,488,118
"Union County, South Carolina","45087",19946,4629,7310,5561,1598,848,15846,3878,5914,4429,1052,573,3902,751,1294,1071,532,254,28,0,10,10,8,0,170,0,92,51,6,21
"Williamsburg County, South Carolina","45089",23346,5353,9520,5604,1757,1112,19456,4478,8055,4479,1587,857,3468,681,1320,1061,157,249,111,35,48,28,0,0,311,159,97,36,13,6
"York County, South Carolina","45091",148366,19361,42133,45595,27923,13354,57127,11022,18442,16589,7301,3773,81221,6615,21451,26137,18710,8308,1402,52,175,484,489,202,8616,1672,2065,2385,1423,1071
