"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Colleton County, South Carolina","45029",38211,8270,6034,23907,29086,6463,4662,17961,8166,1759,1201,5206,116,44,16,56,843,4,155,684
"Darlington County, South Carolina","45031",67272,15008,8038,44226,54871,12730,6492,35649,11085,1967,1367,7751,245,71,1,173,1071,240,178,653
"Dillon County, South Carolina","45033",31071,10184,4991,15896,25706,8536,4010,13160,4640,1210,782,2648,59,9,13,37,666,429,186,51
"Dorchester County, South Carolina","45035",134707,15314,13642,105751,66538,8871,8270,49397,59529,5434,4189,49906,2770,239,215,2316,5870,770,968,4132
"Edgefield County, South Carolina","45037",24019,4759,2193,17067,11259,2527,1306,7426,11901,1786,826,9289,102,38,0,64,757,408,61,288
"Fairfield County, South Carolina","45039",23422,5443,2666,15313,19116,4728,2283,12105,3987,679,377,2931,136,35,5,96,183,1,1,181
"Florence County, South Carolina","45041",133359,26565,16051,90743,99960,21678,12730,65552,29333,4204,2536,22593,722,153,119,450,3344,530,666,2148
"Georgetown County, South Carolina","45043",59706,12005,7288,40413,36853,9461,5199,22193,20842,1780,1962,17100,368,10,26,332,1643,754,101,788
"Greenville County, South Carolina","45045",441014,66910,44102,330002,236714,41110,26003,169601,163725,17531,12725,133469,4857,714,228,3915,35718,7555,5146,23017
"Greenwood County, South Carolina","45047",67194,13909,7610,45675,49405,10680,6153,32572,14474,2285,1279,10910,473,87,4,382,2842,857,174,1811
"Hampton County, South Carolina","45049",19551,4829,2696,12026,15255,3739,2031,9485,4083,1023,634,2426,38,0,3,35,175,67,28,80
"Horry County, South Carolina","45051",267481,48091,30412,188978,105484,23411,13689,68384,141514,19570,13449,108495,2208,310,210,1688,18275,4800,3064,10411
"Jasper County, South Carolina","45053",23742,5312,3332,15098,13728,3448,2089,8191,7581,1209,945,5427,65,0,0,65,2368,655,298,1415
"Kershaw County, South Carolina","45055",61074,9862,8714,42498,41477,7576,6109,27792,16940,1849,2031,13060,859,79,149,631,1798,358,425,1015
"Lancaster County, South Carolina","45057",74958,15581,7656,51721,45079,11276,5371,28432,27161,3702,1897,21562,480,39,206,235,2238,564,182,1492
"Laurens County, South Carolina","45059",64388,12889,8983,42516,49787,10411,7304,32072,12511,1836,1550,9125,302,71,6,225,1788,571,123,1094
"Lee County, South Carolina","45061",17420,4799,2572,10049,14593,4182,2104,8307,2492,598,427,1467,17,0,0,17,318,19,41,258
"Lexington County, South Carolina","45063",259710,32171,22145,205394,157015,20817,14565,121633,86547,8731,5724,72092,3104,337,85,2682,13044,2286,1771,8987
"McCormick County, South Carolina","45065",8798,1244,862,6692,5003,862,742,3399,3622,355,120,3147,51,9,0,42,122,18,0,104
"Marion County, South Carolina","45067",32673,8243,5214,19216,26357,6400,4625,15332,5570,1770,469,3331,95,21,33,41,651,52,87,512
"Marlboro County, South Carolina","45069",25340,7398,3798,14144,18779,6097,2923,9759,6347,1255,853,4239,33,18,10,5,181,28,12,141
"Newberry County, South Carolina","45071",36330,6080,4144,26106,27593,4918,2999,19676,6476,675,500,5301,178,0,6,172,2083,487,639,957
"Oconee County, South Carolina","45073",73191,14038,8138,51015,43492,9579,5217,28696,26994,3921,2585,20488,323,27,18,278,2382,511,318,1553
"Orangeburg County, South Carolina","45075",88491,21678,11971,54842,70600,17967,9600,43033,15672,3298,2021,10353,355,71,32,252,1864,342,318,1204
"Pickens County, South Carolina","45077",110778,20369,12278,78131,69997,12925,8239,48833,35637,5871,3269,26497,917,269,142,506,4227,1304,628,2295
"Richland County, South Carolina","45079",355366,58340,33443,263583,209378,39364,21617,148397,120578,15179,9178,96221,6859,666,461,5732,18551,3131,2187,13233
"Saluda County, South Carolina","45081",19542,3545,2403,13594,15047,2559,1804,10684,2743,435,394,1914,115,21,0,94,1637,530,205,902
"Spartanburg County, South Carolina","45083",277080,47169,30108,199803,179887,32378,20726,126783,78516,10289,7340,60887,1695,231,145,1319,16982,4271,1897,10814
"Sumter County, South Carolina","45085",104184,18938,13483,71763,68026,14251,9603,44172,30632,3943,3399,23290,1780,87,108,1585,3746,657,373,2716
"Union County, South Carolina","45087",28404,6096,4090,18218,23621,5259,3458,14904,4563,800,607,3156,50,30,10,10,170,7,15,148
"Williamsburg County, South Carolina","45089",32414,9698,5091,17625,28049,8283,4435,15331,4216,1394,646,2176,48,9,0,39,101,12,10,79
"York County, South Carolina","45091",222081,29294,20132,172655,92324,16403,10408,65513,117969,11044,9065,97860,1737,213,73,1451,10051,1634,586,7831
