"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Walker County School District, Georgia","1305370",43984,10676,15569,12204,3780,1755,20469,5682,7614,5492,1179,502,22542,4758,7659,6584,2354,1187,297,0,138,60,90,9,676,236,158,68,157,57
"Walton County School District, Georgia","1305390",50377,9840,17928,13871,6008,2730,30190,7346,11189,7025,3059,1571,17399,1823,5778,6118,2566,1114,491,24,301,115,40,11,2297,647,660,613,343,34
"Ware County School District, Georgia","1305430",23880,4866,9770,6323,1433,1488,17312,3650,7183,4460,1042,977,5641,891,2302,1680,358,410,96,0,42,52,2,0,831,325,243,131,31,101
"Warren County School District, Georgia","1305460",4029,1223,1892,723,129,62,3538,1139,1691,544,108,56,473,76,201,169,21,6,15,5,0,10,0,0,3,3,0,0,0,0
"Washington County School District, Georgia","1305490",14046,3534,5971,3044,992,505,11707,3018,5291,2207,808,383,2023,383,589,783,165,103,92,19,42,25,6,0,224,114,49,29,13,19
"Wayne County School District, Georgia","1305550",19710,4362,7921,5276,1402,749,13168,2893,5595,3343,868,469,5397,970,2054,1680,421,272,281,126,72,69,14,0,864,373,200,184,99,8
"Webster County School District, Georgia","1305580",1871,409,881,434,76,71,1530,272,773,352,69,64,308,111,108,82,7,0,0,0,0,0,0,0,33,26,0,0,0,7
"Wheeler County School District, Georgia","1305640",5145,1560,2371,772,298,144,4295,1395,1941,690,150,119,799,152,402,82,148,15,8,8,0,0,0,0,43,5,28,0,0,10
"White County School District, Georgia","1305670",18526,3103,6742,5057,1930,1694,10655,2344,3937,2684,925,765,7318,706,2644,2168,923,877,68,20,34,1,0,13,485,33,127,204,82,39
"Whitfield County School District, Georgia","1305700",42670,13102,13716,10449,3351,2052,23204,5928,8470,6250,1723,833,12617,2830,3692,3679,1409,1007,232,15,40,84,55,38,6617,4329,1514,436,164,174
"Wilcox County School District, Georgia","1305730",6386,1726,2658,1438,443,121,5093,1424,2162,1017,376,114,1191,256,458,406,67,4,43,9,34,0,0,0,59,37,4,15,0,3
"Wilkes County School District, Georgia","1305760",7435,2098,2846,1338,625,528,5920,1807,2374,1028,422,289,1326,272,428,290,157,179,90,0,24,20,46,0,99,19,20,0,0,60
"Wilkinson County School District, Georgia","1305790",6432,1337,3077,1240,562,216,5484,1176,2723,997,427,161,828,123,319,196,135,55,37,0,0,37,0,0,83,38,35,10,0,0
"Worth County School District, Georgia","1305850",14170,3744,5527,3562,833,504,10820,3056,4211,2531,637,385,3053,615,1204,957,189,88,72,4,16,38,7,7,225,69,96,36,0,24
"Remainder of Georgia, Georgia","1399999",6977,180,1588,3069,1732,408,392,47,97,162,86,0,5324,91,1170,2345,1376,342,430,42,86,189,92,21,831,0,235,373,178,45
"Troup County School District, Georgia","1300001",41567,8591,14462,10436,5204,2874,26899,5985,10535,6201,2743,1435,12814,2067,3540,3959,2050,1198,225,6,70,33,59,57,1629,533,317,243,352,184
"Fort Stewart School District, Georgia","1300003",3257,116,912,1681,352,196,321,35,125,114,47,0,2566,81,669,1405,235,176,62,0,28,31,1,2,308,0,90,131,69,18
"Robins AFB School District, Georgia","1300004",410,11,83,161,111,44,28,0,11,9,8,0,357,4,69,152,93,39,7,0,0,0,7,0,18,7,3,0,3,5
"Appling County School District, Georgia","1300060",12192,3040,5321,2822,623,386,8690,2045,3964,2066,375,240,2510,537,1010,678,203,82,19,0,19,0,0,0,973,458,328,78,45,64
"Atkinson County School District, Georgia","1300090",4997,1664,2005,926,236,166,3308,869,1449,700,196,94,986,298,418,206,22,42,18,0,0,0,0,18,685,497,138,20,18,12
"Atlanta City School District, Georgia","1300120",272489,37657,58478,53866,73705,48783,125123,25261,40634,26684,21967,10577,119915,6934,13260,23472,45020,31229,2994,107,479,457,1028,923,24457,5355,4105,3253,5690,6054
"Bacon County School District, Georgia","1300150",7299,1999,3291,1472,250,287,5343,1395,2470,1193,121,164,1680,485,700,243,129,123,17,0,0,17,0,0,259,119,121,19,0,0
"Baker County School District, Georgia","1300180",2206,550,839,548,236,33,1833,545,765,319,193,11,355,5,74,229,25,22,18,0,0,0,18,0,0,0,0,0,0,0
"Baldwin County School District, Georgia","1300210",28748,6321,10395,6745,2960,2327,22227,5292,8511,5067,2025,1332,5331,691,1743,1479,676,742,184,16,67,23,69,9,1006,322,74,176,190,244
"Banks County School District, Georgia","1300240",11769,3178,4993,2362,772,464,8615,2371,3845,1588,521,290,2613,535,1031,683,222,142,70,3,30,35,0,2,471,269,87,56,29,30
"Barrow County School District, Georgia","1300290",41744,8819,14088,12607,4197,2033,22195,5978,8143,5542,1661,871,15675,1660,5003,6065,1879,1068,397,47,155,72,66,57,3477,1134,787,928,591,37
"Bartow County School District, Georgia","1300330",49812,10530,20781,11108,4749,2644,27991,7060,12482,5177,1950,1322,19161,2085,7591,5696,2597,1192,325,61,147,27,68,22,2335,1324,561,208,134,108
"Ben Hill County School District, Georgia","1300360",11363,3423,4153,2390,816,581,8147,2626,2842,1731,534,414,2609,462,1135,642,227,143,0,0,0,0,0,0,607,335,176,17,55,24
"Berrien County School District, Georgia","1300390",12218,3800,3951,3148,881,438,8968,2828,3091,2177,693,179,2889,737,811,931,177,233,76,33,0,34,0,9,285,202,49,6,11,17
"Bibb County School District, Georgia","1300420",98704,18516,31119,26245,14879,7945,68248,15211,23862,17480,7903,3792,25420,2510,5971,7760,5735,3444,751,0,156,251,210,134,4285,795,1130,754,1031,575
"Bleckley County School District, Georgia","1300440",8080,2164,3512,1587,306,511,6817,1917,3032,1201,278,389,1078,184,387,357,28,122,16,16,0,0,0,0,169,47,93,29,0,0
"Brantley County School District, Georgia","1300480",11342,2757,5370,2659,300,256,7553,1780,3830,1579,208,156,3637,977,1503,979,78,100,12,0,0,12,0,0,140,0,37,89,14,0
"Bremen City School District, Georgia","1300510",3788,742,1444,812,584,206,2766,632,1126,492,416,100,925,86,291,301,155,92,27,0,27,0,0,0,70,24,0,19,13,14
"Brooks County School District, Georgia","1300540",10590,2312,3861,2740,1064,613,7070,1599,2664,1677,724,406,2852,454,973,878,340,207,220,0,107,113,0,0,448,259,117,72,0,0
"Bryan County School District, Georgia","1300570",18232,2119,5234,5840,3469,1570,8489,1435,3213,2160,1144,537,8625,587,1685,3435,2002,916,278,0,54,41,134,49,840,97,282,204,189,68
"Buford City School District, Georgia","1300600",7816,2168,2373,1791,1117,367,3032,793,1053,724,331,131,2279,203,760,881,309,126,74,13,0,25,0,36,2431,1159,560,161,477,74
"Bulloch County School District, Georgia","1300630",34486,5105,11008,9667,4968,3738,23364,3617,8086,6874,3048,1739,9357,973,2469,2513,1725,1677,166,9,17,47,61,32,1599,506,436,233,134,290
"Burke County School District, Georgia","1300660",14227,3541,5946,3450,799,491,10460,2929,4366,2342,516,307,3422,524,1528,934,259,177,260,22,47,174,17,0,85,66,5,0,7,7
"Butts County School District, Georgia","1300690",15820,3723,7140,3523,811,623,11060,2988,5240,2097,400,335,4447,635,1825,1382,345,260,79,8,27,33,11,0,234,92,48,11,55,28
"Calhoun City School District, Georgia","1300720",9613,3170,3028,1863,913,639,5493,1428,2119,1069,568,309,2244,440,530,654,308,312,0,0,0,0,0,0,1876,1302,379,140,37,18
"Calhoun County School District, Georgia","1300750",4522,1434,1670,1026,292,100,3423,1031,1297,802,218,75,878,245,341,215,62,15,37,9,9,9,10,0,184,149,23,0,2,10
"Camden County School District, Georgia","1300780",29212,3184,9753,10314,3541,2420,8108,1442,2782,2560,702,622,19431,1536,6539,7153,2648,1555,689,70,85,335,121,78,984,136,347,266,70,165
"Candler County School District, Georgia","1300810",6751,1521,3084,1258,633,255,4391,1041,1948,773,435,194,1939,408,872,432,166,61,12,0,0,12,0,0,409,72,264,41,32,0
"Carroll County School District, Georgia","1300840",54758,11442,20452,14021,5650,3193,33779,7991,13340,7920,3104,1424,18204,2501,6395,5548,2188,1572,474,95,58,152,110,59,2301,855,659,401,248,138
"Carrollton City School District, Georgia","1300870",12425,2780,3129,3090,2086,1340,7097,1664,1812,1765,1200,656,3670,358,799,1172,764,577,143,37,15,60,19,12,1515,721,503,93,103,95
"Cartersville City School District, Georgia","1300900",13030,3077,4116,2837,1942,1058,7969,2065,2758,1672,975,499,3748,402,1087,1010,725,524,20,0,0,20,0,0,1293,610,271,135,242,35
"Catoosa County School District, Georgia","1300930",41944,7520,13230,13919,5103,2172,14467,3061,5361,4138,1350,557,26045,4269,7577,9252,3493,1454,373,47,55,223,22,26,1059,143,237,306,238,135
"Charlton County School District, Georgia","1300990",8363,2292,3562,1907,362,240,4490,1171,2079,967,206,67,3780,1082,1464,940,121,173,71,17,19,0,35,0,22,22,0,0,0,0
"Chatham County School District, Georgia","1301020",164703,20796,48962,47215,31013,16717,86707,13798,31172,23871,12670,5196,64266,4140,14791,20214,15482,9639,2358,171,669,791,559,168,11372,2687,2330,2339,2302,1714
"Chattahoochee County School District, Georgia","1301050",1942,323,683,737,117,82,914,109,373,345,29,58,935,196,289,368,58,24,66,14,17,19,16,0,27,4,4,5,14,0
"Chattooga County School District, Georgia","1301080",16234,5301,6004,3660,861,408,11494,4008,4240,2468,489,289,4305,1241,1581,1087,277,119,17,0,9,8,0,0,418,52,174,97,95,0
"Cherokee County School District, Georgia","1301110",133624,14781,32762,41238,32731,12112,43111,6936,14097,12101,7470,2507,74801,3595,15291,25512,22345,8058,1528,98,215,580,502,133,14184,4152,3159,3045,2414,1414
"Chickamauga City School District, Georgia","1301140",2104,270,786,662,228,158,972,152,333,359,82,46,1102,118,439,303,138,104,30,0,14,0,8,8,0,0,0,0,0,0
"Clarke County School District, Georgia","1301170",59171,9307,12937,12551,12973,11403,28632,5594,7943,6602,5666,2827,21161,1158,3096,4697,5831,6379,726,92,111,128,216,179,8652,2463,1787,1124,1260,2018
"Clay County School District, Georgia","1301200",2010,440,927,472,93,78,1518,368,717,325,63,45,488,72,210,143,30,33,4,0,0,4,0,0,0,0,0,0,0,0
"Clayton County School District, Georgia","1301230",156190,27164,51686,49396,19868,8076,59294,9831,23867,17097,6198,2301,64438,6043,18271,25799,9852,4473,2194,185,810,844,270,85,30264,11105,8738,5656,3548,1217
"Clinch County School District, Georgia","1301260",4485,1216,1779,722,453,315,3507,983,1389,566,398,171,978,233,390,156,55,144,0,0,0,0,0,0,0,0,0,0,0,0
"Cobb County School District, Georgia","1301290",403579,37142,81318,105416,119926,59777,101080,10828,27631,27529,25042,10050,225361,10298,36863,63171,77465,37564,5660,560,1011,1411,1836,842,71478,15456,15813,13305,15583,11321
"Coffee County School District, Georgia","1301350",26161,6829,9858,6591,1689,1194,18933,4777,7311,5009,1034,802,5275,1032,1948,1405,529,361,101,20,11,40,24,6,1852,1000,588,137,102,25
"Colquitt County School District, Georgia","1301380",27911,7881,10690,6223,1927,1190,19616,4899,8166,4513,1143,895,4702,1076,1456,1395,517,258,257,15,86,54,95,7,3336,1891,982,261,172,30
"Columbia County School District, Georgia","1301410",75738,7616,20225,22314,15942,9641,29020,4084,9490,8121,5114,2211,38000,2293,8963,12276,8777,5691,2389,173,547,816,587,266,6329,1066,1225,1101,1464,1473
"Commerce City School District, Georgia","1301440",4469,1058,1978,1010,252,171,3027,764,1504,558,112,89,1088,173,417,349,67,82,81,0,57,24,0,0,273,121,0,79,73,0
"Cook County School District, Georgia","1301470",10813,3003,4091,2594,744,381,7538,2175,3088,1704,331,240,2839,600,956,796,346,141,49,13,0,36,0,0,387,215,47,58,67,0
"Coweta County School District, Georgia","1301500",78826,10085,25771,22685,13741,6544,38449,6874,15274,9353,4658,2290,33787,1936,8322,11728,7949,3852,1090,63,382,279,263,103,5500,1212,1793,1325,871,299
"Crawford County School District, Georgia","1301530",8653,1839,3464,2174,939,237,6574,1515,2588,1609,702,160,1844,321,654,565,227,77,0,0,0,0,0,0,235,3,222,0,10,0
"Crisp County School District, Georgia","1301560",14828,3940,5740,3406,1046,696,11900,3465,4716,2496,705,518,2694,381,967,838,330,178,18,0,0,10,8,0,216,94,57,62,3,0
"Dade County School District, Georgia","1301590",10745,2249,3662,3027,1243,564,3585,885,1388,925,248,139,6908,1337,2187,2046,922,416,61,8,23,21,0,9,191,19,64,35,73,0
"Dalton City School District, Georgia","1301620",19019,7003,4492,3604,2489,1431,6536,1264,1864,1814,1067,527,5217,1185,1083,1389,985,575,302,55,122,110,0,15,6964,4499,1423,291,437,314
"Dawson County School District, Georgia","1301650",14880,2290,5819,3973,1955,843,8392,1587,3828,1925,702,350,6046,583,1816,1946,1232,469,60,0,34,13,5,8,382,120,141,89,16,16
"Decatur City School District, Georgia","1301680",12912,1007,1341,2059,4220,4285,3610,532,776,643,951,708,7891,357,500,1257,2899,2878,297,0,31,0,106,160,1114,118,34,159,264,539
"Decatur County School District, Georgia","1301710",18012,4390,6516,4850,1371,885,12238,3428,4536,3084,675,515,5286,821,1837,1645,632,351,51,14,17,19,1,0,437,127,126,102,63,19
"DeKalb County School District, Georgia","1301740",415071,50853,96931,112875,95355,59057,140877,18174,44335,40046,26033,12289,184886,9199,32065,56053,53902,33667,4526,352,799,1309,1276,790,84782,23128,19732,15467,14144,12311
"Dodge County School District, Georgia","1301770",13901,3209,5837,2936,1247,672,11255,2739,4904,2176,964,472,2443,372,904,726,265,176,8,0,0,0,8,0,195,98,29,34,10,24
"Dooly County School District, Georgia","1301800",9724,2945,3953,1894,569,363,7949,2433,3214,1571,491,240,1485,319,694,295,73,104,0,0,0,0,0,0,290,193,45,28,5,19
"Dougherty School District, Georgia","1301830",57684,11151,16909,18331,6810,4483,41779,9009,12537,13124,4436,2673,14034,1644,3913,4988,2074,1415,268,8,55,93,84,28,1603,490,404,126,216,367
"Douglas County School District, Georgia","1301860",80733,11017,26450,24172,12908,6186,33328,5435,13357,8830,3755,1951,37717,3354,10481,12920,7573,3389,807,43,127,402,182,53,8881,2185,2485,2020,1398,793
"Dublin City School District, Georgia","1301870",10364,2303,3771,2131,1357,802,7766,1979,3039,1479,810,459,2083,163,610,593,434,283,26,0,5,10,0,11,489,161,117,49,113,49
"Laurens County School District, Georgia","1301890",21010,4091,9418,4673,1563,1265,16669,3502,7725,3444,1086,912,3866,385,1587,1164,398,332,98,38,14,26,20,0,377,166,92,39,59,21
"Early County School District, Georgia","1301920",7219,1654,3022,1571,505,467,5319,1259,2394,1029,390,247,1858,374,628,521,115,220,7,0,0,7,0,0,35,21,0,14,0,0
"Echols County School District, Georgia","1301950",2372,764,1033,431,83,61,1191,233,577,271,59,51,616,126,320,148,12,10,0,0,0,0,0,0,565,405,136,12,12,0
"Effingham County School District, Georgia","1301980",31627,4955,13177,8592,3250,1653,18696,3462,8577,4214,1468,975,11626,1316,4219,3806,1654,631,413,18,166,174,23,32,892,159,215,398,105,15
"Elbert County School District, Georgia","1302010",13607,3675,5855,2775,846,456,9633,2619,4601,1655,517,241,3381,789,1065,1012,308,207,73,0,31,42,0,0,520,267,158,66,21,8
"Emanuel County School District, Georgia","1302040",14409,3972,5648,3397,774,618,11635,3199,4617,2765,571,483,2240,342,1010,604,169,115,41,8,8,20,0,5,493,423,13,8,34,15
"Evans County School District, Georgia","1302070",6941,1851,2533,1628,525,404,5121,1271,2046,1104,375,325,1169,159,378,412,142,78,112,0,77,35,0,0,539,421,32,77,8,1
"Fannin County School District, Georgia","1302100",17288,3823,6868,3801,1544,1252,8057,2457,3180,1291,664,465,8855,1261,3611,2343,856,784,5,5,0,0,0,0,371,100,77,167,24,3
"Fayette County School District, Georgia","1302130",69560,4462,14883,21334,18136,10745,21053,1897,6711,6397,4031,2017,39576,1129,6681,12671,12114,6981,1187,31,243,379,392,142,7744,1405,1248,1887,1599,1605
"Floyd County School District, Georgia","1302190",39955,8452,14299,11209,3750,2245,27421,5927,10557,7405,2443,1089,10894,1829,3371,3569,1108,1017,188,9,38,24,61,56,1452,687,333,211,138,83
"Forsyth County School District, Georgia","1302220",105100,9853,21570,27887,32677,13113,30471,3642,9628,8449,6721,2031,56398,1575,9516,16341,20842,8124,1212,34,75,293,620,190,17019,4602,2351,2804,4494,2768
"Franklin County School District, Georgia","1302250",14829,3811,5882,3113,1355,668,10752,3210,4412,1893,752,485,3690,437,1371,1142,557,183,62,0,28,2,32,0,325,164,71,76,14,0
"Fulton County School District, Georgia","1302280",328008,24998,60225,78724,105595,58466,86408,8956,23253,22246,22571,9382,170255,4735,23307,44602,63974,33637,4178,173,402,1260,1525,818,67167,11134,13263,10616,17525,14629
"Gainesville City School District, Georgia","1302310",18778,6305,5008,3643,2462,1360,6266,1137,2104,1450,974,601,4916,473,1046,1651,1130,616,282,15,147,58,39,23,7314,4680,1711,484,319,120
"Gilmer County School District, Georgia","1302340",19688,4849,7128,5067,1840,804,11950,3240,4959,2468,1036,247,6362,865,1994,2323,673,507,153,38,20,89,0,6,1223,706,155,187,131,44
"Glascock County School District, Georgia","1302370",2033,559,880,380,156,58,1677,445,793,272,126,41,308,114,79,80,30,5,40,0,0,28,0,12,8,0,8,0,0,0
"Glynn County School District, Georgia","1302400",52227,7255,16025,15157,8672,5118,26841,4454,9389,7510,3507,1981,21941,2058,5659,6756,4513,2955,586,12,121,250,164,39,2859,731,856,641,488,143
"Gordon County School District, Georgia","1302430",24958,6047,10095,5994,1945,877,16060,3935,7148,3462,1038,477,6885,1188,2309,2192,808,388,109,5,44,50,0,10,1904,919,594,290,99,2
"Grady County School District, Georgia","1302460",16000,4144,6629,3617,1023,587,11077,2732,5031,2436,545,333,3824,721,1397,1069,392,245,46,16,3,21,6,0,1053,675,198,91,80,9
"Greene County School District, Georgia","1302490",11329,2798,4342,2046,1403,740,7679,2235,3450,1224,544,226,3217,280,811,776,856,494,66,12,51,3,0,0,367,271,30,43,3,20
"Spalding County School District, Georgia","1302520",41324,10434,15196,10063,3677,1954,29449,8242,11142,6927,2028,1110,10008,1623,3457,2979,1315,634,453,0,358,43,27,25,1414,569,239,114,307,185
"Gwinnett County School District, Georgia","1302550",477567,59489,111306,138933,115378,52461,96387,9002,28652,28966,20845,8922,217408,8808,43761,76402,60982,27455,7270,388,1564,2046,2254,1018,156502,41291,37329,31519,31297,15066
"Habersham County School District, Georgia","1302580",27267,6827,8908,6443,3167,1922,16809,3741,6426,4088,1636,918,7365,1076,1993,2177,1304,815,160,67,0,41,12,40,2933,1943,489,137,215,149
"Hall County School District, Georgia","1302610",90599,19513,28356,23593,12240,6897,44954,8987,16207,11862,4956,2942,30632,3022,8214,9803,6066,3527,814,79,169,196,340,30,14199,7425,3766,1732,878,398
"Hancock County School District, Georgia","1302640",6702,2270,2753,991,464,224,5588,2107,2258,686,381,156,973,147,462,255,41,68,17,0,8,9,0,0,124,16,25,41,42,0
"Haralson County School District, Georgia","1302670",15001,4967,5558,3202,877,397,11105,3772,4274,2179,607,273,3703,1179,1227,963,232,102,14,3,0,0,11,0,179,13,57,60,27,22
"Harris County School District, Georgia","1302700",21052,2421,6444,6410,3521,2256,11228,1697,3926,3181,1526,898,8797,641,2179,2872,1862,1243,310,8,83,93,74,52,717,75,256,264,59,63
"Hart County School District, Georgia","1302730",17414,4309,6440,4018,1672,975,10601,3222,3999,2095,850,435,6301,889,2349,1830,718,515,100,24,0,37,27,12,412,174,92,56,77,13
"Heard County School District, Georgia","1302790",7727,2176,3096,1894,401,160,5267,1679,1984,1172,295,137,2318,471,1067,652,105,23,62,0,28,33,1,0,80,26,17,37,0,0
"Henry County School District, Georgia","1302820",121223,13130,39366,39187,19633,9907,54676,7350,21766,16495,6666,2399,52415,3480,13868,18614,10275,6178,1773,35,464,650,369,255,12359,2265,3268,3428,2323,1075
"Houston County School District, Georgia","1302880",84786,10832,24324,28968,12911,7751,38571,6287,12343,12224,5019,2698,38854,2869,10164,14506,6879,4436,1753,134,342,875,316,86,5608,1542,1475,1363,697,531
"Irwin County School District, Georgia","1302910",6381,1893,2376,1522,260,330,4633,1371,1803,992,195,272,1529,329,573,504,65,58,26,0,0,26,0,0,193,193,0,0,0,0
"Jackson County School District, Georgia","1302940",28458,6289,10709,6784,2646,2030,17581,4417,7170,3493,1335,1166,9167,965,3264,2890,1231,817,402,151,80,140,14,17,1308,756,195,261,66,30
"Jasper County School District, Georgia","1302970",8994,1954,3674,2173,687,506,6373,1584,2604,1444,400,341,2293,293,924,640,287,149,30,0,0,14,0,16,298,77,146,75,0,0
"Jeff Davis County School District, Georgia","1303000",9131,2261,4032,1784,721,333,6930,1545,3372,1287,446,280,1630,403,478,451,268,30,65,24,15,26,0,0,506,289,167,20,7,23
"Jefferson City School District, Georgia","1303030",5239,693,1295,1584,970,697,2947,526,813,836,435,337,1808,117,349,614,408,320,0,0,0,0,0,0,484,50,133,134,127,40
"Jefferson County School District, Georgia","1303060",10928,2992,4808,2177,674,277,8964,2468,4077,1716,495,208,1733,426,702,417,141,47,55,0,17,0,38,0,176,98,12,44,0,22
"Jenkins County School District, Georgia","1303090",5557,1635,2154,1057,439,272,4392,1429,1704,866,189,204,761,93,223,127,250,68,77,0,41,36,0,0,327,113,186,28,0,0
"Johnson County School District, Georgia","1303120",6832,2359,2477,1387,414,195,5634,2040,2065,1018,357,154,1051,270,373,310,57,41,37,0,0,37,0,0,110,49,39,22,0,0
"Jones County School District, Georgia","1303150",18845,2755,7240,5609,2137,1104,13421,2076,5767,3857,1194,527,4641,569,1427,1504,723,418,149,0,10,98,30,11,634,110,36,150,190,148
"Lamar County School District, Georgia","1303210",11524,2747,4838,2817,679,443,8823,2217,3776,1993,489,348,2376,435,955,725,183,78,95,0,35,36,7,17,230,95,72,63,0,0
"Lanier County School District, Georgia","1303240",5830,1352,2206,1726,318,228,3637,978,1439,880,216,124,2007,364,675,762,102,104,2,0,2,0,0,0,184,10,90,84,0,0
"Lee County School District, Georgia","1303270",17707,2939,5597,5778,1842,1551,11203,2200,3695,3450,1111,747,5682,529,1738,1969,693,753,207,0,62,127,0,18,615,210,102,232,38,33
"Liberty County School District, Georgia","1303300",31566,3821,11133,11483,3423,1706,9523,1905,3865,2404,769,580,17382,1283,5583,7658,1966,892,1695,239,777,480,137,62,2966,394,908,941,551,172
"Lincoln County School District, Georgia","1303330",5582,1261,2363,1417,359,182,3815,950,1775,819,171,100,1649,293,562,561,163,70,74,18,12,15,17,12,44,0,14,22,8,0
"Long County School District, Georgia","1303360",7311,1556,2926,2163,557,109,3446,775,1338,991,291,51,3459,593,1470,1093,245,58,83,0,33,50,0,0,323,188,85,29,21,0
"Lowndes County School District, Georgia","1303390",32878,5148,10671,10120,4487,2452,17342,3339,6136,4797,2075,995,13168,1229,3924,4685,2101,1229,725,166,106,261,100,92,1643,414,505,377,211,136
"Lumpkin County School District, Georgia","1303420",18121,3469,6326,4797,2301,1228,9451,2302,3611,2258,717,563,7511,679,2441,2327,1468,596,175,8,44,100,23,0,984,480,230,112,93,69
"Macon County School District, Georgia","1303450",9624,3131,3519,1948,568,458,7385,2261,2969,1506,340,309,1767,552,529,440,97,149,78,44,9,0,25,0,394,274,12,2,106,0
"Madison County School District, Georgia","1303480",18669,5066,7425,3767,1465,946,13240,3762,5534,2555,981,408,4827,987,1733,1117,454,536,75,0,14,61,0,0,527,317,144,34,30,2
"Marietta City School District, Georgia","1303510",36510,6190,8309,8738,8979,4294,9223,1269,2096,2452,2448,958,16962,1137,3541,4809,5000,2475,609,15,249,197,101,47,9716,3769,2423,1280,1430,814
"Marion County School District, Georgia","1303540",5508,1093,2779,1261,216,159,3499,761,1740,780,84,134,1601,229,863,411,87,11,131,5,89,37,0,0,277,98,87,33,45,14
