"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"White County School District, Georgia","1305670",26173,5081,2070,19022,16900,3595,1228,12077,8672,1245,831,6596,117,65,0,52,484,176,11,297
"Whitfield County School District, Georgia","1305700",67161,11303,8404,47454,41249,6217,5325,29707,16749,2840,1407,12502,262,22,0,240,8901,2224,1672,5005
"Wilcox County School District, Georgia","1305730",7151,1823,961,4367,6080,1637,786,3657,1040,186,161,693,20,0,14,6,11,0,0,11
"Wilkes County School District, Georgia","1305760",10436,2660,1384,6392,8273,2286,827,5160,1903,354,433,1116,108,20,0,88,152,0,124,28
"Wilkinson County School District, Georgia","1305790",9330,2154,848,6328,8264,2004,795,5465,901,91,49,761,80,11,0,69,85,48,4,33
"Worth County School District, Georgia","1305850",21385,4457,2744,14184,17471,3850,2314,11307,3607,512,400,2695,72,0,0,72,235,95,30,110
"Remainder of Georgia, Georgia","1399999",9373,879,1570,6924,1394,210,219,965,6756,662,1282,4812,594,0,23,571,629,7,46,576
"Troup County School District, Georgia","1300001",63187,12537,6797,43853,44157,9642,4967,29548,16703,2383,1658,12662,312,41,17,254,2015,471,155,1389
"Fort Stewart School District, Georgia","1300003",8460,2026,1887,4547,1449,702,264,483,6119,1190,1430,3499,426,34,87,305,466,100,106,260
"Robins AFB School District, Georgia","1300004",825,68,40,717,109,13,8,88,617,55,14,548,64,0,0,64,35,0,18,17
"Appling County School District, Georgia","1300060",17830,3964,1987,11879,13530,3001,1610,8919,3042,627,312,2103,19,0,0,19,1239,336,65,838
"Atkinson County School District, Georgia","1300090",8325,2331,1419,4575,5841,1531,936,3374,1530,518,209,803,18,0,0,18,936,282,274,380
"Atlanta City School District, Georgia","1300120",388512,87889,38273,262350,214289,63179,25107,126003,140578,18321,9258,112999,3869,388,211,3270,29776,6001,3697,20078
"Bacon County School District, Georgia","1300150",10453,1723,1658,7072,7785,1379,1281,5125,2118,315,377,1426,17,0,0,17,533,29,0,504
"Baker County School District, Georgia","1300180",3634,1092,428,2114,3113,1024,395,1694,503,68,33,402,18,0,0,18,0,0,0,0
"Baldwin County School District, Georgia","1300210",40752,10269,4167,26316,33395,8693,3529,21173,6029,1247,574,4208,327,164,0,163,1001,165,64,772
"Banks County School District, Georgia","1300240",17835,2833,2426,12576,13835,2021,1821,9993,3355,680,428,2247,78,26,0,52,567,106,177,284
"Barrow County School District, Georgia","1300290",65970,8295,7166,50509,40993,5698,4500,30795,20077,1837,1576,16664,432,0,0,432,4468,760,1090,2618
"Bartow County School District, Georgia","1300330",77680,10672,7166,59842,49693,6874,4782,38037,24462,3076,1801,19585,345,35,32,278,3180,687,551,1942
"Ben Hill County School District, Georgia","1300360",17202,4635,3293,9274,13079,3572,2663,6844,3400,778,546,2076,0,0,0,0,723,285,84,354
"Berrien County School District, Georgia","1300390",17925,4145,2856,10924,13622,3480,2120,8022,3780,539,636,2605,101,28,29,44,422,98,71,253
"Bibb County School District, Georgia","1300420",147609,33051,17110,97448,108694,26654,13365,68675,32295,5231,2508,24556,1184,154,155,875,5436,1012,1082,3342
"Bleckley County School District, Georgia","1300440",12284,2397,1413,8474,10655,2121,1347,7187,1400,267,60,1073,16,0,0,16,213,9,6,198
"Brantley County School District, Georgia","1300480",17410,3730,1100,12580,12434,2551,609,9274,4777,1179,477,3121,43,0,0,43,156,0,14,142
"Bremen City School District, Georgia","1300510",5837,1397,343,4097,4541,1198,188,3155,1190,166,128,896,27,0,27,0,79,33,0,46
"Brooks County School District, Georgia","1300540",15822,2687,2184,10951,11209,2091,1439,7679,3643,464,483,2696,385,0,0,385,585,132,262,191
"Bryan County School District, Georgia","1300570",28911,3176,2126,23609,15137,1834,1375,11928,11892,1063,394,10435,613,14,67,532,1269,265,290,714
"Buford City School District, Georgia","1300600",11732,2660,1913,7159,5409,1316,992,3101,3029,436,314,2279,127,0,0,127,3167,908,607,1652
"Bulloch County School District, Georgia","1300630",62578,17795,5710,39073,44658,12406,4260,27992,15155,4273,1142,9740,452,227,30,195,2313,889,278,1146
"Burke County School District, Georgia","1300660",22480,5785,3703,12992,17544,4501,3103,9940,4557,1227,522,2808,269,20,27,222,110,37,51,22
"Butts County School District, Georgia","1300690",21115,2610,2164,16341,15959,2141,1731,12087,4716,469,432,3815,66,0,1,65,374,0,0,374
"Calhoun City School District, Georgia","1300720",14117,3101,1949,9067,8655,1468,1059,6128,3115,786,201,2128,28,0,0,28,2319,847,689,783
"Calhoun County School District, Georgia","1300750",5257,1515,841,2901,4444,1298,740,2406,708,162,79,467,0,0,0,0,105,55,22,28
"Camden County School District, Georgia","1300780",48161,7354,4125,36682,15878,3001,2049,10828,30021,4107,2020,23894,1124,191,25,908,1138,55,31,1052
"Candler County School District, Georgia","1300810",10387,2312,1363,6712,7034,1744,1086,4204,2779,558,172,2049,12,0,0,12,562,10,105,447
"Carroll County School District, Georgia","1300840",84403,11423,7685,65295,59037,8426,5361,45250,21931,2339,1667,17925,651,27,44,580,2784,631,613,1540
"Carrollton City School District, Georgia","1300870",21555,6916,3078,11561,12863,3892,1926,7045,6216,1929,593,3694,258,149,0,109,2218,946,559,713
"Cartersville City School District, Georgia","1300900",18501,2800,2167,13534,12435,1902,1459,9074,4254,480,292,3482,20,20,0,0,1792,398,416,978
"Catoosa County School District, Georgia","1300930",62373,6978,6230,49165,22637,3143,2421,17073,37983,3619,3511,30853,473,0,61,412,1280,216,237,827
"Charlton County School District, Georgia","1300990",11443,2261,875,8307,6309,1282,393,4634,5058,962,482,3614,71,17,0,54,5,0,0,5
"Chatham County School District, Georgia","1301020",248189,41102,26951,180136,146662,26595,18313,101754,83491,11097,6561,65833,3716,467,344,2905,14320,2943,1733,9644
"Chattahoochee County School District, Georgia","1301050",3225,884,161,2180,1780,426,119,1235,1280,401,42,837,103,44,0,59,62,13,0,49
"Chattooga County School District, Georgia","1301080",21883,3896,3492,14495,16190,3174,2567,10449,5200,715,848,3637,99,7,0,92,394,0,77,317
"Cherokee County School District, Georgia","1301110",204867,15143,14017,175707,92212,7211,6704,78297,93343,4944,4649,83750,2051,245,181,1625,17261,2743,2483,12035
"Chickamauga City School District, Georgia","1301140",2959,221,340,2398,1466,75,251,1140,1463,146,89,1228,30,0,0,30,0,0,0,0
"Clarke County School District, Georgia","1301170",104941,35134,10162,59645,60007,22576,6184,31247,31754,8615,2124,21015,1220,291,174,755,11960,3652,1680,6628
"Clay County School District, Georgia","1301200",2892,989,651,1252,2318,877,549,892,570,112,102,356,4,0,0,4,0,0,0,0
"Clayton County School District, Georgia","1301230",253388,42408,31882,179098,123750,21545,16011,86194,87958,12389,9341,66228,4099,438,204,3457,37581,8036,6326,23219
"Clinch County School District, Georgia","1301260",6749,1732,1181,3836,5469,1471,829,3169,1240,261,312,667,0,0,0,0,40,0,40,0
"Cobb County School District, Georgia","1301290",614696,60889,41450,512357,229210,25847,16733,186630,288562,21465,14384,252713,7849,843,506,6500,89075,12734,9827,66514
"Coffee County School District, Georgia","1301350",38760,8274,4496,25990,29975,6006,3500,20469,6277,1333,549,4395,152,41,8,103,2356,894,439,1023
"Colquitt County School District, Georgia","1301380",43852,10245,5999,27608,32141,7149,4500,20492,6784,1461,845,4478,269,34,37,198,4658,1601,617,2440
"Columbia County School District, Georgia","1301410",117075,8351,8979,99745,56186,4655,5014,46517,49982,2784,3306,43892,3456,211,88,3157,7451,701,571,6179
"Commerce City School District, Georgia","1301440",6354,1425,564,4365,4684,1230,335,3119,1298,134,126,1038,81,16,0,65,291,45,103,143
"Cook County School District, Georgia","1301470",16567,3854,2269,10444,12357,2898,1641,7818,3505,673,585,2247,129,50,0,79,576,233,43,300
"Coweta County School District, Georgia","1301500",120278,12317,8768,99193,68720,8344,5546,54830,43481,2990,2236,38255,1559,67,194,1298,6518,916,792,4810
"Crawford County School District, Georgia","1301530",12795,2627,1589,8579,10433,2290,1424,6719,2127,337,165,1625,0,0,0,0,235,0,0,235
"Crisp County School District, Georgia","1301560",22665,6590,3234,12841,18784,5623,2877,10284,3567,764,343,2460,36,0,9,27,278,203,5,70
"Dade County School District, Georgia","1301590",15566,2413,1694,11459,5659,1087,779,3793,9644,1278,869,7497,93,8,0,85,170,40,46,84
"Dalton City School District, Georgia","1301620",31200,7607,3715,19878,13412,3446,1829,8137,7801,1343,792,5666,400,111,15,274,9587,2707,1079,5801
"Dawson County School District, Georgia","1301650",21536,2584,1673,17279,13303,1839,1098,10366,7406,671,567,6168,131,7,0,124,696,67,8,621
"Decatur City School District, Georgia","1301680",17571,2759,981,13831,7153,1251,510,5392,8530,955,392,7183,330,0,13,317,1558,553,66,939
"Decatur County School District, Georgia","1301710",26701,6399,3151,17151,19113,4681,2441,11991,6876,1406,635,4835,61,0,0,61,651,312,75,264
"DeKalb County School District, Georgia","1301740",623659,100392,60056,463211,276066,47921,26486,201659,233271,28376,16887,188008,7165,761,425,5979,107157,23334,16258,67565
"Dodge County School District, Georgia","1301770",19033,3809,3176,12048,15981,3230,2695,10056,2787,565,383,1839,33,0,0,33,232,14,98,120
"Dooly County School District, Georgia","1301800",11596,3139,1625,6832,10072,2832,1507,5733,1174,185,94,895,0,0,0,0,350,122,24,204
"Dougherty School District, Georgia","1301830",91199,26358,11991,52850,69812,21480,9478,38854,18800,3987,2241,12572,607,129,105,373,1980,762,167,1051
"Douglas County School District, Georgia","1301860",126633,14309,11410,100914,63480,8092,5344,50044,51452,4580,4611,42261,1052,106,120,826,10649,1531,1335,7783
"Dublin City School District, Georgia","1301870",15824,4703,2394,8727,12610,4231,1967,6412,2561,349,410,1802,70,2,0,68,583,121,17,445
"Laurens County School District, Georgia","1301890",31192,5158,4250,21784,25787,4345,3594,17848,4891,730,632,3529,108,0,24,84,406,83,0,323
"Early County School District, Georgia","1301920",11087,3204,1184,6699,8459,2816,1072,4571,2581,348,112,2121,7,0,0,7,40,40,0,0
"Echols County School District, Georgia","1301950",3973,1274,368,2331,2324,598,226,1500,947,215,142,590,0,0,0,0,702,461,0,241
"Effingham County School District, Georgia","1301980",50147,5189,3813,41145,33490,4169,2790,26531,15136,870,925,13341,492,25,64,403,1029,125,34,870
"Elbert County School District, Georgia","1302010",20261,4657,3119,12485,14961,3499,2514,8948,4597,1012,411,3174,93,28,24,41,610,118,170,322
"Emanuel County School District, Georgia","1302040",21371,5171,3884,12316,17880,4566,3003,10311,2659,515,473,1671,41,0,0,41,791,90,408,293
"Evans County School District, Georgia","1302070",10288,2185,1174,6929,8014,1549,904,5561,1347,308,147,892,118,23,13,82,809,305,110,394
"Fannin County School District, Georgia","1302100",23244,3759,3012,16473,12562,2480,1519,8563,10236,1205,1389,7642,19,0,0,19,427,74,104,249
"Fayette County School District, Georgia","1302130",104480,4906,5299,94275,42070,2154,2484,37432,51422,1806,1877,47739,1677,76,84,1517,9311,870,854,7587
"Floyd County School District, Georgia","1302190",57903,8445,6418,43040,42666,5767,4415,32484,12908,1687,1620,9601,258,44,41,173,2071,947,342,782
"Forsyth County School District, Georgia","1302220",163338,9828,7360,146150,68439,4074,3868,60497,72419,2896,1519,68004,1534,117,46,1371,20946,2741,1927,16278
"Franklin County School District, Georgia","1302250",21766,3883,2643,15240,16339,3258,1942,11139,4796,562,508,3726,70,0,25,45,561,63,168,330
"Fulton County School District, Georgia","1302280",498759,48206,35118,415435,187929,22809,15318,149802,220185,15143,10319,194723,6576,368,171,6037,84069,9886,9310,64873
"Gainesville City School District, Georgia","1302310",31970,7301,5345,19324,14468,3668,2519,8281,7178,1208,775,5195,425,22,39,364,9899,2403,2012,5484
"Gilmer County School District, Georgia","1302340",27630,5003,4170,18457,18280,3294,3026,11960,7613,954,817,5842,168,40,30,98,1569,715,297,557
"Glascock County School District, Georgia","1302370",2944,490,417,2037,2499,408,390,1701,383,69,27,287,40,0,0,40,22,13,0,9
"Glynn County School District, Georgia","1302400",76488,11619,6828,58041,45128,8069,4381,32678,26695,2598,1835,22262,726,40,60,626,3939,912,552,2475
"Gordon County School District, Georgia","1302430",39010,5998,5665,27347,27210,4056,3997,19157,9104,1420,1199,6485,177,38,2,137,2519,484,467,1568
"Grady County School District, Georgia","1302460",24603,6373,2726,15504,17700,4852,2003,10845,5309,813,653,3843,86,18,3,65,1508,690,67,751
"Greene County School District, Georgia","1302490",15819,3726,1919,10174,11904,3012,1495,7397,3412,467,413,2532,66,0,0,66,437,247,11,179
"Spalding County School District, Georgia","1302520",62480,13224,7423,41833,48278,11119,6142,31017,11810,1642,814,9354,530,119,0,411,1862,344,467,1051
"Gwinnett County School District, Georgia","1302550",760164,82436,66614,611114,255520,26559,21158,207803,298032,21590,17158,259284,11863,1173,1200,9490,194749,33114,27098,134537
"Habersham County School District, Georgia","1302580",37799,7410,3964,26425,25581,5039,2747,17795,8488,1208,558,6722,177,24,37,116,3553,1139,622,1792
"Hall County School District, Georgia","1302610",137791,17831,14215,105745,80435,9877,8160,62398,38231,3799,2794,31638,1320,114,20,1186,17805,4041,3241,10523
"Hancock County School District, Georgia","1302640",8204,2202,2492,3510,7175,2065,2232,2878,803,137,260,406,0,0,0,0,226,0,0,226
"Haralson County School District, Georgia","1302670",22010,4288,2572,15150,17656,3492,2210,11954,4136,782,287,3067,14,0,0,14,204,14,75,115
"Harris County School District, Georgia","1302700",30299,2739,1930,25630,18211,2308,1489,14414,10746,367,408,9971,579,9,0,570,763,55,33,675
"Hart County School District, Georgia","1302730",24425,5477,2766,16182,14987,3419,1893,9675,8826,1816,864,6146,101,0,9,92,511,242,0,269
"Heard County School District, Georgia","1302790",11620,2299,1036,8285,8611,1957,720,5934,2799,325,312,2162,110,0,0,110,100,17,4,79
"Henry County School District, Georgia","1302820",192062,15898,13270,162894,103713,8478,7337,87898,70998,5259,4160,61579,2963,293,127,2543,14388,1868,1646,10874
"Houston County School District, Georgia","1302880",131710,16849,10914,103947,70082,11681,7206,51195,51667,3520,2605,45542,3300,267,203,2830,6661,1381,900,4380
"Irwin County School District, Georgia","1302910",9237,2344,995,5898,7359,1935,595,4829,1685,236,392,1057,0,0,0,0,193,173,8,12
"Jackson County School District, Georgia","1302940",42595,5902,3514,33179,28955,4511,2641,21803,11389,1092,569,9728,481,108,3,370,1770,191,301,1278
"Jasper County School District, Georgia","1302970",13620,2602,1231,9787,10355,2148,1035,7172,2801,351,134,2316,36,16,0,20,428,87,62,279
"Jeff Davis County School District, Georgia","1303000",14476,3477,1756,9243,11512,2684,1312,7516,2215,624,368,1223,74,24,0,50,675,145,76,454
"Jefferson City School District, Georgia","1303030",8587,1350,691,6546,5625,1084,388,4153,2387,147,303,1937,0,0,0,0,575,119,0,456
"Jefferson County School District, Georgia","1303060",16570,4456,2469,9645,13943,4128,2009,7806,2292,296,296,1700,61,6,6,49,274,26,158,90
"Jenkins County School District, Georgia","1303090",8313,1589,1480,5244,6831,1287,1275,4269,1035,128,141,766,77,36,0,41,370,138,64,168
"Johnson County School District, Georgia","1303120",8357,2313,1106,4938,7440,2102,948,4390,848,197,150,501,47,10,0,37,22,4,8,10
"Jones County School District, Georgia","1303150",27517,3596,2368,21553,20795,2989,1920,15886,5799,508,438,4853,246,0,10,236,677,99,0,578
"Lamar County School District, Georgia","1303210",17230,3521,2227,11482,14166,2938,1881,9347,2730,559,249,1922,104,9,15,80,230,15,82,133
"Lanier County School District, Georgia","1303240",9107,1858,1545,5704,6125,1576,1210,3339,2646,282,254,2110,18,0,2,16,318,0,79,239
"Lee County School District, Georgia","1303270",26812,2189,2058,22565,19020,1735,1533,15752,6924,443,467,6014,199,0,21,178,669,11,37,621
"Liberty County School District, Georgia","1303300",54067,9087,6050,38930,19985,4078,2466,13441,26939,3760,2803,20376,3438,725,349,2364,3705,524,432,2749
"Lincoln County School District, Georgia","1303330",7954,2095,784,5075,5968,1757,635,3576,1858,338,135,1385,74,0,0,74,54,0,14,40
"Long County School District, Georgia","1303360",12740,2019,1934,8787,6715,1056,974,4685,5227,863,825,3539,242,20,8,214,556,80,127,349
"Lowndes County School District, Georgia","1303390",50424,6945,5624,37855,28134,3977,3100,21057,18922,2258,2029,14635,1325,85,291,949,2043,625,204,1214
"Lumpkin County School District, Georgia","1303420",26929,4095,2665,20169,16576,3099,1809,11668,9075,802,634,7639,188,0,76,112,1090,194,146,750
"Macon County School District, Georgia","1303450",12825,4235,1673,6917,10395,3487,1367,5541,1895,440,289,1166,69,0,0,69,466,308,17,141
"Madison County School District, Georgia","1303480",27502,4888,3646,18968,20785,3571,2960,14254,5913,851,686,4376,83,8,0,75,721,458,0,263
"Marietta City School District, Georgia","1303510",55868,10312,6523,39033,19641,3304,2289,14048,22200,3069,1874,17257,834,280,30,524,13193,3659,2330,7204
"Marion County School District, Georgia","1303540",8341,1831,1007,5503,5717,1383,776,3558,2095,284,158,1653,159,84,0,75,370,80,73,217
"Mcduffie County School District, Georgia","1303570",21273,4141,2377,14755,16688,3744,1749,11195,4218,386,506,3326,95,11,0,84,272,0,122,150
"Mcintosh County School District, Georgia","1303600",13817,2296,1939,9582,10234,1972,1325,6937,3338,287,551,2500,53,0,29,24,192,37,34,121
"Meriwether County School District, Georgia","1303630",21595,3635,3008,14952,18408,3360,2668,12380,2971,267,340,2364,25,0,0,25,191,8,0,183
"Miller County School District, Georgia","1303660",5879,1068,848,3963,4816,861,759,3196,971,207,89,675,6,0,0,6,86,0,0,86
"Mitchell County School District, Georgia","1303690",18154,3352,3249,11553,15372,2682,2720,9970,2329,562,281,1486,29,14,7,8,424,94,241,89
"Monroe County School District, Georgia","1303720",24480,3008,2792,18680,18758,2411,2118,14229,5220,591,559,4070,132,6,43,83,370,0,72,298
"Montgomery County School District, Georgia","1303750",7905,1487,918,5500,6501,1255,726,4520,1067,180,55,832,14,0,0,14,323,52,137,134
"Morgan County School District, Georgia","1303780",17289,2665,1875,12749,12942,2149,1714,9079,3806,432,117,3257,115,6,0,109,426,78,44,304
"Murray County School District, Georgia","1303840",39638,6771,6399,26468,26823,4259,4463,18101,9415,1393,1483,6539,157,63,16,78,3243,1056,437,1750
"Muscogee County School District, Georgia","1303870",168208,31020,17332,119856,89827,19367,10906,59554,64634,9666,5480,49488,5379,762,298,4319,8368,1225,648,6495
"Newton County School District, Georgia","1303930",94880,12049,10540,72291,57838,7561,6880,43397,30569,3371,2761,24437,1173,159,142,872,5300,958,757,3585
"Oconee County School District, Georgia","1303960",31023,2310,1477,27236,18893,1417,991,16485,10145,511,341,9293,346,0,40,306,1639,382,105,1152
"Oglethorpe County School District, Georgia","1303990",14546,2764,1488,10294,11292,2409,1009,7874,2883,297,461,2125,79,27,0,52,292,31,18,243
"Paulding County School District, Georgia","1304020",134120,10967,10118,113035,77966,6786,5695,65485,49152,3106,3804,42242,1610,21,102,1487,5392,1054,517,3821
"Peach County School District, Georgia","1304050",24362,6184,2062,16116,17545,5074,1609,10862,5291,762,294,4235,312,72,13,227,1214,276,146,792
"Pelham City School District, Georgia","1304080",3885,1536,625,1724,3365,1364,581,1420,424,172,44,208,31,0,0,31,65,0,0,65
"Pickens County School District, Georgia","1304110",28659,3316,3573,21770,19358,2587,2447,14324,8270,716,787,6767,158,0,0,158,873,13,339,521
"Pierce County School District, Georgia","1304140",17918,2767,1893,13258,13314,2142,1366,9806,4107,506,407,3194,144,10,0,134,353,109,120,124
"Pike County School District, Georgia","1304170",17057,1790,1446,13821,12520,1460,1059,10001,4228,278,370,3580,126,50,2,74,183,2,15,166
"Polk County School District, Georgia","1304200",40436,7794,5943,26699,30967,5241,4333,21393,6332,1146,1130,4056,240,28,45,167,2897,1379,435,1083
"Pulaski County School District, Georgia","1304220",10327,1203,1771,7353,8415,1079,1531,5805,1842,124,226,1492,14,0,0,14,56,0,14,42
"Putnam County School District, Georgia","1304260",20653,2550,3798,14305,14626,2077,2799,9750,5037,458,401,4178,97,15,23,59,893,0,575,318
"Quitman County School District, Georgia","1304290",2528,798,513,1217,1380,458,281,641,1139,340,232,567,0,0,0,0,9,0,0,9
"Rabun County School District, Georgia","1304320",16124,2977,2006,11141,8870,1799,971,6100,6172,1020,584,4568,95,6,23,66,987,152,428,407
"Randolph County School District, Georgia","1304350",7274,2040,1265,3969,5893,1697,1053,3143,1314,322,212,780,7,7,0,0,60,14,0,46
"Richmond County School District, Georgia","1304380",186957,43625,21154,122178,114436,31609,14212,68615,61121,10704,5554,44863,4736,482,433,3821,6664,830,955,4879
"Rockdale County School District, Georgia","1304410",82271,10149,8340,63782,42116,5272,4785,32059,29928,2995,2173,24760,628,35,55,538,9599,1847,1327,6425
"Rome City School District, Georgia","1304440",33594,8640,4296,20658,21344,5667,3022,12655,7993,1620,765,5608,127,0,12,115,4130,1353,497,2280
"Schley County School District, Georgia","1304470",4740,911,590,3239,3581,720,521,2340,984,152,69,763,25,5,0,20,150,34,0,116
"Screven County School District, Georgia","1304500",14355,2929,1812,9614,11860,2404,1671,7785,2332,524,141,1667,50,0,0,50,113,1,0,112
"Seminole County School District, Georgia","1304530",8581,2181,1798,4602,6425,1740,1526,3159,2035,405,272,1358,7,0,0,7,114,36,0,78
"Social Circle City School District, Georgia","1304540",4124,853,576,2695,2743,662,385,1696,1079,128,92,859,25,0,0,25,277,63,99,115
"Stephens County School District, Georgia","1304560",24666,4636,4065,15965,17190,3193,2946,11051,6689,1207,906,4576,96,17,22,57,691,219,191,281
