"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",7594,781,232,6581,4318,476,80,3762,2999,291,142,2566,22,0,0,22,255,14,10,231
"Remainder of New Jersey, New Jersey","3499999",1625980,95898,75311,1454771,938894,55937,42160,840797,476634,22020,18529,436085,21334,2139,1378,17817,189118,15802,13244,160072
"The Chathams School District, New Jersey","3400004",19449,437,528,18484,9044,210,148,8686,7553,117,110,7326,213,8,0,205,2639,102,270,2267
"Great Meadows Regional School District, New Jersey","3400008",8367,407,265,7695,5731,280,115,5336,1927,109,120,1698,157,0,0,157,552,18,30,504
"Somerset Hills Regional School District, New Jersey","3400009",11246,201,340,10705,5847,101,142,5604,3324,48,40,3236,136,2,22,112,1939,50,136,1753
"Absecon City School District, New Jersey","3400660",8245,408,672,7165,5057,235,455,4367,2092,53,30,2009,229,14,32,183,867,106,155,606
"Allamuchy Township School District, New Jersey","3400720",4499,182,53,4264,2639,128,39,2472,1436,54,14,1368,44,0,0,44,380,0,0,380
"Allenhurst Borough School District, New Jersey","3400780",486,17,32,437,362,8,23,331,113,0,9,104,0,0,0,0,11,9,0,2
"Alloway Township School District, New Jersey","3400810",3337,180,114,3043,2350,136,76,2138,870,25,38,807,14,0,0,14,103,19,0,84
"Alpha Borough School District, New Jersey","3400840",2255,216,130,1909,1492,135,71,1286,616,68,39,509,52,3,2,47,95,10,18,67
"Alpine Borough School District, New Jersey","3400870",1559,169,54,1336,493,112,24,357,525,28,8,489,12,6,0,6,529,23,22,484
"Andover Regional School District, New Jersey","3400900",6118,243,315,5560,3885,150,158,3577,1644,77,102,1465,50,0,19,31,539,16,36,487
"Asbury Park City School District, New Jersey","3400930",15919,5086,2376,8457,9067,3346,1213,4508,2619,651,270,1698,258,86,9,163,3975,1003,884,2088
"Atlantic City School District, New Jersey","3400960",39209,14453,5863,18893,17912,7665,2555,7692,6914,1926,1023,3965,1613,793,250,570,12770,4069,2035,6666
"Audubon Borough School District, New Jersey","3401050",9751,574,490,8687,6381,451,258,5672,3098,84,201,2813,71,39,0,32,201,0,31,170
"Avalon Borough School District, New Jersey","3401110",1596,73,33,1490,357,9,3,345,1195,63,30,1102,5,1,0,4,39,0,0,39
"Avon-by-the-Sea Borough School District, New Jersey","3401140",1809,60,96,1653,1262,18,57,1187,478,36,39,403,25,5,0,20,44,1,0,43
"Barrington Borough School District, New Jersey","3401170",6735,430,606,5699,3875,229,400,3246,2554,165,206,2183,72,6,0,66,234,30,0,204
"Bay Head Borough School District, New Jersey","3401230",992,84,28,880,665,68,11,586,291,12,14,265,0,0,0,0,36,4,3,29
"Bayonne City School District, New Jersey","3401260",65312,9652,6452,49208,36128,5101,3425,27602,8396,1174,743,6479,2007,388,168,1451,18781,2989,2116,13676
"Bedminster Township School District, New Jersey","3401320",8164,327,299,7538,4109,160,163,3786,2617,56,92,2469,91,19,41,31,1347,92,3,1252
"Belleville Town School District, New Jersey","3401350",36101,3580,2733,29788,17980,1863,1374,14743,4043,322,319,3402,1785,190,141,1454,12293,1205,899,10189
"Belmar Borough School District, New Jersey","3401410",5735,555,659,4521,3833,396,345,3092,1083,72,62,949,89,0,64,25,730,87,188,455
"Belvidere Town School District, New Jersey","3401440",2634,221,212,2201,1816,145,150,1521,725,58,61,606,29,12,0,17,64,6,1,57
"Bergenfield Borough School District, New Jersey","3401500",27334,2073,1428,23833,7950,639,313,6998,7207,508,359,6340,596,9,60,527,11581,917,696,9968
"Berkeley Heights Township School District, New Jersey","3401530",12916,436,275,12205,7154,279,159,6716,3592,53,50,3489,100,0,0,100,2070,104,66,1900
"Berlin Township School District, New Jersey","3401620",5371,543,351,4477,3628,300,204,3124,1291,166,85,1040,48,0,0,48,404,77,62,265
"Bernards Township School District, New Jersey","3401650",26195,995,292,24908,12613,362,64,12187,8411,150,172,8089,159,24,0,135,5012,459,56,4497
"Beverly City School District, New Jersey","3401740",2569,360,310,1899,1628,282,223,1123,699,68,72,559,41,5,0,36,201,5,15,181
"Bloomfield Township School District, New Jersey","3401830",47241,3778,2704,40759,25616,2193,1455,21968,7702,426,306,6970,1604,224,71,1309,12319,935,872,10512
"Bloomingdale Borough School District, New Jersey","3401860",7818,244,623,6951,4950,117,244,4589,1796,83,130,1583,130,44,0,86,942,0,249,693
"Bloomsbury Borough School District, New Jersey","3401890",720,38,28,654,466,30,17,419,191,2,9,180,2,2,0,0,61,4,2,55
"Bogota Borough School District, New Jersey","3401920",8311,933,439,6939,3223,427,150,2646,2238,189,80,1969,281,81,0,200,2569,236,209,2124
"Boonton Town School District, New Jersey","3401950",8349,464,295,7590,5388,250,137,5001,1671,116,85,1470,45,11,0,34,1245,87,73,1085
"Boonton Township School District, New Jersey","3401980",4227,81,230,3916,2643,73,163,2407,1101,8,9,1084,42,0,0,42,441,0,58,383
"Bordentown Regional School District, New Jersey","3402030",15720,760,423,14537,10372,584,272,9516,3270,101,101,3068,383,21,0,362,1695,54,50,1591
"Bound Brook Borough School District, New Jersey","3402100",10513,1074,772,8667,5226,551,426,4249,2026,90,65,1871,297,20,0,277,2964,413,281,2270
"Bradley Beach Borough School District, New Jersey","3402130",4297,411,516,3370,2916,326,323,2267,873,33,143,697,66,52,14,0,442,0,36,406
"Branchburg Township School District, New Jersey","3402160",14673,552,98,14023,9335,300,58,8977,3187,89,21,3077,55,0,0,55,2096,163,19,1914
"Brick Township School District, New Jersey","3402220",74338,4864,4145,65329,54360,3198,2918,48244,14167,1014,647,12506,913,157,36,720,4898,495,544,3859
"Bridgeton City School District, New Jersey","3402250",21051,6727,4062,10262,12644,4395,2082,6167,2132,601,325,1206,860,313,188,359,5415,1418,1467,2530
"Bridgewater-Raritan Regional School District, New Jersey","3402280",51844,2012,1937,47895,28434,1148,1123,26163,9851,308,288,9255,453,2,12,439,13106,554,514,12038
"Brielle Borough School District, New Jersey","3402310",4769,120,65,4584,3572,104,38,3430,1033,7,27,999,21,0,0,21,143,9,0,134
"Brigantine City School District, New Jersey","3402340",9289,1107,758,7424,4165,532,402,3231,4142,343,312,3487,110,7,10,93,872,225,34,613
"Brooklawn Borough School District, New Jersey","3402370",1944,293,136,1515,1179,208,92,879,500,48,19,433,42,13,11,18,223,24,14,185
"Buena Regional School District, New Jersey","3402400",12076,1815,902,9359,7612,1034,521,6057,2800,317,136,2347,643,119,194,330,1021,345,51,625
"Burlington City School District, New Jersey","3402430",9803,977,948,7878,6170,573,444,5153,2540,225,194,2121,169,49,52,68,924,130,258,536
"Burlington Township School District, New Jersey","3402460",21964,1577,732,19655,12359,1110,410,10839,6325,356,166,5803,620,0,16,604,2660,111,140,2409
"Butler Borough School District, New Jersey","3402520",7656,331,344,6981,4850,110,131,4609,1328,41,32,1255,87,0,0,87,1391,180,181,1030
"Caldwell-West Caldwell School District, New Jersey","3402580",18167,666,780,16721,12206,465,443,11298,3204,145,90,2969,195,1,9,185,2562,55,238,2269
"Camden City School District, New Jersey","3402640",74417,29695,10521,34201,44460,19294,5672,19494,10209,3534,1377,5298,9416,4289,1688,3439,10332,2578,1784,5970
"Cape May Point Borough School District, New Jersey","3402760",240,30,9,201,55,7,1,47,180,23,7,150,1,0,1,0,4,0,0,4
"Carteret Borough School District, New Jersey","3402820",23955,3606,2004,18345,11354,1811,524,9019,3460,737,249,2474,1455,264,424,767,7686,794,807,6085
"Cedar Grove Township School District, New Jersey","3402850",11748,582,271,10895,7996,307,189,7500,1747,86,43,1618,139,0,0,139,1866,189,39,1638
"Cherry Hill Township School District, New Jersey","3403000",70024,3614,2572,63838,28610,1369,1030,26211,28743,1092,815,26836,850,239,15,596,11821,914,712,10195
"Chesilhurst Borough School District, New Jersey","3403030",1657,283,129,1245,892,149,52,691,570,121,19,430,77,0,5,72,118,13,53,52
"Cinnaminson Township School District, New Jersey","3403120",16297,868,409,15020,7141,507,180,6454,8064,275,205,7584,192,0,0,192,900,86,24,790
"Clark Township School District, New Jersey","3403150",14974,558,400,14016,10750,188,317,10245,1880,87,67,1726,227,31,0,196,2117,252,16,1849
"Clayton Borough School District, New Jersey","3403180",8292,754,706,6832,5663,593,466,4604,2164,123,105,1936,90,11,0,79,375,27,135,213
"Clementon Borough School District, New Jersey","3403240",4951,920,179,3852,3244,508,96,2640,1471,364,61,1046,61,0,22,39,175,48,0,127
"Cliffside Park Borough School District, New Jersey","3403270",24493,3057,2740,18696,7925,942,859,6124,5004,453,412,4139,794,9,34,751,10770,1653,1435,7682
"Clifton City School District, New Jersey","3403300",84517,7698,6332,70487,41321,4040,3058,34223,10625,586,423,9616,2785,430,158,2197,29786,2642,2693,24451
"Collingswood Borough School District, New Jersey","3403420",13858,810,1185,11863,7252,436,660,6156,5699,259,377,5063,172,0,0,172,735,115,148,472
"Commercial Township School District, New Jersey","3403480",5113,1125,615,3373,3766,786,534,2446,1094,208,72,814,136,98,0,38,117,33,9,75
"Corbin City School District, New Jersey","3403510",480,50,43,387,385,40,32,313,80,9,11,60,2,1,0,1,13,0,0,13
"Cranbury Township School District, New Jersey","3403540",3678,37,210,3431,1835,36,191,1608,1197,1,13,1183,19,0,0,19,627,0,6,621
"Cranford Township School District, New Jersey","3403570",23089,492,566,22031,15829,307,350,15172,5060,64,106,4890,85,0,0,85,2115,121,110,1884
"Cresskill Borough School District, New Jersey","3403600",8690,304,364,8022,3059,70,65,2924,2697,41,213,2443,194,0,0,194,2740,193,86,2461
"Deal Borough School District, New Jersey","3403630",757,65,74,618,263,19,39,205,360,12,29,319,13,3,0,10,121,31,6,84
"Delanco Township School District, New Jersey","3403690",4536,204,313,4019,2647,111,275,2261,1681,93,27,1561,18,0,0,18,190,0,11,179
"Delran Township School District, New Jersey","3403780",16856,832,425,15599,8809,551,93,8165,5583,128,133,5322,181,56,0,125,2283,97,199,1987
"Dennis Township School District, New Jersey","3403840",6270,801,315,5154,4163,538,193,3432,1894,213,122,1559,28,0,0,28,185,50,0,135
"Deptford Township School District, New Jersey","3403900",30057,2962,1508,25587,16235,1575,956,13704,10950,891,472,9587,471,0,58,413,2401,496,22,1883
"Dover Town School District, New Jersey","3403930",19657,1772,3431,14454,7381,798,1029,5554,1638,120,187,1331,1292,145,122,1025,9346,709,2093,6544
"Downe Township School District, New Jersey","3403960",1493,155,162,1176,1124,118,135,871,322,33,21,268,17,4,0,13,30,0,6,24
"Dumont Borough School District, New Jersey","3403990",17820,598,836,16386,8420,308,232,7880,4483,93,94,4296,172,0,13,159,4745,197,497,4051
"Dunellen Borough School District, New Jersey","3404020",7352,589,456,6307,4093,388,164,3541,1352,25,29,1298,135,41,0,94,1772,135,263,1374
"East Brunswick Township School District, New Jersey","3404110",48177,3069,1936,43172,19990,856,539,18595,11676,718,352,10606,447,5,34,408,16064,1490,1011,13563
"East Newark Borough School District, New Jersey","3404200",2510,499,274,1737,756,171,66,519,147,34,36,77,89,43,21,25,1518,251,151,1116
"East Orange City School District, New Jersey","3404230",63397,13387,7719,42291,32967,8257,3817,20893,13358,2586,1892,8880,882,205,66,611,16190,2339,1944,11907
"East Windsor Regional School District, New Jersey","3404320",32737,2951,1996,27790,14134,1224,917,11993,8423,354,391,7678,470,127,0,343,9710,1246,688,7776
"Edgewater Borough School District, New Jersey","3404440",11866,1157,222,10487,2846,566,65,2215,3895,291,72,3532,246,0,19,227,4879,300,66,4513
"Edgewater Park Township School District, New Jersey","3404470",8848,753,703,7392,4697,257,301,4139,2435,289,243,1903,173,26,0,147,1543,181,159,1203
"Edison Township School District, New Jersey","3404500",100477,5152,3942,91383,38833,2147,1617,35069,15011,927,474,13610,1085,65,123,897,45548,2013,1728,41807
"Egg Harbor Township School District, New Jersey","3404560",43760,4138,1837,37785,24915,2324,1054,21537,10332,895,342,9095,1556,148,58,1350,6957,771,383,5803
"Elizabeth City School District, New Jersey","3404590",125598,23835,19111,82652,49079,11048,7173,30858,10464,2273,1238,6953,5817,1303,1034,3480,60238,9211,9666,41361
"Elmer Borough School District, New Jersey","3404650",1453,170,25,1258,1110,135,18,957,315,27,6,282,3,0,0,3,25,8,1,16
"Elmwood Park Borough School District, New Jersey","3404660",19903,1891,1257,16755,10179,1153,616,8410,2958,356,152,2450,308,21,40,247,6458,361,449,5648
"Elsinboro Township School District, New Jersey","3404680",1035,111,49,875,668,71,34,563,356,37,14,305,3,0,0,3,8,3,1,4
"Emerson Borough School District, New Jersey","3404710",7392,573,135,6684,4119,240,95,3784,1926,193,30,1703,41,37,0,4,1306,103,10,1193
"Englewood City School District, New Jersey","3404740",27807,3209,1516,23082,8096,1338,389,6369,10038,618,340,9080,550,79,33,438,9123,1174,754,7195
"Englewood Cliffs Borough School District, New Jersey","3404770",5369,190,54,5125,1587,22,26,1539,1309,66,0,1243,208,10,0,198,2265,92,28,2145
"Estell Manor City School District, New Jersey","3404860",1712,87,89,1536,1199,62,65,1072,461,25,17,419,0,0,0,0,52,0,7,45
"Ewing Township School District, New Jersey","3404920",32284,3652,1702,26930,19681,2260,873,16548,8138,730,478,6930,541,152,8,381,3924,510,343,3071
"Fair Lawn Borough School District, New Jersey","3404980",32996,1696,1306,29994,14468,512,613,13343,7784,376,211,7197,361,35,1,325,10383,773,481,9129
"Fairview Borough School District, New Jersey","3405070",14233,2441,1100,10692,4738,872,275,3591,2372,225,201,1946,183,63,16,104,6940,1281,608,5051
"Florence Township School District, New Jersey","3405220",12554,586,644,11324,8570,450,471,7649,2795,109,173,2513,126,0,0,126,1063,27,0,1036
"Folsom Borough School District, New Jersey","3405280",1891,121,97,1673,1245,62,81,1102,573,52,16,505,28,3,0,25,45,4,0,41
"Fort Lee Borough School District, New Jersey","3405310",36251,3552,2065,30634,7325,648,324,6353,9030,722,521,7787,684,9,46,629,19212,2173,1174,15865
"Franklin Township School District, New Jersey","3405490",63926,3401,3091,57434,28658,1841,1345,25472,14605,620,413,13572,1065,13,0,1052,19598,927,1333,17338
"Garfield City School District, New Jersey","3405760",31220,5097,3801,22322,14798,2686,1762,10350,2717,393,351,1973,591,156,65,370,13114,1862,1623,9629
"Garwood Borough School District, New Jersey","3405790",4306,101,208,3997,2759,44,115,2600,836,51,29,756,19,0,0,19,692,6,64,622
"Glassboro Borough School District, New Jersey","3405880",16512,3225,1259,12028,9435,2221,707,6507,5831,711,264,4856,259,75,42,142,987,218,246,523
"Glen Ridge Borough School District, New Jersey","3405940",7607,80,25,7502,3577,34,6,3537,2991,5,0,2986,163,0,0,163,876,41,19,816
"Glen Rock Borough School District, New Jersey","3405970",11854,234,128,11492,5869,104,58,5707,4502,30,37,4435,85,0,0,85,1398,100,33,1265
"Gloucester City School District, New Jersey","3406000",11297,1089,1358,8850,7952,737,948,6267,2318,245,290,1783,127,63,22,42,900,44,98,758
"Green Township School District, New Jersey","3406090",3539,71,43,3425,2476,48,27,2401,696,18,5,673,72,0,0,72,295,5,11,279
"Green Brook Township School District, New Jersey","3406120",6991,414,289,6288,3780,304,191,3285,1401,50,14,1337,27,0,0,27,1783,60,84,1639
"Greenwich Township School District (Gloucester County), New Jersey","3406180",4869,380,250,4239,3276,357,128,2791,1305,23,122,1160,88,0,0,88,200,0,0,200
"Greenwich Township School District (Warren County), New Jersey","3406210",5580,177,102,5301,3246,92,71,3083,1704,82,17,1605,20,3,0,17,610,0,14,596
"Guttenberg Town School District, New Jersey","3406240",11485,1763,1809,7913,3222,725,427,2070,1431,57,59,1315,168,38,19,111,6664,943,1304,4417
"Hackensack City School District, New Jersey","3406270",42722,6741,3545,32436,15424,2978,1101,11345,9140,997,662,7481,934,252,20,662,17224,2514,1762,12948
"Hackettstown Town School District, New Jersey","3406300",8847,960,762,7125,5172,408,333,4431,1523,81,51,1391,109,0,52,57,2043,471,326,1246
"Haddon Heights Borough School District, New Jersey","3406330",7476,260,159,7057,4406,137,92,4177,2774,72,46,2656,82,13,4,65,214,38,17,159
"Haddon Township School District, New Jersey","3406360",14529,656,492,13381,7883,337,271,7275,5938,229,209,5500,123,22,12,89,585,68,0,517
"Haddonfield Borough School District, New Jersey","3406390",11482,323,181,10978,5199,180,31,4988,5729,125,118,5486,132,0,14,118,422,18,18,386
"Hamilton Township School District, New Jersey","3406540",88365,6151,4847,77367,58846,3667,2563,52616,14061,895,662,12504,2083,168,277,1638,13375,1421,1345,10609
"Hammonton Town School District, New Jersey","3406570",14449,1513,865,12071,9891,1013,471,8407,2420,145,87,2188,397,109,70,218,1741,246,237,1258
"Harding Township School District, New Jersey","3406720",3895,130,44,3721,2044,61,34,1949,1357,39,10,1308,27,0,0,27,467,30,0,437
"Harmony Township School District, New Jersey","3406810",2584,125,90,2369,1758,96,74,1588,756,18,13,725,18,7,0,11,52,4,3,45
"Harrison Town School District, New Jersey","3406870",14617,2018,1535,11064,5041,870,530,3641,1292,120,134,1038,637,100,116,421,7647,928,755,5964
"Hasbrouck Heights Borough School District, New Jersey","3406930",12120,745,504,10871,7252,255,318,6679,2017,151,64,1802,187,39,16,132,2664,300,106,2258
"Hawthorne Borough School District, New Jersey","3406990",18989,997,1094,16898,12734,579,629,11526,2659,75,86,2498,381,21,38,322,3215,322,341,2552
"Hi-Nella Borough School District, New Jersey","3407080",829,114,50,665,486,73,25,388,271,31,7,233,0,0,0,0,72,10,18,44
"Highland Park Borough School District, New Jersey","3407170",14197,1575,722,11900,5278,665,210,4403,4488,368,189,3931,428,24,31,373,4003,518,292,3193
"Hillsborough Township School District, New Jersey","3407230",39704,1440,946,37318,23060,929,453,21678,8751,306,228,8217,481,32,0,449,7412,173,265,6974
"Hillside Township School District, New Jersey","3407290",21611,2489,2331,16791,11677,1623,1389,8665,3019,360,444,2215,488,40,57,391,6427,466,441,5520
"Ho-Ho-Kus Borough School District, New Jersey","3407320",4132,9,15,4108,2220,0,9,2211,1348,9,6,1333,25,0,0,25,539,0,0,539
"Hoboken City School District, New Jersey","3407350",51056,5504,1252,44300,21251,2951,450,17850,19173,926,217,18030,2211,861,286,1064,8421,766,299,7356
"Holmdel Township School District, New Jersey","3407410",16200,537,512,15151,6680,249,234,6197,5814,159,204,5451,212,12,34,166,3494,117,40,3337
"Hopatcong Borough School District, New Jersey","3407440",14753,981,658,13114,9973,613,442,8918,3047,220,82,2745,175,7,17,151,1558,141,117,1300
"Hope Township School District, New Jersey","3407470",1871,86,44,1741,1361,59,42,1260,360,21,2,337,28,0,0,28,122,6,0,116
"Hopewell Valley Regional School District, New Jersey","3407530",22230,527,439,21264,11583,232,231,11120,8137,180,175,7782,187,23,4,160,2323,92,29,2202
"Interlaken Borough School District, New Jersey","3407650",795,9,6,780,538,7,2,529,215,2,4,209,3,0,0,3,39,0,0,39
"Irvington Township School District, New Jersey","3407680",54025,12786,6416,34823,26941,7091,3047,16803,9553,2185,865,6503,1009,239,199,571,16522,3271,2305,10946
"Jackson Township School District, New Jersey","3407740",55432,2413,3109,49910,33014,1476,1930,29608,17130,700,585,15845,697,97,65,535,4591,140,529,3922
"Jamesburg Borough School District, New Jersey","3407770",5978,661,298,5019,3321,359,157,2805,1514,118,102,1294,71,37,0,34,1072,147,39,886
"Jefferson Township School District, New Jersey","3407800",21402,1449,345,19608,15517,1053,223,14241,3803,178,74,3551,91,9,0,82,1991,209,48,1734
"Jersey City School District, New Jersey","3407830",257250,49604,24334,183312,92727,22599,9792,60336,49115,6791,3523,38801,11228,2666,1592,6970,104180,17548,9427,77205
"Keansburg Borough School District, New Jersey","3407860",9791,1584,702,7505,6518,943,458,5117,2141,397,190,1554,154,34,0,120,978,210,54,714
"Kearny Town School District, New Jersey","3407890",40923,4909,3687,32327,19449,2168,1925,15356,3549,481,236,2832,1332,158,119,1055,16593,2102,1407,13084
"Kenilworth Borough School District, New Jersey","3407920",8104,177,300,7627,5573,165,233,5175,737,0,34,703,21,0,0,21,1773,12,33,1728
"Keyport Borough School District, New Jersey","3407950",7167,733,689,5745,4274,373,382,3519,1383,142,227,1014,133,24,8,101,1377,194,72,1111
"Kinnelon Borough School District, New Jersey","3408040",10372,281,161,9930,6351,141,79,6131,2662,122,64,2476,174,0,9,165,1185,18,9,1158
"Lacey Township School District, New Jersey","3408100",27929,2473,1053,24403,21685,1825,812,19048,5106,465,197,4444,240,33,1,206,898,150,43,705
"Lakehurst Borough School District, New Jersey","3408160",2666,311,169,2186,1654,189,55,1410,762,90,80,592,52,0,0,52,198,32,34,132
"Lakewood Township School District, New Jersey","3408220",94426,30345,15651,48430,50416,17963,8275,24178,27046,7485,3952,15609,3898,1321,871,1706,13066,3576,2553,6937
"Laurel Springs Borough School District, New Jersey","3408280",1910,140,82,1688,1212,96,60,1056,576,29,22,525,4,0,0,4,118,15,0,103
"Lavallette Borough School District, New Jersey","3408310",2098,151,107,1840,1609,98,79,1432,420,39,16,365,6,6,0,0,63,8,12,43
"Lawnside Borough School District, New Jersey","3408340",2926,464,246,2216,1553,362,142,1049,1229,102,98,1029,8,0,0,8,136,0,6,130
"Lawrence Township School District (Cumberland County), New Jersey","3408370",3226,528,140,2558,2506,347,104,2055,411,33,24,354,127,86,0,41,182,62,12,108
"Lawrence Township School District (Mercer County), New Jersey","3408400",30965,1868,1375,27722,14449,1102,721,12626,7600,327,316,6957,367,44,16,307,8549,395,322,7832
"Leonia Borough School District, New Jersey","3408520",9122,1058,204,7860,2397,154,49,2194,2194,132,39,2023,120,0,0,120,4411,772,116,3523
"Lincoln Park Borough School District, New Jersey","3408580",9893,336,112,9445,6429,154,45,6230,1567,65,31,1471,177,74,0,103,1720,43,36,1641
"Linden City School District, New Jersey","3408610",40988,3864,3747,33377,20793,1946,1975,16872,5327,542,431,4354,1465,193,293,979,13403,1183,1048,11172
"Lindenwold Borough School District, New Jersey","3408640",17468,3073,2040,12355,9157,1820,978,6359,4727,568,559,3600,296,27,17,252,3288,658,486,2144
"Longport Borough School District, New Jersey","3408671",999,34,70,895,381,14,41,326,576,18,27,531,6,0,0,6,36,2,2,32
"Little Ferry Borough School District, New Jersey","3408760",10836,1062,471,9303,4288,454,126,3708,1638,157,75,1406,214,0,0,214,4696,451,270,3975
"Livingston Township School District, New Jersey","3408820",29358,824,716,27818,15077,355,309,14413,7122,212,181,6729,409,3,0,406,6750,254,226,6270
"Lodi Borough School District, New Jersey","3408850",24245,3603,2660,17982,11405,1483,1281,8641,3244,696,295,2253,570,96,121,353,9026,1328,963,6735
"Logan Township School District, New Jersey","3408880",5975,366,153,5456,2220,135,120,1965,3325,202,26,3097,114,0,4,110,316,29,3,284
"Long Branch City School District, New Jersey","3408940",30562,5709,4221,20632,15613,2974,2244,10395,5239,668,261,4310,774,151,84,539,8936,1916,1632,5388
"Lopatcong Township School District, New Jersey","3409000",7907,666,453,6788,4307,469,238,3600,2722,110,142,2470,162,20,0,142,716,67,73,576
"Lower Alloways Creek Township School District, New Jersey","3409030",1649,153,44,1452,1258,125,40,1093,386,27,3,356,3,0,0,3,2,1,1,0
"Pennsville Township School District, New Jersey","3409120",13041,1494,567,10980,7254,939,303,6012,5083,505,264,4314,121,10,0,111,583,40,0,543
"Lyndhurst Township School District, New Jersey","3409210",21318,1886,1185,18247,12478,1035,742,10701,2524,169,90,2265,549,201,22,326,5767,481,331,4955
"Madison Borough School District, New Jersey","3409240",14675,836,462,13377,7792,391,260,7141,4478,253,57,4168,315,18,0,297,2090,174,145,1771
"Old Bridge Township School District, New Jersey","3409270",66130,2346,2685,61099,30624,957,1459,28208,19348,422,515,18411,1362,11,107,1244,14796,956,604,13236
"Mahwah Township School District, New Jersey","3409330",23184,587,752,21845,10667,266,424,9977,8242,88,133,8021,211,19,0,192,4064,214,195,3655
"Manasquan Borough School District, New Jersey","3409420",5830,343,334,5153,4171,195,207,3769,1136,8,40,1088,25,0,9,16,498,140,78,280
"Manchester Township School District, New Jersey","3409450",42591,3525,3273,35793,25323,2130,1552,21641,12808,987,1265,10556,676,72,42,562,3784,336,414,3034
"Mannington Township School District, New Jersey","3409480",1334,161,49,1124,819,49,31,739,451,95,8,348,19,7,0,12,45,10,10,25
"Manville Borough School District, New Jersey","3409630",10441,1029,631,8781,6604,795,364,5445,1618,69,49,1500,73,9,0,64,2146,156,218,1772
"Maple Shade Township School District, New Jersey","3409660",18714,1669,1435,15610,10090,1009,789,8292,6562,392,354,5816,316,115,75,126,1746,153,217,1376
"Margate City School District, New Jersey","3409690",6285,577,231,5477,2713,263,66,2384,3009,221,101,2687,61,34,0,27,502,59,64,379
"Matawan-Aberdeen Regional School District, New Jersey","3409750",27035,1891,670,24474,14305,992,274,13039,8135,527,205,7403,267,9,18,240,4328,363,173,3792
"Maurice River Township School District, New Jersey","3409780",2906,159,457,2290,2236,137,235,1864,434,7,73,354,52,6,46,0,184,9,103,72
"Maywood Borough School District, New Jersey","3409810",9676,547,664,8465,4994,146,241,4607,2085,146,117,1822,181,57,14,110,2416,198,292,1926
"Merchantville Borough School District, New Jersey","3409960",3793,195,271,3327,1998,150,126,1722,1338,37,69,1232,134,8,14,112,323,0,62,261
"Metuchen Borough School District, New Jersey","3409990",13746,387,288,13071,6966,211,91,6664,3826,59,55,3712,184,0,0,184,2770,117,142,2511
"Middle Township School District, New Jersey","3410020",17758,1453,1546,14759,10330,949,619,8762,5964,450,463,5051,215,11,0,204,1249,43,464,742
"Middlesex Borough School District, New Jersey","3410050",13831,348,744,12739,9158,204,478,8476,2175,91,146,1938,123,0,0,123,2375,53,120,2202
