"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",5363,356,1704,1341,1386,576,3060,171,1148,780,697,264,2063,159,449,527,642,286,12,0,0,0,12,0,228,26,107,34,35,26
"Remainder of New Jersey, New Jersey","3499999",1148412,82623,316115,284139,291741,173794,558292,32793,177001,146689,136087,65722,401628,19938,97364,101555,108666,74105,17352,3051,5030,4707,2775,1789,171140,26841,36720,31188,44213,32178
"The Chathams School District, New Jersey","3400004",12790,322,1521,1510,5153,4284,4736,156,803,641,2056,1080,5558,9,366,561,2489,2133,134,1,0,22,28,83,2362,156,352,286,580,988
"Great Meadows Regional School District, New Jersey","3400008",6013,438,1641,1798,1434,702,3730,223,1218,1085,849,355,1639,89,281,567,415,287,128,51,16,24,18,19,516,75,126,122,152,41
"Somerset Hills Regional School District, New Jersey","3400009",7719,211,1237,1093,2667,2511,3148,100,551,485,1121,891,2873,38,217,311,1091,1216,123,22,7,0,38,56,1575,51,462,297,417,348
"Absecon City School District, New Jersey","3400660",6163,771,1827,1789,1067,709,3259,345,1129,928,568,289,1989,197,518,688,298,288,178,30,30,29,78,11,737,199,150,144,123,121
"Allamuchy Township School District, New Jersey","3400720",3332,73,727,684,1161,687,1586,29,372,436,483,266,1377,6,318,214,523,316,44,15,0,0,0,29,325,23,37,34,155,76
"Allenhurst Borough School District, New Jersey","3400780",383,9,67,89,111,107,279,9,46,65,70,89,93,0,21,24,32,16,0,0,0,0,0,0,11,0,0,0,9,2
"Alloway Township School District, New Jersey","3400810",2373,108,893,795,455,122,1587,74,677,473,335,28,681,13,190,308,101,69,14,0,0,0,14,0,91,21,26,14,5,25
"Alpha Borough School District, New Jersey","3400840",1618,155,784,387,203,89,1042,108,524,249,120,41,432,40,197,124,53,18,49,3,33,2,0,11,95,4,30,12,30,19
"Alpine Borough School District, New Jersey","3400870",1207,51,160,158,435,403,264,3,59,43,83,76,424,6,58,58,175,127,8,6,0,0,2,0,511,36,43,57,175,200
"Andover Regional School District, New Jersey","3400900",4990,429,1248,1425,1165,723,2620,206,732,798,590,294,1761,171,324,489,489,288,54,7,25,12,2,8,555,45,167,126,84,133
"Asbury Park City School District, New Jersey","3400930",10580,1904,3942,2520,1237,977,4682,720,1583,1326,645,408,2342,224,907,507,377,327,247,81,79,18,49,20,3309,879,1373,669,166,222
"Atlantic City School District, New Jersey","3400960",25377,7727,8054,5671,3043,882,7764,1714,2905,2368,637,140,5942,1087,2190,1475,760,430,1312,674,407,171,38,22,10359,4252,2552,1657,1608,290
"Audubon Borough School District, New Jersey","3401050",7176,535,2399,2164,1543,535,4128,296,1366,1300,934,232,2776,197,910,827,566,276,71,11,28,10,18,4,201,31,95,27,25,23
"Avalon Borough School District, New Jersey","3401110",1454,33,273,295,511,342,267,3,62,54,104,44,1143,26,200,237,397,283,5,1,0,0,0,4,39,3,11,4,10,11
"Avon-by-the-Sea Borough School District, New Jersey","3401140",1446,21,191,354,559,321,1006,11,162,245,411,177,387,5,29,98,128,127,10,0,0,5,0,5,43,5,0,6,20,12
"Barrington Borough School District, New Jersey","3401170",5129,434,1621,1589,1024,461,2552,189,910,832,470,151,2301,163,604,723,501,310,66,0,66,0,0,0,210,82,41,34,53,0
"Bay Head Borough School District, New Jersey","3401230",780,6,131,187,274,182,506,0,85,141,194,86,238,3,43,33,72,87,0,0,0,0,0,0,36,3,3,13,8,9
"Bayonne City School District, New Jersey","3401260",45600,5809,15938,9918,9880,4055,21788,2180,8841,4850,4105,1812,6000,520,1734,1779,1366,601,1683,322,880,362,90,29,16129,2787,4483,2927,4319,1613
"Bedminster Township School District, New Jersey","3401320",6632,128,922,1393,2340,1849,2947,29,408,825,1002,683,2361,23,241,342,931,824,46,0,2,0,24,20,1278,76,271,226,383,322
"Belleville Town School District, New Jersey","3401350",25291,3487,7985,7094,5124,1601,9782,805,3966,2763,1692,556,2924,277,793,925,591,338,1480,423,483,432,121,21,11105,1982,2743,2974,2720,686
"Belmar Borough School District, New Jersey","3401410",4504,375,1195,844,1412,678,2827,130,629,549,1078,441,986,81,244,183,286,192,89,0,46,43,0,0,602,164,276,69,48,45
"Belvidere Town School District, New Jersey","3401440",1775,157,641,478,319,180,1071,66,402,290,182,131,615,91,203,161,129,31,29,0,23,6,0,0,60,0,13,21,8,18
"Bergenfield Borough School District, New Jersey","3401500",18652,1989,5462,4254,5043,1904,3559,223,1316,1032,682,306,4364,244,1220,1149,1141,610,434,69,152,73,63,77,10295,1453,2774,2000,3157,911
"Berkeley Heights Township School District, New Jersey","3401530",9149,319,1694,1468,3058,2610,4340,176,1104,745,1417,898,2810,47,300,389,1145,929,70,33,0,21,9,7,1929,63,290,313,487,776
"Berlin Township School District, New Jersey","3401620",3913,654,1671,917,503,168,2292,340,1057,545,320,30,1221,194,555,289,115,68,48,0,20,0,14,14,352,120,39,83,54,56
"Bernards Township School District, New Jersey","3401650",17622,485,1817,2461,6538,6321,6514,164,1054,1067,2587,1642,6687,97,403,1041,2761,2385,113,11,29,12,27,34,4308,213,331,341,1163,2260
"Beverly City School District, New Jersey","3401740",1745,184,674,611,196,80,990,82,394,345,97,72,541,69,195,192,77,8,41,0,9,26,6,0,173,33,76,48,16,0
"Bloomfield Township School District, New Jersey","3401830",33688,3203,8594,8726,8742,4423,14671,1025,4614,3762,3512,1758,6374,255,1249,1586,1950,1334,1229,229,456,242,230,72,11414,1694,2275,3136,3050,1259
"Bloomingdale Borough School District, New Jersey","3401860",5913,450,2198,1486,1177,602,3297,130,1283,963,631,290,1645,110,610,346,325,254,106,20,52,34,0,0,865,190,253,143,221,58
"Bloomsbury Borough School District, New Jersey","3401890",495,42,136,134,128,55,257,11,102,58,58,28,179,15,30,50,57,27,0,0,0,0,0,0,59,16,4,26,13,0
"Bogota Borough School District, New Jersey","3401920",5631,637,1807,1375,1215,597,1722,181,521,496,363,161,1425,43,505,418,308,151,162,22,66,39,35,0,2322,391,715,422,509,285
"Boonton Town School District, New Jersey","3401950",5975,498,1324,1263,1990,900,3326,207,726,749,1200,444,1437,28,305,281,520,303,34,6,9,0,0,19,1178,257,284,233,270,134
"Boonton Township School District, New Jersey","3401980",3074,92,660,693,899,730,1670,43,474,398,462,293,969,23,136,184,355,271,2,0,2,0,0,0,433,26,48,111,82,166
"Bordentown Regional School District, New Jersey","3402030",11076,557,3102,3236,2716,1465,6637,323,2220,2049,1387,658,2545,135,464,786,721,439,317,12,69,132,36,68,1577,87,349,269,572,300
"Bound Brook Borough School District, New Jersey","3402100",7434,1128,3056,1696,995,559,2803,195,1093,778,428,309,1760,88,704,487,354,127,250,139,67,28,10,6,2621,706,1192,403,203,117
"Bradley Beach Borough School District, New Jersey","3402130",3302,395,551,1092,666,598,2105,203,413,746,474,269,804,14,47,261,180,302,66,0,52,14,0,0,327,178,39,71,12,27
"Branchburg Township School District, New Jersey","3402160",9933,329,1794,2008,3312,2490,5301,112,1073,1286,1651,1179,2710,54,419,393,1079,765,45,0,0,0,45,0,1877,163,302,329,537,546
"Brick Township School District, New Jersey","3402220",54299,4144,19427,15625,10854,4249,36221,2299,13723,10453,7330,2416,12828,742,4176,4012,2488,1410,736,163,232,194,147,0,4514,940,1296,966,889,423
"Bridgeton City School District, New Jersey","3402250",15150,5826,5464,3014,596,250,7579,1701,3366,2051,326,135,2213,523,947,530,128,85,765,422,188,132,23,0,4593,3180,963,301,119,30
"Bridgewater-Raritan Regional School District, New Jersey","3402280",35684,1613,7579,7096,10541,8855,15658,581,3837,3698,4623,2919,8066,317,1497,1653,2454,2145,428,55,80,80,113,100,11532,660,2165,1665,3351,3691
"Brielle Borough School District, New Jersey","3402310",3363,109,346,843,1334,731,2367,40,238,592,1013,484,832,10,87,238,307,190,21,0,0,0,6,15,143,59,21,13,8,42
"Brigantine City School District, New Jersey","3402340",7282,677,1941,2137,1716,811,2594,129,702,870,657,236,3807,308,1134,1029,866,470,97,0,10,80,7,0,784,240,95,158,186,105
"Brooklawn Borough School District, New Jersey","3402370",1353,189,557,399,183,25,745,63,342,212,119,9,372,47,137,118,63,7,33,12,2,19,0,0,203,67,76,50,1,9
"Buena Regional School District, New Jersey","3402400",8422,1461,3289,2077,1063,532,4708,662,1979,1229,560,278,2323,310,801,660,397,155,612,325,183,104,0,0,779,164,326,84,106,99
"Burlington City School District, New Jersey","3402430",6725,687,2698,2064,818,458,3724,356,1619,1125,436,188,2147,167,829,666,287,198,145,26,29,56,0,34,709,138,221,217,95,38
"Burlington Township School District, New Jersey","3402460",14606,1087,4737,4225,3120,1437,6158,377,2102,1886,1271,522,5695,396,1763,1737,1308,491,433,20,92,67,168,86,2320,294,780,535,373,338
"Butler Borough School District, New Jersey","3402520",5433,415,1682,1348,1365,623,3103,188,1044,815,763,293,1181,22,317,194,423,225,53,4,0,0,34,15,1096,201,321,339,145,90
"Caldwell-West Caldwell School District, New Jersey","3402580",13425,954,2819,3083,4141,2428,7933,260,1914,1860,2543,1356,2958,66,379,727,1133,653,157,9,62,18,24,44,2377,619,464,478,441,375
"Camden City School District, New Jersey","3402640",43087,13956,15728,9940,2545,918,18315,4235,7386,5361,1042,291,7944,1934,2866,2028,654,462,8170,4206,2447,1249,207,61,8658,3581,3029,1302,642,104
"Cape May Point Borough School District, New Jersey","3402760",236,1,49,37,80,69,52,0,11,7,19,15,179,1,37,28,61,52,1,0,1,0,0,0,4,0,0,2,0,2
"Carteret Borough School District, New Jersey","3402820",15929,2494,5595,4179,2549,1112,6111,530,2717,1653,888,323,2068,263,817,630,183,175,1148,471,283,243,90,61,6602,1230,1778,1653,1388,553
"Cedar Grove Township School District, New Jersey","3402850",9378,750,2532,1697,3086,1313,5538,297,1704,1105,1808,624,1770,120,366,257,654,373,139,3,34,0,57,45,1931,330,428,335,567,271
"Cherry Hill Township School District, New Jersey","3403000",49666,2837,9518,10416,15138,11757,14546,604,3364,3263,4687,2628,23467,916,4196,4790,7370,6195,835,187,190,228,81,149,10818,1130,1768,2135,3000,2785
"Chesilhurst Borough School District, New Jersey","3403030",1236,236,504,385,75,36,562,77,247,168,45,25,487,101,179,169,30,8,77,0,52,25,0,0,110,58,26,23,0,3
"Cinnaminson Township School District, New Jersey","3403120",11765,596,3520,3007,3047,1595,4052,199,1352,1134,989,378,6749,269,1992,1693,1812,983,159,5,28,35,43,48,805,123,148,145,203,186
"Clark Township School District, New Jersey","3403150",11102,748,3580,2420,2764,1590,7311,323,2580,1622,1840,946,1570,38,338,425,405,364,179,15,49,28,66,21,2042,372,613,345,453,259
"Clayton Borough School District, New Jersey","3403180",5341,699,2305,1289,796,252,3222,393,1613,623,493,100,1654,182,627,504,189,152,90,22,0,40,28,0,375,102,65,122,86,0
"Clementon Borough School District, New Jersey","3403240",3481,356,1222,1280,490,133,2020,218,725,727,293,57,1254,87,411,504,176,76,61,0,39,22,0,0,146,51,47,27,21,0
"Cliffside Park Borough School District, New Jersey","3403270",18932,2297,5491,3476,5009,2659,4481,271,1623,948,1229,410,3692,259,778,738,992,925,722,169,110,91,312,40,10037,1598,2980,1699,2476,1284
"Clifton City School District, New Jersey","3403300",58665,7318,19090,14711,11667,5879,22293,1620,8178,5591,4699,2205,7630,534,2025,2045,1782,1244,2197,602,694,436,382,83,26545,4562,8193,6639,4804,2347
"Collingswood Borough School District, New Jersey","3403420",10251,682,2381,2677,2795,1716,4606,209,1432,1236,1214,515,4855,393,804,1243,1326,1089,172,6,64,73,12,17,618,74,81,125,243,95
"Commercial Township School District, New Jersey","3403480",3444,767,1478,960,183,56,2250,434,1019,639,130,28,955,218,414,269,43,11,136,98,0,38,0,0,103,17,45,14,10,17
"Corbin City School District, New Jersey","3403510",349,24,158,78,50,39,254,19,129,58,27,21,80,5,18,16,23,18,2,0,0,2,0,0,13,0,11,2,0,0
"Cranbury Township School District, New Jersey","3403540",2642,94,457,399,861,831,1079,41,238,265,389,146,989,12,109,127,298,443,0,0,0,0,0,0,574,41,110,7,174,242
"Cranford Township School District, New Jersey","3403570",16733,589,3660,3959,5279,3246,10360,303,2567,2556,3219,1715,4389,68,652,834,1589,1246,72,16,8,8,2,38,1912,202,433,561,469,247
"Cresskill Borough School District, New Jersey","3403600",6034,368,967,1150,2332,1217,1532,96,328,338,551,219,1845,50,362,488,684,261,140,37,0,56,17,30,2517,185,277,268,1080,707
"Deal Borough School District, New Jersey","3403630",593,85,164,157,130,57,207,8,59,68,59,13,257,45,67,71,48,26,11,5,3,0,3,0,118,27,35,18,20,18
"Delanco Township School District, New Jersey","3403690",3377,166,1315,954,560,382,1742,95,681,577,225,164,1439,53,586,370,273,157,6,0,0,0,6,0,190,18,48,7,56,61
"Delran Township School District, New Jersey","3403780",11812,1020,3586,2509,3456,1241,4892,332,1672,1005,1487,396,4785,179,1347,1093,1635,531,127,35,54,8,9,21,2008,474,513,403,325,293
"Dennis Township School District, New Jersey","3403840",4646,511,1917,1224,737,257,2731,289,1097,728,515,102,1702,208,677,475,187,155,28,9,4,0,15,0,185,5,139,21,20,0
"Deptford Township School District, New Jersey","3403900",21677,1958,9249,5839,3217,1414,9942,723,4610,2809,1223,577,9329,945,4127,2328,1337,592,368,21,81,192,20,54,2038,269,431,510,637,191
"Dover Town School District, New Jersey","3403930",13246,3707,4565,2958,1518,498,3054,312,1048,1069,421,204,1378,201,458,396,241,82,1108,277,337,354,130,10,7706,2917,2722,1139,726,202
"Downe Township School District, New Jersey","3403960",1076,210,510,234,85,37,734,135,375,160,49,15,306,70,108,74,33,21,10,5,4,0,0,1,26,0,23,0,3,0
"Dumont Borough School District, New Jersey","3403990",12408,930,3309,2848,3394,1927,4601,198,1563,988,1247,605,3349,139,796,1062,790,562,151,13,0,36,0,102,4307,580,950,762,1357,658
"Dunellen Borough School District, New Jersey","3404020",4965,580,1748,1229,929,479,2277,86,840,658,443,250,900,44,213,303,209,131,92,0,48,41,3,0,1696,450,647,227,274,98
"East Brunswick Township School District, New Jersey","3404110",33891,2021,6711,7144,10373,7642,10086,467,3017,2597,2509,1496,9329,394,1457,2392,2774,2312,338,40,105,13,104,76,14138,1120,2132,2142,4986,3758
"East Newark Borough School District, New Jersey","3404200",1677,353,645,455,141,83,256,18,128,79,20,11,104,7,41,47,5,4,43,8,24,11,0,0,1274,320,452,318,116,68
"East Orange City School District, New Jersey","3404230",43210,6317,15702,13778,5008,2405,17962,2076,6669,6402,2192,623,10516,1509,3635,3277,1204,891,601,101,262,105,70,63,14131,2631,5136,3994,1542,828
"East Windsor Regional School District, New Jersey","3404320",22666,2546,4669,4927,6103,4421,6621,244,1553,1764,1914,1146,6931,340,871,1933,2076,1711,298,48,81,47,67,55,8816,1914,2164,1183,2046,1509
"Edgewater Borough School District, New Jersey","3404440",9085,475,1076,1117,3901,2516,1352,65,359,198,508,222,3192,147,272,518,1383,872,204,77,30,3,74,20,4337,186,415,398,1936,1402
"Edgewater Park Township School District, New Jersey","3404470",6289,899,2507,1713,781,389,2844,161,1400,795,365,123,2042,299,699,623,250,171,146,26,59,2,23,36,1257,413,349,293,143,59
"Edison Township School District, New Jersey","3404500",72878,5939,15017,13039,22000,16883,20208,1341,7067,5267,4499,2034,11052,675,2658,2711,2655,2353,882,191,184,205,136,166,40736,3732,5108,4856,14710,12330
"Egg Harbor Township School District, New Jersey","3404560",29141,3463,9131,7642,6223,2682,12591,1233,4629,3202,2432,1095,8721,670,2486,2716,1948,901,1320,248,351,295,338,88,6509,1312,1665,1429,1505,598
"Elizabeth City School District, New Jersey","3404590",80502,21857,32396,16877,6238,3134,17102,2312,8186,4067,1701,836,6709,1030,2444,1986,647,602,4560,1459,1925,924,162,90,52131,17056,19841,9900,3728,1606
"Elmer Borough School District, New Jersey","3404650",981,66,396,293,159,67,743,56,313,211,123,40,220,9,73,80,32,26,0,0,0,0,0,0,18,1,10,2,4,1
"Elmwood Park Borough School District, New Jersey","3404660",13909,1715,5099,3185,2997,913,5486,412,2270,1472,973,359,2190,128,869,522,532,139,257,138,67,37,0,15,5976,1037,1893,1154,1492,400
"Elsinboro Township School District, New Jersey","3404680",763,58,387,192,93,33,529,41,301,117,51,19,223,16,86,65,42,14,3,0,0,3,0,0,8,1,0,7,0,0
"Emerson Borough School District, New Jersey","3404710",5298,433,1191,1319,1517,838,2365,90,642,673,559,401,1617,61,322,413,584,237,41,0,37,0,0,4,1275,282,190,233,374,196
"Englewood City School District, New Jersey","3404740",20219,2257,4532,3773,5721,3936,3976,277,1269,917,953,560,7736,302,1547,1414,2311,2162,334,32,168,57,51,26,8173,1646,1548,1385,2406,1188
"Englewood Cliffs Borough School District, New Jersey","3404770",3900,310,602,495,1412,1081,739,56,66,165,249,203,855,60,161,143,261,230,195,10,38,37,92,18,2111,184,337,150,810,630
"Estell Manor City School District, New Jersey","3404860",1223,99,484,346,208,86,745,44,297,247,114,43,430,45,175,92,88,30,0,0,0,0,0,0,48,10,12,7,6,13
"Ewing Township School District, New Jersey","3404920",22892,2194,6305,6815,4793,2785,12098,978,3784,3801,2308,1227,6736,568,1417,2095,1564,1092,547,51,248,176,60,12,3511,597,856,743,861,454
"Fair Lawn Borough School District, New Jersey","3404980",23697,1888,4574,5029,7116,5090,8012,412,2098,1977,2288,1237,5806,148,1125,1347,1744,1442,289,53,95,59,64,18,9590,1275,1256,1646,3020,2393
"Fairview Borough School District, New Jersey","3405070",10769,2627,3586,2150,1938,468,2410,301,863,541,524,181,1614,203,616,414,339,42,153,107,0,30,16,0,6592,2016,2107,1165,1059,245
"Florence Township School District, New Jersey","3405220",9217,650,3181,2600,2036,750,5765,366,2254,1633,1181,331,2379,144,699,734,571,231,126,24,22,72,0,8,947,116,206,161,284,180
"Folsom Borough School District, New Jersey","3405280",1304,168,502,406,160,68,723,100,295,210,79,39,508,48,198,156,80,26,28,7,0,18,0,3,45,13,9,22,1,0
"Fort Lee Borough School District, New Jersey","3405310",28441,2066,5554,4759,9905,6157,3995,130,805,802,1405,853,6646,178,1397,1393,2162,1516,478,49,116,97,100,116,17322,1709,3236,2467,6238,3672
"Franklin Township School District, New Jersey","3405490",46884,2985,10429,9833,13264,10373,15801,542,4500,4531,4143,2085,12805,606,2858,2641,3498,3202,793,231,120,111,239,92,17485,1606,2951,2550,5384,4994
"Garfield City School District, New Jersey","3405760",20949,3416,8860,4675,3047,951,6953,788,3070,1743,1065,287,2001,267,808,517,294,115,467,118,145,154,41,9,11528,2243,4837,2261,1647,540
"Garwood Borough School District, New Jersey","3405790",3034,218,886,724,776,430,1733,40,562,408,536,187,725,12,202,193,143,175,0,0,0,0,0,0,576,166,122,123,97,68
"Glassboro Borough School District, New Jersey","3405880",10294,808,3157,3137,1924,1268,4942,296,1578,1591,1012,465,4314,242,1236,1322,828,686,249,26,173,30,20,0,789,244,170,194,64,117
"Glen Ridge Borough School District, New Jersey","3405940",4692,97,666,529,1498,1902,1668,27,380,139,529,593,2074,39,157,164,697,1017,124,0,37,0,68,19,826,31,92,226,204,273
"Glen Rock Borough School District, New Jersey","3405970",7666,178,941,1367,3016,2164,2953,46,484,583,1150,690,3421,28,345,658,1380,1010,85,0,14,13,33,25,1207,104,98,113,453,439
"Gloucester City School District, New Jersey","3406000",7663,1138,3471,1606,1095,353,4828,690,2575,955,447,161,1865,220,760,467,271,147,112,0,12,57,8,35,858,228,124,127,369,10
"Green Township School District, New Jersey","3406090",2284,104,617,636,661,266,1390,48,405,410,403,124,580,18,94,145,202,121,50,15,21,3,11,0,264,23,97,78,45,21
"Green Brook Township School District, New Jersey","3406120",5133,555,815,1079,1672,1012,2215,139,544,543,720,269,1141,165,118,298,449,111,8,0,0,8,0,0,1769,251,153,230,503,632
"Greenwich Township School District (Gloucester County), New Jersey","3406180",3673,345,1592,1004,502,230,2371,219,1025,657,389,81,1085,115,446,305,93,126,88,0,56,11,11,10,129,11,65,31,9,13
"Greenwich Township School District (Warren County), New Jersey","3406210",3456,110,666,954,1046,680,1633,63,367,420,511,272,1227,0,205,400,333,289,18,0,3,0,15,0,578,47,91,134,187,119
"Guttenberg Town School District, New Jersey","3406240",8245,1708,2141,1926,1442,1028,1056,167,204,201,292,192,1137,56,72,472,328,209,156,47,31,25,10,43,5896,1438,1834,1228,812,584
"Hackensack City School District, New Jersey","3406270",32345,4348,9988,6994,7401,3614,8447,616,2992,2228,1668,943,7404,565,2171,1812,1802,1054,866,180,386,179,82,39,15628,2987,4439,2775,3849,1578
"Hackettstown Town School District, New Jersey","3406300",6267,845,2044,1716,1135,527,3171,204,1124,1028,526,289,1306,16,483,331,298,178,88,18,47,16,7,0,1702,607,390,341,304,60
"Haddon Heights Borough School District, New Jersey","3406330",5353,271,1136,1133,1772,1041,2787,149,645,576,905,512,2316,85,479,514,778,460,41,7,0,16,4,14,209,30,12,27,85,55
"Haddon Township School District, New Jersey","3406360",10570,493,2714,3082,2625,1656,5013,246,1243,1672,1108,744,4896,185,1299,1247,1408,757,109,28,9,27,35,10,552,34,163,136,74,145
"Haddonfield Borough School District, New Jersey","3406390",7811,100,699,1242,2983,2787,3190,33,327,513,1389,928,4183,35,350,653,1472,1673,113,0,5,21,53,34,325,32,17,55,69,152
"Hamilton Township School District, New Jersey","3406540",62989,6674,20986,17897,11604,5828,38134,2887,13664,11582,6950,3051,11846,692,3429,3260,2735,1730,1578,289,569,456,224,40,11431,2806,3324,2599,1695,1007
"Hammonton Town School District, New Jersey","3406570",10452,1600,3937,2650,1577,688,6534,605,2602,1775,1182,370,2172,317,781,579,224,271,278,89,95,51,22,21,1468,589,459,245,149,26
"Harding Township School District, New Jersey","3406720",2753,40,207,503,1000,1003,1214,24,125,299,442,324,1129,5,63,188,443,430,8,0,0,0,0,8,402,11,19,16,115,241
"Harmony Township School District, New Jersey","3406810",1837,102,838,469,305,123,1210,81,596,294,179,60,569,21,227,143,121,57,11,0,7,4,0,0,47,0,8,28,5,6
"Harrison Town School District, New Jersey","3406870",10276,2273,3037,1677,1648,1641,2229,192,919,505,431,182,834,82,203,171,146,232,488,190,128,59,61,50,6725,1809,1787,942,1010,1177
"Hasbrouck Heights Borough School District, New Jersey","3406930",8546,485,2623,1966,2399,1073,4347,155,1591,974,1135,492,1672,44,374,454,474,326,160,62,16,58,24,0,2367,224,642,480,766,255
"Hawthorne Borough School District, New Jersey","3406990",13085,1016,4677,3238,2822,1332,7628,286,2660,2026,1681,975,2213,90,554,620,699,250,381,132,141,59,27,22,2863,508,1322,533,415,85
"Hi-Nella Borough School District, New Jersey","3407080",537,50,195,200,63,29,265,15,100,107,37,6,208,22,78,75,20,13,0,0,0,0,0,0,64,13,17,18,6,10
"Highland Park Borough School District, New Jersey","3407170",9539,419,1503,1358,2411,3848,2302,80,467,493,648,614,3696,97,317,332,1082,1868,165,53,31,9,37,35,3376,189,688,524,644,1331
"Hillsborough Township School District, New Jersey","3407230",26670,748,5378,5793,9186,5565,12281,215,2989,3076,4007,1994,7307,146,1289,1523,2825,1524,360,19,78,109,132,22,6722,368,1022,1085,2222,2025
"Hillside Township School District, New Jersey","3407290",14722,2036,5097,4562,1902,1125,6165,375,2246,2358,918,268,2326,254,976,607,277,212,383,85,121,129,23,25,5848,1322,1754,1468,684,620
"Ho-Ho-Kus Borough School District, New Jersey","3407320",2760,87,177,387,1406,703,1133,21,63,188,610,251,1117,17,58,115,609,318,15,0,0,15,0,0,495,49,56,69,187,134
"Hoboken City School District, New Jersey","3407350",40230,2400,3076,3579,20216,10959,15017,497,1572,1508,8375,3065,15341,225,491,979,9061,4585,1933,925,330,297,221,160,7939,753,683,795,2559,3149
"Holmdel Township School District, New Jersey","3407410",11600,649,1944,1850,3272,3885,3344,187,733,711,935,778,4761,229,711,849,1527,1445,148,55,39,30,0,24,3347,178,461,260,810,1638
"Hopatcong Borough School District, New Jersey","3407440",10758,639,3356,3548,2346,869,6307,375,1975,2216,1316,425,2840,132,926,869,687,226,132,10,33,74,7,8,1479,122,422,389,336,210
"Hope Township School District, New Jersey","3407470",1365,74,388,440,307,156,892,22,276,304,213,77,326,32,46,101,90,57,28,0,19,3,0,6,119,20,47,32,4,16
"Hopewell Valley Regional School District, New Jersey","3407530",16145,807,2136,2357,4874,5971,6977,411,1293,1284,2352,1637,6797,222,687,739,2020,3129,140,5,6,38,36,55,2231,169,150,296,466,1150
"Interlaken Borough School District, New Jersey","3407650",638,16,100,99,206,217,403,10,64,73,125,131,196,4,30,21,63,78,3,0,0,0,3,0,36,2,6,5,15,8
"Irvington Township School District, New Jersey","3407680",35156,6390,13449,10626,3626,1065,12518,1623,4881,4266,1334,414,7660,1591,3044,2101,714,210,786,172,333,165,116,0,14192,3004,5191,4094,1462,441
