"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"South Brunswick Township School District, New Jersey","3415210",30054,1475,4863,5618,10705,7393,8746,309,2579,2340,2544,974,7225,167,1214,1516,2710,1618,262,0,70,83,82,27,13821,999,1000,1679,5369,4774
"South Hackensack Township School District, New Jersey","3415240",1968,350,946,386,194,92,684,81,340,160,71,32,256,9,69,92,63,23,5,5,0,0,0,0,1023,255,537,134,60,37
"South Orange-Maplewood School District, New Jersey","3415330",25371,1397,3556,4285,8239,7894,7903,328,1584,1721,2396,1874,10799,371,736,1422,4014,4256,275,40,35,6,94,100,6394,658,1201,1136,1735,1664
"South Plainfield Borough School District, New Jersey","3415360",17150,2170,4990,3688,4063,2239,8332,467,2879,2270,1847,869,3010,204,855,712,931,308,317,196,68,25,22,6,5491,1303,1188,681,1263,1056
"South River Borough School District, New Jersey","3415390",10839,2146,3816,2408,1604,865,4929,425,1808,1346,939,411,1507,127,541,406,228,205,358,128,178,43,9,0,4045,1466,1289,613,428,249
"Sparta Township School District, New Jersey","3415510",12569,312,1975,3076,4995,2211,6504,143,1344,1682,2360,975,4365,56,399,1012,1993,905,115,0,15,16,55,29,1585,113,217,366,587,302
"Spotswood Borough School District, New Jersey","3415540",7873,499,2894,2387,1396,697,4510,206,1791,1497,710,306,1874,90,679,583,293,229,111,15,43,27,21,5,1378,188,381,280,372,157
"Spring Lake Borough School District, New Jersey","3415570",2273,29,393,340,917,594,1328,11,274,163,547,333,850,9,88,134,370,249,0,0,0,0,0,0,95,9,31,43,0,12
"Spring Lake Heights Borough School District, New Jersey","3415600",3542,108,559,876,1396,603,2284,86,305,562,988,343,1029,13,162,259,348,247,9,9,0,0,0,0,220,0,92,55,60,13
"Springfield Township School District, New Jersey","3415630",12576,807,2555,2261,3945,3008,5970,168,1247,1313,1962,1280,2729,64,305,415,1044,901,168,11,35,18,90,14,3709,564,968,515,849,813
"Stone Harbor Borough School District, New Jersey","3415810",747,18,144,153,253,179,135,2,19,31,56,27,575,12,105,118,192,148,3,0,0,3,0,0,34,4,20,1,5,4
"Summit City School District, New Jersey","3415900",14630,841,1573,1895,4974,5347,4637,171,657,559,1707,1543,5573,10,205,498,2344,2516,181,44,13,40,41,43,4239,616,698,798,882,1245
"Teaneck Township School District, New Jersey","3416080",27024,1652,4992,5322,8785,6273,5937,311,1365,1581,1557,1123,11889,310,1639,1805,4221,3914,312,73,61,33,50,95,8886,958,1927,1903,2957,1141
"Tenafly Borough School District, New Jersey","3416110",9277,275,853,1055,3143,3951,1393,9,160,278,456,490,3669,12,286,372,1358,1641,234,127,15,0,17,75,3981,127,392,405,1312,1745
"Toms River Regional School District, New Jersey","3416230",75936,6237,27248,19935,15040,7476,48830,2975,18539,13407,9630,4279,17943,1529,6151,4731,3408,2124,1060,203,277,315,171,94,8103,1530,2281,1482,1831,979
"Trenton City School District, New Jersey","3416290",54756,15870,20941,11944,3820,2181,24021,4188,10456,6966,1629,782,10637,2217,4310,2269,947,894,3469,1082,1606,562,178,41,16629,8383,4569,2147,1066,464
"Union Beach Borough School District, New Jersey","3416350",3909,531,1553,1122,536,167,2746,327,1246,745,350,78,804,165,230,203,118,88,33,11,12,0,10,0,326,28,65,174,58,1
"Union City School District, New Jersey","3416380",46184,15077,14536,8706,5508,2357,5540,685,1663,1420,1307,465,3407,352,797,947,938,373,2779,1021,925,425,255,153,34458,13019,11151,5914,3008,1366
"Barnegat Township School District, New Jersey","3416470",15546,1384,5925,4567,2428,1242,9009,786,3540,2763,1284,636,5161,407,1893,1252,1093,516,204,27,83,81,0,13,1172,164,409,471,51,77
"Union Township School District, New Jersey","3416500",40332,4606,11829,10852,8940,4105,19223,1055,6425,5845,4045,1853,4916,474,1239,1370,1118,715,1065,142,357,300,164,102,15128,2935,3808,3337,3613,1435
"Upper Freehold Regional School District, New Jersey","3416560",6044,228,1462,1338,1825,1191,3374,137,813,819,1055,550,2167,55,482,445,658,527,50,0,37,0,13,0,453,36,130,74,99,114
"Upper Pittsgrove Township School District, New Jersey","3416590",2514,341,892,635,395,251,1739,211,707,479,228,114,612,102,165,110,118,117,38,0,5,0,33,0,125,28,15,46,16,20
"Upper Township School District, New Jersey","3416650",8431,390,2554,2367,2108,1012,4251,207,1355,1211,921,557,3885,169,1096,1065,1108,447,43,2,41,0,0,0,252,12,62,91,79,8
"Ventnor City City School District, New Jersey","3416680",7653,919,2503,1950,1329,952,2532,254,910,565,587,216,2394,160,635,651,437,511,248,19,95,95,0,39,2479,486,863,639,305,186
"Vernon Township School District, New Jersey","3416710",15383,941,5307,4577,3173,1385,10033,538,3746,2977,1998,774,3800,89,1174,1164,914,459,216,63,48,93,0,12,1334,251,339,343,261,140
"Verona Borough School District, New Jersey","3416740",9855,354,2114,1777,3468,2142,5356,83,1320,1024,1969,960,2855,90,501,473,983,808,26,0,0,0,16,10,1618,181,293,280,500,364
"Vineland City School District, New Jersey","3416800",40450,9552,14807,9072,5088,1931,21726,3351,8673,5706,3043,953,7922,1337,2819,1924,1264,578,4672,2210,1562,644,237,19,6130,2654,1753,798,544,381
"Waldwick Borough School District, New Jersey","3416860",6790,254,1387,1748,2197,1204,3210,56,711,814,1040,589,2235,31,470,667,560,507,24,0,11,0,13,0,1321,167,195,267,584,108
"Wall Township School District, New Jersey","3416890",18231,776,4187,4380,5413,3475,11860,480,2816,2939,3780,1845,4901,97,1106,1044,1381,1273,195,5,17,117,49,7,1275,194,248,280,203,350
"Wallington Borough School District, New Jersey","3416920",8729,806,3653,1963,1605,702,3184,267,1131,938,683,165,756,41,224,237,152,102,99,9,43,47,0,0,4690,489,2255,741,770,435
"Washington Township School District (Burlington County), New Jersey","3417040",608,110,212,167,85,34,399,78,147,104,53,17,137,19,45,39,23,11,44,13,17,12,2,0,28,0,3,12,7,6
"Washington Township School District (Gloucester County), New Jersey","3417070",33463,2146,10123,10208,7829,3157,12031,493,3533,3598,3238,1169,18414,1174,5803,5889,3902,1646,356,39,127,132,31,27,2662,440,660,589,658,315
"Robbinsville Township School District, New Jersey","3417100",9512,330,1773,2021,3541,1847,5004,205,1260,1279,1622,638,2682,55,288,536,1034,769,82,19,32,22,0,9,1744,51,193,184,885,431
"Waterford Township School District, New Jersey","3417250",7353,875,2618,2107,1300,453,4268,496,1514,1239,790,229,2683,296,1055,672,451,209,19,19,0,0,0,0,383,64,49,196,59,15
"Wayne Township School District, New Jersey","3417280",37928,2628,9478,6919,11858,7045,19910,1119,5662,3573,6501,3055,8240,377,1493,1721,2779,1870,467,102,84,96,105,80,9311,1030,2239,1529,2473,2040
"Weehawken Township School District, New Jersey","3417310",10229,1128,1855,1738,3289,2219,2774,124,650,430,1078,492,2826,61,354,457,1269,685,253,55,56,32,77,33,4376,888,795,819,865,1009
"West Deptford Township School District, New Jersey","3417430",15611,1242,5090,4345,3589,1345,8747,646,2759,2632,2068,642,5911,477,2107,1483,1311,533,120,0,72,48,0,0,833,119,152,182,210,170
"West Milford Township School District, New Jersey","3417520",18815,1197,6548,4781,4052,2237,11278,750,4162,2867,2451,1048,5885,210,1758,1688,1313,916,95,18,31,18,16,12,1557,219,597,208,272,261
"West New York Town School District, New Jersey","3417580",36744,9919,10252,7653,5654,3266,4018,376,1006,1207,1100,329,4211,406,719,1151,1065,870,1426,492,466,265,97,106,27089,8645,8061,5030,3392,1961
"West Orange Town School District, New Jersey","3417610",32772,2848,7768,6297,9136,6723,12281,483,3391,2607,3715,2085,8119,263,1277,1310,2634,2635,419,94,137,97,51,40,11953,2008,2963,2283,2736,1963
"West Wildwood Borough School District, New Jersey","3417670",381,53,175,93,32,28,55,6,22,20,7,0,320,45,153,71,25,26,2,0,0,0,0,2,4,2,0,2,0,0
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",34825,1295,2583,4160,11397,15390,5591,207,854,1347,2012,1171,9841,126,720,1396,3612,3987,389,7,17,93,110,162,19004,955,992,1324,5663,10070
