"","GEOID","B06011_001","B06011_002","B06011_003","B06011_004","B06011_005"
"Maurice River Township School District, New Jersey","3409780",13469,13236,15240,9082,16332
"Maywood Borough School District, New Jersey","3409810",37061,36806,38918,24514,37167
"Middle Township School District, New Jersey","3410020",29371,27620,32964,18545,28594
"Middlesex Borough School District, New Jersey","3410050",32358,34864,39545,45461,26860
"Middletown Township School District, New Jersey","3410110",43447,39201,51738,25000,40179
"Midland Park Borough School District, New Jersey","3410140",40625,46088,37462,61154,26181
"Millville City School District, New Jersey","3410320",25006,25440,25777,14673,21296
"Monroe Township School District (Gloucester County), New Jersey","3410470",35389,34145,36168,26643,39302
"Monroe Township School District (Middlesex County), New Jersey","3410500",35953,35020,32228,55282,50328
"Montclair Town School District, New Jersey","3410560",51049,44442,62553,95921,42012
"Montgomery Township School District, New Jersey","3410590",63862,44588,63054,75435,91615
"Montville Township School District, New Jersey","3410650",51607,44102,67958,11393,60361
"Moonachie Borough School District, New Jersey","3410680",29860,35195,32656,24519,24819
"Morris Township School District, New Jersey","3410810",46765,50514,63143,25583,31457
"Mount Ephraim Borough School District, New Jersey","3410890",29331,26574,32486,31023,17277
"Neptune Township School District, New Jersey","3411160",30596,30469,33176,42902,25952
"New Brunswick City School District, New Jersey","3411220",17595,15249,16211,16215,18590
"New Hanover Township School District, New Jersey","3411250",15714,23158,14722,15833,11333
"New Milford Borough School District, New Jersey","3411280",40872,36478,45791,42692,42368
"Newark City School District, New Jersey","3411340",18852,17258,18140,15333,20861
"Newfield Elementary School District, New Jersey","3411370",29393,28315,36500,26250,32917
"North Arlington Borough School District, New Jersey","3411430",35098,34047,43929,86080,32589
"North Bergen Township School District, New Jersey","3411460",27044,28215,41288,22293,25311
"North Brunswick Township School District, New Jersey","3411490",40122,36187,44986,28958,40137
"North Plainfield Borough School District, New Jersey","3411640",29377,36727,41571,28438,25388
"Nutley Town School District, New Jersey","3411880",46121,45625,53068,32750,45642
"Oaklyn Borough School District, New Jersey","3411940",37535,36320,40698,36250,32188
"Ocean Township School District (Monmouth County), New Jersey","3412060",38104,38344,50221,35478,27851
"Orange City Township School District, New Jersey","3412270",22416,20778,22587,14821,23443
"Palmyra Borough School District, New Jersey","3412390",33557,31500,35855,40000,29000
"Paramus Borough School District, New Jersey","3412420",36265,34121,37800,17838,41274
"Park Ridge Borough School District, New Jersey","3412450",46979,48415,52278,41528,35040
"Parsippany-Troy Hills Township School District, New Jersey","3412480",41754,37432,47430,50167,45344
"Passaic City School District, New Jersey","3412540",20321,16279,28545,15599,20953
"Paterson City School District, New Jersey","3412690",19868,18988,19818,16260,20936
"Pemberton Township School District, New Jersey","3412810",31110,27310,36333,30613,27155
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",24983,24717,26390,22955,22098
"Pennsauken Township School District, New Jersey","3412870",26692,24228,31382,26487,25507
"Pequannock Township School District, New Jersey","3412900",41195,40036,42500,25417,58185
"Perth Amboy City School District, New Jersey","3412930",23958,28858,32482,19042,21716
"Phillipsburg Town School District, New Jersey","3412960",25137,25122,27271,35288,21778
"Piscataway Township School District, New Jersey","3413050",40750,37061,40969,71378,44116
"Pittsgrove Township School District, New Jersey","3413110",33136,34050,32125,43875,27891
"Plainfield City School District, New Jersey","3413140",20979,22198,31668,23633,17477
"Pleasantville City School District, New Jersey","3413200",19637,19427,21235,18733,19600
"Point Pleasant Borough School District, New Jersey","3413290",42293,40888,51830,66833,36438
"Princeton Public Schools, New Jersey","3413410",32904,23235,38048,36573,32138
"Ramsey Borough School District, New Jersey","3413590",55054,47747,69936,104042,53028
"Randolph Township School District, New Jersey","3413650",54015,51156,76328,42283,45580
"Hazlet Township School District, New Jersey","3413680",35419,31334,41060,44706,35291
"Ridgefield Borough School District, New Jersey","3413770",32370,29468,37800,22006,34643
"Ridgefield Park Township School District, New Jersey","3413800",36182,36875,39837,21848,35168
"Ridgewood Village School District, New Jersey","3413830",63135,48771,77366,100984,58631
"Riverton Borough School District, New Jersey","3414040",40058,37368,42153,26964,56786
"Roselle Borough School District, New Jersey","3414280",28794,26713,34681,25417,27075
"Roselle Park Borough School District, New Jersey","3414310",37952,36772,44750,48583,37284
"Roxbury Township School District, New Jersey","3414340",45011,40744,52492,51655,44680
"Rutherford Borough School District, New Jersey","3414460",44385,44503,44393,60099,44025
"Salem City School District, New Jersey","3414550",18844,22197,17132,9115,23077
"Sayreville Borough School District, New Jersey","3414640",39107,37703,37980,35417,41741
"Scotch Plains-Fanwood Regional School District, New Jersey","3414670",50734,41366,65079,30298,53547
"Secaucus Town School District, New Jersey","3414850",41303,39981,56892,36977,37946
"Somerville Borough School District, New Jersey","3415090",36364,35067,44607,38188,33038
"South Amboy City School District, New Jersey","3415120",36347,35117,44866,62344,32625
"South Brunswick Township School District, New Jersey","3415210",51395,36100,54440,60833,65938
"South Plainfield Borough School District, New Jersey","3415360",37028,38738,41799,14122,32582
"Sparta Township School District, New Jersey","3415510",50206,42381,61734,120385,57083
"Springfield Township School District, New Jersey","3415630",50806,46696,63528,35625,42005
"Teaneck Township School District, New Jersey","3416080",40723,27162,51444,51375,37603
"Toms River Regional School District, New Jersey","3416230",33344,34233,34250,31926,30421
"Trenton City School District, New Jersey","3416290",18563,18525,20704,15483,18308
"Union City School District, New Jersey","3416380",20361,22615,35270,14896,19461
"Union Township School District, New Jersey","3416500",36949,33352,37585,45140,41072
"Upper Township School District, New Jersey","3416650",31472,29634,36709,10664,31012
"Ventnor City City School District, New Jersey","3416680",23811,23788,33275,13227,22406
"Vineland City School District, New Jersey","3416800",23838,26285,26890,16809,20484
"Wall Township School District, New Jersey","3416890",40460,40397,44807,20086,30736
"Washington Township School District (Burlington County), New Jersey","3417040",31633,31761,40781,22273,31000
"Washington Township School District (Gloucester County), New Jersey","3417070",37734,35143,40720,48438,27880
"Robbinsville Township School District, New Jersey","3417100",59370,48250,65191,70714,79288
"Wayne Township School District, New Jersey","3417280",41279,36362,48458,34301,46154
"Weehawken Township School District, New Jersey","3417310",41409,50102,53404,41667,29298
"West Milford Township School District, New Jersey","3417520",40693,37933,45384,61806,50434
"West New York Town School District, New Jersey","3417580",22637,22385,47221,25061,20697
"West Orange Town School District, New Jersey","3417610",40150,39878,55162,27875,33743
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",65303,38165,61841,70063,81197
