"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Cinnaminson Township School District, New Jersey","3403120",16162,810,475,14877,6590,335,212,6043,8321,361,187,7773,266,0,63,203,985,114,13,858
"Clark Township School District, New Jersey","3403150",14884,499,465,13920,10938,209,408,10321,1792,125,31,1636,204,29,0,175,1950,136,26,1788
"Clayton Borough School District, New Jersey","3403180",8225,691,665,6869,5678,565,418,4695,2156,104,127,1925,89,0,0,89,302,22,120,160
"Clementon Borough School District, New Jersey","3403240",4957,718,144,4095,3369,494,76,2799,1384,163,68,1153,33,0,0,33,171,61,0,110
"Cliffside Park Borough School District, New Jersey","3403270",24532,3363,2422,18747,7836,1060,692,6084,5627,492,383,4752,814,12,78,724,10255,1799,1269,7187
"Clifton City School District, New Jersey","3403300",84138,7673,6448,70017,40883,3968,3142,33773,9866,542,484,8840,3019,484,247,2288,30370,2679,2575,25116
"Collingswood Borough School District, New Jersey","3403420",13862,1149,1173,11540,7312,646,629,6037,5421,347,361,4713,164,22,0,142,965,134,183,648
"Commercial Township School District, New Jersey","3403480",5133,1293,440,3400,3790,906,371,2513,1112,262,69,781,136,92,0,44,95,33,0,62
"Corbin City School District, New Jersey","3403510",596,45,50,501,462,35,36,391,120,9,14,97,2,1,0,1,12,0,0,12
"Cranbury Township School District, New Jersey","3403540",3610,45,272,3293,2076,44,231,1801,1003,1,15,987,12,0,0,12,519,0,26,493
"Cranford Township School District, New Jersey","3403570",22923,512,453,21958,15569,276,249,15044,5274,115,106,5053,142,0,0,142,1938,121,98,1719
"Cresskill Borough School District, New Jersey","3403600",8616,394,410,7812,2911,78,93,2740,2859,45,178,2636,197,0,0,197,2649,271,139,2239
"Deal Borough School District, New Jersey","3403630",769,71,68,630,269,20,49,200,354,28,19,307,19,4,0,15,127,19,0,108
"Delanco Township School District, New Jersey","3403690",4537,218,267,4052,2701,134,220,2347,1668,84,35,1549,6,0,0,6,162,0,12,150
"Delran Township School District, New Jersey","3403780",16856,797,380,15679,8156,484,38,7634,5917,161,101,5655,202,69,0,133,2581,83,241,2257
"Dennis Township School District, New Jersey","3403840",6289,537,313,5439,4067,375,232,3460,2112,151,81,1880,43,0,0,43,67,11,0,56
"Deptford Township School District, New Jersey","3403900",30052,2976,1479,25597,16207,1608,899,13700,11139,797,516,9826,290,0,49,241,2416,571,15,1830
"Dover Town School District, New Jersey","3403930",19496,1996,3021,14479,7094,740,936,5418,1603,123,162,1318,1200,144,84,972,9599,989,1839,6771
"Downe Township School District, New Jersey","3403960",1411,165,134,1112,1060,131,99,830,298,31,32,235,23,3,0,20,30,0,3,27
"Dumont Borough School District, New Jersey","3403990",17706,636,756,16314,8261,319,181,7761,4319,106,125,4088,148,0,24,124,4978,211,426,4341
"Dunellen Borough School District, New Jersey","3404020",7300,317,386,6597,4265,232,177,3856,1452,23,76,1353,77,0,0,77,1506,62,133,1311
"East Brunswick Township School District, New Jersey","3404110",47818,2541,1690,43587,20048,638,534,18876,11472,575,197,10700,569,22,37,510,15729,1306,922,13501
"East Newark Borough School District, New Jersey","3404200",2505,438,223,1844,782,140,68,574,169,36,14,119,66,31,11,24,1488,231,130,1127
"East Orange City School District, New Jersey","3404230",63466,13187,7528,42751,33805,8128,3547,22130,13053,2297,2010,8746,888,291,71,526,15720,2471,1900,11349
"East Windsor Regional School District, New Jersey","3404320",32689,2928,1683,28078,13627,1117,790,11720,8399,287,307,7805,480,130,0,350,10183,1394,586,8203
"Edgewater Borough School District, New Jersey","3404440",11893,1189,287,10417,2821,579,128,2114,3823,278,86,3459,266,20,18,228,4983,312,55,4616
"Edgewater Park Township School District, New Jersey","3404470",8854,821,558,7475,4561,344,194,4023,2606,260,181,2165,217,26,0,191,1470,191,183,1096
"Edison Township School District, New Jersey","3404500",99646,5447,4071,90128,39550,2286,1711,35553,15510,1085,524,13901,900,54,14,832,43686,2022,1822,39842
"Egg Harbor Township School District, New Jersey","3404560",43589,4285,2123,37181,25491,2724,1299,21468,10195,688,402,9105,903,127,30,746,7000,746,392,5862
"Elizabeth City School District, New Jersey","3404590",124702,23914,17787,83001,48506,11071,6759,30676,10938,2298,1418,7222,5764,1281,923,3560,59494,9264,8687,41543
"Elmer Borough School District, New Jersey","3404650",1375,194,37,1144,1034,161,24,849,310,25,12,273,4,0,0,4,27,8,1,18
"Elmwood Park Borough School District, New Jersey","3404660",19863,1789,1352,16722,10366,1163,698,8505,2639,258,132,2249,361,24,58,279,6497,344,464,5689
"Elsinboro Township School District, New Jersey","3404680",1078,93,43,942,740,59,30,651,328,31,12,285,3,0,0,3,7,3,1,3
"Emerson Borough School District, New Jersey","3404710",7313,619,254,6440,3807,228,194,3385,2040,239,47,1754,45,34,0,11,1421,118,13,1290
"Englewood City School District, New Jersey","3404740",27250,2822,1856,22572,7751,1220,533,5998,10232,532,415,9285,442,75,23,344,8825,995,885,6945
"Englewood Cliffs Borough School District, New Jersey","3404770",5346,246,79,5021,1554,36,25,1493,1410,76,0,1334,166,10,0,156,2216,124,54,2038
"Estell Manor City School District, New Jersey","3404860",1654,58,86,1510,1104,45,55,1004,483,13,26,444,6,0,0,6,61,0,5,56
"Ewing Township School District, New Jersey","3404920",31792,3930,1044,26818,19845,2535,481,16829,8183,720,397,7066,295,60,9,226,3469,615,157,2697
"Fair Lawn Borough School District, New Jersey","3404980",32775,1477,1197,30101,13833,439,526,12868,8545,311,238,7996,401,32,1,368,9996,695,432,8869
"Fairview Borough School District, New Jersey","3405070",14110,2395,1134,10581,4792,821,201,3770,2411,216,243,1952,223,46,15,162,6684,1312,675,4697
"Florence Township School District, New Jersey","3405220",12264,413,822,11029,8605,288,662,7655,2458,113,147,2198,112,0,0,112,1089,12,13,1064
"Folsom Borough School District, New Jersey","3405280",1799,137,129,1533,1170,78,88,1004,571,51,32,488,21,4,9,8,37,4,0,33
"Fort Lee Borough School District, New Jersey","3405310",36048,3962,2126,29960,7136,741,317,6078,9438,780,626,8032,873,54,111,708,18601,2387,1072,15142
"Franklin Township School District, New Jersey","3405490",63477,3412,3247,56818,28997,1681,1554,25762,15121,780,490,13851,1031,15,0,1016,18328,936,1203,16189
"Garfield City School District, New Jersey","3405760",30954,4354,3871,22729,14215,2219,1732,10264,2561,325,361,1875,465,91,72,302,13713,1719,1706,10288
"Garwood Borough School District, New Jersey","3405790",4323,110,234,3979,2680,39,129,2512,1026,56,45,925,26,0,0,26,591,15,60,516
"Glassboro Borough School District, New Jersey","3405880",16334,2948,1175,12211,9667,2241,763,6663,5502,516,299,4687,334,63,37,234,831,128,76,627
"Glen Ridge Borough School District, New Jersey","3405940",7605,172,3,7430,3688,123,3,3562,2879,6,0,2873,228,0,0,228,810,43,0,767
"Glen Rock Borough School District, New Jersey","3405970",11762,283,119,11360,5741,139,84,5518,4390,43,19,4328,116,0,0,116,1515,101,16,1398
"Gloucester City School District, New Jersey","3406000",11316,1190,1541,8585,8126,851,1041,6234,2585,274,369,1942,74,47,0,27,531,18,131,382
"Green Township School District, New Jersey","3406090",3552,93,63,3396,2513,61,42,2410,775,27,11,737,76,0,0,76,188,5,10,173
"Green Brook Township School District, New Jersey","3406120",6999,387,193,6419,3795,272,178,3345,1497,41,15,1441,46,0,0,46,1661,74,0,1587
"Greenwich Township School District (Gloucester County), New Jersey","3406180",4874,305,181,4388,3164,265,82,2817,1473,40,99,1334,64,0,0,64,173,0,0,173
"Greenwich Township School District (Warren County), New Jersey","3406210",5620,121,112,5387,3401,69,72,3260,1667,49,17,1601,32,3,0,29,520,0,23,497
"Guttenberg Town School District, New Jersey","3406240",11290,1794,1344,8152,3369,622,413,2334,1372,11,29,1332,178,41,12,125,6371,1120,890,4361
"Hackensack City School District, New Jersey","3406270",42606,7073,3982,31551,15486,2827,1195,11464,9145,1054,679,7412,1176,204,15,957,16799,2988,2093,11718
"Hackettstown Town School District, New Jersey","3406300",8894,933,709,7252,5422,438,299,4685,1410,64,71,1275,158,0,73,85,1904,431,266,1207
"Haddon Heights Borough School District, New Jersey","3406330",7404,243,152,7009,4143,114,85,3944,2948,80,47,2821,106,10,4,92,207,39,16,152
"Haddon Township School District, New Jersey","3406360",14561,768,454,13339,8288,375,272,7641,5521,252,170,5099,100,15,12,73,652,126,0,526
"Haddonfield Borough School District, New Jersey","3406390",11514,514,177,10823,5410,276,78,5056,5515,211,66,5238,164,0,13,151,425,27,20,378
"Hamilton Township School District, New Jersey","3406540",88084,6371,4149,77564,58480,3752,2376,52352,14520,796,597,13127,1943,166,143,1634,13141,1657,1033,10451
"Hammonton Town School District, New Jersey","3406570",14525,1227,919,12379,9747,767,508,8472,2651,171,118,2362,367,89,26,252,1760,200,267,1293
"Harding Township School District, New Jersey","3406720",3862,296,26,3540,2135,194,17,1924,1272,83,9,1180,33,0,0,33,422,19,0,403
"Harmony Township School District, New Jersey","3406810",2613,88,94,2431,1785,67,74,1644,767,17,17,733,11,0,0,11,50,4,3,43
"Harrison Town School District, New Jersey","3406870",14425,2437,1789,10199,4871,925,691,3255,1126,142,127,857,611,99,114,398,7817,1271,857,5689
"Hasbrouck Heights Borough School District, New Jersey","3406930",12045,903,512,10630,7216,304,340,6572,2222,163,85,1974,230,51,18,161,2377,385,69,1923
"Hawthorne Borough School District, New Jersey","3406990",18944,1124,999,16821,12768,646,556,11566,2577,53,24,2500,395,9,38,348,3204,416,381,2407
"Hi-Nella Borough School District, New Jersey","3407080",815,85,32,698,456,41,4,411,276,24,9,243,2,0,0,2,81,20,19,42
"Highland Park Borough School District, New Jersey","3407170",14177,1935,617,11625,5730,962,250,4518,4282,416,116,3750,333,40,5,288,3832,517,246,3069
"Hillsborough Township School District, New Jersey","3407230",39375,1435,1013,36927,22874,922,490,21462,8746,265,193,8288,454,37,0,417,7301,211,330,6760
"Hillside Township School District, New Jersey","3407290",21526,2990,2118,16418,11498,2042,1407,8049,3073,401,207,2465,529,94,48,387,6426,453,456,5517
"Ho-Ho-Kus Borough School District, New Jersey","3407320",4125,24,76,4025,2218,0,69,2149,1359,24,7,1328,26,0,0,26,522,0,0,522
"Hoboken City School District, New Jersey","3407350",50694,5783,1768,43143,21899,3132,899,17868,18462,1083,279,17100,2094,675,293,1126,8239,893,297,7049
"Holmdel Township School District, New Jersey","3407410",16266,590,624,15052,6896,315,261,6320,5756,134,210,5412,203,24,29,150,3411,117,124,3170
"Hopatcong Borough School District, New Jersey","3407440",14921,1029,706,13186,10035,661,484,8890,3060,196,99,2765,150,7,0,143,1676,165,123,1388
"Hope Township School District, New Jersey","3407470",1850,94,60,1696,1351,83,44,1224,366,8,10,348,25,0,0,25,108,3,6,99
"Hopewell Valley Regional School District, New Jersey","3407530",22618,577,223,21818,12172,341,120,11711,7894,122,74,7698,168,22,4,142,2384,92,25,2267
"Interlaken Borough School District, New Jersey","3407650",826,10,9,807,549,8,2,539,237,2,7,228,2,0,0,2,38,0,0,38
"Irvington Township School District, New Jersey","3407680",53963,12073,6400,35490,26415,7020,3032,16363,9406,2026,875,6505,964,224,163,577,17178,2803,2330,12045
"Jackson Township School District, New Jersey","3407740",55317,2901,2816,49600,32185,1843,1741,28601,17760,798,473,16489,774,94,87,593,4598,166,515,3917
"Jamesburg Borough School District, New Jersey","3407770",5952,523,441,4988,3473,189,274,3010,1376,131,110,1135,32,0,0,32,1071,203,57,811
"Jefferson Township School District, New Jersey","3407800",21386,1033,241,20112,15213,686,187,14340,4135,140,24,3971,73,8,0,65,1965,199,30,1736
"Jersey City School District, New Jersey","3407830",253412,48052,23767,181593,92304,22657,9794,59853,48508,6524,3453,38531,11096,2454,1679,6963,101504,16417,8841,76246
"Keansburg Borough School District, New Jersey","3407860",9780,1642,1002,7136,6490,992,502,4996,2243,411,356,1476,172,52,0,120,875,187,144,544
"Kearny Town School District, New Jersey","3407890",40560,4369,3695,32496,18660,1814,1843,15003,3306,395,263,2648,1704,226,183,1295,16890,1934,1406,13550
"Kenilworth Borough School District, New Jersey","3407920",8045,429,255,7361,5422,332,180,4910,704,70,33,601,48,0,0,48,1871,27,42,1802
"Keyport Borough School District, New Jersey","3407950",7180,680,774,5726,4336,411,372,3553,1489,126,250,1113,90,12,7,71,1265,131,145,989
"Kinnelon Borough School District, New Jersey","3408040",10349,159,451,9739,6448,81,340,6027,2698,78,91,2529,118,0,10,108,1085,0,10,1075
"Lacey Township School District, New Jersey","3408100",27740,2174,1116,24450,21001,1592,857,18552,5561,414,211,4936,220,34,1,185,958,134,47,777
"Lakehurst Borough School District, New Jersey","3408160",2673,304,165,2204,1678,213,62,1403,699,71,47,581,60,0,14,46,236,20,42,174
"Lakewood Township School District, New Jersey","3408220",91335,29796,15673,45866,48658,17576,8641,22441,26704,7541,3978,15185,3671,1316,721,1634,12302,3363,2333,6606
"Laurel Springs Borough School District, New Jersey","3408280",1899,121,55,1723,1159,78,32,1049,610,26,23,561,4,0,0,4,126,17,0,109
"Lavallette Borough School District, New Jersey","3408310",2029,160,91,1778,1547,100,74,1373,446,53,17,376,7,7,0,0,29,0,0,29
"Lawnside Borough School District, New Jersey","3408340",2919,489,271,2159,1546,349,168,1029,1174,140,103,931,9,0,0,9,190,0,0,190
"Lawrence Township School District (Cumberland County), New Jersey","3408370",3277,495,170,2612,2456,295,101,2060,430,47,28,355,151,106,0,45,240,47,41,152
"Lawrence Township School District (Mercer County), New Jersey","3408400",30797,1624,1265,27908,13957,914,530,12513,7633,288,320,7025,605,85,16,504,8602,337,399,7866
"Leonia Borough School District, New Jersey","3408520",9051,990,152,7909,2305,79,42,2184,2342,97,35,2210,156,31,0,125,4248,783,75,3390
"Lincoln Park Borough School District, New Jersey","3408580",9935,432,155,9348,6252,185,85,5982,1670,64,46,1560,193,74,0,119,1820,109,24,1687
"Linden City School District, New Jersey","3408610",40743,4137,3120,33486,20326,1857,1611,16858,5529,570,455,4504,1414,255,154,1005,13474,1455,900,11119
"Lindenwold Borough School District, New Jersey","3408640",17498,3409,1844,12245,8782,1922,828,6032,4895,686,586,3623,318,48,0,270,3503,753,430,2320
"Longport Borough School District, New Jersey","3408671",949,35,83,831,373,14,46,313,552,19,31,502,0,0,0,0,24,2,6,16
"Little Ferry Borough School District, New Jersey","3408760",10742,858,551,9333,4283,409,66,3808,1552,128,70,1354,195,0,0,195,4712,321,415,3976
"Livingston Township School District, New Jersey","3408820",29375,756,596,28023,15521,353,309,14859,6837,148,133,6556,303,2,0,301,6714,253,154,6307
"Lodi Borough School District, New Jersey","3408850",24334,3310,2651,18373,11737,1402,1215,9120,3318,638,223,2457,711,121,127,463,8568,1149,1086,6333
"Logan Township School District, New Jersey","3408880",5964,327,185,5452,2505,148,148,2209,3050,141,31,2878,124,5,2,117,285,33,4,248
"Long Branch City School District, New Jersey","3408940",30431,5410,4045,20976,15039,2862,2103,10074,5326,603,379,4344,866,126,89,651,9200,1819,1474,5907
"Lopatcong Township School District, New Jersey","3409000",7755,553,604,6598,4288,418,310,3560,2554,65,240,2249,115,0,0,115,798,70,54,674
"Lower Alloways Creek Township School District, New Jersey","3409030",1715,137,53,1525,1225,105,46,1074,487,31,6,450,1,0,0,1,2,1,1,0
"Pennsville Township School District, New Jersey","3409120",13212,1448,594,11170,7214,855,305,6054,5336,542,289,4505,161,18,0,143,501,33,0,468
"Lyndhurst Township School District, New Jersey","3409210",21207,1932,1101,18174,12396,1066,482,10848,2270,100,27,2143,552,224,18,310,5989,542,574,4873
"Madison Borough School District, New Jersey","3409240",14580,544,401,13635,7699,206,239,7254,4427,202,55,4170,274,20,0,254,2180,116,107,1957
"Old Bridge Township School District, New Jersey","3409270",65773,2299,2554,60920,30049,1017,1323,27709,19904,460,540,18904,1416,31,50,1335,14404,791,641,12972
"Mahwah Township School District, New Jersey","3409330",23154,817,942,21395,10931,389,468,10074,8174,131,268,7775,217,16,0,201,3832,281,206,3345
"Manasquan Borough School District, New Jersey","3409420",5841,300,207,5334,4568,215,141,4212,1122,10,44,1068,35,0,8,27,116,75,14,27
"Manchester Township School District, New Jersey","3409450",42510,3678,3139,35693,25600,2299,1477,21824,12711,986,1279,10446,515,54,29,432,3684,339,354,2991
"Mannington Township School District, New Jersey","3409480",1321,142,48,1131,837,32,34,771,421,85,6,330,19,7,0,12,44,18,8,18
"Manville Borough School District, New Jersey","3409630",10410,957,726,8727,6492,757,423,5312,1600,65,65,1470,13,0,0,13,2305,135,238,1932
"Maple Shade Township School District, New Jersey","3409660",18763,1598,1223,15942,9847,914,618,8315,6734,466,391,5877,326,87,76,163,1856,131,138,1587
"Margate City School District, New Jersey","3409690",6312,591,293,5428,2504,268,100,2136,3162,245,120,2797,60,21,0,39,586,57,73,456
"Matawan-Aberdeen Regional School District, New Jersey","3409750",26854,1649,760,24445,13881,875,308,12698,8473,408,216,7849,254,8,15,231,4246,358,221,3667
"Maurice River Township School District, New Jersey","3409780",3541,286,585,2670,2757,237,319,2201,509,10,110,389,99,12,68,19,176,27,88,61
"Maywood Borough School District, New Jersey","3409810",9651,740,417,8494,5186,336,161,4689,2193,144,114,1935,172,53,3,116,2100,207,139,1754
"Merchantville Borough School District, New Jersey","3409960",3803,359,239,3205,2070,304,83,1683,1231,46,76,1109,106,9,15,82,396,0,65,331
"Metuchen Borough School District, New Jersey","3409990",13688,425,333,12930,6553,240,138,6175,4395,55,67,4273,140,0,13,127,2600,130,115,2355
"Middle Township School District, New Jersey","3410020",17844,1641,1319,14884,10325,1140,631,8554,5911,444,333,5134,197,11,0,186,1411,46,355,1010
"Middlesex Borough School District, New Jersey","3410050",13766,360,759,12647,9169,209,475,8485,2191,68,124,1999,46,0,0,46,2360,83,160,2117
"Middletown Township School District, New Jersey","3410110",66082,2709,2224,61149,39890,1896,1034,36960,21144,571,872,19701,500,46,13,441,4548,196,305,4047
"Midland Park Borough School District, New Jersey","3410140",7229,428,159,6642,4894,192,33,4669,1456,46,70,1340,117,0,0,117,762,190,56,516
"Millburn Township School District, New Jersey","3410200",20170,621,593,18956,8242,238,336,7668,7909,158,82,7669,282,8,11,263,3737,217,164,3356
"Millstone Township School District, New Jersey","3410230",10495,308,250,9937,6538,47,83,6408,3108,246,115,2747,56,0,0,56,793,15,52,726
"Milltown Borough School District, New Jersey","3410290",6974,611,160,6203,4962,357,86,4519,1173,34,74,1065,54,0,0,54,785,220,0,565
"Millville City School District, New Jersey","3410320",28138,4781,2366,20991,20967,3680,1538,15749,5063,617,484,3962,1096,427,239,430,1012,57,105,850
"Mine Hill Township School District, New Jersey","3410350",3562,235,157,3170,2172,149,84,1939,593,20,8,565,60,0,8,52,737,66,57,614
"Monroe Township School District (Gloucester County), New Jersey","3410470",36398,2782,1433,32183,21053,1828,838,18387,13068,848,505,11715,337,23,8,306,1940,83,82,1775
"Monroe Township School District (Middlesex County), New Jersey","3410500",40224,1872,1292,37060,17543,913,394,16236,14972,608,750,13614,283,16,0,267,7426,335,148,6943
"Montague Township School District, New Jersey","3410530",3801,400,170,3231,2478,247,155,2076,1202,143,15,1044,29,10,0,19,92,0,0,92
"Montclair Town School District, New Jersey","3410560",37554,2476,1543,33535,16295,1366,761,14168,15229,608,467,14154,369,20,22,327,5661,482,293,4886
"Montgomery Township School District, New Jersey","3410590",22915,745,238,21932,9470,310,136,9024,7507,163,102,7242,250,0,0,250,5688,272,0,5416
"Montville Township School District, New Jersey","3410650",21561,827,704,20030,12264,534,288,11442,4679,161,90,4428,381,51,58,272,4237,81,268,3888
"Moonachie Borough School District, New Jersey","3410680",2725,181,379,2165,1282,38,122,1122,366,24,34,308,45,6,0,39,1032,113,223,696
"Moorestown Township School District, New Jersey","3410710",20364,824,493,19047,9388,315,224,8849,9224,381,253,8590,210,42,0,168,1542,86,16,1440
"Morris Plains Borough School District, New Jersey","3410770",5561,193,277,5091,3501,149,197,3155,1452,28,23,1401,59,15,0,44,549,1,57,491
"Morris Township School District, New Jersey","3410810",39863,3200,2091,34572,19666,1185,783,17698,10957,552,280,10125,467,34,19,414,8773,1429,1009,6335
"Mount Arlington Borough School District, New Jersey","3410860",5140,51,146,4943,3390,30,91,3269,1244,0,38,1206,123,0,0,123,383,21,17,345
"Mount Ephraim Borough School District, New Jersey","3410890",4660,535,466,3659,3047,363,378,2306,1302,159,35,1108,12,1,0,11,299,12,53,234
